"","Num","Year","Cruise_ID","Leg","Cast","lon","lat","Mon","Day","Date","Time","sample","depth","fluor_vol_filt","chl_a_tot","chl_b_tot","chl_c1_c2","chl_c3","chlide_a","carotene_a","carotene_b","fucox_but","fucox_hex","fucox","diadinox","allox","diatox","lutein","peridinin","prasinox","zeax","chl_a_fluor","chl_a_pheo_fluor"
"186",186,"1997","93HG_023","1","4","-64.67","10.5","9","17","19970917","0537","5","","2000","0.113","0","0.013","0.002","0","0.005","0.004","0.003","0.012","0.003","0.019","0.002","0","0","0.007",0,0.036,0.103,0.079
"187",187,"1997","93HG_023","1","4","-64.67","10.5","9","17","19970917","0537","7","","2000","0.137","0","0.006","0.001","0","0.008","0.005","0.002","0.011","0.003","0.043","0","0","0","0.006",0,0.035,0.131,0.054
"188",188,"1997","93HG_023","1","4","-64.67","10.5","9","17","19970917","0537","9","","2000","0.222","0.145","0.041","0.005","0","0.004","0.002","0.006","0.045","0.011","0.01","0.002","0","0","0.011",0.007,0.018,0.178,0.268
"189",189,"1997","93HG_023","1","4","-64.67","10.5","9","17","19970917","0537","10","","2000","0.346","0.228","0.071","0.008","0","0.012","0.005","0.026","0.083","0.024","0.015","0.005","0","0","0.007",0.009,0.024,0.321,0.443
"190",190,"1997","93HG_023","1","4","-64.67","10.5","9","17","19970917","0537","11","","2000","0.048","0.157","0.018","0.002","0","0.001","0","0.002","0.008","0.011","0.001","0","0","0","0.003",0,0,0.06,0.122
"191",191,"1997","93HG_023","1","4","-64.67","10.5","9","17","19970917","0537","12","","2000","0.075","0.076","0.02","0.003","0","0.002","0.001","0.01","0.025","0.018","0","0","0","0","0.003",0.001,0,0.094,0.104
"192",192,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","1","","2000","0.104","0.141","0.004","0","0","0.006","0.003","0.002","0.006","0.002","0.051","0","0","0","0.001",0,0,0.105,0.063
"193",193,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","3","","2000","0.113","0.146","0.002","0","0","0.006","0.004","0.001","0.005","0.003","0.045","0","0","0","0.002",0,0,0.132,0.047
"194",194,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","5","","2000","0.136","0.11","0.012","0.001","0","0.007","0.004","0.002","0.009","0.002","0.046","0","0","0","0.004",0,0,0.131,0.054
"195",195,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","7","","2000","0.281","0.197","0.066","0.007","0.066","0.006","0.012","0.011","0.046","0.016","0.023","0","0","0","0.017",0.005,0,0.309,0.139
"196",196,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","9","","2000","0.256","0.468","0.045","0.006","0","0.01","0.006","0.009","0.035","0.006","0.024","0.001","0","0","0.016",0.002,0,0.234,0.181
"197",197,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","10","","2000","0.328","0.231","0.047","0.01","0.172","0.011","0.007","0.021","0.071","0.062","0.01","0.004","0","0","0.002",0.011,0,0.999,0.797
"198",198,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","11","","2000","0.103","0.11","0.019","0.004","0","0.005","0.003","0.009","0.019","0.022","0.005","0.003","0","0","0",0.002,0,0.094,0.149
"199",199,"1997","93HG_024","1","4","-64.67","10.5","10","14","19971014","0557","12","","2000","0.027","0.087","0","0","0","0.002","0.001","0.002","0.005","0.004","0.001","0.001","0","0","0",0,0,0.023,0.096
"200",200,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","1","","2000","0.142","0.305","0.006","0","0","0.004","0.006","0.002","0.007","0.005","0.029","0","0","0","0.002",0.001,0,0.141,0.06
"201",201,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","3","","2000","0.156","0.289","0.017","0.001","0.058","0.005","0.007","0.003","0.009","0.006","0.039","0","0","0","0.005",0.002,0,0.169,0.044
"202",202,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","5","","2000","0.176","0.152","0.012","0","0","0.006","0.008","0.003","0.012","0.008","0.043","0.001","0","0","0.003",0.002,0,0.169,0.056
"203",203,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","7","","2000","0.274","0.136","0.045","0.003","0","0.01","0.01","0.008","0.025","0.013","0.018","0.002","0","0","0.018",0.002,0,0.263,0.159
"204",204,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","9","","2000","0.65","0.263","0.101","0.02","0","0.014","0.009","0.033","0.18","0.068","0.018","0.003","0","0","0.02",0.018,0,0.818,0.385
"205",205,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","10","","2000","0.063","0.114","0.011","0.002","0","0.003","0.002","0.005","0.011","0.014","0.002","0","0","0","0",0.001,0,0.066,0.102
"206",206,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","11","","2000","0.014","0.492","0","0","0","0","0","0.001","0.001","0.004","0","0","0","0","0",0,0,0.038,0.05
"207",207,"1997","93HG_025","2","4","-64.67","10.5","11","13","19971113","","12","","2000","0.01","0.402","0","0","0","0","0","0","0.001","0.003","0.001","0","0","0","0",0,0,0.023,0.057
"208",208,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","1","","2000","0.338","0.088","0.144","0.017","0.686","0.009","0","0.002","0.036","0.15","0.008","0","0","0","0.006",0.021,0.008,0.701,0.529
"209",209,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","3","","2000","0.438","0.106","0.128","0.015","0.852","0.014","0","0.007","0.04","0.2","0.009","0","0","0","0.012",0.022,0.004,1.022,0.301
"210",210,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","5","","2000","1.053","0.195","0.23","0.033","0.498","0.021","0.008","0.01","0.135","0.407","0.011","0","0","0","0.042",0.06,0,1.906,0.498
"211",211,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","7","","2000","0.516","0.234","0.063","0.013","0","0.011","0","0.02","0.122","0.075","0.013","0","0","0","0.012",0.011,0,0.643,0.411
"212",212,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","9","","2000","0.03","0.166","0.008","0.001","0","0.001","0","0.003","0.009","0.006","0","0","0","0","0",0,0,0.045,0.081
"213",213,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","10","","2000","0.274","0.141","0.058","0.007","0","0.007","0.004","0.023","0.067","0.064","0.009","0.002","0","0","0.003",0.007,0,0.38,0.263
"214",214,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","11","","2000","0.219","0.164","0.045","0.007","0","0.018","0.005","0.012","0.061","0.022","0.007","0.005","0.004","0","0",0.007,0,0.188,0.174
"215",215,"1997","93HG_026","1","4","-64.67","10.5","12","17","19971217","0538","12","","2000","0.071","0.087","0.021","0.004","0","0.004","0.001","0.005","0.026","0.008","0.001","0.002","0","0","0",0.002,0,0.066,0.096
"216",216,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","1","","1000","0.582","0.032","0.111","0.012","0","0.005","0.04","0.013","0.093","0.088","0.062","0","0","0","0.029",0.014,0.04,0.638,0.29
"217",217,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","3","","1000","0.457","0.03","0.059","0.003","0","0.002","0.021","0.005","0.039","0.041","0.037","0","0","0","0.012",0.007,0.024,0.506,0.379
"218",218,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","5","","1000","0.577","0.038","0.156","0.016","1.037","0.004","0.031","0.022","0.094","0.093","0.058","0","0","0","0.042",0.014,0.044,0.638,0.29
"219",219,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","7","","1000","0.358","0.077","0.117","0.015","0.315","0.012","0.007","0.018","0.063","0.056","0.012","0.005","0","0","0.022",0.005,0.012,0.413,0.186
"220",220,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","9","","1000","0.648","0.076","0.224","0.023","0.638","0.024","0.007","0.042","0.115","0.077","0.023","0.007","0","0","0.046",0.008,0.034,0.818,0.431
"221",221,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","10","","1000","0.197","0.084","0.053","0.008","0","0.013","0.003","0.008","0.034","0.05","0.005","0.004","0.001","0","0",0.002,0.004,0.188,0.249
"222",222,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","11","","1000","0.126","0.077","0.035","0.008","0","0.012","0.003","0.012","0.037","0.014","0.003","0.003","0.002","0","0",0.002,0.003,0.136,0.206
"223",223,"1998","93HG_027","1","4","-64.67","10.5","1","14","19980114","","12","","1000","0.033","0.034","0.008","0.001","0","0.001","0","0.003","0.009","0.008","0","0","0","0","0",0,0,0.068,0.062
"224",224,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","1","","2000","0.32","0.008","0.08","0.004","0","0.008","0.01","0.008","0.021","0.079","0.036","0","0","0","0.013",0.004,0.009,0.347,0.057
"225",225,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","3","","2000","0.32","0.02","0.069","0.003","0.183","0.009","0.012","0.004","0.024","0.083","0.037","0","0","0","0.008",0.003,0.003,0.347,0.066
"226",226,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","5","","2000","0.281","0.021","0.062","0.004","0","0.007","0.011","0.005","0.024","0.069","0.033","0","0","0","0.008",0.002,0.002,0.319,0.031
"227",227,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","7","","2000","0.424","0.063","0.13","0.016","0.322","0.005","0.012","0.015","0.054","0.145","0.011","0.001","0","0","0.016",0.011,0.004,0.584,0.208
"228",228,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","9","","2000","0.273","0.033","0.076","0.011","0","0.004","0.006","0.01","0.038","0.081","0.007","0","0","0","0.005",0.006,0.016,0.4,0.16
"229",229,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","10","","1900","0.222","0.102","0.063","0.008","0","0.011","0.005","0.009","0.027","0.051","0.006","0.002","0","0","0.009",0.003,0.007,0.292,0.221
"230",230,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","11","","2000","0.134","0.109","0.027","0.003","0.099","0.008","0.003","0.007","0.025","0.029","0.003","0.001","0","0","0.002",0,0.004,0.141,0.126
"231",231,"1998","93HG_028","1","4","-64.67","10.5","2","11","19980211","0637","12","","2000","0.135","0.036","0.037","0.006","0","0.005","0.002","0.008","0.026","0.031","0.003","0.001","0","0","0.006",0.003,0.001,0.159,0.113
"232",232,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","1","","500","3.83","0.612","1.006","0.182","7.577","0.007","0.13","0.029","0.07","1.927","0.006","0","0","0","0.09",0.161,0,6.899,1.096
"233",233,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","3","","500","4.198","0.097","0.878","0.126","3.239","0.078","0","0.008","0.037","2.005","0","0","0","0","0.054",0.163,0,8.352,0.57
"234",234,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","5","","500","3.301","0.755","0.776","0.097","5.739","0.062","0","0.002","0.052","1.687","0","0","0","0","0.063",0.121,0,6.536,0.416
"235",235,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","7","","1000","0.248","0.16","0.064","0.004","0.132","0.003","0.01","0.004","0.016","0.104","0.002","0","0","0","0.011",0.008,0,0.488,0.332
"236",236,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","9","","2000","0.142","0.114","0.032","0.003","0","0.011","0.008","0.008","0.019","0.041","0.004","0.003","0","0","0.004",0.001,0,0.225,0.269
"237",237,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","10","","2000","0.032","0.017","0.01","0","0","0.001","0.002","0.002","0.003","0.018","0","0","0","0","0",0.001,0,0.075,0.122
"238",238,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","11","","2000","0.023","0.018","0.006","0","0","0.001","0","0.001","0.003","0.011","0","0","0","0","0",0,0,0.049,0.092
"239",239,"1998","93HG_029","2","4","-64.67","10.5","3","12","19980312","0517","12","","2000","0.046","0.071","0.012","0","0","0","0.001","0.001","0.002","0.024","0","0","0","0","0",0.001,0,0.102,0.074
"240",240,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","1","","2000","0.237","0.014","0.038","0.004","0","0.016","0","0.009","0.037","0.018","0.044","0","0","0","0.009",0.002,0.004,0.244,0.067
"241",241,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","3","","2000","0.216","0.019","0.023","0","0","0.004","0.012","0.007","0.026","0.013","0.036","0","0","0","0.006",0.002,0.003,0.206,0.078
"242",242,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","5","","2000","0.275","0.019","0.045","0.002","0","0.01","0.012","0.007","0.027","0.011","0.046","0","0","0","0.016",0.001,0.002,0.272,0.063
"243",243,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","7","","2000","0.614","0.093","0.079","0.017","0","0.01","0.011","0.011","0.168","0.107","0.021","0","0","0","0.014",0.02,0.032,0.701,0.436
"244",244,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","9","","2000","0.42","0.088","0.033","0.01","0","0.013","0.01","0.007","0.078","0.026","0.015","0","0","0","0.002",0.016,0.032,0.409,0.402
"245",245,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","10","","2000","0.328","0.095","0.061","0.011","0","0.019","0.007","0.023","0.081","0.029","0.017","0.004","0","0","0.006",0.008,0.024,0.3,0.307
"246",246,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","11","","1750","0.116","0.051","0.028","0.005","0","0.008","0.002","0.013","0.029","0.013","0.005","0.003","0","0","0.002",0.001,0.004,0.094,0.101
"247",247,"1998","93HG_030","1","4","-64.67","10.5","4","21","19980421","0556","12","","2000","0.051","0.025","0.012","0.002","0","0.004","0","0.007","0.014","0.007","0.001","0.001","0","0","0.001",0.001,0.001,0.049,0.088
