"","Num","Year","Cruise_ID","Leg","Cast","lon","lat","Mon","Day","Date","Time","sample","depth","fluor_vol_filt","chl_a_tot","chl_b_tot","chl_c3","chl_c1_c2","chl_c1","chl_c2","chlc_tot","chlide_a","chl_a1","chl_a2","carotene_a","carotene_b","fucox_but","fucox_hex","allox","diadinox","fucox","diatox","peridinin","zeax","lutein","neox","antherax","violax","p_phytin_a","prasinox","gyrox","chl_a_allo","chl_a_prime","chl_a_fluor","chl_a_pheo_fluor"
"129",129,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","3","7","2000","0.1524","-9999","0.0126","","0.0206","-9999","0.0331","-9999","","-9999","-9999","-9999","0.003","0.0193","-9999","-9999","0.0058","-9999","-9999","0.0283","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"130",130,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","5","15","2000","0.1601","0.0212","0.0207","","0.0265","-9999","0.0472","-9999","","-9999","-9999","0.0045","0.0066","0.0315","-9999","-9999","0.0104","-9999","-9999","0.0365","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0225,-9999,9.96920996838687e+36,9.96920996838687e+36
"131",131,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","7","25","2000","0.2186","0.0671","0.0248","","0.0356","-9999","0.0605","-9999","","-9999","-9999","-9999","0.0059","0.0388","-9999","0.0043","0.0162","-9999","-9999","0.0112","-9999","-9999","-9999","-9999","",0.0044,9.96920996838687e+36,0.022,-9999,9.96920996838687e+36,9.96920996838687e+36
"132",132,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","9","35","2000","0.2069","0.0749","0.0499","","0.038","-9999","0.0879","-9999","","-9999","0.0021","0.0017","0.0174","0.0546","-9999","0.0067","0.019","-9999","-9999","0.0071","-9999","0.0038","-9999","-9999","",0.0062,9.96920996838687e+36,0.0254,0.0094,9.96920996838687e+36,9.96920996838687e+36
"133",133,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","10","55","2000","0.1572","0.0712","0.035","","0.0264","-9999","0.0613","-9999","","-9999","-9999","0.0071","0.0169","0.0329","-9999","0.0029","0.0182","-9999","-9999","0.0094","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0158,-9999,9.96920996838687e+36,9.96920996838687e+36
"134",134,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","11","75","2000","0.1305","0.0181","0.0226","","0.0214","-9999","0.0439","-9999","","-9999","-9999","0.0049","0.0112","0.0279","-9999","-9999","0.0125","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.034,-9999,9.96920996838687e+36,9.96920996838687e+36
"135",135,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","12","100","2000","0.0387","0.0217","0.0103","","0.0068","-9999","0.0172","-9999","","-9999","-9999","0.0019","0.0041","0.0099","-9999","-9999","0.0049","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"136",136,"2000","93HG_056","1","4","-64.67","10.5","7","7","20000707","0610","1","1","2000","0.0971","-9999","0.2026","","0.3902","-9999","0.5929","-9999","","-9999","-9999","0.0033","0.0065","0.0154","-9999","0.0191","0.2665","-9999","-9999","0.0149","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.1605,0.0146,9.96920996838687e+36,9.96920996838687e+36
"137",137,"2000","93HG_056","1","4","-64.67","10.5","7","7","20000707","0610","3","7","2000","0.1709","-9999","0.2222","","0.396","-9999","0.6182","-9999","","-9999","-9999","0.0038","0.0051","0.0151","-9999","0.0057","0.2825","-9999","-9999","0.0137","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.2569,0.0212,9.96920996838687e+36,9.96920996838687e+36
"138",138,"2000","93HG_056","1","4","-64.67","10.5","7","7","20000707","0610","5","15","2000","0.0916","-9999","-9999","","0.5068","1.0153","1.5221","-9999","","-9999","-9999","0.0099","-9999","-9999","-9999","-9999","0.4605","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.1967,0.0117,9.96920996838687e+36,9.96920996838687e+36
"139",139,"2000","93HG_056","1","4","-64.67","10.5","7","7","20000707","0610","7","25","1750","0.1498","-9999","-9999","","0.0293","-9999","0.0293","0.0442","","-9999","0.0023","0.0023","0.0048","0.0252","-9999","0.0062","0.0664","-9999","-9999","0.0081","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0229,-9999,9.96920996838687e+36,9.96920996838687e+36
"140",140,"2000","93HG_056","1","4","-64.67","10.5","7","7","20000707","0610","9","35","2000","0.0841","0.031","0.0149","","0.0153","-9999","0.0301","0.0469","","0.0098","-9999","0.0039","0.0131","0.0248","-9999","0.0034","0.0329","-9999","-9999","0.0123","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"141",141,"2000","93HG_056","1","4","-64.67","10.5","7","7","20000707","0610","10","55","2000","0.0371","-9999","0.0057","","0.0038","-9999","0.0095","0.0211","","-9999","-9999","-9999","0.0047","0.0085","-9999","-9999","0.0154","-9999","-9999","0.006","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"142",142,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","1","1","2000","0.1001","-9999","-9999","","0.012","-9999","0.012","-9999","","0.0729","0.0075","0.0059","-9999","0.0151","-9999","-9999","0.0039","-9999","-9999","0.0869","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"143",143,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","3","7","2000","0.0849","-9999","-9999","","0.0136","-9999","0.0136","-9999","","0.0616","0.0038","0.0037","0.0037","0.0126","-9999","-9999","0.0045","-9999","-9999","0.0772","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"144",144,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","5","15","2000","0.0948","-9999","-9999","","0.0206","-9999","0.0206","-9999","","0.0715","0.0045","0.0044","-9999","0.0129","-9999","-9999","0.0046","-9999","-9999","0.0792","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"145",145,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","7","25","2000","0.0978","-9999","0.0093","","0.0168","-9999","0.0261","-9999","","0.0977","0.0066","0.0028","0.0043","0.018","-9999","-9999","0.0038","-9999","-9999","0.0658","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"146",146,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","9","35","2000","0.2821","0.0593","0.0394","","0.0432","-9999","0.0827","-9999","","0.0869","0.0088","0.0067","0.0106","0.0446","0.0049","0.0053","0.0161","-9999","-9999","0.0396","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0182,-9999,9.96920996838687e+36,9.96920996838687e+36
"147",147,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","10","55","2000","0.1974","0.0665","0.0231","","-9999","-9999","0.0231","-9999","","0.0147","0.0035","0.0032","0.0108","0.0344","-9999","0.0038","0.0254","-9999","-9999","0.0142","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0156,-9999,9.96920996838687e+36,9.96920996838687e+36
"148",148,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","11","75","2000","0.1766","0.0288","0.0451","","0.0304","-9999","0.0754","-9999","","0.0244","0.007","-9999","0.013","0.0323","-9999","0.0102","0.0255","-9999","-9999","0.0178","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"149",149,"2000","93HG_057","1","4","-64.67","10.5","8","9","20000809","0632","12","100","2000","0.0603","-9999","0.0081","","0.0176","-9999","0.0257","-9999","","-9999","-9999","-9999","0.0042","0.0086","-9999","-9999","0.0148","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"150",150,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","1","1","2000","0.2638","0.0153","0.0195","","0.0342","-9999","0.0538","-9999","","-9999","-9999","0.0128","0.0109","0.0318","-9999","0.0078","0.0271","-9999","-9999","0.1029","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.027,0.0111,9.96920996838687e+36,9.96920996838687e+36
"151",151,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","3","7","2000","0.2789","0.0167","-9999","","0.0254","-9999","0.0254","-9999","","-9999","-9999","0.0134","0.0096","0.0282","-9999","0.0115","0.0259","-9999","-9999","0.0922","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0326,-9999,9.96920996838687e+36,9.96920996838687e+36
"152",152,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","5","15","2000","0.2851","0.0279","0.0154","","0.0326","-9999","0.048","-9999","","-9999","0.0051","0.0073","0.0103","0.0422","-9999","0.0117","0.0172","-9999","0.0123","0.0785","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0251,0.0115,9.96920996838687e+36,9.96920996838687e+36
"153",153,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","7","25","2000","0.1693","0.0283","0.0166","","0.0259","-9999","0.0425","-9999","","-9999","0.0038","0.0042","0.0086","0.0272","-9999","0.0041","0.0066","-9999","0.0126","0.0374","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.014,-9999,9.96920996838687e+36,9.96920996838687e+36
"154",154,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","9","35","2000","0.1763","0.0403","0.0298","","0.0326","-9999","0.0624","-9999","","-9999","-9999","0.0029","0.0131","0.0366","-9999","0.0035","0.0137","-9999","0.0177","0.013","-9999","-9999","-9999","-9999","",0.0063,9.96920996838687e+36,0.0182,-9999,9.96920996838687e+36,9.96920996838687e+36
"155",155,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","10","55","2000","0.6113","0.1091","0.1016","","0.1277","-9999","0.2293","0.2607","","-9999","0.0159","0.0055","0.0594","0.0737","-9999","0.0138","0.109","-9999","-9999","0.0397","-9999","0.0049","-9999","-9999","",0.0096,9.96920996838687e+36,0.0824,0.0212,9.96920996838687e+36,9.96920996838687e+36
"156",156,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","11","75","2000","0.2768","0.0846","-9999","","0.0879","-9999","0.0879","0.4842","","-9999","-9999","0.0175","0.0431","0.0555","-9999","0.0096","0.071","-9999","-9999","0.0189","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0565,0.0166,9.96920996838687e+36,9.96920996838687e+36
"157",157,"2000","93HG_058","1","4","-64.67","10.5","9","12","20000912","0624","12","100","2000","0.0362","0.0175","0.0062","","0.0069","-9999","0.0131","-9999","","-9999","-9999","-9999","0.0059","0.0082","-9999","-9999","0.0075","-9999","-9999","0.0046","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"158",158,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","1","1","2000","0.0864","-9999","0.0091","","-9999","-9999","0.0091","-9999","","0.0498","0.0057","0.0059","-9999","0.0135","-9999","-9999","-9999","-9999","-9999","0.0885","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"159",159,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","3","7","2000","0.0759","-9999","-9999","","-9999","-9999","-9999","-9999","","0.0481","0.0055","0.0052","-9999","0.0122","-9999","-9999","-9999","-9999","-9999","0.0778","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"160",160,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","5","15","2000","0.0948","0.0162","0.0121","","-9999","-9999","0.0121","-9999","","0.0718","0.0087","0.0053","-9999","0.0164","-9999","-9999","-9999","-9999","-9999","0.0829","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"161",161,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","7","25","2000","0.1327","0.0227","0.0176","","-9999","-9999","0.0176","-9999","","0.0747","0.0108","0.0068","-9999","0.0242","-9999","-9999","-9999","-9999","-9999","0.0883","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"162",162,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","9","35","2000","0.2766","0.0978","0.0291","","0.0311","-9999","0.0602","-9999","","-9999","0.0095","0.0085","0.0127","0.0337","-9999","0.0035","0.0153","-9999","-9999","0.05","-9999","0.0071","-9999","-9999","",0.0084,9.96920996838687e+36,0.02,-9999,9.96920996838687e+36,9.96920996838687e+36
"163",163,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","10","55","2000","0.2946","0.127","0.0602","","0.0528","-9999","0.1129","-9999","","-9999","-9999","0.0147","0.0294","0.0522","0.0035","0.0057","0.0428","-9999","-9999","0.0223","-9999","0.0045","-9999","-9999","",0.0042,9.96920996838687e+36,0.0284,-9999,9.96920996838687e+36,9.96920996838687e+36
"164",164,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","11","75","2000","0.0594","0.019","0.02","","0.0106","-9999","0.0306","-9999","","-9999","-9999","0.0024","0.0055","0.011","-9999","-9999","0.0138","-9999","-9999","0.0061","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"165",165,"2000","93HG_059","1","4","-64.67","10.5","10","10","20001010","0604","12","100","2000","0.0669","0.0335","0.0211","","0.0118","-9999","0.0329","-9999","","-9999","-9999","0.0053","0.0077","0.0148","-9999","-9999","0.0071","-9999","-9999","0.0062","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"166",166,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","1","2","2000","","0.0112","0.0014","0.0136","","","","-9999","0.0428","0.0657","0.0019","0.0006","0.0012","0.0057","-9999","-9999","0.0041","0.0027","0.002","0.0568","-9999","-9999","0.002","-9999","-9999",9.96920996838687e+36,-9999,0.0754,0.02,9.96920996838687e+36,9.96920996838687e+36
"167",167,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","3","7","2000","","0.0123","-9999","0.0151","","","","-9999","0.043","0.0807","-9999","0.0024","0.0013","0.0066","-9999","-9999","0.0038","0.0031","0.0026","0.068","-9999","-9999","0.0018","-9999","-9999",9.96920996838687e+36,-9999,0.0687,0.0229,9.96920996838687e+36,9.96920996838687e+36
"168",168,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","5","16","2000","","0.0127","0.002","0.0169","","","","-9999","0.0514","0.0709","0.0032","0.0009","0.0015","0.0087","-9999","-9999","0.0033","0.0035","0.0026","0.0636","-9999","-9999","0.0024","-9999","-9999",9.96920996838687e+36,-9999,0.057,0.0195,9.96920996838687e+36,9.96920996838687e+36
"169",169,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","7","25","2000","","0.0209","0.0028","0.0169","","","","-9999","0.0357","0.0696","-9999","0.0038","0.0016","0.0082","0.0009","-9999","0.0022","0.0033","0.0032","0.0354","-9999","-9999","0.0023","-9999","-9999",9.96920996838687e+36,-9999,0.0612,0.0159,9.96920996838687e+36,9.96920996838687e+36
"170",170,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","9","35","2000","","0.0343","0.0088","0.0281","","","","-9999","0.0617","0.0668","-9999","0.0036","0.0029","0.016","0.0012","-9999","0.0054","0.0047","0.0043","0.0246","-9999","-9999","0.0017","-9999","-9999",9.96920996838687e+36,-9999,0.0638,0.0203,9.96920996838687e+36,9.96920996838687e+36
"171",171,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","10","55","2000","","0.1235","0.3119","0.3544","","","","0.0973","0.7826","0.0849","-9999","0.0079","0.0365","0.1086","0.0207","0.0069","0.4651","0.0465","0.0129","0.0217","-9999","0.0075","0.0085","0.0028","0.0057",9.96920996838687e+36,-9999,0.2187,0.055,9.96920996838687e+36,9.96920996838687e+36
"172",172,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","11","75","2000","","0.058","0.0204","0.0244","","","","0.0072","0.0686","0.0243","-9999","0.0038","0.0059","0.0151","0.0027","-9999","0.0265","0.0036","-9999","0.0045","-9999","0.0038","0.0007","0.0007","-9999",9.96920996838687e+36,-9999,0.0201,0.0064,9.96920996838687e+36,9.96920996838687e+36
"173",173,"2000","93HG_060","1","4","-64.67","10.5","11","3","20001103","0529","12","100","2000","","0.006","-9999","0.003","","","","-9999","0.0113","0.0028","-9999","-9999","0.0009","0.0022","-9999","-9999","0.0037","-9999","-9999","0.0008","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0199,-9999,9.96920996838687e+36,9.96920996838687e+36
"174",174,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","1","2","2000","","0.1577","0.1601","0.3382","","","","0.0568","1.0013","0.0576","0.0034","0.018","0.0178","0.0822","0.0241","0.0494","0.4088","0.0097","0.0242","0.0682","-9999","0.0188","0.0106","0.0051","0.0055",9.96920996838687e+36,-9999,0.2787,0.0983,9.96920996838687e+36,9.96920996838687e+36
"175",175,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","3","7","2000","","0.175","0.2138","0.4312","","","","0.073","1.1056","0.059","0.005","0.0257","0.0264","0.1208","0.031","0.0623","0.5328","0.0114","0.0252","0.0888","-9999","0.0262","0.0121","0.0068","0.0054",9.96920996838687e+36,-9999,0.319,0.1109,9.96920996838687e+36,9.96920996838687e+36
"176",176,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","5","16","2000","","0.155","0.1884","0.3608","","","","0.0852","0.9793","0.0565","0.0035","0.0187","0.0197","0.0995","0.0264","0.0528","0.4408","0.0099","0.0235","0.071","-9999","0.021","0.0105","0.0051","0.0041",9.96920996838687e+36,-9999,0.2722,0.084,9.96920996838687e+36,9.96920996838687e+36
"177",177,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","7","25","2000","","0.1726","0.1666","0.2985","","","","0.0899","0.7963","0.064","0.0047","0.0132","0.019","0.1097","0.026","0.0434","0.3076","0.009","0.0319","0.0559","-9999","0.0199","0.0082","0.003","-9999",9.96920996838687e+36,-9999,0.2615,0.073,9.96920996838687e+36,9.96920996838687e+36
"178",178,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","9","35","2000","","0.1888","0.0824","0.1077","","","","0.0212","0.2521","0.1027","-9999","0.0138","0.0133","0.0762","0.0076","0.0164","0.0567","0.0029","0.0109","0.0192","-9999","0.008","0.0021","0.0006","-9999",9.96920996838687e+36,-9999,0.0787,0.0295,9.96920996838687e+36,9.96920996838687e+36
"179",179,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","10","55","2000","","0.1292","0.0244","0.035","","","","0.0074","0.0736","0.0555","-9999","0.0102","0.0068","0.0226","-9999","0.0052","0.0154","-9999","-9999","0.0056","-9999","0.0011","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0256,0.0117,9.96920996838687e+36,9.96920996838687e+36
"180",180,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","11","75","2000","","0.0204","0.0051","0.009","","","","-9999","0.0256","0.0091","-9999","0.001","0.0021","0.0042","-9999","0.0014","0.0088","-9999","-9999","0.0013","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"181",181,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","12","100","2000","","0.0074","-9999","0.0033","","","","-9999","0.0082","0.0044","-9999","0.0004","0.0009","0.0021","-9999","0.0006","0.0036","-9999","-9999","0.0005","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"182",182,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","1","2","2000","","0.083","0.3127","1.0418","","","","0.1228","1.7538","0.0398","-9999","0.0171","0.02","0.0628","0.0185","0.1161","1.3731","0.0078","0.0202","0.0151","-9999","0.0154","0.0174","0.0061","0.012",9.96920996838687e+36,-9999,0.2357,0.1347,9.96920996838687e+36,9.96920996838687e+36
"183",183,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","3","7","2000","","0.0903","0.3045","1.0162","","","","0.1234","1.7411","0.0401","-9999","0.0188","0.0185","0.0615","0.0181","0.117","1.4068","0.0076","0.0201","0.0138","-9999","0.0154","0.0137","0.0061","0.011",9.96920996838687e+36,-9999,0.2884,0.1234,9.96920996838687e+36,9.96920996838687e+36
"184",184,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","5","16","2000","","0.0885","0.3055","1.0713","","","","0.0781","2.0087","0.0481","-9999","0.0248","0.0186","0.0653","0.0196","0.133","1.5385","0.0092","0.026","0.0167","-9999","0.0174","0.0149","0.007","0.0124",9.96920996838687e+36,-9999,0.2904,0.1303,9.96920996838687e+36,9.96920996838687e+36
"185",185,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","7","25","2000","","0.0795","0.2368","0.8023","","","","0.1455","1.3465","0.0318","-9999","0.0109","0.0126","0.046","0.0126","0.0878","1.0907","0.0054","0.0182","0.0106","-9999","0.0115","0.0115","0.0049","0.0087",9.96920996838687e+36,-9999,0.3637,0.0942,9.96920996838687e+36,9.96920996838687e+36
"186",186,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","9","35","2000","","0.1235","0.0378","0.0642","","","","0.0285","0.1343","0.0562","0.0081","0.0009","0.0075","0.0304","0.0058","0.0081","0.0393","0.0019","0.0094","0.0091","-9999","0.0055","0.0016","-9999","-9999",9.96920996838687e+36,-9999,0.0514,0.0172,9.96920996838687e+36,9.96920996838687e+36
"187",187,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","10","55","2000","","0.0444","0.0198","0.0284","","","","0.0233","0.0465","0.0189","-9999","0.0039","0.0047","0.0191","-9999","0.0037","0.0246","-9999","-9999","0.0018","-9999","0.0016","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0303,0.0073,9.96920996838687e+36,9.96920996838687e+36
"188",188,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","11","75","2000","","0.0368","0.0155","0.0222","","","","0.0082","0.0383","0.0144","-9999","0.0025","0.0035","0.0124","-9999","0.0029","0.0191","-9999","-9999","0.0012","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0039,9.96920996838687e+36,9.96920996838687e+36
"189",189,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","12","100","2000","","0.0026","0.0014","0.0066","","","","0.0037","0.0121","-0.0023","-9999","-9999","-9999","0.0016","-9999","-9999","0.0142","-9999","-9999","0.0007","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0059,-9999,9.96920996838687e+36,9.96920996838687e+36
"190",190,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","1","2","2000","","0.0572","0.1274","0.9012","","","","0.1908","1.5874","0.0387","-9999","0.0157","0.0233","0.0288","0.0438","0.0987","1.1706","0.0182","0.0557","0.0323","-9999","-9999","0.0215","0.0117","0.0095",9.96920996838687e+36,-9999,0.3971,0.0809,9.96920996838687e+36,9.96920996838687e+36
"191",191,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","3","7","2000","","0.0569","0.1381","0.9289","","","","0.19","1.568","0.0366","-9999","0.0169","0.0175","0.0282","0.0379","0.1025","1.1877","0.0156","0.0845","0.0279","-9999","-9999","0.0153","0.0117","0.0112",9.96920996838687e+36,-9999,0.4757,0.0781,9.96920996838687e+36,9.96920996838687e+36
"192",192,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","5","16","2000","","0.0555","0.1519","0.9611","","","","0.1677","1.631","0.0397","-9999","0.019","0.0146","0.0294","0.0391","0.1067","1.2429","0.0142","0.0745","0.028","-9999","-9999","0.0121","0.0109","0.0104",9.96920996838687e+36,-9999,0.4644,0.0795,9.96920996838687e+36,9.96920996838687e+36
"193",193,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","7","25","2000","","0.0535","0.1418","0.8756","","","","0.1702","1.464","0.0341","-9999","0.0127","0.0137","0.0267","0.0347","0.0941","1.1278","0.0127","0.0625","0.0261","-9999","-9999","0.0113","0.0091","0.0093",9.96920996838687e+36,-9999,0.4336,0.0639,9.96920996838687e+36,9.96920996838687e+36
"194",194,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","9","35","2000","","0.0485","0.1107","0.6772","","","","0.1049","1.2697","0.033","-9999","0.0144","0.012","0.0231","0.032","0.0745","0.8998","0.0142","0.0299","0.0244","-9999","-9999","0.012","0.007","0.0114",9.96920996838687e+36,-9999,0.3784,0.0568,9.96920996838687e+36,9.96920996838687e+36
"195",195,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","10","55","2000","","0.0038","0.0065","0.0283","","","","0.0085","0.0648","0.0058","-9999","0.0013","0.0011","0.0035","0.0103","0.0062","0.0589","0.0021","-9999","0.0047","-9999","-9999","-9999","0.0021","-9999",9.96920996838687e+36,-9999,0.0155,-9999,9.96920996838687e+36,9.96920996838687e+36
"196",196,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","11","75","2000","","-9999","-9999","0.006","","","","-9999","0.0189","-0.0035","-9999","-9999","-9999","0.0011","0.0025","0.0012","0.0145","-9999","-9999","0.0025","-9999","-9999","-9999","0.0007","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"197",197,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","12","100","2000","","0.0124","-9999","0.0032","","","","-9999","0.0219","0.0084","-9999","-9999","-9999","0.0006","0.0011","-9999","0.0075","-9999","-9999","0.0009","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0072,9.96920996838687e+36,9.96920996838687e+36
"198",198,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","1","2","1000","","0.0217","0.0814","0.4188","","","","0.0273","0.9686","0.0185","-9999","0.0141","0.0018","0.0146","0.0139","0.0527","0.6501","0.0074","0.0136","0.0048","-9999","0.0032","0.0068","0.005","-9999",9.96920996838687e+36,-9999,0.1445,0.0752,9.96920996838687e+36,9.96920996838687e+36
"199",199,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","3","7","1000","","0.1662","0.6182","2.9663","","","","0.7769","6.0994","0.1359","-9999","0.0801","0.0229","0.0887","0.077","0.3196","3.8814","0.0384","0.0839","0.0271","-9999","-9999","0.0484","0.0374","0.0202",9.96920996838687e+36,-9999,1.2323,0.4748,9.96920996838687e+36,9.96920996838687e+36
