"","Num","Year","Cruise_ID","Leg","Cast","lon","lat","Mon","Day","Date","Time","sample","depth","fluor_vol_filt","chl_a_tot","chl_b_tot","chl_c3","chl_c1_c2","chl_c1","chl_c2","chlc_tot","chlide_a","chl_a1","chl_a2","carotene_a","carotene_b","fucox_but","fucox_hex","allox","diadinox","fucox","diatox","peridinin","zeax","lutein","neox","antherax","violax","p_phytin_a","prasinox","gyrox","chl_a_allo","chl_a_prime","chl_a_fluor","chl_a_pheo_fluor"
"58",58,"1999","93HG_046","1","4","-64.67","10.5","9","14","19990914","0616","5","16","2000","0.0793","-9999","0.0102","0.0131","","","0.0233","0","","","-9999","-9999","0.003","0.0138","-9999","-9999","0.0039","-9999","-9999","0.0264","-9999","-9999","","-9999","",-9999,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"59",59,"1999","93HG_046","1","4","-64.67","10.5","9","14","19990914","0616","7","25","2000","0.1022","-9999","0.011","0.0105","","","0.0215","0","","","-9999","0.0037","0.0029","0.0122","-9999","-9999","0.0036","-9999","-9999","0.0256","-9999","-9999","","-9999","",-9999,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"60",60,"1999","93HG_046","1","4","-64.67","10.5","9","14","19990914","0616","9","35","2000","0.1005","-9999","0.0191","0.0227","","","0.0418","0","","","-9999","0.0043","0.0047","0.0297","-9999","-9999","0.0055","-9999","-9999","0.0224","-9999","-9999","","-9999","",-9999,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"61",61,"1999","93HG_046","1","4","-64.67","10.5","9","14","19990914","0616","10","55","2000","0.7625","0.0458","0.2892","0.2345","","","0.5237","0","","","0.01","0.0086","0.042","0.1319","0.005","0.0321","0.4819","-9999","-9999","0.0118","-9999","-9999","","-9999","",-9999,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"62",62,"1999","93HG_046","1","4","-64.67","10.5","9","14","19990914","0616","11","75","2000","0.1211","0.0229","0.0406","0.0307","","","0.0713","0","","","-9999","0.0087","0.0166","0.0408","-9999","-9999","0.0336","-9999","-9999","0.0057","-9999","-9999","","-9999","",-9999,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"63",63,"1999","93HG_046","1","4","-64.67","10.5","9","14","19990914","0616","12","100","2000","0.1256","0.0426","0.028","0.0209","","","0.0489","0","","","-9999","0.0105","0.0115","0.0358","-9999","-9999","0.0122","-9999","-9999","0.0052","-9999","-9999","","-9999","",-9999,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"64",64,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","1","2","1640","0.0619","-9999","-9999","","0.0038","-9999","-9999","-9999","","0.0442","0.0036","0.0033","-9999","0.0066","-9999","-9999","0.0037","-9999","-9999","0.045","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"65",65,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","3","7","2000","0.047","-9999","0.0213","","-9999","-9999","0.0115","-9999","","0.0454","0.0035","0.0027","0.0019","0.0067","-9999","-9999","0.0034","-9999","-9999","0.044","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"66",66,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","5","16","2000","0.0561","-9999","0.0368","","-9999","-9999","0.0233","-9999","","0.0388","0.003","-9999","0.0033","0.0079","-9999","-9999","0.0028","-9999","-9999","0.0466","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"67",67,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","7","25","2000","0.07","0.0199","0.045","","-9999","-9999","0.0215","-9999","","0.073","0.0068","0.0034","-9999","0.0113","-9999","-9999","-9999","-9999","-9999","0.0637","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"68",68,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","9","35","2000","0.0969","0.0308","0.0908","","-9999","-9999","0.0418","-9999","","0.0546","0.0052","0.0021","0.0057","0.0151","-9999","-9999","-9999","-9999","-9999","0.0264","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"69",69,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","10","55","2000","0.2504","0.1086","0.0466","","0.0297","-9999","0.5237","-9999","","0.0611","0.0118","-9999","0.0206","0.0531","0.004","0.0049","0.0225","-9999","-9999","0.0257","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0325,-9999,9.96920996838687e+36,9.96920996838687e+36
"70",70,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","11","75","2000","0.2147","0.1188","0.0746","","0.0457","-9999","0.0713","-9999","","0.0621","0.0161","-9999","0.0281","0.0459","0.0029","0.0051","0.0306","-9999","-9999","0.0186","-9999","-9999","-9999","-9999","",0.00145,9.96920996838687e+36,0.031,-9999,9.96920996838687e+36,9.96920996838687e+36
"71",71,"1999","93HG_047","1","4","-64.67","10.5","10","5","19991005","0634","12","100","2000","0.0467","0.0383","-9999","","0.0051","-9999","0.0489","-9999","","0.0181","0.0057","-9999","0.0096","0.0122","-9999","-9999","0.0095","-9999","-9999","0.0082","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"72",72,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","2","1","1240","0.076","-9999","-9999","","0.0063","-9999","0.0063","-9999","","0.057","0.0053","0.0057","0.0047","0.0085","-9999","-9999","0.0043","-9999","-9999","0.0745","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"73",73,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","3","7","2000","0.0719","-9999","0.0098","","0.0061","-9999","0.0159","-9999","","0.0474","0.0052","0.0039","0.002","0.0072","-9999","-9999","0.0038","-9999","-9999","0.0615","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"74",74,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","5","15","2000","0.0849","-9999","-9999","","0.0097","-9999","0.0097","-9999","","0.0696","0.0052","0.0043","0.0028","0.0094","-9999","-9999","0.004","-9999","-9999","0.0753","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"75",75,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","8","25","1790","0.0665","-9999","-9999","","0.0083","-9999","0.0083","-9999","","0.0501","0.004","0.0027","0.0025","0.0092","-9999","-9999","0.0037","-9999","-9999","0.0422","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"76",76,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","9","35","2000","0.0841","0.0384","-9999","","0.0134","-9999","0.0134","-9999","","0.1256","0.0105","0.0023","0.0097","0.0196","-9999","-9999","0.0069","-9999","-9999","0.0406","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"77",77,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","10","55","2000","0.1341","0.0298","0.0228","","0.017","-9999","0.0399","-9999","","0.0107","0.0027","0.0031","0.0127","0.0204","-9999","-9999","0.0203","-9999","-9999","0.0096","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0112,-9999,9.96920996838687e+36,9.96920996838687e+36
"78",78,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","11","75","2000","0.066","0.0408","-9999","","0.0092","-9999","0.0092","-9999","","0.0216","0.0051","0","0.0087","0.0103","-9999","-9999","0.011","-9999","-9999","0.0062","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"79",79,"1999","93HG_048","1","4","-64.67","10.5","11","4","19991104","0526","12","100","2000","0.0201","0.0183","-9999","","0.0035","-9999","0.0035","-9999","","0.01","0.0039","0","0.0046","0.0043","-9999","-9999","0.0035","-9999","-9999","0.003","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"80",80,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","1","1","2000","0.0873","0.0184","-9999","","-9999","-9999","-9999","-9999","","0.0637","0.007","0.0039","0.0051","0.0183","-9999","-9999","0.007","-9999","-9999","0.022","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"81",81,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","3","7","2000","0.0451","-9999","0.0069","","0.0089","-9999","0.0158","-9999","","0.0353","0.0023","0.0019","0.0023","0.0069","-9999","-9999","0.0028","-9999","-9999","0.0512","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"82",82,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","5","15","2000","0.2179","0.0672","0.0291","","0.0363","-9999","0.0654","-9999","","0.1155","0.0164","0.0057","0.0156","0.0539","-9999","0.0049","0.0178","-9999","-9999","0.061","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0421,-9999,9.96920996838687e+36,9.96920996838687e+36
"83",83,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","7","25","2000","0.1202","0.0496","0.019","","0.0203","-9999","0.0394","-9999","","-9999","-9999","0.0063","0.0108","0.0157","-9999","-9999","0.0124","-9999","-9999","0.0456","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"84",84,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","9","35","2000","0.0741","0.0361","0.0134","","0.012","-9999","0.0254","-9999","","-9999","-9999","0.0055","0.0067","0.014","-9999","-9999","0.0057","-9999","-9999","0.0474","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"85",85,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","10","55","2000","0.0637","-9999","-9999","","0.0105","-9999","0.0105","-9999","","0.0497","0.0051","0.0033","0.0025","0.0088","-9999","-9999","0.0025","-9999","-9999","0.0497","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"86",86,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","11","75","2000","0.0785","-9999","-9999","","0.0078","-9999","0.0078","-9999","","0.0506","0.0061","0.0055","0.0039","0.0133","-9999","-9999","0.0046","-9999","-9999","0.008","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"87",87,"1999","93HG_049","1","4","-64.67","10.5","12","7","19991207","0553","12","100","2000","0.0624","-9999","-9999","","0.0085","-9999","0.0085","-9999","","0.0501","0.0037","0.0029","0.0026","0.008","-9999","-9999","0.0032","-9999","-9999","0.0055","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"88",88,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","3","1","2000","1.0783","0.0972","-9999","","0.1858","-9999","0.1858","0.2825","","-9999","0.0043","0.0252","0.0237","0.0776","0.0119","0.0276","0.3194","-9999","-9999","0.0705","-9999","0.0091","-9999","-9999","",0.0089,9.96920996838687e+36,0.0904,0.037,9.96920996838687e+36,9.96920996838687e+36
"89",89,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","4","7","2000","0.961","0.0996","0.0428","","0.1827","-9999","0.2255","0.3561","","-9999","0.0038","0.0238","0.0217","0.0775","0.011","0.025","0.2698","-9999","-9999","0.0683","-9999","0.0094","-9999","-9999","",0.0085,9.96920996838687e+36,0.0867,0.0378,9.96920996838687e+36,9.96920996838687e+36
"90",90,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","5","15","2000","0.7855","0.0954","-9999","","0.1566","-9999","0.1566","0.2785","","-9999","0.0049","0.0204","0.0254","0.08","0.0114","0.0213","0.2148","-9999","-9999","0.0599","-9999","0.0094","0.0027","-9999","",0.0076,9.96920996838687e+36,0.073,0.0346,9.96920996838687e+36,9.96920996838687e+36
"91",91,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","7","25","2000","0.4776","0.0626","-9999","","0.0695","-9999","0.0695","0.1577","","-9999","0.004","0.0113","0.0148","0.0479","0.0065","0.0117","0.1123","-9999","-9999","0.0316","-9999","0.0052","-9999","-9999","",0.0044,9.96920996838687e+36,0.0591,0.0137,9.96920996838687e+36,9.96920996838687e+36
"92",92,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","9","35","2000","0.3377","0.0592","0.0866","","0.068","-9999","0.1546","-9999","","-9999","0.0063","0.007","0.018","0.0468","0.0061","0.0089","0.0836","-9999","-9999","0.0197","-9999","-9999","-9999","-9999","",0.0027,9.96920996838687e+36,0.0379,0.0121,9.96920996838687e+36,9.96920996838687e+36
"93",93,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","10","55","2000","0.0963","0.0422","0.0335","","0.0203","-9999","0.0538","-9999","","0.0189","0.0056","-9999","0.0098","0.027","-9999","0.0029","0.0169","-9999","-9999","0.0055","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"94",94,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","11","75","2000","0.0338","-9999","-9999","","0.0057","-9999","0.0057","-9999","","0.006","-9999","-9999","0.0047","0.0095","-9999","-9999","0.0063","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"95",95,"2000","93HG_050","1","4","-64.67","10.5","1","11","20000111","0542","12","100","2000","0.0166","-9999","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","-9999","0.0032","-9999","-9999","0.0041","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"96",96,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","1","1","2000","1.1622","0.1661","0.132","","0.1112","0.1656","0.4087","-9999","","-9999","0.0058","0.0259","0.0434","0.1191","0.0148","0.0286","0.3888","-9999","-9999","0.0374","-9999","0.0137","0.0036","-9999","",0.0267,9.96920996838687e+36,0.0737,0.0501,9.96920996838687e+36,9.96920996838687e+36
"97",97,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","3","7","2000","0.8928","0.1256","0.1068","","0.0887","0.1248","0.3203","-9999","","-9999","0.0039","0.0186","0.0317","0.1953","0.0105","0.0217","0.3099","-9999","-9999","0.028","-9999","0.0074","0.0029","-9999","",0.0179,9.96920996838687e+36,0.0607,0.0357,9.96920996838687e+36,9.96920996838687e+36
"98",98,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","5","15","2000","0.9502","0.1316","0.0842","","0.0879","0.1182","0.2904","-9999","","-9999","0.0036","0.0175","0.0218","0.0695","0.0095","0.0196","0.266","-9999","-9999","0.0235","-9999","-9999","0.0026","-9999","",0.0149,9.96920996838687e+36,0.0787,0.0272,9.96920996838687e+36,9.96920996838687e+36
"99",99,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","7","25","2000","0.9065","0.1224","0.0802","","0.0842","0.1256","0.29","-9999","","-9999","0.004","0.016","0.027","0.0787","0.0111","0.0196","0.2878","-9999","-9999","0.0279","-9999","-9999","0.0027","-9999","",-9999,9.96920996838687e+36,0.065,0.035,9.96920996838687e+36,9.96920996838687e+36
"100",100,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","9","35","2000","0.1971","0.0849","0.0111","","0.0172","0.0227","0.051","-9999","","-9999","-9999","0.0127","0.0076","0.0341","-9999","-9999","0.0255","-9999","-9999","0.0089","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0149,-9999,9.96920996838687e+36,9.96920996838687e+36
"101",101,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","10","55","2000","0.0826","0.0316","0.0239","","0.0109","-9999","0.0349","-9999","","-9999","-9999","0.0045","0.0051","0.0248","-9999","0.0018","0.0112","-9999","-9999","0.0038","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"102",102,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","11","75","2000","0.0396","-9999","-9999","","0.0046","-9999","0.0046","-9999","","-9999","-9999","-9999","0.0031","0.0136","-9999","-9999","0.0089","-9999","-9999","0.003","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"103",103,"2000","93HG_051","1","4","-64.67","10.5","2","8","20000208","0538","12","100","2000","0.0213","-9999","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","0.002","0.0058","-9999","-9999","0.0052","-9999","-9999","0.004","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"104",104,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","1","1","2000","0.1455","0.0132","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","0.0071","-9999","0.0251","-9999","0.0036","-9999","-9999","-9999","0.0327","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0097,-9999,9.96920996838687e+36,9.96920996838687e+36
"105",105,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","3","7","2000","0.1511","0.0131","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","0.0069","-9999","0.0164","-9999","-9999","-9999","-9999","-9999","0.0278","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.008,-9999,9.96920996838687e+36,9.96920996838687e+36
"106",106,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","5","15","2000","0.156","0.0141","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","0.007","-9999","0.0201","-9999","0.0033","0.0071","-9999","-9999","0.0288","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0087,-9999,9.96920996838687e+36,9.96920996838687e+36
"107",107,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","7","25","2000","0.3496","0.1115","-9999","","0.0219","0.0131","0.035","-9999","","-9999","0.0046","0.0046","0.0259","0.0728","0.0033","0.0072","0.0492","-9999","-9999","0.0127","-9999","0.0068","0.0023","-9999","",0.0094,9.96920996838687e+36,0.0251,0.0112,9.96920996838687e+36,9.96920996838687e+36
"108",108,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","9","35","2000","0.1275","0.0272","-9999","","0.0095","0.0046","0.0141","-9999","","-9999","-9999","0.004","0.0131","0.0302","-9999","0.0035","0.0293","-9999","-9999","0.0071","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0163,-9999,9.96920996838687e+36,9.96920996838687e+36
"109",109,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","10","55","2000","0.0481","-9999","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","-9999","0.013","-9999","-9999","0.0179","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"110",110,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","11","75","2000","0.0244","-9999","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","0.0075","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"111",111,"2000","93HG_052","1","4","-64.67","10.5","3","9","20000309","0536","12","100","2000","0.0186","-9999","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","-9999","0.0062","-9999","-9999","0.0055","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"112",112,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","1","1","2000","0.6232","0.052","-9999","","0.1029","0.1289","0.2319","-9999","","-9999","-9999","0.0213","-9999","0.0372","-9999","0.037","0.3152","-9999","-9999","0.0501","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0913,0.025,9.96920996838687e+36,9.96920996838687e+36
"113",113,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","3","7","2000","","","","","","","","","","","","","","","","","","","","","","","","","",9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36
"114",114,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","5","15","2000","0.5712","0.0459","0.05","","0.1023","0.1324","0.2846","-9999","","-9999","-9999","0.019","-9999","0.0418","0.0028","0.0328","0.2979","-9999","-9999","0.0411","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0945,0.0218,9.96920996838687e+36,9.96920996838687e+36
"115",115,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","7","25","2000","0.565","0.0693","0.0509","","0.0798","0.1182","0.2489","-9999","","-9999","0.0022","0.0161","-9999","0.0692","0.0046","0.0297","0.2589","-9999","-9999","0.0243","-9999","-9999","0.0025","-9999","",-9999,9.96920996838687e+36,0.0659,0.0214,9.96920996838687e+36,9.96920996838687e+36
"116",116,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","9","35","2000","0.3093","0.0806","0.0494","","0.0508","-9999","0.1002","-9999","","-9999","0.0037","0.0047","0.0119","0.0345","0.0055","0.0087","0.0703","-9999","0.015","0.0051","-9999","0.0036","-9999","-9999","",0.0049,9.96920996838687e+36,0.0286,0.0081,9.96920996838687e+36,9.96920996838687e+36
"117",117,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","10","55","2000","0.0625","0.0212","0.0071","","0.0047","-9999","0.0119","-9999","","-9999","-9999","0.0028","-9999","0.0102","-9999","0.0025","0.011","-9999","-9999","0.0052","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"118",118,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","11","75","2000","0.0287","0.0111","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","-9999","0.0053","-9999","0.0018","0.0084","-9999","-9999","0.0024","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"119",119,"2000","93HG_053","1","4","-64.67","10.5","4","11","20000411","0601","12","100","2000","0.024","0.0147","-9999","","-9999","-9999","-9999","-9999","","-9999","-9999","-9999","-9999","0.0073","-9999","0.0017","0.0076","-9999","-9999","0.0036","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"120",120,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","1","1","2000","0.3405","0.0412","0.0331","","0.0388","-9999","0.0719","-9999","","-9999","-9999","0.0155","0.0049","0.0333","0.0069","0.0074","0.0304","-9999","-9999","0.0877","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0129,0.0091,9.96920996838687e+36,9.96920996838687e+36
"121",121,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","3","7","2000","0.3368","0.0401","0.0336","","0.0386","-9999","0.0722","-9999","","-9999","-9999","0.0143","0.0052","0.0288","0.0061","0.0071","0.0303","-9999","-9999","0.0827","-9999","0.0041","-9999","-9999","",0.0051,9.96920996838687e+36,0.0157,0.0083,9.96920996838687e+36,9.96920996838687e+36
"122",122,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","5","15","2000","0.3135","0.0579","0.0358","","0.0572","-9999","0.093","-9999","","-9999","-9999","0.0099","0.0105","0.045","0.0031","0.0065","0.0449","-9999","-9999","0.042","-9999","0.0043","-9999","-9999","",0.0057,9.96920996838687e+36,0.0179,-9999,9.96920996838687e+36,9.96920996838687e+36
"123",123,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","7","25","1250","1.0589","0.1131","0.1181","","0.1744","-9999","0.2925","-9999","","-9999","0.0055","0.0196","0.0344","0.0652","0.0096","0.0315","0.3991","-9999","-9999","0.0183","-9999","0.0107","-9999","-9999","",0.0129,9.96920996838687e+36,0.1071,0.0173,9.96920996838687e+36,9.96920996838687e+36
"124",124,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","9","35","1000","0.4682","0.0544","0.0877","","0.1335","-9999","0.2212","0.3117","","-9999","0.0128","0.0096","0.0281","0.0536","0.0065","0.0158","0.1948","-9999","-9999","0.0277","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0499,-9999,9.96920996838687e+36,9.96920996838687e+36
"125",125,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","10","55","2000","0.1653","0.0263","0.0407","","0.0385","-9999","0.0793","0.1197","","-9999","0.0023","0.0038","0.0152","0.0489","-9999","0.0073","0.0676","-9999","-9999","0.004","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.012,-9999,9.96920996838687e+36,9.96920996838687e+36
"126",126,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","11","75","2000","0.1325","0.0292","0.0223","","0.0386","-9999","0.0609","0.0898","","-9999","0.0037","0.0033","0.012","0.0316","-9999","0.0059","0.0469","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0081,-9999,9.96920996838687e+36,9.96920996838687e+36
"127",127,"2000","93HG_054","3","4","-64.67","10.5","5","11","20000511","0613","12","100","2000","-9999","0.1061","0.01","","0.028","-9999","0.038","0.0375","","-9999","-9999","-9999","0.0047","0.0116","-9999","-9999","0.0216","-9999","-9999","-9999","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"128",128,"2000","93HG_055","1","4","-64.67","10.5","6","6","20000606","0628","1","1","2000","0.1595","0.0208","0.0169","","0.0274","-9999","0.0443","-9999","","-9999","-9999","0.0042","0.0056","0.0271","-9999","-9999","0.0089","-9999","-9999","0.0392","-9999","-9999","-9999","-9999","",-9999,9.96920996838687e+36,0.0169,-9999,9.96920996838687e+36,9.96920996838687e+36
