,Date,Cruise_ID,depth,chl.c1.c2,chl.c3,peridinin,but.fuco,fucoxanthin,hex.fuco,prasinoxanthin,lutein,alloxanthin,zeaxanthin,chl.b,chl.a,date
210,19971217,93HG_026,25,0.23,0.033,0.042,0.01,0.407,0.135,0.06,0,0,0,0.195,1.053,12/17/97
211,19971217,93HG_026,35,0.063,0.013,0.012,0.02,0.075,0.122,0.011,0,0,0,0.234,0.516,12/17/97
212,19971217,93HG_026,55,0.008,0.001,0,0.003,0.006,0.009,0,0,0,0,0.166,0.03,12/17/97
213,19971217,93HG_026,75,0.058,0.007,0.003,0.023,0.064,0.067,0.007,0,0.002,0,0.141,0.274,12/17/97
214,19971217,93HG_026,100,0.045,0.007,0,0.012,0.022,0.061,0.007,0,0.005,0,0.164,0.219,12/17/97
215,19971217,93HG_026,1,0.021,0.004,0,0.005,0.008,0.026,0.002,0,0.002,0,0.087,0.071,12/17/97
216,19980114,93HG_027,7,0.111,0.012,0.029,0.013,0.088,0.093,0.014,0,0,0.04,0.032,0.582,1/14/98
217,19980114,93HG_027,15,0.059,0.003,0.012,0.005,0.041,0.039,0.007,0,0,0.024,0.03,0.457,1/14/98
218,19980114,93HG_027,25,0.156,0.016,0.042,0.022,0.093,0.094,0.014,0,0,0.044,0.038,0.577,1/14/98
219,19980114,93HG_027,35,0.117,0.015,0.022,0.018,0.056,0.063,0.005,0,0.005,0.012,0.077,0.358,1/14/98
220,19980114,93HG_027,55,0.224,0.023,0.046,0.042,0.077,0.115,0.008,0,0.007,0.034,0.076,0.648,1/14/98
221,19980114,93HG_027,75,0.053,0.008,0,0.008,0.05,0.034,0.002,0,0.004,0.004,0.084,0.197,1/14/98
222,19980114,93HG_027,100,0.035,0.008,0,0.012,0.014,0.037,0.002,0,0.003,0.003,0.077,0.126,1/14/98
223,19980114,93HG_027,1,0.008,0.001,0,0.003,0.008,0.009,0,0,0,0,0.034,0.033,1/14/98
224,19980211,93HG_028,7,0.08,0.004,0.013,0.008,0.079,0.021,0.004,0,0,0.009,0.008,0.32,2/11/98
225,19980211,93HG_028,15,0.069,0.003,0.008,0.004,0.083,0.024,0.003,0,0,0.003,0.02,0.32,2/11/98
226,19980211,93HG_028,25,0.062,0.004,0.008,0.005,0.069,0.024,0.002,0,0,0.002,0.021,0.281,2/11/98
227,19980211,93HG_028,35,0.13,0.016,0.016,0.015,0.145,0.054,0.011,0,0.001,0.004,0.063,0.424,2/11/98
228,19980211,93HG_028,55,0.076,0.011,0.005,0.01,0.081,0.038,0.006,0,0,0.016,0.033,0.273,2/11/98
229,19980211,93HG_028,75,0.063,0.008,0.009,0.009,0.051,0.027,0.003,0,0.002,0.007,0.102,0.222,2/11/98
230,19980211,93HG_028,100,0.027,0.003,0.002,0.007,0.029,0.025,0,0,0.001,0.004,0.109,0.134,2/11/98
231,19980211,93HG_028,2,0.037,0.006,0.006,0.008,0.031,0.026,0.003,0,0.001,0.001,0.036,0.135,2/11/98
232,19980312,93HG_029,7,1.006,0.182,0.09,0.029,1.927,0.07,0.161,0,0,0,0.612,3.83,3/12/98
233,19980312,93HG_029,15,0.878,0.126,0.054,0.008,2.005,0.037,0.163,0,0,0,0.097,4.198,3/12/98
234,19980312,93HG_029,25,0.776,0.097,0.063,0.002,1.687,0.052,0.121,0,0,0,0.755,3.301,3/12/98
235,19980312,93HG_029,35,0.064,0.004,0.011,0.004,0.104,0.016,0.008,0,0,0,0.16,0.248,3/12/98
236,19980312,93HG_029,55,0.032,0.003,0.004,0.008,0.041,0.019,0.001,0,0.003,0,0.114,0.142,3/12/98
237,19980312,93HG_029,75,0.01,0,0,0.002,0.018,0.003,0.001,0,0,0,0.017,0.032,3/12/98
238,19980312,93HG_029,100,0.006,0,0,0.001,0.011,0.003,0,0,0,0,0.018,0.023,3/12/98
239,19980312,93HG_029,1,0.012,0,0,0.001,0.024,0.002,0.001,0,0,0,0.071,0.046,3/12/98
240,19980421,93HG_030,7,0.038,0.004,0.009,0.009,0.018,0.037,0.002,0,0,0.004,0.014,0.237,4/21/98
241,19980421,93HG_030,15,0.023,0,0.006,0.007,0.013,0.026,0.002,0,0,0.003,0.019,0.216,4/21/98
242,19980421,93HG_030,25,0.045,0.002,0.016,0.007,0.011,0.027,0.001,0,0,0.002,0.019,0.275,4/21/98
243,19980421,93HG_030,35,0.079,0.017,0.014,0.011,0.107,0.168,0.02,0,0,0.032,0.093,0.614,4/21/98
244,19980421,93HG_030,55,0.033,0.01,0.002,0.007,0.026,0.078,0.016,0,0,0.032,0.088,0.42,4/21/98
245,19980421,93HG_030,75,0.061,0.011,0.006,0.023,0.029,0.081,0.008,0,0.004,0.024,0.095,0.328,4/21/98
246,19980421,93HG_030,100,0.028,0.005,0.002,0.013,0.013,0.029,0.001,0,0.003,0.004,0.051,0.116,4/21/98
247,19980421,93HG_030,1,0.012,0.002,0.001,0.007,0.007,0.014,0.001,0,0.001,0.001,0.025,0.051,4/21/98
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,,
,,,7,,,,,,,,,,,,,
,,,15,,,,,,,,,,,,,
,,,25,,,,,,,,,,,,,
,,,35,,,,,,,,,,,,,
,,,55,,,,,,,,,,,,,
,,,75,,,,,,,,,,,,,
,,,100,,,,,,,,,,,,,
