"","Date","Cruise_ID","depth","chl.c1.c2","chl.c3","peridinin","but.fuco","fucoxanthin","hex.fuco","prasinoxanthin","lutein","alloxanthin","zeaxanthin","chl.b","chl.a","date"
"362","20091208","93HG_164","1","0.024","0.021","0.007","0.007","0.046","0.028","bd","bd","bd","0.037","0.028","0.239",2009-12-08
"363","20091208","93HG_164","7","0.021","0.018","0.006","0.005","0.044","0.022","bd","bd","bd","0.035","0.026","0.232",2009-12-08
"364","20091208","93HG_164","15","0.023","0.019","0.007","0.005","0.046","0.024","bd","bd","bd","0.034","0.025","0.229",2009-12-08
"365","20091208","93HG_164","25","0.025","0.021","0.007","0.005","0.049","0.025","bd","bd","bd","0.034","0.027","0.239",2009-12-08
"366","20091208","93HG_164","40","0.115","0.154","bd","0.024","0.366","0.074","bd","bd","0.003","0.020","0.164","1.005",2009-12-08
"367","20091208","93HG_164","35","0.050","0.056","0.012","0.014","0.092","0.070","bd","bd","0.002","0.031","0.085","0.449",2009-12-08
"368","20091208","93HG_164","55","0.031","0.050","bd","0.016","0.068","0.039","bd","bd","0.002","0.009","0.097","0.273",2009-12-08
"369","20091208","93HG_164","75","0.005","0.008","bd","0.005","0.012","0.009","bd","bd","bd","0.002","0.033","0.053",2009-12-08
"370","20091208","93HG_164","100","0.003","0.006","bd","0.004","0.010","0.006","bd","bd","bd","0.001","0.017","0.036",2009-12-08
"371","20100107","93HG_165","1","0.014","0.015","0.006","0.004","0.009","0.030","bd","bd","0.003","0.058","0.046","0.263",2010-01-07
"372","20100107","93HG_165","1","0.012","0.014","0.004","0.005","0.010","0.028","bd","bd","0.002","0.058","0.044","0.262",2010-01-07
"373","20100107","93HG_165","7","0.014","0.015","0.006","0.005","0.010","0.034","bd","bd","0.003","0.065","0.049","0.282",2010-01-07
"374","20100107","93HG_165","15","0.016","0.015","0.007","0.004","0.010","0.030","bd","bd","0.002","0.055","0.048","0.269",2010-01-07
"375","20100107","93HG_165","25","0.012","0.013","0.010","0.003","0.007","0.021","bd","bd","0.002","0.048","0.044","0.258",2010-01-07
"376","20100107","93HG_165","25","0.014","0.012","0.011","0.004","0.007","0.022","bd","bd","0.002","0.048","0.043","0.256",2010-01-07
"377","20100107","93HG_165","35","0.073","0.097","0.020","0.030","0.065","0.142","bd","bd","0.017","0.033","0.291","0.829",2010-01-07
"378","20100107","93HG_165","55","0.045","0.089","0.007","0.039","0.040","0.141","bd","bd","0.003","0.006","0.096","0.386",2010-01-07
"379","20100107","93HG_165","75","0.017","0.036","bd","0.014","0.027","0.042","bd","bd","bd","0.002","0.060","0.136",2010-01-07
"380","20100107","93HG_165","100","0.004","0.009","bd","0.004","0.008","0.010","bd","bd","bd","bd","0.023","0.042",2010-01-07
"381","20100211","93HG_166","1","0.853","0.342","bd","0.014","2.037","0.056","bd","bd","0.006","0.002","0.020","4.350",2010-02-11
"382","20100211","93HG_166","1","0.803","0.353","bd","0.014","2.068","0.054","bd","bd","0.006","0.003","0.024","4.644",2010-02-11
"383","20100211","93HG_166","7","0.810","0.336","bd","0.014","1.972","0.056","bd","bd","0.007","bd","0.020","4.154",2010-02-11
"384","20100211","93HG_166","15","0.868","0.361","bd","0.015","2.085","0.057","bd","bd","0.007","bd","0.021","4.413",2010-02-11
"385","20100211","93HG_166","25","0.289","0.145","bd","bd","0.716","0.013","bd","bd","0.045","bd","0.021","1.952",2010-02-11
"386","20100211","93HG_166","35","0.028","0.019","bd","0.003","0.075","0.008","bd","bd","0.006","0.001","0.017","0.203",2010-02-11
"387","20100211","93HG_166","55","0.011","0.012","bd","0.003","0.037","0.008","bd","bd","bd","0.001","0.011","0.082",2010-02-11
"388","20100309","93HG_167","1","0.012","0.011","0.005","0.006","0.005","0.024","bd","bd","bd","0.064","0.015","0.183",2010-03-09
"389","20100309","93HG_167","7","0.013","0.011","0.006","0.006","0.006","0.025","bd","bd","bd","0.064","0.015","0.185",2010-03-09
"390","20100309","93HG_167","7","0.010","0.010","0.004","0.005","0.004","0.024","bd","bd","bd","0.062","0.015","0.169",2010-03-09
"391","20100309","93HG_167","15","0.010","0.010","0.006","0.005","0.004","0.022","bd","bd","bd","0.061","0.018","0.177",2010-03-09
"392","20100309","93HG_167","25","0.010","0.009","0.004","0.005","0.003","0.019","bd","bd","bd","0.043","0.019","0.161",2010-03-09
"393","20100309","93HG_167","35","0.073","0.119","0.013","0.046","0.028","0.268","0.022","bd","0.004","0.017","0.161","0.682",2010-03-09
"394","20100309","93HG_167","55","0.054","0.090","0.010","0.052","0.032","0.138","0.022","bd","0.007","0.012","0.177","0.500",2010-03-09
"395","20100309","93HG_167","75","0.033","0.058","0.005","0.040","0.028","0.084","0.008","bd","0.004","0.009","0.136","0.294",2010-03-09
"396","20100309","93HG_167","100","0.017","0.016","bd","0.009","0.044","0.018","0.002","bd","0.002","0.002","0.032","0.130",2010-03-09
"397","20100407","93HG_168","1","0.015","0.012","0.008","0.008","0.018","0.027","bd","bd","bd","0.063","0.018","0.223",2010-04-07
"398","20100407","93HG_168","1","0.013","0.010","0.006","0.005","0.015","0.022","bd","bd","bd","0.060","0.017","0.218",2010-04-07
"399","20100407","93HG_168","7","0.018","0.013","0.013","0.007","0.018","0.029","bd","bd","bd","0.065","0.020","0.239",2010-04-07
"400","20100407","93HG_168","15","0.019","0.014","0.009","0.009","0.021","0.036","bd","bd","bd","0.062","0.022","0.250",2010-04-07
"401","20100407","93HG_168","25","0.036","0.038","0.012","0.016","0.044","0.067","bd","bd","0.003","0.034","0.042","0.346",2010-04-07
"402","20100407","93HG_168","44","0.057","0.098","0.009","0.043","0.095","0.136","0.021","bd","0.004","0.008","0.135","0.546",2010-04-07
"403","20100407","93HG_168","35","0.048","0.052","0.016","0.027","0.042","0.116","bd","bd","0.002","0.033","0.064","0.482",2010-04-07
"404","20100407","93HG_168","55","0.027","0.028","bd","0.017","0.044","0.045","bd","bd","0.002","0.005","0.097","0.295",2010-04-07
"405","20100407","93HG_168","75","0.019","0.028","bd","0.018","0.041","0.032","bd","bd","bd","0.005","0.081","0.193",2010-04-07
"406","20100407","93HG_168","100","0.006","0.008","bd","0.007","0.012","0.011","bd","bd","bd","0.002","0.030","0.056",2010-04-07
"407","20100511","93HG_169","1","0.032","0.020","0.009","0.004","0.062","0.024","bd","bd","0.002","0.011","0.016","0.210",2010-05-11
"408","20100511","93HG_169","1","0.031","0.019","0.009","0.004","0.062","0.023","bd","bd","0.002","0.011","0.016","0.206",2010-05-11
"409","20100511","93HG_169","1","0.030","0.020","0.007","0.004","0.059","0.019","bd","bd","0.001","0.010","0.015","0.213",2010-05-11
"410","20100511","93HG_169","7","0.032","0.019","0.009","bd","0.059","0.022","bd","bd","0.002","0.011","0.016","0.207",2010-05-11
"411","20100511","93HG_169","15","0.027","0.020","0.008","0.004","0.054","0.021","bd","bd","0.001","0.018","0.018","0.229",2010-05-11
"412","20100511","93HG_169","25","0.022","0.022","0.007","0.006","0.028","0.036","0.002","bd","0.001","0.030","0.042","0.227",2010-05-11
"413","20100511","93HG_169","30","0.150","0.209","0.014","0.049","0.346","0.127","0.015","bd","0.007","0.023","0.140","1.127",2010-05-11
"414","20100511","93HG_169","35","0.137","0.210","0.011","0.041","0.322","0.136","0.019","bd","0.016","0.019","0.156","1.018",2010-05-11
"415","20100511","93HG_169","55","0.043","0.067","0.005","0.027","0.053","0.073","bd","bd","0.005","0.011","0.173","0.371",2010-05-11
"416","20100511","93HG_169","75","0.031","0.052","0.004","0.023","0.031","0.060","bd","bd","0.003","0.009","0.180","0.292",2010-05-11
"417","20100511","93HG_169","100","0.017","0.031","0.003","0.016","0.015","0.039","bd","bd","0.001","0.006","0.109","0.153",2010-05-11
"418","20100608","93HG_170","1","0.008","0.008","0.003","0.003","0.004","0.017","bd","bd","bd","0.045","0.011","0.140",2010-06-08
"419","20100608","93HG_170","1","0.010","0.010","0.004","0.003","0.005","0.018","bd","bd","bd","0.048","0.012","0.143",2010-06-08
"420","20100608","93HG_170","7","0.010","0.010","0.003","0.004","0.006","0.020","bd","bd","bd","0.051","0.011","0.142",2010-06-08
"421","20100608","93HG_170","15","0.010","0.010","0.004","0.004","0.007","0.018","bd","bd","bd","0.048","0.010","0.144",2010-06-08
"422","20100608","93HG_170","25","0.010","0.009","0.004","0.004","0.005","0.020","bd","bd","bd","0.049","0.011","0.132",2010-06-08
"423","20100608","93HG_170","45","0.045","0.067","0.009","0.029","0.031","0.098","0.016","bd","0.006","0.022","0.165","0.484",2010-06-08
"424","20100608","93HG_170","35","0.015","0.017","0.005","0.007","0.006","0.031","bd","bd","0.001","0.026","0.038","0.183",2010-06-08
"425","20100608","93HG_170","55","0.044","0.062","0.009","0.028","0.029","0.088","0.010","bd","0.009","0.018","0.152","0.465",2010-06-08
"426","20100608","93HG_170","75","0.012","0.020","0.003","0.010","0.016","0.024","bd","bd","0.001","0.004","0.035","0.116",2010-06-08
"427","20100608","93HG_170","100","0.009","0.014","0.001","0.009","0.012","0.019","bd","bd","bd","0.004","0.044","0.069",2010-06-08
"428","20100804","93HG_171","1","0.010","0.008","0.003","0.003","0.009","0.016","bd","bd","bd","0.055","0.008","0.142",2010-08-04
"429","20100804","93HG_171","1","0.011","0.009","0.002","0.004","0.010","0.018","bd","bd","bd","0.056","0.010","0.147",2010-08-04
"430","20100804","93HG_171","7","0.011","0.010","0.003","0.004","0.010","0.020","bd","bd","bd","0.053","0.009","0.148",2010-08-04
"431","20100804","93HG_171","15","0.011","0.012","0.005","0.006","0.008","0.027","0.001","bd","bd","0.058","0.022","0.186",2010-08-04
"432","20100804","93HG_171","25","0.015","0.016","0.006","0.007","0.007","0.034","bd","bd","0.002","0.060","0.045","0.235",2010-08-04
"433","20100804","93HG_171","40","0.075","0.099","0.015","0.039","0.065","0.138","0.032","bd","0.016","0.027","0.244","0.689",2010-08-04
"434","20100804","93HG_171","35","0.027","0.028","0.005","0.016","0.012","0.061","bd","bd","0.003","0.072","0.092","0.370",2010-08-04
"435","20100804","93HG_171","55","0.024","0.035","0.003","0.017","0.025","0.043","0.005","bd","0.003","0.010","0.147","0.217",2010-08-04
"436","20100804","93HG_171","75","0.014","0.025","0.002","0.014","0.020","0.028","bd","bd","0.001","0.006","0.092","0.135",2010-08-04
"437","20100804","93HG_171","100","0.008","0.015","bd","0.009","0.012","0.019","bd","bd","bd","0.004","0.060","0.077",2010-08-04
"438","20100915","93HG_172","1","0.011","0.008","0.005","0.004","0.010","0.018","bd","bd","bd","0.093","0.014","0.215",2010-09-15
"439","20100915","93HG_172","1","0.011","0.008","0.006","0.004","0.009","0.018","bd","bd","bd","0.090","0.016","0.210",2010-09-15
"440","20100915","93HG_172","7","0.012","0.009","0.006","0.004","0.010","0.020","bd","bd","bd","0.093","0.016","0.215",2010-09-15
"441","20100915","93HG_172","7","0.012","0.009","0.005","0.004","0.010","0.019","bd","bd","bd","0.092","0.017","0.210",2010-09-15
"442","20100915","93HG_172","15","0.014","0.010","0.007","0.005","0.013","0.023","bd","bd","bd","0.089","0.017","0.233",2010-09-15
"443","20100915","93HG_172","25","0.016","0.013","0.007","0.008","0.012","0.026","bd","bd","0.001","0.092","0.031","0.271",2010-09-15
"444","20100915","93HG_172","50","0.056","0.064","0.011","0.023","0.027","0.093","0.028","bd","0.011","0.055","0.338","0.645",2010-09-15
"445","20100915","93HG_172","35","0.018","0.019","0.008","0.008","0.008","0.037","bd","bd","0.001","0.065","0.056","0.288",2010-09-15
"446","20100915","93HG_172","55","0.055","0.077","0.015","0.033","0.035","0.101","0.017","bd","0.008","0.035","0.298","0.545",2010-09-15
"447","20100915","93HG_172","75","0.032","0.050","0.004","0.026","0.037","0.049","0.007","bd","0.003","0.014","0.148","0.278",2010-09-15
"448","20101005","93HG_173","1","0.012","0.009","0.003","0.006","0.012","0.020","bd","bd","bd","0.093","0.021","0.182",2010-10-05
"449","20101005","93HG_173","1","0.013","0.008","0.003","0.005","0.011","0.019","bd","bd","bd","0.090","0.021","0.190",2010-10-05
"450","20101005","93HG_173","7","0.012","0.008","0.005","0.005","0.012","0.019","bd","bd","bd","0.087","0.019","0.187",2010-10-05
"451","20101005","93HG_173","15","0.012","0.009","0.005","0.006","0.011","0.021","bd","bd","bd","0.096","0.021","0.186",2010-10-05
"452","20101005","93HG_173","25","0.014","0.009","0.004","0.005","0.013","0.021","bd","bd","bd","0.096","0.024","0.203",2010-10-05
"453","20101005","93HG_173","61","0.065","0.085","0.009","0.048","0.030","0.149","0.015","bd","0.015","0.036","0.207","0.577",2010-10-05
"454","20101005","93HG_173","35","0.026","0.013","0.006","0.007","0.036","0.032","bd","bd","bd","0.090","0.031","0.278",2010-10-05
"455","20101005","93HG_173","55","0.036","0.046","0.006","0.036","0.017","0.081","0.009","bd","0.003","0.064","0.182","0.497",2010-10-05
"456","20101005","93HG_173","75","0.032","0.051","0.003","0.034","0.054","0.055","0.008","bd","0.002","0.019","0.108","0.307",2010-10-05
"457","20101005","93HG_173","100","0.012","0.021","bd","0.015","0.019","0.019","bd","bd","bd","0.005","0.057","0.096",2010-10-05
"458","20101109","93HG_174","1","0.008","0.006","0.005","0.003","0.004","0.012","bd","bd","bd","0.068","0.011","0.110",2010-11-09
"459","20101109","93HG_174","1","0.008","0.006","0.007","0.004","0.005","0.013","bd","bd","bd","0.069","0.011","0.118",2010-11-09
"460","20101109","93HG_174","7","0.009","0.006","0.007","0.004","0.004","0.014","bd","bd","bd","0.068","0.012","0.116",2010-11-09
"461","20101109","93HG_174","15","0.010","0.007","0.007","0.005","0.005","0.017","bd","bd","bd","0.078","0.014","0.127",2010-11-09
"462","20101109","93HG_174","25","0.013","0.011","0.010","0.006","0.005","0.028","bd","bd","0.001","0.076","0.020","0.171",2010-11-09
"463","20101109","93HG_174","43","0.103","0.148","0.028","0.071","0.092","0.257","0.025","0.001","0.021","0.041","0.297","1.004",2010-11-09
"464","20101109","93HG_174","35","0.021","0.022","0.015","0.008","0.008","0.048","bd","bd","0.002","0.084","0.032","0.278",2010-11-09
"465","20101109","93HG_174","55","0.033","0.057","0.005","0.032","0.052","0.072","bd","bd","0.002","0.010","0.102","0.290",2010-11-09
"466","20101109","93HG_174","75","0.015","0.031","bd","0.017","0.021","0.035","bd","bd","bd","0.007","0.092","0.135",2010-11-09
"467","20101109","93HG_174","100","0.008","0.017","0.002","0.010","0.009","0.022","bd","bd","bd","0.003","0.051","0.068",2010-11-09
"468","20101208","93HG_175","1","0.018","0.018","0.008","0.008","0.023","0.034","0.003","bd","0.002","0.037","0.020","0.198",2010-12-08
"469","20101208","93HG_175","1","0.014","0.014","0.004","0.005","0.017","0.023","bd","bd","0.001","0.035","0.018","0.176",2010-12-08
"470","20101208","93HG_175","7","0.018","0.019","0.005","0.008","0.025","0.034","bd","bd","0.002","0.043","0.020","0.199",2010-12-08
"471","20101208","93HG_175","15","0.022","0.022","0.007","0.009","0.030","0.035","bd","bd","0.003","0.044","0.021","0.216",2010-12-08
"472","20101208","93HG_175","15","0.021","0.022","0.007","0.009","0.030","0.035","bd","bd","0.002","0.044","0.022","0.212",2010-12-08
"473","20101208","93HG_175","25","0.091","0.133","0.006","0.030","0.205","0.115","bd","bd","0.012","0.031","0.191","0.914",2010-12-08
"474","20101208","93HG_175","22","0.131","0.173","0.014","0.067","0.356","0.149","bd","0.002","0.022","0.050","0.167","1.185",2010-12-08
"475","20101208","93HG_175","35","0.064","0.097","0.008","0.028","0.105","0.116","bd","bd","0.012","0.022","0.191","0.563",2010-12-08
"476","20101208","93HG_175","55","0.019","0.035","0.006","0.013","0.033","0.038","bd","bd","bd","0.007","0.098","0.160",2010-12-08
"477","20101208","93HG_175","75","0.005","0.009","bd","0.004","0.015","0.007","bd","bd","bd","0.002","0.016","0.042",2010-12-08
"478","20101208","93HG_175","100","0.001","0.002","bd","bd","0.005","0.001","bd","bd","bd","0.002","bd","0.010",2010-12-08
"479","20110111","93HG_176","1","0.143","0.101","0.007","0.011","0.427","0.048","0.007","bd","0.003","0.015","0.030","0.981",2011-01-11
"480","20110111","93HG_176","1","0.156","0.112","0.008","0.013","0.465","0.052","0.007","bd","0.004","0.014","0.034","1.069",2011-01-11
"481","20110111","93HG_176","7","0.150","0.107","0.008","0.015","0.441","0.054","0.007","bd","0.004","0.016","0.026","0.955",2011-01-11
"482","20110111","93HG_176","15","0.151","0.112","0.012","0.016","0.450","0.055","0.006","bd","0.005","0.016","0.041","0.983",2011-01-11
"483","20110111","93HG_176","25","0.858","1.289","0.019","0.033","2.720","0.067","bd","bd","0.006","0.010","0.096","7.712",2011-01-11
"484","20110111","93HG_176","25","0.587","0.992","0.025","0.026","2.322","0.053","bd","bd","0.011","0.008","0.078","5.968",2011-01-11
"485","20110111","93HG_176","35","0.020","0.021","bd","0.007","0.033","0.023","bd","bd","0.003","0.003","0.090","0.189",2011-01-11
"486","20110111","93HG_176","55","0.022","0.029","bd","0.010","0.032","0.038","bd","bd","0.003","0.005","0.112","0.188",2011-01-11
"487","20110111","93HG_176","75","0.011","0.016","bd","0.006","0.016","0.021","bd","bd","bd","0.002","0.047","0.075",2011-01-11
"488","20110111","93HG_176","100","0.003","0.006","bd","0.004","0.009","0.006","bd","bd","bd","bd","0.010","0.029",2011-01-11
"489","20110208","93HG_177","1","0.414","0.162","0.022","0.009","1.135","0.047","0.010","bd","0.007","0.006","0.026","2.499",2011-02-08
"490","20110208","93HG_177","1","0.464","0.175","0.025","0.008","1.130","0.048","0.010","bd","0.007","0.005","0.029","2.527",2011-02-08
"491","20110208","93HG_177","7","0.440","0.170","0.022","bd","1.080","0.046","0.006","bd","0.007","0.006","0.030","2.387",2011-02-08
"492","20110208","93HG_177","15","0.406","0.170","0.022","0.009","1.019","0.051","0.007","bd","0.008","0.005","0.027","2.236",2011-02-08
"493","20110208","93HG_177","25","0.303","0.126","0.025","0.006","0.785","0.046","0.006","bd","0.014","0.005","0.021","1.799",2011-02-08
"494","20110208","93HG_177","25","0.306","0.127","0.021","bd","0.829","0.048","bd","bd","0.013","0.005","0.021","1.910",2011-02-08
"495","20110208","93HG_177","35","0.022","0.024","bd","0.006","0.055","0.016","bd","bd","bd","bd","0.021","0.199",2011-02-08
"496","20110208","93HG_177","55","0.005","0.005","bd","bd","0.016","0.003","bd","bd","bd","bd","bd","0.038",2011-02-08
"497","20110208","93HG_177","75","0.002","0.002","bd","bd","0.009","bd","bd","bd","bd","bd","bd","0.017",2011-02-08
"498","20110208","93HG_177","100","0.002","0.002","bd","bd","0.009","bd","bd","bd","bd","bd","bd","0.017",2011-02-08
"499","20110315","93HG_178","1","0.021","0.009","0.009","0.004","0.017","0.024","0.005","bd","0.007","0.016","0.028","0.232",2011-03-15
"500","20110315","93HG_178","7","0.019","0.008","0.008","0.004","0.019","0.027","0.005","bd","0.006","0.018","0.031","0.227",2011-03-15
"501","20110315","93HG_178","1","0.023","0.014","0.008","0.003","0.019","0.027","0.005","bd","0.008","0.020","0.032","0.249",2011-03-15
"502","20110315","93HG_178","15","0.030","0.018","0.011","0.007","0.025","0.040","0.006","bd","0.012","0.025","0.036","0.305",2011-03-15
"503","20110315","93HG_178","25","0.041","0.044","0.024","0.016","0.029","0.070","0.043","0.003","0.008","0.009","0.214","0.487",2011-03-15
"504","20110315","93HG_178","29","0.052","0.059","0.022","0.034","0.040","0.087","0.030","0.001","0.011","0.013","0.166","0.491",2011-03-15
"505","20110315","93HG_178","35","0.043","0.041","0.011","0.024","0.039","0.054","0.009","bd","0.008","0.011","0.088","0.348",2011-03-15
"506","20110315","93HG_178","55","0.022","0.030","bd","0.013","0.024","0.048","bd","bd","0.003","0.003","0.076","0.184",2011-03-15
"507","20110315","93HG_178","75","0.018","0.026","bd","0.009","0.013","0.046","bd","bd","0.002","0.002","0.074","0.149",2011-03-15
"508","20110315","93HG_178","100","0.018","0.029","bd","0.011","0.019","0.054","bd","bd","bd","bd","0.045","0.145",2011-03-15
"509","20110412","93HG_179","1","0.017","0.006","0.008","bd","0.034","0.010","bd","bd","bd","0.004","bd","0.090",2011-04-12
"510","20110412","93HG_179","1","0.015","0.006","0.006","bd","0.032","0.011","bd","bd","bd","0.003","bd","0.083",2011-04-12
"511","20110412","93HG_179","7","0.029","0.009","0.005","bd","0.061","0.016","bd","bd","bd","0.003","bd","0.142",2011-04-12
"512","20110412","93HG_179","15","0.036","0.034","0.028","0.011","0.052","0.054","0.017","bd","0.005","0.005","0.068","0.286",2011-04-12
"513","20110412","93HG_179","25","0.025","0.019","0.011","0.006","0.064","0.015","0.002","bd","0.004","0.002","0.031","0.192",2011-04-12
"514","20110412","93HG_179","18","0.049","0.030","0.059","0.007","0.064","0.045","0.005","bd","0.005","0.003","0.043","0.312",2011-04-12
"515","20110412","93HG_179","35","0.023","0.035","bd","0.015","0.055","0.030","0.004","bd","bd","0.005","0.055","0.176",2011-04-12
"516","20110412","93HG_179","55","0.019","0.026","bd","0.008","0.041","0.025","bd","bd","bd","0.002","0.047","0.136",2011-04-12
"517","20110412","93HG_179","55","0.016","0.021","bd","0.007","0.041","0.024","bd","bd","bd","0.002","0.044","0.137",2011-04-12
"518","20110412","93HG_179","75","0.022","0.030","bd","0.007","0.069","0.021","bd","bd","bd","0.002","0.039","0.161",2011-04-12
"519","20110412","93HG_179","100","0.019","0.030","bd","0.009","0.055","0.025","bd","bd","bd","0.002","0.034","0.130",2011-04-12
"520","20110510","93HG_180","1","0.012","0.007","0.007","bd","0.009","0.018","bd","bd","bd","0.063","0.023","0.168",2011-05-10
"521","20110510","93HG_180","1","0.011","0.007","0.006","bd","0.008","0.016","bd","bd","bd","0.054","0.021","0.160",2011-05-10
"522","20110510","93HG_180","7","0.063","0.076","0.013","0.025","0.149","0.065","0.009","bd","0.008","0.032","0.168","0.559",2011-05-10
"523","20110510","93HG_180","15","0.016","0.010","0.006","0.006","0.011","0.024","bd","bd","0.002","0.092","0.037","0.206",2011-05-10
"524","20110510","93HG_180","25","0.176","0.205","0.032","0.035","0.560","0.139","0.028","bd","0.031","0.035","0.367","1.678",2011-05-10
"525","20110510","93HG_180","22","0.073","0.075","0.009","0.024","0.147","0.067","0.050","bd","0.010","0.088","0.422","0.892",2011-05-10
"526","20110510","93HG_180","35","0.133","0.144","0.034","0.036","0.417","0.075","0.012","bd","0.016","0.015","0.198","1.067",2011-05-10
"527","20110510","93HG_180","55","0.044","0.060","0.007","0.023","0.074","0.068","0.003","bd","0.004","0.011","0.213","0.382",2011-05-10
"528","20110510","93HG_180","75","0.021","0.034","bd","0.018","0.021","0.047","bd","bd","bd","0.006","0.131","0.198",2011-05-10
"529","20110510","93HG_180","100","0.003","0.005","bd","0.002","0.005","0.005","bd","bd","bd","0.001","0.013","0.021",2011-05-10
"530","20110609","93HG_181","1","0.008","0.004","0.005","0.004","0.004","0.013","bd","bd","bd","0.067","0.013","0.120",2011-06-09
"531","20110609","93HG_181","1","0.009","0.004","0.003","0.003","0.005","0.011","bd","bd","bd","0.067","0.011","0.116",2011-06-09
"532","20110609","93HG_181","7","0.008","0.004","0.004","0.004","0.005","0.015","bd","bd","bd","0.073","0.013","0.131",2011-06-09
"533","20110609","93HG_181","15","0.012","0.007","0.009","0.006","0.009","0.022","bd","bd","bd","0.070","0.019","0.192",2011-06-09
"534","20110609","93HG_181","25","0.014","0.010","0.007","0.008","0.008","0.028","bd","bd","bd","0.046","0.036","0.206",2011-06-09
"535","20110609","93HG_181","35","0.015","0.011","0.009","0.007","0.006","0.033","bd","bd","bd","0.058","0.055","0.213",2011-06-09
"536","20110609","93HG_181","55","0.040","0.024","0.008","0.022","0.026","0.064","0.010","bd","0.008","0.011","0.180","0.382",2011-06-09
"537","20110609","93HG_181","75","0.037","0.052","0.005","0.043","0.041","0.069","0.007","bd","0.005","0.016","0.197","0.328",2011-06-09
"538","20110609","93HG_181","100","0.007","0.009","bd","0.005","0.014","0.007","bd","bd","bd","0.002","0.018","0.046",2011-06-09
"539","20110707","93HG_182","1","0.015","0.008","0.010","0.004","0.018","0.022","bd","bd","bd","0.049","0.013","0.168",2011-07-07
"540","20110707","93HG_182","1","0.016","0.009","0.013","0.005","0.019","0.022","bd","bd","bd","0.030","0.011","0.145",2011-07-07
"541","20110707","93HG_182","7","0.013","0.007","0.008","0.006","0.008","0.019","bd","bd","bd","0.059","0.022","0.166",2011-07-07
"542","20110707","93HG_182","15","0.014","0.011","0.005","0.007","0.006","0.030","bd","bd","bd","0.037","0.042","0.186",2011-07-07
"543","20110707","93HG_182","25","0.033","0.029","0.008","0.015","0.020","0.058","0.010","bd","0.005","0.018","0.146","0.302",2011-07-07
"544","20110707","93HG_182","60","0.057","0.092","0.006","0.029","0.160","0.069","0.009","bd","0.004","0.014","0.129","0.505",2011-07-07
"545","20110707","93HG_182","60","0.051","0.085","0.007","0.030","0.160","0.068","0.010","bd","0.004","0.012","0.125","0.504",2011-07-07
"546","20110707","93HG_182","35","0.053","0.072","0.008","0.036","0.046","0.120","0.005","bd","0.008","0.023","0.139","0.396",2011-07-07
"547","20110707","93HG_182","55","0.036","0.048","0.008","0.015","0.028","0.081","0.003","bd","0.005","0.008","0.098","0.261",2011-07-07
"548","20110707","93HG_182","75","0.038","0.061","0.005","0.021","0.078","0.060","bd","bd","0.002","0.007","0.072","0.275",2011-07-07
"549","20110707","93HG_182","100","0.016","0.028","bd","0.017","0.016","0.041","bd","bd","bd","0.006","0.130","0.152",2011-07-07
"550","20110809","93HG_183","1","0.015","0.006","0.027","0.004","0.006","0.017","bd","bd","bd","0.058","0.012","0.163",2011-08-09
"551","20110809","93HG_183","1","0.009","0.005","0.005","0.004","0.005","0.015","bd","bd","bd","0.058","0.011","0.142",2011-08-09
"552","20110809","93HG_183","7","0.010","0.006","0.005","0.004","0.007","0.018","bd","bd","bd","0.059","0.014","0.152",2011-08-09
"553","20110809","93HG_183","15","0.014","0.010","0.008","0.007","0.007","0.029","bd","bd","bd","0.057","0.023","0.188",2011-08-09
"554","20110809","93HG_183","25","0.011","0.007","0.006","0.005","0.004","0.021","bd","bd","bd","0.046","0.015","0.139",2011-08-09
"555","20110809","93HG_183","50","0.071","0.075","0.013","0.041","0.033","0.136","0.043","bd","0.024","0.041","0.344","0.751",2011-08-09
"556","20110809","93HG_183","35","0.020","0.016","0.009","0.009","0.008","0.046","0.004","bd","0.003","0.048","0.046","0.245",2011-08-09
"557","20110809","93HG_183","55","0.059","0.070","0.015","0.042","0.032","0.105","0.035","bd","0.013","0.032","0.300","0.589",2011-08-09
"558","20110809","93HG_183","75","0.033","0.046","0.008","0.024","0.023","0.065","0.005","bd","0.007","0.011","0.180","0.291",2011-08-09
"559","20110809","93HG_183","100","0.015","0.027","bd","0.017","0.018","0.038","bd","bd","bd","0.006","0.092","0.155",2011-08-09
"560","20110906","93HG_184","1","0.007","0.005","bd","0.003","0.003","0.014","bd","bd","bd","0.064","0.013","0.122",2011-09-06
"561","20110906","93HG_184","1","0.008","0.005","bd","0.003","0.003","0.015","bd","bd","bd","0.067","0.013","0.123",2011-09-06
"562","20110906","93HG_184","7","0.006","0.004","bd","0.003","0.003","0.012","bd","bd","bd","0.065","0.016","0.131",2011-09-06
"563","20110906","93HG_184","15","0.008","0.005","bd","0.003","0.003","0.014","bd","bd","bd","0.066","0.019","0.152",2011-09-06
"564","20110906","93HG_184","25","0.009","0.006","0.007","0.003","0.003","0.016","bd","bd","bd","0.051","0.022","0.134",2011-09-06
"565","20110906","93HG_184","42","0.019","0.019","0.005","0.015","0.010","0.041","0.007","bd","bd","0.038","0.070","0.219",2011-09-06
"566","20110906","93HG_184","35","0.073","0.102","0.012","0.063","0.044","0.191","0.029","bd","0.013","0.036","0.240","0.682",2011-09-06
"567","20110906","93HG_184","55","0.060","0.075","0.009","0.051","0.037","0.121","0.012","bd","0.010","0.026","0.206","0.511",2011-09-06
