"","Value","month","yday","reg"
"1",13.9859942466452,"01",11,1
"2",17.7979111335511,"02",43,1
"3",25.009301111764,"03",72,1
"4",23.7818324822375,"04",106,1
"5",10.6892751979146,"05",129,1
"6",19.5367441521875,"06",163,1
"7",11.483335580543,"07",191,1
"8",6.60913911952859,"08",218,1
"9",3.80564395986299,"09",253,1
"10",15.3200551073093,"10",282,1
"11",11.370182644526,"11",314,1
"12",8.85307135695654,"12",345,1
"13",17.7504801183055,"01",6,1
"14",18.9890828460693,"02",43,1
"15",24.1309675671272,"03",71,1
"16",15.9504940701728,"04",104,1
"17",14.9752420284846,"05",129,1
"18",7.55881114050018,"06",167,1
"19",6.81943024140332,"07",188,1
"20",13.2724404812614,"08",228,1
"21",7.60102367875189,"09",259,1
"22",8.06359513832034,"10",286,1
"23",6.89435510005781,"11",316,1
"24",9.84389938394448,"12",350,1
"25",10.5752229850161,"01",13,1
"26",13.2420100700982,"02",41,1
"27",16.7008899264021,"03",70,1
"28",9.59583690941851,"04",110,1
"29",7.1372727404554,"06",159,1
"30",10.9186387776296,"07",189,1
"31",12.9982768060106,"08",216,1
"32",8.6773754539824,"09",243,1
"33",10.83374834949,"10",286,1
"34",10.8539210708622,"11",313,1
"35",5.78421980590422,"12",349,1
"36",9.83240239009503,"01",11,1
"37",18.406463000034,"02",40,1
"38",20.5778786155076,"03",62,1
"39",15.3341219034939,"04",96,1
"40",16.5302107206411,"05",125,1
"41",18.5454003428685,"06",158,1
"42",17.1883665764211,"07",195,1
"43",19.0236855710265,"08",222,1
"44",10.2929711634239,"09",256,1
"45",11.0370285528939,"10",277,1
"46",7.68776060660036,"11",307,1
"47",7.64050897186784,"12",340,1
"48",12.6541745129202,"01",10,1
"49",15.9278885635338,"02",38,1
"50",9.15363201294055,"03",68,1
"51",15.3127524842246,"04",101,1
"52",16.1568056113502,"05",131,1
"53",9.89052651376022,"06",157,1
"54",29.0653588887754,"07",188,1
"55",12.0929818843291,"08",221,1
"56",10.3812212147037,"09",255,1
"57",14.068391491689,"10",283,1
