"","Date","val","X0.55m","X55.100m","spec"
"1",1995-12-14,13.54,11.34,2.2,"Tchla"
"2",1996-01-13,44.21,41.94,2.27,"Tchla"
"3",1996-02-14,28.77,25.44,3.33,"Tchla"
"4",1996-03-13,21.26,20.21,1.05,"Tchla"
"5",1996-04-17,171.92,167.78,4.14,"Tchla"
"6",1996-05-10,44.24,42.38,1.86,"Tchla"
"7",1996-06-13,27.77,24.38,3.39,"Tchla"
"8",1996-07-11,23.39,16.67,6.72,"Tchla"
"9",1996-08-07,22.42,14.36,8.06,"Tchla"
"10",1996-09-11,32.23,18.4,13.83,"Tchla"
"11",1996-10-09,31.46,25.9,5.56,"Tchla"
"12",1996-11-11,43.29,39.45,3.84,"Tchla"
"13",1996-12-10,19.31,15.71,3.6,"Tchla"
"14",1997-01-08,102.33,100.15,2.18,"Tchla"
"15",1997-02-14,25.77,23.74,2.03,"Tchla"
"16",1997-02-23,40.53,37.36,3.17,"Tchla"
"17",1997-03-13,51.59,48.23,3.36,"Tchla"
"18",1997-04-16,62.59,58.29,4.3,"Tchla"
"19",1997-05-10,27.28,24.44,2.84,"Tchla"
"20",1997-06-17,21.57,15.23,6.34,"Tchla"
"21",1997-07-08,12.58,11.12,1.46,"Tchla"
"22",1997-07-16,28.78,25,3.78,"Tchla"
"23",1997-08-17,24.93,20.65,4.28,"Tchla"
"24",1997-09-17,16.09,10.61,5.48,"Tchla"
"25",1997-10-14,18.2,12.26,5.94,"Tchla"
"26",1997-11-13,17.29,16.22,1.07,"Tchla"
"27",1997-12-17,30.47,21.91,8.56,"Tchla"
"28",1998-01-14,30.63,25.41,5.22,"Tchla"
"29",1998-02-11,23.2,16.28,6.92,"Tchla"
"30",1998-03-12,76.93,75.52,1.41,"Tchla"
"31",1998-04-21,26.95,20.42,6.53,"Tchla"
"32",1998-06-09,48.64,32.3,16.34,"Tchla"
"33",1998-07-09,30,20.1,9.9,"Tchla"
"34",1998-08-05,33.98,15.34,18.64,"Tchla"
"35",1998-09-01,16.46,12.63,3.83,"Tchla"
"36",1998-12-16,39.84,34.13,5.71,"Tchla"
"37",1999-01-12,81.64,79.05,2.59,"Tchla"
"38",1999-03-04,1.49,1.06,0.43,"Tchla"
"39",1999-04-07,18.2,11.76,6.44,"Tchla"
"40",1999-07-15,29.81,23.77,6.04,"Tchla"
"41",1999-08-11,28.87,17.3,11.57,"Tchla"
"42",1999-09-14,23.39,11.47,11.92,"Tchla"
"43",1999-10-05,13.55,5.63,7.92,"Tchla"
"44",1999-11-04,7.84,4.76,3.08,"Tchla"
"45",1999-12-07,8.67,5.49,3.18,"Tchla"
"46",2000-01-11,29.77,27.84,1.93,"Tchla"
"47",2000-02-08,33.12,31.14,1.98,"Tchla"
"48",2000-03-09,10.05,8.79,1.26,"Tchla"
"49",2000-04-11,23.86,22.29,1.57,"Tchla"
"50",2000-05-11,30.1,25.47,4.63,"Tchla"
"51",2000-06-06,14.84,9.85,4.99,"Tchla"
"52",2000-07-07,7.11,5.44,1.67,"Tchla"
"53",2000-08-09,15.63,8.93,6.7,"Tchla"
"54",2000-09-12,28.55,15.76,12.79,"Tchla"
"55",2000-10-10,15.19,10.07,5.12,"Tchla"
"56",2006-07-04,13.94,10.46,3.48,"Tchla"
"57",2006-08-03,23.96,20.5,3.46,"Tchla"
"58",2006-09-12,25.05,14.45,10.6,"Tchla"
"59",2006-10-10,48.05,34.18,13.87,"Tchla"
"60",2006-11-02,21.5,11.93,9.57,"Tchla"
"61",2006-12-05,30.24,20.16,10.08,"Tchla"
"62",2007-02-06,102.46,98.17,4.29,"Tchla"
"63",2007-03-06,31.32,29.55,1.77,"Tchla"
"64",2007-04-10,32.21,26.66,5.55,"Tchla"
"65",2007-05-08,30.94,24.73,6.21,"Tchla"
"66",2007-06-05,20.14,11.49,8.65,"Tchla"
"67",2007-07-03,30.49,26.8,3.69,"Tchla"
"68",2007-08-07,27.78,15.02,12.76,"Tchla"
"69",2007-09-04,22.45,14.14,8.31,"Tchla"
"70",2007-10-19,41.8,20.47,21.33,"Tchla"
"71",2007-12-11,32.43,20.03,12.4,"Tchla"
"72",2008-01-10,23.65,20.39,3.26,"Tchla"
"73",2008-02-12,39.81,36.83,2.98,"Tchla"
"74",2008-03-11,55.07,49.21,5.86,"Tchla"
"75",2008-04-08,29.43,24.03,5.4,"Tchla"
"76",2008-05-04,26.95,16.12,10.83,"Tchla"
"77",2008-06-03,31.12,13.55,17.57,"Tchla"
"78",2008-07-08,34.71,28.63,6.08,"Tchla"
"79",2008-08-05,52.46,27.58,24.88,"Tchla"
"80",2008-09-10,20.97,12.64,8.33,"Tchla"
"81",2008-10-10,26.83,12.34,14.49,"Tchla"
"82",2008-11-18,26.32,15.52,10.8,"Tchla"
"83",2008-12-10,18.5,12.52,5.98,"Tchla"
"84",2009-01-13,59.93,55.3,4.63,"Tchla"
"85",2009-02-10,48.58,34.38,14.2,"Tchla"
"86",2009-03-03,31.05,28.4,2.65,"Tchla"
"87",2009-04-07,27.68,21.61,6.07,"Tchla"
"88",2009-05-08,33.33,29.9,3.43,"Tchla"
"89",2009-06-02,31.8,27.38,4.42,"Tchla"
"90",2009-07-14,18.61,13.58,5.03,"Tchla"
"91",2009-08-11,37.91,32.14,5.77,"Tchla"
"92",2009-09-15,34.39,22.32,12.07,"Tchla"
"93",2009-10-07,29.29,23.24,6.05,"Tchla"
"94",2009-11-10,14.86,9.01,5.85,"Tchla"
"95",2009-12-08,19.44,16.18,3.26,"Tchla"
"96",2010-01-07,29.28,24.06,5.22,"Tchla"
"97",2010-02-11,106.87,105.23,1.64,"Tchla"
"98",2010-03-09,28.22,20.28,7.94,"Tchla"
"99",2010-04-07,23.11,18.23,4.88,"Tchla"
"100",2010-05-11,32.02,25.39,6.63,"Tchla"
"101",2010-06-08,17.24,11.43,5.81,"Tchla"
"102",2010-08-04,16.73,13.21,3.52,"Tchla"
"103",2010-09-15,40.22,16.71,23.51,"Tchla"
"104",2010-10-05,22.74,14.7,8.04,"Tchla"
"105",2010-11-09,15.32,11.07,4.25,"Tchla"
"106",2010-12-08,25.14,23.12,2.02,"Tchla"
"107",2011-01-11,102.94,100.31,2.63,"Tchla"
"108",2011-02-08,66.23,65.68,0.55,"Tchla"
"109",2011-03-15,20.29,16.96,3.33,"Tchla"
"110",2011-04-12,12.73,9.76,2.97,"Tchla"
"111",2011-05-10,49.69,41.15,8.54,"Tchla"
"112",2011-06-09,23.86,12.08,11.78,"Tchla"
"113",2011-07-07,28.01,14.91,13.1,"Tchla"
"114",2011-08-09,28.58,14.2,14.38,"Tchla"
"115",2011-09-06,25.88,19.33,6.55,"Tchla"
"116",2011-10-04,22.39,14.15,8.24,"Tchla"
"117",2011-11-18,23.84,11.46,12.38,"Tchla"
"118",2012-01-10,87.08,83.96,3.12,"Tchla"
"119",2012-02-07,30.18,24.87,5.31,"Tchla"
"120",2012-03-16,243.2,239.53,3.67,"Tchla"
"121",2012-04-10,34.84,25.13,9.71,"Tchla"
"122",2012-05-15,25.59,15.75,9.84,"Tchla"
"123",2012-07-26,17.72,15.45,2.27,"Tchla"
"124",2012-08-14,27.41,20.79,6.62,"Tchla"
"125",2012-09-11,31.58,19.92,11.66,"Tchla"
"126",2012-10-10,30.89,22.13,8.76,"Tchla"
"127",2012-11-08,20.16,9.16,11,"Tchla"
"128",2012-12-04,23.78,16.67,7.11,"Tchla"
"129",2013-03-05,33.34,28.32,5.02,"Tchla"
"130",2013-04-09,41.34,32.18,9.16,"Tchla"
"131",2013-05-09,37.04,25,12.04,"Tchla"
"132",2013-06-11,39.75,26.55,13.2,"Tchla"
"133",2013-07-11,31.42,21.44,9.98,"Tchla"
"134",2013-08-13,30.37,15.08,15.29,"Tchla"
"135",2013-09-11,27.93,14.26,13.67,"Tchla"
"136",2013-10-08,38.78,24.76,14.02,"Tchla"
"137",2013-11-13,27.28,20.38,6.9,"Tchla"
"138",2013-12-04,20.37,14.13,6.24,"Tchla"
"139",2014-01-14,37.04,35.3,1.74,"Tchla"
"140",2014-02-04,137.65,134.99,2.66,"Tchla"
"141",2014-03-10,46.78,33.3,13.48,"Tchla"
"142",2014-04-01,81.62,70.62,11,"Tchla"
"143",2014-05-06,296.77,286.36,10.41,"Tchla"
"144",2014-06-13,53.57,45.65,7.92,"Tchla"
"145",2014-09-03,28.71,15.56,13.15,"Tchla"
"146",2014-10-07,24.01,13.85,10.16,"Tchla"
"147",2014-11-12,28.56,19.31,9.25,"Tchla"
"148",2014-12-09,70.19,64.34,5.85,"Tchla"
"149",2015-02-15,37.69,28.56,9.13,"Tchla"
"150",2015-04-14,66.98,60.33,6.65,"Tchla"
"151",2015-07-29,21.82,19.26,2.56,"Tchla"
"152",2015-08-17,30.27,25.46,4.81,"Tchla"
"153",2015-09-10,31.5,28,3.5,"Tchla"
"154",2015-11-16,31.99,25.73,6.26,"Tchla"
"155",2015-12-09,22.82,19.27,3.55,"Tchla"
"156",2016-01-12,66.31,63.86,2.45,"Tchla"
"157",2016-02-04,44.41,37.37,7.04,"Tchla"
"158",2016-05-10,43.14,31.56,11.58,"Tchla"
"159",2016-06-07,37.26,15.16,22.1,"Tchla"
"160",2016-09-20,31.38,17.76,13.62,"Tchla"
"161",2016-12-21,32.23,27.62,4.61,"Tchla"
"162",2017-01-12,51.42,47.61,3.81,"Tchla"
"163",1995-12-14,2.54,1.93,0.61,"Prasino3"
"164",1996-01-13,1.43,0.96,0.47,"Prasino3"
"165",1996-02-14,1.64,1.08,0.56,"Prasino3"
"166",1996-03-13,0.49,0.37,0.12,"Prasino3"
"167",1996-04-17,1.11,0.84,0.27,"Prasino3"
"168",1996-05-10,1.11,0.92,0.19,"Prasino3"
"169",1996-06-13,4.43,3.6,0.83,"Prasino3"
"170",1996-07-11,0.89,0.52,0.37,"Prasino3"
"171",1996-08-07,4.19,2.04,2.15,"Prasino3"
"172",1996-09-11,0.82,0.49,0.33,"Prasino3"
"173",1996-10-09,0.52,0.35,0.17,"Prasino3"
"174",1996-11-11,1.94,1.33,0.61,"Prasino3"
"175",1996-12-10,3.99,1.99,2,"Prasino3"
"176",1997-01-08,1.57,1,0.57,"Prasino3"
"177",1997-02-14,4.29,2.8,1.49,"Prasino3"
"178",1997-02-23,0.38,0.26,0.12,"Prasino3"
"179",1997-03-13,6.84,3.93,2.91,"Prasino3"
"180",1997-04-16,3,1.38,1.62,"Prasino3"
"181",1997-05-10,1.57,1.03,0.54,"Prasino3"
"182",1997-06-17,9.49,5.7,3.79,"Prasino3"
"183",1997-07-08,1.73,0.8,0.93,"Prasino3"
"184",1997-07-16,2.02,0.79,1.23,"Prasino3"
"185",1997-08-17,5.83,3.07,2.76,"Prasino3"
"186",1997-09-17,3.93,1.83,2.1,"Prasino3"
"187",1997-10-14,5.84,3.66,2.18,"Prasino3"
"188",1997-11-13,4.14,3.27,0.87,"Prasino3"
"189",1997-12-17,4.85,2.48,2.37,"Prasino3"
"190",1998-01-14,2.01,0.92,1.09,"Prasino3"
"191",1998-02-11,2.25,0.83,1.42,"Prasino3"
"192",1998-03-12,2.83,2.31,0.52,"Prasino3"
"193",1998-04-21,2.64,1.72,0.92,"Prasino3"
"194",1998-06-09,3.62,1.23,2.39,"Prasino3"
"195",1998-07-09,3.3,1.34,1.96,"Prasino3"
"196",1998-08-05,2.13,1.14,0.99,"Prasino3"
"197",1998-09-01,0.5,0.49,0.01,"Prasino3"
"198",1998-12-16,1.97,0.08,1.89,"Prasino3"
"199",1999-01-12,0.04,0.03,0.01,"Prasino3"
"200",1999-03-04,0,0,0,"Prasino3"
"201",1999-04-07,0.46,0.18,0.28,"Prasino3"
"202",1999-07-15,0.17,0.12,0.05,"Prasino3"
"203",1999-08-11,0,0,0,"Prasino3"
"204",1999-09-14,0.6,0.05,0.55,"Prasino3"
"205",1999-10-05,2.58,0.58,2,"Prasino3"
"206",1999-11-04,0.95,0.35,0.6,"Prasino3"
"207",1999-12-07,0.69,0.69,0,"Prasino3"
"208",2000-01-11,1.77,1.55,0.22,"Prasino3"
"209",2000-02-08,1.92,1.74,0.18,"Prasino3"
"210",2000-03-09,0.81,0.81,0,"Prasino3"
"211",2000-04-11,1.33,1.02,0.31,"Prasino3"
"212",2000-05-11,1.76,1.4,0.36,"Prasino3"
"213",2000-06-06,2.17,1.47,0.7,"Prasino3"
"214",2000-07-07,0.19,0.19,0,"Prasino3"
"215",2000-08-09,1.51,0.81,0.7,"Prasino3"
"216",2000-09-12,1.53,0.77,0.76,"Prasino3"
"217",2000-10-10,2.49,1.46,1.03,"Prasino3"
"218",2006-07-04,2.1,0.85,1.25,"Prasino3"
"219",2006-08-03,2.36,1.85,0.51,"Prasino3"
"220",2006-09-12,2.97,1.52,1.45,"Prasino3"
"221",2006-10-10,1.22,0.81,0.41,"Prasino3"
"222",2006-11-02,2.71,1.09,1.62,"Prasino3"
"223",2006-12-05,4.32,1.32,3,"Prasino3"
"224",2007-02-06,0.54,0.43,0.11,"Prasino3"
"225",2007-03-06,2.64,2.35,0.29,"Prasino3"
"226",2007-04-10,3.76,3.08,0.68,"Prasino3"
"227",2007-05-08,3.62,2.11,1.51,"Prasino3"
"228",2007-06-05,1.9,1.05,0.85,"Prasino3"
"229",2007-07-03,2.21,1.33,0.88,"Prasino3"
"230",2007-08-07,1.43,0.7,0.73,"Prasino3"
"231",2007-09-04,3.19,1.51,1.68,"Prasino3"
"232",2007-10-19,1.67,0.77,0.9,"Prasino3"
"233",2007-12-11,2.04,0.91,1.13,"Prasino3"
"234",2008-01-10,0.91,0.63,0.28,"Prasino3"
"235",2008-02-12,1.75,1.22,0.53,"Prasino3"
"236",2008-03-11,1.85,1.31,0.54,"Prasino3"
"237",2008-04-08,1.96,1.46,0.5,"Prasino3"
"238",2008-05-04,3.64,1.57,2.07,"Prasino3"
"239",2008-06-03,1.92,0.87,1.05,"Prasino3"
"240",2008-07-08,3.11,1.72,1.39,"Prasino3"
"241",2008-08-05,2.04,0.81,1.23,"Prasino3"
"242",2008-09-10,3.07,1.45,1.62,"Prasino3"
"243",2008-10-10,3.09,1.26,1.83,"Prasino3"
"244",2008-11-18,5.67,2.72,2.95,"Prasino3"
"245",2008-12-10,3.85,2.22,1.63,"Prasino3"
"246",2009-01-13,2.82,2.03,0.79,"Prasino3"
"247",2009-02-10,4.22,3.32,0.9,"Prasino3"
"248",2009-03-03,2.5,1.95,0.55,"Prasino3"
"249",2009-04-07,3.79,2.98,0.81,"Prasino3"
"250",2009-05-08,3.22,2.41,0.81,"Prasino3"
"251",2009-06-02,2.57,1.75,0.82,"Prasino3"
"252",2009-07-14,2.03,1.39,0.64,"Prasino3"
"253",2009-08-11,3.39,2.02,1.37,"Prasino3"
"254",2009-09-15,1.8,1.24,0.56,"Prasino3"
"255",2009-10-07,1.51,0.75,0.76,"Prasino3"
"256",2009-11-10,1.96,0.87,1.09,"Prasino3"
"257",2009-12-08,2.04,1.42,0.62,"Prasino3"
"258",2010-01-07,2.52,1.7,0.82,"Prasino3"
"259",2010-02-11,0.32,0.22,0.1,"Prasino3"
"260",2010-03-09,1.62,0.72,0.9,"Prasino3"
"261",2010-04-07,2.12,1.3,0.82,"Prasino3"
"262",2010-05-11,3.13,1.43,1.7,"Prasino3"
"263",2010-06-08,2.24,1.26,0.98,"Prasino3"
"264",2010-08-04,2.86,1.74,1.12,"Prasino3"
"265",2010-09-15,4.545,1.07,3.475,"Prasino3"
"266",2010-10-05,1.44,0.69,0.75,"Prasino3"
"267",2010-11-09,1.84,0.91,0.93,"Prasino3"
"268",2010-12-08,1.71,1.17,0.54,"Prasino3"
"269",2011-01-11,1.58,1.19,0.39,"Prasino3"
"270",2011-02-08,0.38,0.38,0,"Prasino3"
"271",2011-03-15,2.22,1.84,0.38,"Prasino3"
"272",2011-04-12,0.84,0.64,0.2,"Prasino3"
"273",2011-05-10,5.78,3.91,1.87,"Prasino3"
"274",2011-06-09,3.45,1.12,2.33,"Prasino3"
"275",2011-07-07,3.01,1.64,1.37,"Prasino3"
"276",2011-08-09,4.41,1.49,2.92,"Prasino3"
"277",2011-09-06,3.04,2.18,0.86,"Prasino3"
"278",2011-10-04,3.87,1.78,2.09,"Prasino3"
"279",2011-11-18,3.43,1.14,2.29,"Prasino3"
"280",2012-01-10,0.75,0.52,0.23,"Prasino3"
"281",2012-02-07,0.32,0.29,0.03,"Prasino3"
"282",2012-03-16,0.74,0.66,0.08,"Prasino3"
"283",2012-04-10,4.9,3.16,1.74,"Prasino3"
"284",2012-05-15,2.6,1.29,1.31,"Prasino3"
"285",2012-07-26,1.28,1.04,0.24,"Prasino3"
"286",2012-08-14,2.58,1.69,0.89,"Prasino3"
"287",2012-09-11,4.15,1.96,2.19,"Prasino3"
"288",2012-10-10,2.86,2.06,0.8,"Prasino3"
"289",2012-11-08,2.65,0.72,1.93,"Prasino3"
"290",2012-12-04,4.29,2.39,1.9,"Prasino3"
"291",2013-03-05,3.38,2.69,0.69,"Prasino3"
"292",2013-04-09,3.95,1.99,1.96,"Prasino3"
"293",2013-05-09,4.77,2.67,2.1,"Prasino3"
"294",2013-06-11,4.45,2.12,2.33,"Prasino3"
"295",2013-07-11,3.5,2,1.5,"Prasino3"
"296",2013-08-13,2.94,1.06,1.88,"Prasino3"
"297",2013-09-11,1.38,0.62,0.76,"Prasino3"
"298",2013-10-08,3.92,1.92,2,"Prasino3"
"299",2013-11-13,2.32,1.59,0.73,"Prasino3"
"300",2013-12-04,2.18,1.12,1.06,"Prasino3"
"301",2014-01-14,0.51,0.49,0.02,"Prasino3"
"302",2014-02-04,0.77,0.57,0.2,"Prasino3"
"303",2014-03-10,0.59,0.34,0.25,"Prasino3"
"304",2014-04-01,1.89,1.29,0.6,"Prasino3"
"305",2014-05-06,0.26,0.08,0.18,"Prasino3"
"306",2014-06-13,2.55,1.75,0.8,"Prasino3"
"307",2014-09-03,4.36,1.9,2.46,"Prasino3"
"308",2014-10-07,3.86,1.77,2.09,"Prasino3"
"309",2014-11-12,4.77,3.09,1.68,"Prasino3"
"310",2014-12-09,4.26,2.91,1.35,"Prasino3"
"311",2015-02-15,2.73,1.94,0.79,"Prasino3"
"312",2015-04-14,2.48,1.83,0.65,"Prasino3"
"313",2015-07-29,1.54,1.3,0.24,"Prasino3"
"314",2015-08-17,2.75,2.25,0.5,"Prasino3"
"315",2015-09-10,2.09,1.75,0.34,"Prasino3"
"316",2015-11-16,2.83,1.69,1.14,"Prasino3"
"317",2015-12-09,2.23,1.69,0.54,"Prasino3"
"318",2016-01-12,3.74,3.52,0.22,"Prasino3"
"319",2016-02-04,1.72,1.23,0.49,"Prasino3"
"320",2016-05-10,5.19,3.27,1.92,"Prasino3"
"321",2016-06-07,4.42,1.12,3.3,"Prasino3"
"322",2016-09-20,2.23,0.78,1.45,"Prasino3"
"323",2016-12-21,1.08,0.74,0.34,"Prasino3"
"324",2017-01-12,0.56,0.38,0.18,"Prasino3"
"325",1995-12-14,0.66,0.66,0,"Crypto1"
"326",1996-01-13,1.08,1.08,0,"Crypto1"
"327",1996-02-14,1.93,1.81,0.12,"Crypto1"
"328",1996-03-13,0.92,0.92,0,"Crypto1"
"329",1996-04-17,2.76,2.76,0,"Crypto1"
"330",1996-05-10,0.22,0.22,0,"Crypto1"
"331",1996-06-13,3.81,3.13,0.68,"Crypto1"
"332",1996-07-11,0.19,0.19,0,"Crypto1"
"333",1996-08-07,0.14,0.14,0,"Crypto1"
"334",1996-09-11,0.64,0.33,0.31,"Crypto1"
"335",1996-10-09,0.64,0.46,0.18,"Crypto1"
"336",1996-11-11,1.39,1.21,0.18,"Crypto1"
"337",1996-12-10,1.17,0.79,0.38,"Crypto1"
"338",1997-01-08,1.26,1.15,0.11,"Crypto1"
"339",1997-02-14,0.27,0.21,0.06,"Crypto1"
"340",1997-02-23,0.03,0.03,0,"Crypto1"
"341",1997-03-13,0,0,0,"Crypto1"
"342",1997-04-16,0.02,0.01,0.01,"Crypto1"
"343",1997-05-10,0.29,0.28,0.01,"Crypto1"
"344",1997-06-17,0.06,0.05,0.01,"Crypto1"
"345",1997-07-08,0.02,0.02,0,"Crypto1"
"346",1997-07-16,0.52,0.05,0.47,"Crypto1"
"347",1997-08-17,0.1,0.09,0.01,"Crypto1"
"348",1997-09-17,0.98,0.67,0.31,"Crypto1"
"349",1997-10-14,1,0.4,0.6,"Crypto1"
"350",1997-11-13,0.49,0.49,0,"Crypto1"
"351",1997-12-17,1.01,0.13,0.88,"Crypto1"
"352",1998-01-14,1.61,1.02,0.59,"Crypto1"
"353",1998-02-11,0.5,0.2,0.3,"Crypto1"
"354",1998-03-12,0.29,0.29,0,"Crypto1"
"355",1998-04-21,1.11,0.42,0.69,"Crypto1"
"356",1998-06-09,4.38,2.81,1.57,"Crypto1"
"357",1998-07-09,0.21,0.21,0,"Crypto1"
"358",1998-08-05,0.6,0.21,0.39,"Crypto1"
"359",1998-09-01,1.42,1.42,0,"Crypto1"
"360",1998-12-16,1.19,1.19,0,"Crypto1"
"361",1999-01-12,5.37,5.37,0,"Crypto1"
"362",1999-03-04,0.11,0.11,0,"Crypto1"
"363",1999-04-07,0.06,0.06,0,"Crypto1"
"364",1999-07-15,0.94,0.47,0.47,"Crypto1"
"365",1999-08-11,0.01,0.01,0,"Crypto1"
"366",1999-09-14,0.35,0.2,0.15,"Crypto1"
"367",1999-10-05,0.91,0.28,0.63,"Crypto1"
"368",1999-11-04,0.01,0.01,0,"Crypto1"
"369",1999-12-07,0.07,0.03,0.04,"Crypto1"
"370",2000-01-11,2.13,2.13,0,"Crypto1"
"371",2000-02-08,1.67,1.67,0,"Crypto1"
"372",2000-03-09,0.24,0.23,0.01,"Crypto1"
"373",2000-04-11,0.92,0.92,0,"Crypto1"
"374",2000-05-11,1.73,1.72,0.01,"Crypto1"
"375",2000-06-06,0.2,0.14,0.06,"Crypto1"
"376",2000-07-07,0.02,0.02,0,"Crypto1"
"377",2000-08-09,0.59,0.57,0.02,"Crypto1"
"378",2000-09-12,0.21,0.13,0.08,"Crypto1"
"379",2000-10-10,0.49,0.27,0.22,"Crypto1"
"380",2006-07-04,0.27,0.23,0.04,"Crypto1"
"381",2006-08-03,1.99,1.76,0.23,"Crypto1"
"382",2006-09-12,1.77,1.07,0.7,"Crypto1"
"383",2006-10-10,1.8,1.34,0.46,"Crypto1"
"384",2006-11-02,1.47,0.61,0.86,"Crypto1"
"385",2006-12-05,1.74,1.13,0.61,"Crypto1"
"386",2007-02-06,6.35,6.25,0.1,"Crypto1"
"387",2007-03-06,4.23,4.2,0.03,"Crypto1"
"388",2007-04-10,4.84,3.85,0.99,"Crypto1"
"389",2007-05-08,4.07,3.81,0.26,"Crypto1"
"390",2007-06-05,1.98,0.95,1.03,"Crypto1"
"391",2007-07-03,0.84,0.82,0.02,"Crypto1"
"392",2007-08-07,3.24,1.3,1.94,"Crypto1"
"393",2007-09-04,0.98,0.54,0.44,"Crypto1"
"394",2007-10-19,4.13,2.56,1.57,"Crypto1"
"395",2007-12-11,2.79,1.67,1.12,"Crypto1"
"396",2008-01-10,1.94,1.7,0.24,"Crypto1"
"397",2008-02-12,7.65,7.41,0.24,"Crypto1"
"398",2008-03-11,4.25,3.9,0.35,"Crypto1"
"399",2008-04-08,3.86,3.24,0.62,"Crypto1"
"400",2008-05-04,2.65,1.55,1.1,"Crypto1"
"401",2008-06-03,4.26,1.3,2.96,"Crypto1"
"402",2008-07-08,2.52,2.2,0.32,"Crypto1"
"403",2008-08-05,4.75,2.75,2,"Crypto1"
"404",2008-09-10,1.3,0.64,0.66,"Crypto1"
"405",2008-10-10,1.99,0.68,1.31,"Crypto1"
"406",2008-11-18,1.75,0.92,0.83,"Crypto1"
"407",2008-12-10,1.08,0.62,0.46,"Crypto1"
"408",2009-01-13,3.05,2.64,0.41,"Crypto1"
"409",2009-02-10,1.89,1.63,0.26,"Crypto1"
"410",2009-03-03,1.97,1.72,0.25,"Crypto1"
"411",2009-04-07,3.53,3.09,0.44,"Crypto1"
"412",2009-05-08,4.49,4.3,0.19,"Crypto1"
"413",2009-06-02,3.91,3.55,0.36,"Crypto1"
"414",2009-07-14,1.01,0.77,0.24,"Crypto1"
"415",2009-08-11,4.37,4.06,0.31,"Crypto1"
"416",2009-09-15,2.55,1.44,1.11,"Crypto1"
"417",2009-10-07,2.28,1.58,0.7,"Crypto1"
"418",2009-11-10,0.73,0.4,0.33,"Crypto1"
"419",2009-12-08,0.66,0.48,0.18,"Crypto1"
"420",2010-01-07,2.88,2.59,0.29,"Crypto1"
"421",2010-02-11,4.76,4.64,0.12,"Crypto1"
"422",2010-03-09,1.62,0.83,0.79,"Crypto1"
"423",2010-04-07,0.86,0.68,0.18,"Crypto1"
"424",2010-05-11,2.66,2.15,0.51,"Crypto1"
"425",2010-06-08,1.68,0.98,0.7,"Crypto1"
"426",2010-08-04,1.07,0.82,0.25,"Crypto1"
"427",2010-09-15,2.905,0.96,1.945,"Crypto1"
"428",2010-10-05,0.96,0.55,0.41,"Crypto1"
"429",2010-11-09,0.69,0.51,0.18,"Crypto1"
"430",2010-12-08,2.48,2.37,0.11,"Crypto1"
"431",2011-01-11,1.95,1.81,0.14,"Crypto1"
"432",2011-02-08,1.24,1.24,0,"Crypto1"
"433",2011-03-15,2.14,1.96,0.18,"Crypto1"
"434",2011-04-12,0.44,0.42,0.02,"Crypto1"
"435",2011-05-10,2.76,2.58,0.18,"Crypto1"
"436",2011-06-09,1.09,0.41,0.68,"Crypto1"
"437",2011-07-07,1.02,0.62,0.4,"Crypto1"
"438",2011-08-09,1.82,0.76,1.06,"Crypto1"
"439",2011-09-06,0.97,0.68,0.29,"Crypto1"
"440",2011-10-04,0.14,0.14,0,"Crypto1"
"441",2011-11-18,0.8,0.4,0.4,"Crypto1"
"442",2012-01-10,4.67,4.65,0.02,"Crypto1"
"443",2012-02-07,1.25,1.17,0.08,"Crypto1"
"444",2012-03-16,5.55,5.52,0.03,"Crypto1"
"445",2012-04-10,2.33,2.09,0.24,"Crypto1"
"446",2012-05-15,1.52,0.64,0.88,"Crypto1"
"447",2012-07-26,1.34,1.31,0.03,"Crypto1"
"448",2012-08-14,2.42,2.01,0.41,"Crypto1"
"449",2012-09-11,1.33,0.87,0.46,"Crypto1"
"450",2012-10-10,1.95,1.61,0.34,"Crypto1"
"451",2012-11-08,0.56,0.17,0.39,"Crypto1"
"452",2012-12-04,0.67,0.57,0.1,"Crypto1"
"453",2013-03-05,2.67,2.57,0.1,"Crypto1"
"454",2013-04-09,1.5,1.14,0.36,"Crypto1"
"455",2013-05-09,2.33,1.8,0.53,"Crypto1"
"456",2013-06-11,1.29,0.56,0.73,"Crypto1"
"457",2013-07-11,1.49,0.97,0.52,"Crypto1"
"458",2013-08-13,1.11,0.48,0.63,"Crypto1"
"459",2013-09-11,0.28,0,0.28,"Crypto1"
"460",2013-10-08,0,0,0,"Crypto1"
"461",2013-11-13,0.54,0.33,0.21,"Crypto1"
"462",2013-12-04,0.45,0.27,0.18,"Crypto1"
"463",2014-01-14,0.94,0.93,0.01,"Crypto1"
"464",2014-02-04,2.29,2.29,0,"Crypto1"
"465",2014-03-10,2.06,1.62,0.44,"Crypto1"
"466",2014-04-01,4.03,3.48,0.55,"Crypto1"
"467",2014-05-06,4.12,3.94,0.18,"Crypto1"
"468",2014-06-13,1.91,1.56,0.35,"Crypto1"
"469",2014-09-03,0.31,0.22,0.09,"Crypto1"
"470",2014-10-07,0.21,0.19,0.02,"Crypto1"
"471",2014-11-12,1.55,1.09,0.46,"Crypto1"
"472",2014-12-09,2.4,2.35,0.05,"Crypto1"
"473",2015-02-15,3.77,3.03,0.74,"Crypto1"
"474",2015-04-14,1.04,1.04,0,"Crypto1"
"475",2015-07-29,0.53,0.41,0.12,"Crypto1"
