"","date","lat","lon","value","unit","yday"
"1",1997-09-15,10.7326002120972,-64.8391799926758,31.0599983641878,"einstein m^-2 day^-1",258
"2",1997-09-15,10.7326002120972,-64.7551498413086,27.2699981841724,"einstein m^-2 day^-1",258
"3",1997-09-15,10.7326002120972,-64.6711196899414,32.1219984146301,"einstein m^-2 day^-1",258
"4",1997-09-15,10.7326002120972,-64.5870895385742,38.9419987385627,"einstein m^-2 day^-1",258
"5",1997-09-15,10.6482000350952,-64.8391799926758,25.6839981088415,"einstein m^-2 day^-1",258
"6",1997-09-15,10.6482000350952,-64.7551498413086,28.7699982554186,"einstein m^-2 day^-1",258
"7",1997-09-15,10.6482000350952,-64.6711196899414,28.227998229675,"einstein m^-2 day^-1",258
"8",1997-09-15,10.6482000350952,-64.5870895385742,28.0479982211255,"einstein m^-2 day^-1",258
"9",1997-09-15,10.5637998580933,-64.8391799926758,22.8079979722388,"einstein m^-2 day^-1",258
"10",1997-09-15,10.5637998580933,-64.7551498413086,27.6379982016515,"einstein m^-2 day^-1",258
"11",1997-09-15,10.5637998580933,-64.6711196899414,28.22199822939,"einstein m^-2 day^-1",258
"12",1997-09-15,10.5637998580933,-64.5870895385742,25.2359980875626,"einstein m^-2 day^-1",258
"13",1997-09-15,10.4794006347656,-64.8391799926758,20.9699978849385,"einstein m^-2 day^-1",258
"14",1997-09-15,10.4794006347656,-64.7551498413086,23.137997987913,"einstein m^-2 day^-1",258
"15",1997-09-15,10.4794006347656,-64.6711196899414,24.1839980375953,"einstein m^-2 day^-1",258
"16",1997-09-15,10.4794006347656,-64.5870895385742,24.8799980706535,"einstein m^-2 day^-1",258
"17",1997-09-15,10.3950004577637,-64.8391799926758,19.4779978140723,"einstein m^-2 day^-1",258
"18",1997-09-15,10.3950004577637,-64.7551498413086,19.5599978179671,"einstein m^-2 day^-1",258
"19",1997-09-15,10.3950004577637,-64.6711196899414,21.9819979330059,"einstein m^-2 day^-1",258
"20",1997-09-15,10.3950004577637,-64.5870895385742,26.1199981295504,"einstein m^-2 day^-1",258
"21",1997-09-15,10.7326002120972,-64.8391799926758,48.0379991705995,"einstein m^-2 day^-1",258
"22",1997-09-15,10.7326002120972,-64.7551498413086,50.6799992960878,"einstein m^-2 day^-1",258
"23",1997-09-15,10.7326002120972,-64.6711196899414,51.1639993190765,"einstein m^-2 day^-1",258
"24",1997-09-15,10.7326002120972,-64.5870895385742,52.4219993788283,"einstein m^-2 day^-1",258
"25",1997-09-15,10.6482000350952,-64.8391799926758,48.1039991737343,"einstein m^-2 day^-1",258
"26",1997-09-15,10.6482000350952,-64.7551498413086,49.3419992325362,"einstein m^-2 day^-1",258
"27",1997-09-15,10.6482000350952,-64.6711196899414,48.1259991747793,"einstein m^-2 day^-1",258
"28",1997-09-15,10.6482000350952,-64.5870895385742,50.6259992935229,"einstein m^-2 day^-1",258
"29",1997-09-15,10.5637998580933,-64.8391799926758,47.0319991228171,"einstein m^-2 day^-1",258
"30",1997-09-15,10.5637998580933,-64.7551498413086,47.4839991442859,"einstein m^-2 day^-1",258
"31",1997-09-15,10.5637998580933,-64.6711196899414,48.6539991998579,"einstein m^-2 day^-1",258
"32",1997-09-15,10.5637998580933,-64.5870895385742,48.4899991920684,"einstein m^-2 day^-1",258
"33",1997-09-15,10.4794006347656,-64.8391799926758,45.9679990722798,"einstein m^-2 day^-1",258
"34",1997-09-15,10.4794006347656,-64.7551498413086,47.2939991352614,"einstein m^-2 day^-1",258
"35",1997-09-15,10.4794006347656,-64.6711196899414,48.7879992062226,"einstein m^-2 day^-1",258
"36",1997-09-15,10.4794006347656,-64.5870895385742,46.5619991004933,"einstein m^-2 day^-1",258
"37",1997-09-15,10.3950004577637,-64.8391799926758,46.8699991151225,"einstein m^-2 day^-1",258
"38",1997-09-15,10.3950004577637,-64.7551498413086,49.397999235196,"einstein m^-2 day^-1",258
"39",1997-09-15,10.3950004577637,-64.6711196899414,49.5219992410857,"einstein m^-2 day^-1",258
"40",1997-09-15,10.3950004577637,-64.5870895385742,48.0439991708845,"einstein m^-2 day^-1",258
"41",1997-09-15,10.7326002120972,-64.8391799926758,56.1219995545689,"einstein m^-2 day^-1",258
"42",1997-09-15,10.7326002120972,-64.7551498413086,56.1159995542839,"einstein m^-2 day^-1",258
"43",1997-09-15,10.7326002120972,-64.6711196899414,56.1179995543789,"einstein m^-2 day^-1",258
"44",1997-09-15,10.7326002120972,-64.5870895385742,56.097999553429,"einstein m^-2 day^-1",258
"45",1997-09-15,10.6482000350952,-64.8391799926758,56.2319995597936,"einstein m^-2 day^-1",258
"46",1997-09-15,10.6482000350952,-64.7551498413086,56.2279995596036,"einstein m^-2 day^-1",258
"47",1997-09-15,10.6482000350952,-64.6711196899414,56.2379995600786,"einstein m^-2 day^-1",258
"48",1997-09-15,10.6482000350952,-64.5870895385742,56.1959995580837,"einstein m^-2 day^-1",258
"49",1997-09-15,10.5637998580933,-64.8391799926758,56.2479995605536,"einstein m^-2 day^-1",258
"50",1997-09-15,10.5637998580933,-64.7551498413086,56.3119995635934,"einstein m^-2 day^-1",258
"51",1997-09-15,10.5637998580933,-64.6711196899414,56.2519995607436,"einstein m^-2 day^-1",258
"52",1997-09-15,10.5637998580933,-64.5870895385742,56.0599995516241,"einstein m^-2 day^-1",258
"53",1997-09-15,10.4794006347656,-64.8391799926758,56.067999552004,"einstein m^-2 day^-1",258
"54",1997-09-15,10.4794006347656,-64.7551498413086,56.1319995550439,"einstein m^-2 day^-1",258
"55",1997-09-15,10.4794006347656,-64.6711196899414,56.1979995581787,"einstein m^-2 day^-1",258
"56",1997-09-15,10.4794006347656,-64.5870895385742,56.1739995570388,"einstein m^-2 day^-1",258
"57",1997-09-15,10.3950004577637,-64.8391799926758,56.0479995510541,"einstein m^-2 day^-1",258
"58",1997-09-15,10.3950004577637,-64.7551498413086,56.0439995508641,"einstein m^-2 day^-1",258
"59",1997-09-15,10.3950004577637,-64.6711196899414,55.9959995485842,"einstein m^-2 day^-1",258
