"year","month","day","lon","lat","value","unit","var"
1997,9,18,-64.9604339599609,10.843900680542,0.145877942442894,"mg m^-3","chlor_a"
1997,9,18,-64.8813095092773,10.843900680542,0.149377539753914,"mg m^-3","chlor_a"
1997,9,18,-64.8021850585938,10.843900680542,0.162978112697601,"mg m^-3","chlor_a"
1997,9,18,-64.7230606079102,10.843900680542,0.18237429857254,"mg m^-3","chlor_a"
1997,9,18,-64.6439361572266,10.843900680542,0.197643756866455,"mg m^-3","chlor_a"
1997,9,18,-64.564811706543,10.843900680542,0.19537353515625,"mg m^-3","chlor_a"
1997,9,18,-64.4856872558594,10.843900680542,0.313990473747253,"mg m^-3","chlor_a"
1997,9,18,-64.4065628051758,10.843900680542,0.621356785297394,"mg m^-3","chlor_a"
1997,9,18,-64.9604339599609,10.765700340271,0.147741436958313,"mg m^-3","chlor_a"
1997,9,18,-64.8813095092773,10.765700340271,0.155589982867241,"mg m^-3","chlor_a"
1997,9,18,-64.8021850585938,10.765700340271,0.170965865254402,"mg m^-3","chlor_a"
1997,9,18,-64.7230606079102,10.765700340271,0.205307230353355,"mg m^-3","chlor_a"
1997,9,18,-64.6439361572266,10.765700340271,0.232751101255417,"mg m^-3","chlor_a"
1997,9,18,-64.564811706543,10.765700340271,0.230479717254639,"mg m^-3","chlor_a"
1997,9,18,-64.4856872558594,10.765700340271,0.253301709890366,"mg m^-3","chlor_a"
1997,9,18,-64.4065628051758,10.765700340271,0.54920756816864,"mg m^-3","chlor_a"
1997,9,18,-64.9604339599609,10.6875,0.155773684382439,"mg m^-3","chlor_a"
1997,9,18,-64.8813095092773,10.6875,0.161855787038803,"mg m^-3","chlor_a"
1997,9,18,-64.8021850585938,10.6875,0.168579787015915,"mg m^-3","chlor_a"
1997,9,18,-64.7230606079102,10.6875,0.214213848114014,"mg m^-3","chlor_a"
1997,9,18,-64.6439361572266,10.6875,0.244156286120415,"mg m^-3","chlor_a"
1997,9,18,-64.564811706543,10.6875,0.257845312356949,"mg m^-3","chlor_a"
1997,9,18,-64.4856872558594,10.6875,0.267655730247498,"mg m^-3","chlor_a"
1997,9,18,-64.4065628051758,10.6875,0.323611527681351,"mg m^-3","chlor_a"
1997,9,18,-64.9604339599609,10.609299659729,0.166688323020935,"mg m^-3","chlor_a"
1997,9,18,-64.8813095092773,10.609299659729,0.167488351464272,"mg m^-3","chlor_a"
1997,9,18,-64.8021850585938,10.609299659729,0.168961957097054,"mg m^-3","chlor_a"
1997,9,18,-64.7230606079102,10.609299659729,0.206606954336166,"mg m^-3","chlor_a"
1997,9,18,-64.6439361572266,10.609299659729,0.271893262863159,"mg m^-3","chlor_a"
1997,9,18,-64.564811706543,10.609299659729,0.288172155618668,"mg m^-3","chlor_a"
1997,9,18,-64.4856872558594,10.609299659729,0.308050394058228,"mg m^-3","chlor_a"
1997,9,18,-64.4065628051758,10.609299659729,0.35225522518158,"mg m^-3","chlor_a"
1997,9,18,-64.9604339599609,10.531099319458,0.168400257825851,"mg m^-3","chlor_a"
1997,9,18,-64.8813095092773,10.531099319458,0.166985958814621,"mg m^-3","chlor_a"
1997,9,18,-64.8021850585938,10.531099319458,0.166760846972466,"mg m^-3","chlor_a"
1997,9,18,-64.7230606079102,10.531099319458,0.226838812232018,"mg m^-3","chlor_a"
1997,9,18,-64.6439361572266,10.531099319458,0.309013694524765,"mg m^-3","chlor_a"
1997,9,18,-64.564811706543,10.531099319458,0.324938386678696,"mg m^-3","chlor_a"
1997,9,18,-64.4856872558594,10.531099319458,0.327541500329971,"mg m^-3","chlor_a"
1997,9,18,-64.4065628051758,10.531099319458,0.369843393564224,"mg m^-3","chlor_a"
1997,9,25,-64.9604339599609,10.843900680542,0.134803608059883,"mg m^-3","chlor_a"
1997,9,25,-64.8813095092773,10.843900680542,0.141653537750244,"mg m^-3","chlor_a"
1997,9,25,-64.8021850585938,10.843900680542,0.15588741004467,"mg m^-3","chlor_a"
1997,9,25,-64.7230606079102,10.843900680542,0.184304893016815,"mg m^-3","chlor_a"
1997,9,25,-64.6439361572266,10.843900680542,0.183319494128227,"mg m^-3","chlor_a"
1997,9,25,-64.564811706543,10.843900680542,0.236481949687004,"mg m^-3","chlor_a"
1997,9,25,-64.4856872558594,10.843900680542,0.425529658794403,"mg m^-3","chlor_a"
1997,9,25,-64.4065628051758,10.843900680542,0.679532170295715,"mg m^-3","chlor_a"
1997,9,25,-64.9604339599609,10.765700340271,0.14211194217205,"mg m^-3","chlor_a"
1997,9,25,-64.8813095092773,10.765700340271,0.147188827395439,"mg m^-3","chlor_a"
1997,9,25,-64.8021850585938,10.765700340271,0.160106509923935,"mg m^-3","chlor_a"
1997,9,25,-64.7230606079102,10.765700340271,0.185940653085709,"mg m^-3","chlor_a"
1997,9,25,-64.6439361572266,10.765700340271,0.200293123722076,"mg m^-3","chlor_a"
1997,9,25,-64.564811706543,10.765700340271,0.198217257857323,"mg m^-3","chlor_a"
1997,9,25,-64.4856872558594,10.765700340271,0.25383585691452,"mg m^-3","chlor_a"
1997,9,25,-64.4065628051758,10.765700340271,0.569867968559265,"mg m^-3","chlor_a"
1997,9,25,-64.9604339599609,10.6875,0.146318584680557,"mg m^-3","chlor_a"
1997,9,25,-64.8813095092773,10.6875,0.149978995323181,"mg m^-3","chlor_a"
1997,9,25,-64.8021850585938,10.6875,0.15848796069622,"mg m^-3","chlor_a"
1997,9,25,-64.7230606079102,10.6875,0.177113920450211,"mg m^-3","chlor_a"
1997,9,25,-64.6439361572266,10.6875,0.19293101131916,"mg m^-3","chlor_a"
