"","Cruise","Leg","Day","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_umol_kg","SiOH4_Cumana","  PO4_Cumana","NO3_Cumana","NH4 ","NO2 ","NO3NO2 ","PO4","SiOH4","pH","Alkalinity","TCO2","fCO2","Salinity_bott","Salinity_bottcorr","Salinity_ctd","Temp_ctd","Sigma-t_ctd","TPP","PIP","POC","PN","C/N part.","POC","PN","DON_USF","DOP_USF","DOC","TOC","PriPro","Chl","Phaeo","Date","DateString","yday"
"744",36,3,10,11,1998,335,335.2,0.04,1.67,NA,NA,NA,0.64,0,0,2.72,39.23,7.6467,0.002414,2290.4,901.8,36.354,NA,36.353,17.618,26.4042,NA,NA,35.47,6.2,6.67,34.61,6.05,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"745",36,3,10,11,1998,350,353.8,0,0,NA,NA,NA,2.34,0,0,2.68,42.15,7.6488,0.002423,2298.3,898.5,36.342,NA,36.345,17.569,26.4102,NA,NA,27.85,0.78,41.62,27.18,0.76,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"746",36,3,10,11,1998,400,404.5,0,0,NA,NA,NA,5.82,0,0,2.7,47.2,7.6394,0.002428,2306.8,919.6,36.324,NA,36.326,17.484,26.4164,NA,NA,29.26,5.92,5.76,28.55,5.78,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"747",36,3,10,11,1998,500,502.6,NA,NA,NA,NA,NA,12.8,0,0,3.07,60.74,7.6241,0.00245,2334.7,959.1,36.285,NA,36.286,17.293,26.432,NA,NA,37,6.48,6.67,36.11,6.32,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"748",36,3,10,11,1998,750,750.7,NA,NA,NA,NA,NA,19.36,0,0,3.48,73.3,7.6004,0.002421,2314.9,1001.6,36.24,NA,36.241,17.128,26.4375,NA,NA,52.52,10.7,5.73,51.25,10.44,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"749",36,3,10,11,1998,1000,999.7,NA,NA,NA,NA,NA,21.8,0,0,3.57,78.78,7.5989,0.002475,2367.8,1027.8,36.238,NA,36.231,17.121,26.4313,NA,NA,34.91,12.08,3.37,34.07,11.79,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"750",36,3,10,11,1998,1310,1308.4,NA,NA,NA,NA,NA,21.32,0,0,3.7,79.19,7.5844,0.002491,2388.9,1076.2,36.224,NA,36.228,17.16,26.4199,NA,NA,50.79,12.26,4.83,49.56,11.97,NA,NA,NA,NA,NA,NA,NA,1998-11-10,"1998-11-10",313
"752",37,1,16,12,1998,1,1.4,4.46,194.59,NA,NA,NA,0,0.01,0,0.06,0.88,8.0827,0.002412,2064,401.3,36.764,NA,36.756,27.174,23.987,NA,NA,41.33,4.48,10.77,40.33,4.37,NA,NA,NA,NA,1.42,0.16,0.17,1998-12-16,"1998-12-16",349
"753",37,1,16,12,1998,7,7.2,4.46,194.63,NA,NA,NA,0,0.01,0,0.05,0.93,8.0804,0.002419,2071.6,400.5,36.759,NA,36.761,26.876,24.0869,NA,NA,56.8,6.61,10.02,55.43,6.45,NA,NA,611,NA,1.12,0.15,0.17,1998-12-16,"1998-12-16",349
"754",37,1,16,12,1998,15,15.1,4.44,193.61,NA,NA,NA,0,0.01,0,0.05,0.47,8.0836,0.002416,2067.4,395,36.757,NA,36.756,26.792,24.1099,NA,NA,51.77,7.08,8.53,50.52,6.91,NA,NA,685,NA,1,0.14,0.14,1998-12-16,"1998-12-16",349
"755",37,1,16,12,1998,25,25.3,4.27,186.25,NA,NA,NA,0,0,0,0.06,0.57,8.0805,0.002415,2068.6,386.3,36.742,NA,36.753,26.012,24.3547,NA,NA,49.25,7.17,8.01,48.06,7,NA,NA,1000,NA,0.79,0.15,0.15,1998-12-16,"1998-12-16",349
"756",37,1,16,12,1998,35,35,4.13,180.15,NA,NA,NA,0,0.02,0,0.06,0.56,8.0551,0.002409,2078.9,392.7,36.844,NA,36.862,24.676,24.85,NA,NA,69.07,14.98,5.38,67.41,14.62,NA,NA,360,NA,0.38,0.42,0.58,1998-12-16,"1998-12-16",349
"757",37,1,16,12,1998,55,55.4,3.59,156.35,NA,NA,NA,0,0.34,3.74,0.29,1.5,7.9981,0.002428,2130.8,441.2,36.889,NA,36.886,23.358,25.2618,NA,NA,51.89,3.5,17.31,50.64,3.41,NA,NA,735,NA,1.09,0.34,0.5,1998-12-16,"1998-12-16",349
"758",37,1,16,12,1998,75,74.7,3.46,150.62,NA,NA,NA,0,0.16,4.82,0.32,1.38,7.9886,0.002411,2120.8,440,36.892,NA,36.887,22.806,25.4235,NA,NA,41.86,3.6,13.56,40.85,3.51,NA,NA,NA,NA,0.01,0.17,0.42,1998-12-16,"1998-12-16",349
"759",37,1,16,12,1998,100,101,3.27,142.24,NA,NA,NA,0,0.06,6.16,0.39,1.8,7.9638,0.002403,2128,455.3,36.858,NA,36.86,22.017,25.6287,NA,NA,27.56,1.78,18.05,26.89,1.74,NA,NA,NA,NA,0.21,0.21,0.16,1998-12-16,"1998-12-16",349
"760",37,1,16,12,1998,130,130.6,2.71,118.09,NA,NA,NA,0,0.02,9.57,0.74,5.65,7.8798,0.002397,2169.5,511.9,36.595,NA,36.598,19.212,26.1895,NA,NA,25.2,0.02,1898.19,24.59,0.02,NA,NA,1455,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"761",37,1,16,12,1998,160,160.8,1.64,71.32,NA,NA,NA,0,0.02,11.22,1.2,13.35,7.7882,0.002408,2224.6,640.3,36.509,NA,36.514,18.502,26.3074,NA,NA,25.89,4.2,7.2,25.27,4.1,NA,NA,NA,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"762",37,1,16,12,1998,200,200.2,0.42,18.1,NA,NA,NA,0.61,0.02,8.74,1.81,26.02,7.684,0.002401,2263.4,824.5,36.421,NA,36.421,17.972,26.369,NA,NA,27.39,0.94,33.82,26.73,0.92,NA,NA,1047,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"763",37,1,16,12,1998,250,250.1,0.13,5.52,NA,NA,NA,0.34,0.01,4.46,2.06,32.95,7.6519,0.002408,2283.9,891.7,36.378,NA,36.377,17.731,26.3949,NA,NA,23.44,8.94,3.06,22.87,8.72,NA,NA,910,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"764",37,1,16,12,1998,295,295.2,0.05,2.1,NA,NA,NA,0.66,0.01,0,2.39,39.06,7.6476,0.002428,2304.4,905.7,36.357,NA,36.356,17.631,26.4033,NA,NA,45.98,4.1,13.07,44.87,4.01,NA,NA,719,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"765",37,1,16,12,1998,300,300.9,0.05,2.38,NA,NA,NA,0.66,0,0,2,34.91,7.6507,0.002418,2294.1,894.5,36.355,NA,36.354,17.615,26.4058,NA,NA,34.85,2.8,14.5,34.01,2.74,NA,NA,417,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"766",37,1,16,12,1998,350,352.9,0,0,NA,NA,NA,3.73,0.01,0,2.63,44.97,7.6491,0.002427,2302.1,897.9,36.337,NA,36.334,17.535,26.41,NA,NA,32.86,3.83,10.02,32.07,3.73,NA,NA,335,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"767",37,1,16,12,1998,400,407.3,0,0,NA,NA,NA,7.55,0,0,2.76,51.21,7.6403,0.002426,2305.3,915.5,36.318,NA,36.317,17.445,26.4189,NA,NA,31.19,5.22,6.97,30.44,5.09,NA,NA,1929,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"768",37,1,16,12,1998,500,506.1,NA,NA,NA,NA,NA,13.3,0,0,3.07,62.12,7.6238,0.002435,2320.2,953.5,36.282,NA,36.281,17.279,26.4318,NA,NA,30.67,1.6,22.42,29.93,1.56,NA,NA,1648,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"769",37,1,16,12,1998,750,753.9,NA,NA,NA,NA,NA,19.52,0,0,3.43,77.14,7.6034,0.002441,2333.7,1002.4,36.242,NA,36.24,17.129,26.4365,NA,NA,27.46,1.41,22.73,26.8,1.38,NA,NA,1506,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"770",37,1,16,12,1998,1000,1001,NA,NA,NA,NA,NA,21.66,0.01,0,3.54,80.89,7.5961,0.002481,2375.6,1038.7,36.231,NA,36.232,17.128,26.4305,NA,NA,33.94,5.5,7.2,33.12,5.37,NA,NA,557,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"771",37,1,16,12,1998,1310,1308.8,NA,NA,NA,NA,NA,24.46,0,0,3.66,84.26,7.5856,0.002469,2367.4,1063.4,36.229,NA,36.23,17.165,26.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,NA,NA,1998-12-16,"1998-12-16",349
"773",38,1,12,1,1999,1,1.8,4.84,210.88,NA,NA,NA,0.14,0.04,0,0.09,0,8.0786,0.002384,2040.6,365.5,36.907,NA,36.962,24.857,24.8704,NA,NA,267.33,35.1,8.89,260.89,34.26,NA,NA,150,NA,9.17,1.38,0.94,1999-01-12,"1999-1-12",11
"774",38,1,12,1,1999,7,7.6,4.9,213.39,NA,NA,NA,0.4,0.04,0.05,0.09,0,8.0795,0.002411,2063.9,359.9,36.896,NA,36.897,24.246,25.0063,NA,NA,272.18,25.64,12.39,265.62,25.02,NA,NA,703,NA,9.28,1.35,0.81,1999-01-12,"1999-1-12",11
"775",38,1,12,1,1999,15,15,4.52,197.08,NA,NA,NA,0.12,0.05,0.15,0.1,0.19,8.0609,0.002429,2092.6,380.9,36.899,NA,36.89,24.131,25.0354,NA,NA,275.36,36.48,8.81,268.73,35.61,NA,NA,152,NA,4.34,1.67,1.18,1999-01-12,"1999-1-12",11
"776",38,1,12,1,1999,25,24.8,3.27,142.6,NA,NA,NA,0.17,0.28,5.04,0.39,2.59,7.9719,0.002423,2141.9,465.1,36.877,NA,36.89,22.896,25.3997,NA,NA,60.7,14.98,4.73,59.23,14.62,NA,NA,150,NA,0.51,0.67,0.4,1999-01-12,"1999-1-12",11
"777",38,1,12,1,1999,35,35.9,3.31,143.94,NA,NA,NA,0.5,0.14,3.89,0.3,1.41,7.9601,0.002425,2150.2,475.3,36.879,NA,36.887,22.603,25.4819,NA,NA,60.53,4.94,14.29,59.07,4.82,NA,NA,182,NA,0.2,0.39,0.65,1999-01-12,"1999-1-12",11
"778",38,1,12,1,1999,55,55.8,3.05,132.83,NA,NA,NA,0.25,0.07,6.4,0.47,2.34,7.8888,0.002426,2190.8,560.2,36.849,NA,36.85,21.784,25.6866,NA,NA,57.65,5.41,12.44,56.26,5.28,NA,NA,123,NA,0,0.14,0.22,1999-01-12,"1999-1-12",11
"779",38,1,12,1,1999,75,75.7,2.93,127.76,NA,NA,NA,0.24,0.04,8.05,0.55,3.14,7.8906,0.002424,2189,540.2,36.789,NA,36.785,20.999,25.8553,NA,NA,43.85,3.36,15.22,42.79,3.28,NA,NA,345,NA,0.12,0.05,0.1,1999-01-12,"1999-1-12",11
"780",38,1,12,1,1999,100,101.4,2.81,122.15,NA,NA,NA,0.13,0.03,9.01,0.65,4.28,7.9024,0.002415,2174.1,502.2,36.707,NA,36.691,20.079,26.0323,NA,NA,25.66,-1.47,-20.34,25.04,-1.44,NA,NA,120,NA,0,0.03,0.05,1999-01-12,"1999-1-12",11
"781",38,1,12,1,1999,130,131.5,2.4,104.49,NA,NA,NA,0.33,0.02,8.57,0.77,6,7.8482,0.002403,2191.7,558.7,36.599,NA,36.597,19.17,26.1997,NA,NA,34.69,3.45,11.72,33.85,3.37,NA,NA,245,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"782",38,1,12,1,1999,160,161.1,1.43,62.04,NA,NA,NA,0.21,0.02,11.22,1.3,14.84,7.7516,0.002403,2237,703.8,36.51,NA,36.509,18.463,26.3132,NA,NA,25.17,0.29,99.78,24.56,0.29,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"783",38,1,12,1,1999,200,200.6,0.3,13.04,NA,NA,NA,0.13,0.08,7.93,1.9,29.03,7.5739,0.002419,2325.1,1107.2,36.423,NA,36.426,17.925,26.3845,NA,NA,24.42,0.57,49.7,23.83,0.56,NA,NA,86,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"784",38,1,12,1,1999,250,250.6,0.05,2.33,NA,NA,NA,0,0.02,3.59,2.19,35.74,7.5944,0.002416,2314,1040,36.386,NA,36.39,17.733,26.4083,NA,NA,39.6,2.06,22.42,38.64,2.01,NA,NA,220,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"785",38,1,12,1,1999,275,274.9,0.03,1.42,NA,NA,NA,0.15,0.02,1.4,1.98,33.23,7.6412,0.002427,2305.9,922.8,36.376,NA,36.38,17.686,26.4142,NA,NA,41.2,1.97,24.43,40.21,1.92,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"786",38,1,12,1,1999,300,301.1,0.01,0.26,NA,NA,NA,1.36,0.02,0,2.42,39.5,7.6403,0.002433,2312.3,925.2,36.365,NA,36.369,17.628,26.423,NA,NA,40.71,3.55,13.39,39.73,3.46,NA,NA,116,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"787",38,1,12,1,1999,350,350.8,0,0,NA,NA,NA,4.55,0,0,2.68,46.41,7.6388,0.00243,2309.2,923.7,36.347,NA,36.349,17.529,26.4313,NA,NA,37.83,2.9,15.24,36.92,2.83,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"788",38,1,12,1,1999,400,400.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6531,0.002438,2311.3,889.6,36.327,NA,36.332,17.441,26.4446,NA,NA,40.68,3.36,14.12,39.7,3.28,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"789",38,1,12,1,1999,500,501.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.621,0.002437,2323.4,961.1,36.311,NA,36.294,17.267,26.4473,NA,NA,43.06,1.6,31.49,42.03,1.56,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"790",38,1,12,1,1999,750,750.5,NA,NA,NA,NA,NA,18.06,0.01,0,3.29,68.48,7.6046,0.002459,2351,1006.9,36.248,NA,36.253,17.126,26.4365,NA,NA,47.48,0.2,275.09,46.34,0.2,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"791",38,1,12,1,1999,1000,1000,NA,NA,NA,NA,NA,22.23,0.01,0,3.6,81.54,7.5942,0.002472,2366.7,1039.7,36.239,NA,36.239,17.125,26.416,NA,NA,26.31,2.43,12.62,25.68,2.37,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"792",38,1,12,1,1999,1310,1309.2,NA,NA,NA,NA,NA,22.04,0.01,0,3.72,83.33,7.5862,0.002471,2368.6,1062.8,36.236,NA,36.225,17.166,26.4044,NA,NA,30.17,2.34,15.05,29.45,2.28,NA,NA,NA,NA,NA,NA,NA,1999-01-12,"1999-1-12",11
"794",39,1,10,2,1999,1,1.6,4.71,205.1,NA,NA,NA,0.33,0.14,1.67,0.21,0.44,8.0223,0.002415,2104,396.8,36.852,NA,36.843,22.561,25.459,NA,NA,247.27,34.6,8.34,241.31,33.77,NA,NA,104,NA,23.55,3.84,1.54,1999-02-10,"1999-2-10",40
"795",39,1,10,2,1999,7,6.7,4.68,203.71,NA,NA,NA,0.32,0.15,1.91,0.23,0.79,8.025,0.002397,2086.6,385.5,36.843,NA,36.852,22.224,25.562,NA,NA,244.66,37.02,7.71,238.76,36.13,NA,NA,196,NA,20.65,2.89,2.61,1999-02-10,"1999-2-10",40
"796",39,1,10,2,1999,15,13.9,4.32,188.18,NA,NA,NA,0.47,0.14,2.64,0.26,0.91,8.0068,0.002418,2116.3,408,36.841,NA,36.843,22.13,25.582,NA,NA,199.18,39.07,5.95,194.38,38.12,NA,NA,95,NA,10.03,3.37,1.55,1999-02-10,"1999-2-10",40
"797",39,1,10,2,1999,25,24.2,4.22,183.85,NA,NA,NA,0.37,0.13,2.98,0.24,1.29,8.0073,0.002415,2113.4,405.3,36.861,NA,36.833,22.03,25.603,NA,NA,198.86,28.66,8.1,194.06,27.97,NA,NA,297,NA,1.77,3.89,2.14,1999-02-10,"1999-2-10",40
"798",39,1,10,2,1999,35,34.4,4.17,181.5,NA,NA,NA,0.3,0.11,3.11,0.53,0.84,8.0032,0.002418,2118.2,409.7,36.827,NA,36.827,21.979,25.613,NA,NA,194.54,32.19,7.05,189.85,31.41,NA,NA,NA,NA,0.36,1.94,1.16,1999-02-10,"1999-2-10",40
"799",39,1,10,2,1999,55,55,3.03,132.01,NA,NA,NA,0.12,0.19,7.3,0.48,3.11,7.942,0.002414,2150.3,475.8,36.835,NA,36.835,21.487,25.757,NA,NA,79.74,13.12,7.09,77.81,12.8,NA,NA,NA,NA,0.2,0.35,0.46,1999-02-10,"1999-2-10",40
"800",39,1,10,2,1999,75,75.7,2.72,118.36,NA,NA,NA,0,0.05,9.81,0.72,5.03,7.8969,0.00238,2143.8,497.9,36.679,NA,36.683,19.882,26.078,NA,NA,47.94,3.36,16.64,46.78,3.28,NA,NA,NA,NA,0.13,0.19,0.29,1999-02-10,"1999-2-10",40
"801",39,1,10,2,1999,100,99.1,2.82,122.72,NA,NA,NA,0,0.04,9.71,0.69,5.46,7.8922,0.002394,2160,496.7,36.626,NA,36.623,19.343,26.173,NA,NA,36.06,6.24,6.74,35.19,6.09,NA,NA,127,NA,0,0.11,0.21,1999-02-10,"1999-2-10",40
"802",39,1,10,2,1999,130,131.1,1.96,85.49,NA,NA,NA,0,0.02,10.71,1.54,19.49,7.8217,0.002387,2188.3,584.7,36.542,NA,36.535,18.71,26.406,NA,NA,44.86,6.06,8.64,43.78,5.91,NA,NA,507,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"803",39,1,10,2,1999,160,161,0.92,39.93,NA,NA,NA,0,0.02,10.69,1.61,20.31,7.7329,0.002397,2239.1,729.1,36.464,NA,36.461,18.173,26.348,NA,NA,42.08,3.92,12.53,41.07,3.82,NA,NA,301,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"804",39,1,10,2,1999,200,201.2,0.29,12.53,NA,NA,NA,0,0.01,8.19,1.93,28.03,7.6779,0.002395,2260,833.7,36.416,NA,36.416,17.915,26.378,NA,NA,39.53,4.01,11.5,38.58,3.92,NA,NA,71,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"805",39,1,10,2,1999,225,223.8,0.07,2.93,NA,NA,NA,0,0.01,5.17,2.1,33.23,7.6591,0.002394,2266.8,872.3,36.394,NA,36.395,17.81,26.388,NA,NA,109.86,9.87,12.99,107.22,9.63,NA,NA,221,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"806",39,1,10,2,1999,250,248.7,0.05,2.13,NA,NA,NA,NA,NA,NA,NA,NA,7.6534,0.002409,2283.9,888.4,36.38,NA,36.381,17.73,26.742,NA,NA,50.1,6.15,9.5,48.89,6,NA,NA,1163,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"807",39,1,10,2,1999,300,298.8,0.03,1.13,NA,NA,NA,1.12,0,0.04,2.61,40.74,7.6555,0.002408,2281.6,878.8,36.36,NA,36.357,17.611,26.408,NA,NA,35.51,3.64,11.38,34.65,3.55,NA,NA,63,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"808",39,1,10,2,1999,350,358.1,0,0,NA,NA,NA,6.1,0.03,0.04,2.71,49.09,7.6519,0.00242,2294.9,887.2,36.326,NA,36.332,17.484,26.42,NA,NA,46.35,-0.67,-80.33,45.24,-0.66,NA,NA,190,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"809",39,1,10,2,1999,400,411.8,0,0,NA,NA,NA,8.92,0.02,0,2.86,54.32,7.6456,0.002433,2309.4,903.9,36.313,NA,36.315,17.403,26.427,NA,NA,40.74,-2.05,-23.18,39.76,-2,NA,NA,184,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"810",39,1,10,2,1999,500,506.7,NA,NA,NA,NA,NA,14.25,0,0,3.16,65.56,7.6296,0.002442,2324.2,940.9,36.279,NA,36.282,17.256,26.437,NA,NA,28.28,-2.42,-13.65,27.6,-2.36,NA,NA,757,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"811",39,1,10,2,1999,750,753.3,NA,NA,NA,NA,NA,19.86,0,0,3.5,77.96,7.6087,0.002456,2346,994.2,36.243,NA,36.242,17.12,26.439,NA,NA,31.35,-0.67,-54.32,30.59,-0.66,NA,NA,632,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"812",39,1,10,2,1999,1000,998.9,NA,NA,NA,NA,NA,21.73,0,0,3.59,78.08,7.6043,0.002478,2368.9,1015.2,36.233,NA,36.231,17.125,26.429,NA,NA,37.09,-5.72,-7.56,36.2,-5.58,NA,NA,NA,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"813",39,1,10,2,1999,1310,1310,NA,NA,NA,NA,NA,21.64,0.01,0,3.69,84.24,7.5953,0.002491,2385,1046.1,36.227,NA,36.226,17.164,26.416,NA,NA,38.92,1.25,36.19,37.98,1.22,NA,NA,615,NA,NA,NA,NA,1999-02-10,"1999-2-10",40
"815",40,1,4,3,1999,1,1.2,4.71,205.12,NA,NA,NA,0,0.02,0.1,0.07,0.93,8.065,0.002419,2080.9,383.5,36.89,NA,36.885,24.899,24.7978,NA,NA,101.92,13.13,9.05,99.46,12.82,NA,NA,109,NA,2.87,0.58,0.43,1999-03-04,"1999-3-4",62
"816",40,1,4,3,1999,7,8,4.66,202.92,NA,NA,NA,0,0.01,0.1,0.07,0.46,8.0649,0.002424,2085.1,378.8,36.904,NA,36.887,24.343,24.9679,NA,NA,162.61,29.96,6.33,158.69,29.24,NA,NA,237,NA,4.58,0.44,0.38,1999-03-04,"1999-3-4",62
"817",40,1,4,3,1999,15,16.2,4.31,187.69,NA,NA,NA,0.05,0.07,0.17,0.11,0.78,8.0454,0.002426,2099.6,380.1,36.916,NA,36.897,23.009,25.3703,NA,NA,565.43,85.82,7.69,551.81,83.75,NA,NA,148,NA,3.53,0.44,0.41,1999-03-04,"1999-3-4",62
"818",40,1,4,3,1999,25,26.1,3.56,154.91,NA,NA,NA,0,0.36,1.86,0.2,0.98,7.9858,0.002411,2122.8,430.7,36.873,NA,36.867,22.082,25.6144,NA,NA,119.27,20.9,6.66,116.39,20.4,NA,NA,122,NA,1.49,0.67,0.76,1999-03-04,"1999-3-4",62
"819",40,1,4,3,1999,35,34.9,3.25,141.42,NA,NA,NA,0,0.67,4.58,0.29,2.37,7.9676,0.002416,2138.2,447,36.861,NA,36.843,21.682,25.7088,NA,NA,105.81,18.29,6.75,103.26,17.85,NA,NA,143,NA,0.71,0.7,0.81,1999-03-04,"1999-3-4",62
"820",40,1,4,3,1999,55,55.1,2.79,121.51,NA,NA,NA,0,0.93,7.73,0.49,2.28,7.9289,0.002404,2149.1,481.6,36.81,NA,36.805,20.991,25.8714,NA,NA,76.69,10.17,8.8,74.84,9.93,NA,NA,176,NA,0.04,0.33,0.44,1999-03-04,"1999-3-4",62
"821",40,1,4,3,1999,75,76,2.27,98.69,NA,NA,NA,0,0.06,10.5,0.61,6,7.8781,0.002402,2173.9,542.5,36.764,NA,36.758,20.507,25.9677,NA,NA,63.3,10.64,6.94,61.77,10.38,NA,NA,141,NA,0,0.09,0.15,1999-03-04,"1999-3-4",62
"822",40,1,4,3,1999,100,101,3.06,133.37,NA,NA,NA,0.13,0.07,8.49,0.51,2.68,7.9348,0.002403,2145,458.7,NA,NA,36.739,20.189,26.0382,NA,NA,64.61,14.43,5.22,63.05,14.08,NA,NA,132,NA,0.31,0.05,0.11,1999-03-04,"1999-3-4",62
"823",40,1,4,3,1999,130,131,2.94,128.12,NA,NA,NA,0.01,0.03,9.41,0.62,4.08,7.908,0.002399,2156.1,477.1,36.634,NA,36.628,19.371,26.1703,NA,NA,34.1,10.45,3.81,33.28,10.2,NA,NA,NA,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"824",40,1,4,3,1999,160,160.2,2.02,87.94,NA,NA,NA,0.13,0.03,11.26,0.87,10.91,7.8308,0.002392,2189.8,571.1,36.533,NA,36.529,18.666,26.2762,NA,NA,41.76,2.87,16.99,40.75,2.8,NA,NA,132,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"825",40,1,4,3,1999,200,200.3,0.9,39.03,NA,NA,NA,0,0.03,11.1,1.56,20.35,7.7296,0.002401,2244.2,735.5,36.453,NA,36.45,18.128,26.3511,NA,NA,41.07,5.73,8.36,40.08,5.6,NA,NA,233,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"826",40,1,4,3,1999,250,250.2,0.21,9.09,NA,NA,NA,0.12,0.02,5.53,1.73,33.22,7.6615,0.002407,2278.7,871.7,36.398,NA,36.392,17.81,26.3856,NA,NA,38.97,5.6,8.12,38.03,5.46,NA,NA,172,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"827",40,1,4,3,1999,300,300.5,0.06,2.64,NA,NA,NA,0,0.01,0.56,2.17,38.64,7.656,0.002384,2258.4,872.6,36.377,NA,36.374,17.72,26.3939,NA,NA,34.62,2.13,18.99,33.79,2.08,NA,NA,188,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"828",40,1,4,3,1999,320,321.2,0.1,4.38,NA,NA,NA,0.13,0.01,0.12,1.73,39.09,7.657,0.002412,2285.3,879.1,NA,NA,36.364,17.669,26.399,NA,NA,37.15,9.9,4.38,36.25,9.66,NA,NA,143,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"829",40,1,4,3,1999,350,351.4,0,0,NA,NA,NA,4.29,0,0.09,2.55,47.6,7.6536,0.002414,2287.7,882.5,36.338,NA,36.338,17.526,26.4141,NA,NA,62.68,10.17,7.19,61.17,9.93,NA,NA,107,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"830",40,1,4,3,1999,400,401.7,0,0,NA,NA,NA,7.52,0,0.07,2.74,53.24,7.6477,0.002421,2296.9,895.8,36.319,NA,36.319,17.44,26.4206,NA,NA,91.65,12.76,8.38,89.44,12.45,NA,NA,201,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"831",40,1,4,3,1999,500,502.1,NA,NA,NA,NA,NA,12.51,0,0.05,3.03,64.28,7.6355,0.002436,2315.9,925.2,36.298,NA,36.285,17.289,26.4317,NA,NA,126.44,15.91,9.27,123.4,15.52,NA,NA,NA,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"832",40,1,4,3,1999,750,751.9,NA,NA,NA,NA,NA,18.65,0,0.04,3.47,79.34,7.6113,0.002401,2290.9,965.1,36.27,NA,36.243,17.127,26.4381,NA,NA,81.11,7.68,12.33,79.15,7.49,NA,NA,123,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"833",40,1,4,3,1999,1000,1001.9,NA,NA,NA,NA,NA,20.71,0,0.04,3.56,84.26,7.6023,0.002458,2350.4,1012.2,36.239,NA,36.234,17.126,26.4312,NA,NA,72.33,9.16,9.22,70.59,8.93,NA,NA,193,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
"834",40,1,4,3,1999,1310,1309,NA,NA,NA,NA,NA,22.71,0,0.03,3.72,87.46,7.5969,0.002479,2372.6,1037,36.229,NA,36.231,17.169,26.4191,NA,NA,90.83,5.64,18.78,88.64,5.51,NA,NA,149,NA,NA,NA,NA,1999-03-04,"1999-3-4",62
