"","Cruise","Leg","Day","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_umol_kg","SiOH4_Cumana","  PO4_Cumana","NO3_Cumana","NH4 ","NO2 ","NO3NO2 ","PO4","SiOH4","pH","Alkalinity","TCO2","fCO2","Salinity_bott","Salinity_bottcorr","Salinity_ctd","Temp_ctd","Sigma-t_ctd","TPP","PIP","POC","PN","C/N part.","POC","PN","DON_USF","DOP_USF","DOC","TOC","PriPro","Chl","Phaeo","Date","DateString","yday"
"1",1,2,8,11,1995,1,1.5,4.85,211.61,2.4,0,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.576,NA,NA,27.49,23.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,0.09,0.09,1995-11-08,"1995-11-8",311
"2",1,2,8,11,1995,7,6.5,4.41,192.39,2.8,0,0.17,NA,NA,NA,NA,NA,NA,0.002409,NA,NA,36.577,NA,NA,27.5,23.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,0.07,0.06,1995-11-08,"1995-11-8",311
"3",1,2,8,11,1995,15,15,4.38,191.08,2.2,0,0.16,NA,NA,NA,NA,NA,NA,0.002411,NA,NA,36.59,NA,NA,27.49,23.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,0.1,0.08,1995-11-08,"1995-11-8",311
"4",1,2,8,11,1995,25,25,4.37,190.57,NA,0,0.17,NA,NA,NA,NA,NA,NA,0.00241,NA,NA,36.612,NA,NA,26.3,24.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,0.12,0.14,1995-11-08,"1995-11-8",311
"5",1,2,8,11,1995,35,35,4.27,186.13,1.9,0.01,0.85,NA,NA,NA,NA,NA,NA,0.002416,NA,NA,36.744,NA,NA,25.32,24.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,0.13,0.2,1995-11-08,"1995-11-8",311
"6",1,2,8,11,1995,55,54.5,3.95,172.14,1.7,0.06,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.829,NA,NA,24.75,24.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,0.42,0.6,1995-11-08,"1995-11-8",311
"7",1,2,8,11,1995,75,74,3.87,168.64,2.2,0.08,1.08,NA,NA,NA,NA,NA,NA,0.002398,NA,NA,36.847,NA,NA,24.48,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,0.16,0.31,1995-11-08,"1995-11-8",311
"8",1,2,8,11,1995,100,97,3.63,158.18,2.4,0.2,2.52,NA,NA,NA,NA,NA,NA,0.002403,NA,NA,36.898,NA,NA,23.97,24.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,0.07,0.16,1995-11-08,"1995-11-8",311
"9",1,2,8,11,1995,150,151.5,1.81,78.77,10.7,0.96,10.69,NA,NA,NA,NA,NA,NA,0.002363,NA,NA,36.58,NA,NA,19.27,26.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"10",1,2,8,11,1995,200,200,0.45,19.58,22.1,1.5,10.57,NA,NA,NA,NA,NA,NA,0.00237,NA,NA,36.448,NA,NA,18.23,26.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"11",1,2,8,11,1995,250,251.5,0,0,37,2.42,9.29,NA,NA,NA,NA,NA,NA,0.002398,NA,NA,36.392,NA,NA,17.89,26.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"12",1,2,8,11,1995,300,302.5,0,0,42.2,2.56,0.29,NA,NA,NA,NA,NA,NA,0.002398,NA,NA,36.363,NA,NA,17.66,26.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"13",1,2,8,11,1995,350,353,0,0,44.3,2.64,0.29,NA,NA,NA,NA,NA,NA,0.002415,NA,NA,36.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"14",1,2,8,11,1995,400,409.5,0,0,55.4,2.81,0.19,NA,NA,NA,NA,NA,NA,0.002433,NA,NA,36.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"15",1,2,8,11,1995,450,451,0,0,59.5,2.99,0.2,NA,NA,NA,NA,NA,NA,0.00243,NA,NA,36.296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"16",1,2,8,11,1995,500,502.5,0,0,74.7,3.11,0.2,NA,NA,NA,NA,NA,NA,0.002449,NA,NA,36.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"17",1,2,8,11,1995,750,752.5,0,0,81.7,3.32,0.2,NA,NA,NA,NA,NA,NA,0.002429,NA,NA,36.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"18",1,2,8,11,1995,1000,1005,0,0,80.3,3.45,0.07,NA,NA,NA,NA,NA,NA,0.002464,NA,NA,36.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"19",1,2,8,11,1995,1200,1210,0,0,94.1,3.57,0.08,NA,NA,NA,NA,NA,NA,0.002464,NA,NA,36.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,1995-11-08,"1995-11-8",311
"21",2,1,13,12,1995,1,2,4.07,177.42,2.26,0.03,0.26,NA,NA,NA,NA,NA,8.0597,0.002413,2079.5,399.4,NA,NA,36.81,25.39,24.59,NA,NA,59.74,12.01,5.8,58.3,11.72,NA,NA,NA,NA,1.66,0.12,0.08,1995-12-13,"1995-12-13",346
"22",2,1,13,12,1995,7,7.5,4.12,179.38,2.47,0.02,0.4,NA,NA,NA,NA,NA,8.0539,0.002407,2078,405.3,NA,NA,36.81,25.4,24.59,NA,NA,63.03,12.44,5.91,61.51,12.14,NA,NA,NA,NA,1.11,0.15,0.11,1995-12-13,"1995-12-13",346
"23",2,1,13,12,1995,15,16,4.09,178.4,2.69,0.05,0.43,NA,NA,NA,NA,NA,8.0507,0.002413,2084.9,409.6,NA,NA,36.81,25.38,24.59,NA,NA,53.04,10.22,6.05,51.76,9.97,NA,NA,NA,NA,1.23,0.18,0.14,1995-12-13,"1995-12-13",346
"24",2,1,13,12,1995,25,26,3.5,152.34,3.66,0.08,2.02,NA,NA,NA,NA,NA,8.0217,0.002416,2106.5,433.4,NA,NA,36.82,24.68,24.82,NA,NA,81.05,16.21,5.84,79.1,15.81,NA,NA,NA,NA,1.76,0.38,0.42,1995-12-13,"1995-12-13",346
"25",2,1,13,12,1995,35,36,3.27,142.49,4.19,0.23,2.68,NA,NA,NA,NA,NA,8.0019,0.002405,2107.8,444.4,NA,NA,36.88,24.05,25.045,NA,NA,49.81,9.5,6.12,48.6,9.27,NA,NA,NA,NA,0.26,0.1,0.2,1995-12-13,"1995-12-13",346
"26",2,1,13,12,1995,55,55.5,3.32,144.68,3.98,0.22,3.77,NA,NA,NA,NA,NA,8.012,0.002414,2109.4,425.6,NA,NA,36.88,23.59,25.19,NA,NA,27.13,5.42,5.84,26.48,5.29,NA,NA,NA,NA,0,0.1,0.2,1995-12-13,"1995-12-13",346
"27",2,1,13,12,1995,75,76,3.27,142.44,4.09,0.3,4.31,NA,NA,NA,NA,NA,7.9818,0.002408,2122,447.7,NA,NA,36.89,22.8,25.43,NA,NA,50.31,8.57,6.85,49.1,8.36,NA,NA,NA,NA,0.08,0.04,0.1,1995-12-13,"1995-12-13",346
"28",2,1,13,12,1995,100,100,3.05,132.83,5.16,0.41,5.42,NA,NA,NA,NA,NA,7.9586,0.002396,2124.8,452,NA,NA,36.83,21.55,25.74,NA,NA,37.04,5.85,7.39,36.15,5.71,NA,NA,NA,NA,0.01,0.01,0.04,1995-12-13,"1995-12-13",346
"29",2,1,13,12,1995,130,128,2.69,117.12,6.24,0.47,7.72,NA,NA,NA,NA,NA,7.9183,0.002371,2124.4,479.9,NA,NA,36.722,20.52,25.94,NA,NA,19.62,4.35,5.26,19.15,4.25,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"30",2,1,13,12,1995,160,159,1.83,79.84,11.5,0.91,8.71,NA,NA,NA,NA,NA,7.8368,0.002346,2142.9,563.9,NA,NA,36.571,19.26,26.156,NA,NA,19.04,3.64,6.11,18.58,3.55,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"31",2,1,13,12,1995,200,199,0.58,25.42,22.58,1.42,1.65,NA,NA,NA,NA,NA,7.7198,0.002373,2221.7,750.7,NA,NA,36.449,18.29,26.31,NA,NA,19.32,4.57,4.94,18.85,4.45,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"32",2,1,13,12,1995,250,250,0.22,9.49,34.83,NA,-0.04,NA,NA,NA,NA,NA,7.6696,0.002392,2260.7,851.8,NA,NA,36.401,17.93,26.36,NA,NA,21.14,4.71,5.24,20.63,4.59,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"33",2,1,13,12,1995,300,300,0,0,43.97,2.55,0.91,NA,NA,NA,NA,NA,7.6572,0.002415,2287.5,881.2,NA,NA,36.369,17.72,26.39,NA,NA,34.08,5.78,6.88,33.26,5.64,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"34",2,1,13,12,1995,350,347,0,0,48.16,2.77,0.32,NA,NA,NA,NA,NA,7.6423,0.002416,2294.3,NA,NA,NA,NA,NA,NA,NA,NA,25.84,5.64,5.35,25.22,5.5,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"35",2,1,13,12,1995,400,395,0,0,55.9,2.83,0.27,NA,NA,NA,NA,NA,7.6334,0.002417,2298.5,NA,NA,NA,NA,NA,NA,NA,NA,24.48,5.57,5.13,23.89,5.43,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"36",2,1,13,12,1995,500,494,0,0,64.5,3.06,0.45,NA,NA,NA,NA,NA,7.6213,0.002448,2333.5,NA,NA,NA,NA,NA,NA,NA,NA,21.22,4.78,5.18,20.7,4.66,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"37",2,1,13,12,1995,750,744,0,0,82.56,3.38,0.4,NA,NA,NA,NA,NA,7.5867,0.002456,2354.5,NA,NA,NA,NA,NA,NA,NA,NA,23.26,5.35,5.07,22.7,5.22,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"38",2,1,13,12,1995,1000,992,0,0,87.72,3.51,0.32,NA,NA,NA,NA,NA,7.5897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.31,5.14,6.2,26.65,5.01,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"39",2,1,13,12,1995,1200,1202,0,0,86.86,3.62,0.36,NA,NA,NA,NA,NA,7.5747,0.002467,2369.7,NA,NA,NA,NA,NA,NA,NA,NA,27.89,5.14,6.34,27.22,5.01,NA,NA,NA,NA,NA,NA,NA,1995-12-13,"1995-12-13",346
"41",3,1,12,1,1996,1,1.5,4.66,203.27,1.08,0.09,4.57,NA,NA,NA,NA,NA,8.0603,0.002428,2091.8,386.7,36.922,NA,NA,24.48,24.955,NA,NA,395.02,46.63,9.88,385.5,45.51,NA,NA,109,NA,16.25,1.4,0.69,1996-01-12,"1996-1-12",11
"42",3,1,12,1,1996,7,9,4.68,203.99,2.75,0.11,1.95,NA,NA,NA,NA,NA,8.061,0.002426,2089.5,378.5,36.92,NA,NA,24.02,25.09,NA,NA,112.3,14.51,9.03,109.59,14.16,NA,NA,106,NA,11.79,1.37,0.66,1996-01-12,"1996-1-12",11
"43",3,1,12,1,1996,15,16,4.29,186.81,3,0.1,2.29,NA,NA,NA,NA,NA,8.0385,0.00243,2107.7,401.5,36.952,NA,NA,23.84,25.15,NA,NA,311.98,51.87,7.02,304.46,50.62,NA,NA,78,NA,3.99,1.33,0.64,1996-01-12,"1996-1-12",11
"44",3,1,12,1,1996,25,26.5,3.94,171.62,3.42,0.15,2.46,NA,NA,NA,NA,NA,8.0189,0.00243,2119.6,422.7,36.925,NA,NA,23.74,25.18,NA,NA,68.08,14.64,5.43,66.44,14.29,NA,NA,74,NA,0.83,1.74,0.81,1996-01-12,"1996-1-12",11
"45",3,1,12,1,1996,35,36,2.96,128.81,5.42,0.23,3.26,NA,NA,NA,NA,NA,7.977,0.002409,2125.7,465.3,36.893,NA,NA,23.42,25.25,NA,NA,73.9,15.78,5.46,72.12,15.4,NA,NA,75,NA,0.07,0.5,0.46,1996-01-12,"1996-1-12",11
"46",3,1,12,1,1996,55,55,3.15,137.23,5.42,0.32,9.77,NA,NA,NA,NA,NA,7.9707,0.002418,2137.4,455.9,36.887,NA,NA,22.38,25.55,NA,NA,31.37,7.51,4.87,30.61,7.33,NA,NA,100,NA,0.02,0.1,0.16,1996-01-12,"1996-1-12",11
"47",3,1,12,1,1996,75,72.5,3,130.74,5.75,0.45,11.46,NA,NA,NA,NA,NA,7.9543,0.002406,2136,460.4,36.856,NA,NA,21.61,25.74,NA,NA,21.53,5.49,4.57,21.01,5.36,NA,NA,70,NA,0.11,0.05,0.06,1996-01-12,"1996-1-12",11
"48",3,1,12,1,1996,100,95.5,2.93,127.75,6.33,0.52,12.7,NA,NA,NA,NA,NA,7.9388,0.002406,2144.8,472.3,36.828,NA,NA,21.17,25.84,NA,NA,21.55,4.89,5.15,21.03,4.77,NA,NA,69,NA,0.02,0.04,0.06,1996-01-12,"1996-1-12",11
"49",3,1,12,1,1996,130,120,2.75,119.53,7.17,0.66,15.47,NA,NA,NA,NA,NA,7.9171,0.002412,2162.7,489.7,36.745,NA,36.729,20.51,25.95,NA,NA,16.61,3.54,5.47,16.2,3.45,NA,NA,62,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"50",3,1,12,1,1996,160,144,2.39,104.1,9.83,0.8,18.42,NA,NA,NA,NA,NA,7.8879,0.002432,2197.4,516.6,36.663,NA,36.622,19.63,26.1,NA,NA,17.15,3.81,5.25,16.73,3.72,NA,NA,64,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"51",3,1,12,1,1996,200,179,0.94,40.7,18.42,1.38,20.78,NA,NA,NA,NA,NA,7.7491,0.00241,2244.3,712.6,36.49,NA,36.469,18.54,26.26,NA,NA,12.77,3.48,4.29,12.46,3.39,NA,NA,64,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"52",3,1,12,1,1996,250,225,0.1,4.41,31.33,1.54,7.04,NA,NA,NA,NA,NA,7.6696,0.002398,2267,855.9,36.415,NA,36.406,17.98,26.355,NA,NA,22.94,5.09,5.26,22.39,4.97,NA,NA,58,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"53",3,1,12,1,1996,300,270,0,0,38.67,2.45,1.79,NA,NA,NA,NA,NA,7.6652,0.002419,2288.1,867,36.39,NA,36.381,17.8,26.38,NA,NA,30.78,7.38,4.87,30.04,7.2,NA,NA,76,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"54",3,1,12,1,1996,350,311,0,0,44,2.67,1.43,NA,NA,NA,NA,NA,7.6564,NA,NA,NA,36.366,NA,36.368,17.69,NA,NA,NA,21.81,4.96,5.13,21.28,4.84,NA,NA,69,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"55",3,1,12,1,1996,400,354,0,0,53.67,2.85,1.59,NA,NA,NA,NA,NA,7.6421,0.002426,2304.1,NA,36.345,NA,NA,NA,NA,NA,NA,25.46,5.36,5.55,24.84,5.23,NA,NA,61,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"56",3,1,12,1,1996,500,436,NA,NA,55.33,3.05,1.59,NA,NA,NA,NA,NA,7.6302,0.002437,2319.3,NA,36.306,NA,NA,NA,NA,NA,NA,23.34,4.75,5.73,22.78,4.64,NA,NA,67,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"57",3,1,12,1,1996,750,656,NA,NA,76.83,3.42,1.51,NA,NA,NA,NA,NA,7.6132,0.002456,2344.4,NA,36.241,NA,NA,NA,NA,NA,NA,16.3,3.81,4.99,15.9,3.72,NA,NA,79,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"58",3,1,12,1,1996,1000,899,NA,NA,84,3.51,1.41,NA,NA,NA,NA,NA,7.6038,0.002452,2343.8,NA,36.228,NA,NA,NA,NA,NA,NA,22.09,5.02,5.13,21.56,4.9,NA,NA,71,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"59",3,1,12,1,1996,1200,1105,NA,NA,86.33,3.6,1.41,NA,NA,NA,NA,NA,7.5846,0.002463,2362.4,NA,36.224,NA,NA,NA,NA,NA,NA,17.83,4.01,5.19,17.4,3.91,NA,NA,72,NA,NA,NA,NA,1996-01-12,"1996-1-12",11
"61",4,1,13,2,1996,1,1.5,4.77,207.76,1.8,0.04,0.85,NA,NA,NA,NA,NA,8.069,0.002448,2104.6,374,36.913,NA,NA,24.05,25.077,NA,NA,384.04,44.88,9.98,374.78,43.8,NA,NA,74,NA,12.66,0.68,0.41,1996-02-13,"1996-2-13",43
"62",4,1,13,2,1996,7,7.5,4.54,197.92,2.11,0.03,0.91,NA,NA,NA,NA,NA,8.1179,0.002447,2070.6,318.3,36.918,NA,NA,23.58,25.22,NA,NA,379.71,47.3,9.37,370.56,46.16,NA,NA,79,NA,6.91,0.96,0.63,1996-02-13,"1996-2-13",43
"63",4,1,13,2,1996,15,15,4.52,196.92,2.11,0.04,0.98,NA,NA,NA,NA,NA,8.0614,0.002426,2089.3,368.2,36.92,NA,NA,23.36,25.285,NA,NA,419.93,60.61,8.08,409.81,59.15,NA,NA,73,NA,2.47,0.7,0.46,1996-02-13,"1996-2-13",43
"64",4,1,13,2,1996,25,25.5,3.53,153.73,3.96,0.15,2.94,NA,NA,NA,NA,NA,7.9865,NA,NA,NA,36.91,NA,NA,23,25.383,NA,NA,177.99,40.04,5.19,173.7,39.07,NA,NA,73,NA,0.51,1.17,0.82,1996-02-13,"1996-2-13",43
"65",4,1,13,2,1996,35,35.5,2.9,126.24,4.43,0.34,7.72,NA,NA,NA,NA,NA,7.9491,NA,NA,NA,36.906,NA,NA,22.5,25.524,NA,NA,29.82,5.9,5.9,29.1,5.75,NA,NA,66,NA,0,0.24,0.27,1996-02-13,"1996-2-13",43
"66",4,1,13,2,1996,55,55,2.92,127.22,4.54,0.35,8.51,NA,NA,NA,NA,NA,7.9487,0.002421,2152.7,485.1,36.898,NA,NA,22.37,25.56,NA,NA,25.81,5.36,5.62,25.19,5.23,NA,NA,73,NA,0.03,0.12,0.18,1996-02-13,"1996-2-13",43
"67",4,1,13,2,1996,75,75.5,3.01,131.12,4.43,0.44,9.23,NA,NA,NA,NA,NA,7.9046,0.002403,2160.7,528.7,36.86,NA,NA,21.67,25.73,NA,NA,20.56,4.89,4.91,20.06,4.77,NA,NA,69,NA,0.31,0.05,0.08,1996-02-13,"1996-2-13",43
"68",4,1,13,2,1996,100,99.5,2.85,124.23,5.17,0.63,11.06,NA,NA,NA,NA,NA,7.9039,NA,NA,NA,36.786,NA,NA,20.8,25.91,NA,NA,15.69,3.61,5.07,15.31,3.52,NA,NA,68,NA,0,0.03,0.05,1996-02-13,"1996-2-13",43
"69",4,1,13,2,1996,130,130,2.25,97.74,8.65,0.77,14.54,NA,NA,NA,NA,NA,7.8758,0.002422,2194.4,538.7,36.656,NA,36.722,19.95,26.089,NA,NA,18.87,4.35,5.06,18.41,4.25,NA,NA,69,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"70",4,1,13,2,1996,160,160,1.86,81.06,12.87,1,16.57,NA,NA,NA,NA,NA,7.8291,0.002419,2215.8,586.6,36.568,NA,36.569,18.94,26.236,NA,NA,21.34,4.62,5.39,20.82,4.51,NA,NA,62,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"71",4,1,13,2,1996,200,200,0.39,16.84,21.95,1.49,15.27,NA,NA,NA,NA,NA,7.8155,NA,NA,NA,36.454,NA,36.429,18.09,26.346,NA,NA,27.37,5.23,6.11,26.71,5.1,NA,NA,61,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"72",4,1,13,2,1996,250,249.5,0.05,2.13,33.02,2.4,1.08,NA,NA,NA,NA,NA,7.6696,NA,NA,NA,36.395,NA,36.392,17.87,26.37,NA,NA,28.59,6.03,5.53,27.9,5.88,NA,NA,67,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"73",4,1,13,2,1996,300,298.5,0,0,41.36,2.56,0.69,NA,NA,NA,NA,NA,7.6505,0.002429,2303.8,901.8,36.366,NA,36.363,17.71,26.4,NA,NA,27.84,6.3,5.15,27.16,6.15,NA,NA,61,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"74",4,1,13,2,1996,350,349.5,0,0,57.39,2.78,0.69,NA,NA,NA,NA,NA,7.6603,0.002417,2287.8,NA,36.338,NA,NA,NA,NA,NA,NA,33,6.64,5.8,32.2,6.48,NA,NA,62,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"75",4,1,13,2,1996,400,398,0,0,61.61,2.88,0.68,NA,NA,NA,NA,NA,7.62,0.002436,2322.3,NA,36.311,NA,NA,NA,NA,NA,NA,28.97,6.03,5.6,28.27,5.88,NA,NA,NA,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"76",4,1,13,2,1996,500,497,NA,NA,73.43,3.15,0.66,NA,NA,NA,NA,NA,7.6319,0.002456,2336.8,NA,36.271,NA,NA,NA,NA,NA,NA,30.36,6.03,5.87,29.62,5.88,NA,NA,64,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"77",4,1,13,2,1996,750,745,NA,NA,81.87,3.35,0.65,NA,NA,NA,NA,NA,7.5177,0.002461,NA,NA,36.236,NA,NA,NA,NA,NA,NA,31.37,6.37,5.75,30.61,6.21,NA,NA,60,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"78",4,1,13,2,1996,1000,988,NA,NA,89.46,3.43,0.66,NA,NA,NA,NA,NA,7.5883,NA,NA,NA,36.226,NA,NA,NA,NA,NA,NA,27.84,5.49,5.92,27.16,5.36,NA,NA,60,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"79",4,1,13,2,1996,1200,1190,NA,NA,88.62,3.57,0.6,NA,NA,NA,NA,NA,7.5923,0.002455,2351,NA,36.221,NA,NA,NA,NA,NA,NA,24.54,5.29,5.41,23.95,5.16,NA,NA,56,NA,NA,NA,NA,1996-02-13,"1996-2-13",43
"81",5,1,13,3,1996,1,1.5,5.6,244.01,2.62,0.03,0.44,NA,NA,NA,NA,NA,NA,0.002441,NA,NA,36.862,36.868,36.871,22.869,25.3914,NA,NA,753.38,74.29,11.83,735.22,72.5,NA,NA,NA,NA,16.74,3.21,1.16,1996-03-13,"1996-3-13",72
"82",5,1,13,3,1996,7,7,5.48,238.64,2.86,0.02,0.48,NA,NA,NA,NA,NA,NA,0.002415,NA,NA,36.87,36.876,36.861,22.626,25.4539,NA,NA,627.77,63.1,11.61,612.64,61.58,NA,NA,NA,NA,14.03,2.8,1.53,1996-03-13,"1996-3-13",72
"83",5,1,13,3,1996,15,15,4.51,196.27,3.09,0.05,0.73,NA,NA,NA,NA,NA,NA,0.002438,NA,NA,36.87,36.876,36.867,22.095,25.6101,NA,NA,451.73,78.16,6.74,440.84,76.28,NA,NA,NA,NA,1.15,2.73,1.38,1996-03-13,"1996-3-13",72
"84",5,1,13,3,1996,25,25.5,3.99,173.64,3.93,0.12,2.42,NA,NA,NA,NA,NA,NA,0.002417,NA,NA,36.875,36.881,36.863,21.988,25.6377,NA,NA,362.82,67.63,6.26,354.07,66,NA,NA,NA,NA,0.01,0.52,0.37,1996-03-13,"1996-3-13",72
"85",5,1,13,3,1996,35,35,3.05,132.99,4.64,0.37,6.43,NA,NA,NA,NA,NA,NA,0.002398,NA,NA,36.874,36.88,36.867,21.427,25.798,NA,NA,65.15,13.17,5.77,63.58,12.85,NA,NA,NA,NA,0,0.12,0.17,1996-03-13,"1996-3-13",72
"86",5,1,13,3,1996,55,56,3.07,133.71,5.59,0.38,8.09,NA,NA,NA,NA,NA,NA,0.002395,NA,NA,36.812,36.818,36.82,20.91,25.9044,NA,NA,25.1,5.44,5.38,24.49,5.31,NA,NA,NA,NA,0,0.06,0.1,1996-03-13,"1996-3-13",72
"87",5,1,13,3,1996,75,76,2.7,117.64,6.78,0.53,10.42,NA,NA,NA,NA,NA,NA,0.002398,NA,NA,36.728,36.734,36.737,20.355,25.9921,NA,NA,25.6,5.04,5.92,24.98,4.92,NA,NA,NA,NA,0.04,0.05,0.08,1996-03-13,"1996-3-13",72
"88",5,1,13,3,1996,100,101.5,2.8,121.77,6.55,0.52,9.85,NA,NA,NA,NA,NA,NA,0.0024,NA,NA,36.688,36.694,36.699,19.943,26.0737,NA,NA,22.03,4.58,5.62,21.5,4.46,NA,NA,NA,NA,0,0.06,0.08,1996-03-13,"1996-3-13",72
"89",5,1,13,3,1996,130,131,2.78,120.78,7.02,0.56,10.62,NA,NA,NA,NA,NA,NA,0.002417,NA,NA,36.633,36.639,36.653,19.403,26.1802,NA,NA,31.24,6.97,5.23,30.49,6.8,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
"90",5,1,13,3,1996,160,161,2.75,119.56,7.02,0.59,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.581,36.587,36.599,19.048,26.2317,NA,NA,34.9,5.71,7.14,34.06,5.57,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
"91",5,1,13,3,1996,200,201.5,0.45,19.62,24.99,1.41,9.64,NA,NA,NA,NA,NA,NA,0.002389,NA,NA,36.447,36.453,36.49,18.155,26.3749,NA,NA,19.29,4.1,5.49,18.83,4,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
"92",5,1,13,3,1996,250,251,0.17,7.22,37.6,1.97,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.389,36.395,36.388,17.868,26.3686,NA,NA,65.06,13.9,5.46,63.49,13.56,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
"93",5,1,13,3,1996,300,300,0,0,43.91,2.47,0.35,NA,NA,NA,NA,NA,NA,0.002423,NA,NA,36.368,36.374,36.361,17.71,26.3866,NA,NA,26.25,5.44,5.63,25.62,5.31,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
"94",5,1,13,3,1996,350,351.5,0,0,46.77,2.54,0.31,NA,NA,NA,NA,NA,NA,0.00244,NA,NA,36.353,36.359,36.337,17.587,26.3983,NA,NA,36.66,8.31,5.15,35.77,8.1,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
"95",5,1,13,3,1996,400,401,0,0,58.55,2.73,0.3,NA,NA,NA,NA,NA,NA,0.002425,NA,NA,36.32,36.326,36.315,17.484,26.4068,NA,NA,26.39,5.77,5.34,25.75,5.63,NA,NA,NA,NA,NA,NA,NA,1996-03-13,"1996-3-13",72
