"","Cruise_ID","Leg","lon","lat","Date","Day","days","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q"
"1864","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,7,6.913,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.15",0,"0.01",0,"0.03",0,"0.04",0,"0.56",0,NA,0,"0.002408",0,NA,0,NA,0,36.974,0,NA,9,NA,0,24.211,0,25.071,0,NA,9,NA,9,NA,0,NA,0,"12.54",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,2.53,0,1.88,0
"1865","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,15,15.522,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.08",0,"0.02",0,"0.02",0,"0.03",0,"0.00",0,NA,0,"0.002412",0,NA,0,NA,0,36.972,0,NA,9,NA,0,24.006,0,25.145,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,2.51,0,1.49,0
"1866","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,25,25.82,NA,0,"197.76",0,NA,9,9.96920996838687e+36,9,NA,9,"0.60",0,"0.03",0,"0.23",0,"0.10",0,"0.08",0,NA,0,"0.002420",0,NA,0,NA,0,36.997,0,NA,9,NA,0,23.942,0,25.164,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.82",0,2.41,0,1.7,0
"1867","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,35,35.097,NA,0,"157.29",0,NA,9,9.96920996838687e+36,9,NA,9,"0.15",0,"0.52",0,NA,0,"0.23",0,"1.85",0,NA,0,"0.002411",0,NA,0,NA,0,36.973,0,NA,9,NA,0,23.249,0,25.374,0,NA,9,NA,9,"103.92",0,"11.90",0,"10.19",0,"101.42",0,"11.61",0,NA,9,NA,9,NA,9,NA,9,"0.44",0,0.58,0,1.03,0
"1868","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,55,55.321,NA,0,"143.95",0,NA,9,9.96920996838687e+36,9,NA,9,"0.30",0,"0.10",0,NA,0,"0.34",0,NA,0,NA,0,"0.002411",0,NA,0,NA,0,36.951,0,NA,9,NA,0,22.532,0,25.556,0,NA,9,NA,9,NA,0,NA,0,"13.06",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.14",0,0.17,0,0.48,0
"1869","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,75,75.46,NA,0,"150.54",0,NA,9,9.96920996838687e+36,9,NA,9,"0.01",0,"0.09",0,NA,0,"0.30",0,NA,0,NA,0,"0.002405",0,NA,0,NA,0,36.941,0,NA,9,NA,0,22.219,0,25.635,0,NA,9,NA,9,NA,0,NA,0,"12.88",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.40",0,0.21,0,0.2,0
"1870","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,100,101.446,NA,0,"135.69",0,NA,9,9.96920996838687e+36,9,NA,9,"0.00",0,"0.02",0,NA,0,"0.43",0,NA,0,NA,0,"0.002402",0,NA,0,NA,0,36.853,0,NA,9,NA,0,21.58,0,25.77,0,NA,9,NA,9,NA,0,NA,0,"10.76",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.00",0,0.1,0,0.18,0
"1871","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,130,131.907,NA,0,"116.21",0,NA,9,9.96920996838687e+36,9,NA,9,"0.12",0,"0.02",0,NA,0,"0.67",0,NA,0,NA,0,"0.002385",0,NA,0,NA,0,36.695,0,NA,9,NA,0,20.013,0,26.054,0,NA,9,NA,9,NA,0,NA,0,"10.95",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1872","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,160,162.797,"1.48",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.07",0,"0.02",0,"11.78",0,"1.21",0,"15.04",0,NA,0,"0.002393",8,NA,0,NA,0,36.525,0,NA,9,NA,0,18.679,0,26.276,0,NA,9,NA,9,NA,0,NA,0,"14.15",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1873","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,200,199.278,"0.19",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"1.33",0,"0.01",0,"10.78",0,"1.67",0,NA,0,NA,0,"0.002387",0,NA,0,NA,0,36.443,0,NA,9,NA,0,17.999,0,26.365,0,NA,9,NA,9,NA,0,NA,0,"16.96",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1874","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,250,250.182,"0.05",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.46",0,"0.11",0,NA,0,"1.59",0,NA,0,NA,0,"0.002403",0,NA,0,NA,0,36.381,0,NA,9,NA,0,17.726,0,26.398,0,NA,9,NA,9,NA,0,NA,0,"11.87",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1875","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,280,278.969,"0.04",0,"1.85",0,NA,9,9.96920996838687e+36,9,NA,9,"0.18",0,"0.00",0,"0.08",0,"1.64",0,NA,0,NA,0,"0.002394",0,NA,0,NA,0,36.367,0,NA,9,NA,0,17.632,0,26.407,0,NA,9,NA,9,NA,0,NA,0,"12.29",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1876","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,300,300.856,"0.04",0,"1.63",0,NA,9,9.96920996838687e+36,9,NA,9,"1.32",0,"0.00",0,"0.05",0,NA,0,NA,0,NA,0,"0.002408",0,NA,0,NA,0,36.36,0,NA,9,NA,0,17.602,0,26.411,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1877","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,350,351.369,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.06",0,NA,0,NA,0,NA,0,"0.002416",0,NA,0,NA,0,36.333,0,NA,9,NA,0,17.488,0,26.42,0,NA,9,NA,9,NA,0,NA,0,"12.39",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1878","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,400,401.052,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.05",0,NA,0,NA,0,NA,0,"0.002412",0,NA,0,NA,0,36.331,0,NA,9,NA,0,17.419,0,26.424,0,NA,9,NA,9,NA,0,NA,0,"16.23",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1879","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,500,501.336,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"12.92",0,"0.00",0,"0.02",0,NA,0,NA,0,NA,0,"0.002435",0,NA,0,NA,0,36.285,0,NA,9,NA,0,17.306,0,26.433,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1880","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,750,751.619,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.04",0,NA,0,NA,0,NA,0,"0.002456",0,NA,0,NA,0,36.248,0,NA,9,NA,0,17.174,0,26.436,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1881","93HG_097",1,-64.67,10.5,2004-02-08,8,38,2,2004,1310,1309.858,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.05",0,NA,0,NA,0,NA,0,"0.002520",0,NA,0,"1052.3",0,36.24,0,NA,9,NA,0,17.201,0,26.419,0,NA,9,NA,9,NA,0,NA,0,"11.19",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1882","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,1,2.23,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.16",0,"0.03",0,"0.10",0,"0.02",0,"0.09",0,NA,0,"0.002423",0,NA,0,NA,0,36.938,0,NA,9,NA,0,25.471,0,24.657,0,NA,9,NA,9,NA,0,NA,0,"13.21",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"10.03",0,2.108,0,1.332,0
"1883","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,7,7.7,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.11",0,"0.00",0,"0.11",0,"0.02",0,"0.04",0,NA,0,"0.002432",8,NA,0,NA,0,36.962,0,NA,9,NA,0,24.344,0,25.034,0,NA,9,NA,9,NA,0,NA,0,"13.34",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"10.02",0,2.191,0,1.871,0
"1884","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,15,15.67,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.12",0,"0.02",0,"0.10",0,"0.02",0,"0.00",0,NA,0,"0.002424",0,NA,0,NA,0,NA,9,NA,9,NA,0,24.157,0,25.085,0,NA,9,NA,9,NA,0,NA,0,"10.10",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,2.085,0,1.547,0
"1885","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,25,25.34,NA,0,"199.16",0,NA,9,9.96920996838687e+36,9,NA,9,"0.22",0,"0.08",0,"0.10",0,"0.06",0,"0.25",0,NA,0,"0.002429",0,NA,0,NA,0,36.948,0,NA,9,NA,0,23.809,0,25.18,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.46",0,1.801,0,1.351,0
"1886","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,35,35.25,NA,0,"152.12",0,NA,9,9.96920996838687e+36,9,NA,9,"0.55",0,"0.47",0,NA,0,"0.24",0,"1.87",0,NA,0,"0.002419",0,NA,0,NA,0,NA,9,NA,9,NA,0,23.064,0,25.398,0,NA,9,NA,9,"154.56",0,NA,0,NA,0,"150.83",0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.06",0,1.851,0,1.61,0
"1887","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,55,54.87,NA,0,"137.82",0,NA,9,9.96920996838687e+36,9,NA,9,"0.06",0,"0.16",0,NA,0,"0.37",0,NA,0,NA,0,"0.002407",0,NA,0,NA,0,36.932,0,NA,9,NA,0,22.431,0,25.563,0,NA,9,NA,9,"108.12",0,"12.47",0,"10.12",0,"105.52",0,"12.17",0,NA,9,NA,9,NA,9,NA,9,"0.00",0,0.569,0,0.437,0
"1888","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,75,74.76,NA,0,"134.58",0,NA,9,9.96920996838687e+36,9,NA,9,"0.08",0,"0.04",0,NA,0,"0.41",0,NA,0,NA,0,"0.002406",0,NA,0,NA,0,NA,9,NA,9,NA,0,21.783,0,25.712,0,NA,9,NA,9,NA,0,NA,0,"10.36",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.00",0,0.231,0,0.279,0
"1889","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,100,100.39,NA,0,"127.27",0,NA,9,9.96920996838687e+36,9,NA,9,"0.08",0,"0.05",0,NA,0,"0.50",0,NA,0,NA,0,"0.002407",0,NA,0,NA,0,36.816,0,NA,9,NA,0,21.059,0,25.859,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.17",0,0.059,0,0.099,0
"1890","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,130,130.14,NA,0,"122.23",0,NA,9,9.96920996838687e+36,9,NA,9,"0.08",0,"0.03",0,NA,0,"0.59",0,NA,0,NA,0,"0.002394",0,NA,0,NA,0,NA,9,NA,9,NA,0,20.182,0,26.032,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1891","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,160,161.29,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.21",0,"0.02",0,"10.97",0,"0.95",0,"10.19",0,NA,9,"0.002390",0,NA,9,NA,9,36.56,0,NA,9,NA,0,18.909,0,26.243,0,NA,9,NA,9,NA,0,NA,0,"11.32",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1892","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,200,200.41,"0.53",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.22",0,"0.04",0,"11.20",0,"1.67",0,NA,0,NA,0,"0.002387",0,NA,0,NA,0,36.457,0,NA,9,NA,0,18.131,0,26.348,0,NA,9,NA,9,NA,0,NA,0,"13.83",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1893","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,240,238.59,"0.08",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.21",0,"0.18",0,NA,0,"1.89",0,NA,0,NA,0,"0.002399",0,NA,0,NA,0,36.393,0,NA,9,NA,0,17.82,0,26.389,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1894","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,250,248.2,"0.05",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.02",0,"0.02",0,NA,0,"1.91",0,NA,0,NA,0,"0.002404",0,NA,0,NA,0,NA,9,NA,9,NA,0,17.766,0,26.391,0,NA,9,NA,9,NA,0,NA,0,"15.98",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1895","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,300,299.15,"0.05",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.68",0,"0.03",0,"0.10",0,NA,0,NA,0,NA,0,"0.002411",0,NA,0,NA,0,NA,9,NA,9,NA,0,17.639,0,26.403,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1896","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,350,350.75,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.01",0,"0.10",0,NA,0,NA,0,NA,0,"0.002415",0,NA,0,NA,0,NA,9,NA,9,NA,0,17.528,0,26.416,0,NA,9,NA,9,NA,0,NA,0,"12.39",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1897","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,400,399.55,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.09",0,NA,0,NA,0,NA,0,"0.002440",0,NA,0,NA,0,36.318,0,NA,9,NA,0,17.45,0,26.422,0,NA,9,NA,9,NA,0,NA,0,"13.04",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1898","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,500,498.32,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"11.28",0,"0.00",0,"0.09",0,NA,0,NA,0,NA,0,"0.002433",0,NA,0,NA,0,NA,9,NA,9,NA,0,17.344,0,26.426,0,NA,9,NA,9,NA,0,NA,0,"12.67",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1899","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,750,748.64,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"19.49",0,"0.01",0,"0.15",4,NA,0,NA,0,NA,0,"0.002456",0,NA,0,NA,0,36.25,0,NA,9,NA,0,17.187,0,NA,0,NA,9,NA,9,NA,0,NA,0,"10.16",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1900","93HG_098",1,-64.67,10.5,2004-03-08,8,67,3,2004,1310,1310.19,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.14",4,NA,0,NA,0,NA,0,"0.002471",0,NA,0,"1034.5",0,36.241,0,NA,9,NA,0,17.203,0,26.42,0,NA,9,NA,9,"104.79",8,NA,0,"17.72",0,"102.26",8,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1901","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,1,2.233,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.04",8,"0.10",0,"0.05",0,"0.02",0,"0.15",0,NA,0,"0.002428",0,NA,0,NA,0,37.017,0,NA,9,NA,0,25.67,0,24.649,0,NA,9,NA,9,"103.01",0,"10.40",0,"11.56",0,"100.53",0,"10.15",0,NA,9,NA,9,NA,9,NA,9,NA,0,0.216,0,0.114,0
"1902","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,7,7.481,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.00",8,"0.09",0,"0.05",0,"0.02",0,"0.16",0,NA,0,"0.002432",0,NA,0,NA,0,37.005,0,NA,9,NA,0,25.166,0,24.816,0,NA,9,NA,9,"111.22",0,"14.02",0,NA,0,"108.53",0,"13.68",0,NA,9,NA,9,NA,9,NA,9,NA,0,0.236,0,0.118,0
"1903","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,15,14.803,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.00",8,"0.02",0,"0.04",0,"0.02",0,"0.22",0,NA,0,"0.002426",0,NA,0,NA,0,37.002,0,NA,9,NA,0,25.012,0,24.854,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.213,0,0.129,0
"1904","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,25,24.348,NA,0,"196.40",0,NA,9,9.96920996838687e+36,9,NA,9,"0.04",8,"0.01",0,"0.05",0,"0.02",0,"0.29",0,NA,0,"0.002425",0,NA,0,NA,0,36.976,0,NA,9,NA,0,23.427,0,25.32,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,"1.79",0,0.338,0,0.39,0
"1905","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,35,35.047,NA,0,"154.48",0,NA,9,9.96920996838687e+36,9,NA,9,"0.05",8,"0.75",0,NA,0,"0.19",0,"1.43",0,NA,0,"0.002420",0,NA,0,NA,0,36.933,0,NA,9,NA,0,22.406,0,25.589,0,NA,9,NA,9,NA,0,"12.81",0,NA,0,NA,0,"12.50",0,NA,9,NA,9,NA,9,NA,9,"0.86",0,0.374,0,0.427,0
"1906","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,55,55.355,NA,0,"144.09",0,NA,9,9.96920996838687e+36,9,NA,9,"0.05",8,"1.27",8,NA,8,"0.22",0,"1.80",0,NA,0,"0.002418",0,NA,0,NA,0,36.913,0,NA,9,NA,0,21.962,0,25.664,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,"0.69",0,0.406,0,0.439,0
"1907","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,75,74.224,NA,0,"134.39",0,NA,9,9.96920996838687e+36,9,NA,9,"0.06",8,"0.58",0,"0.07",8,"0.03",0,NA,0,NA,0,"0.002416",0,NA,0,NA,0,36.879,0,NA,9,NA,0,21.553,0,25.778,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,"0.00",0,0.236,0,0.391,0
"1908","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,100,100.844,NA,0,"122.07",0,NA,9,9.96920996838687e+36,9,NA,9,"0.08",8,"0.01",0,"0.05",8,"0.05",0,NA,0,NA,0,"0.002414",0,NA,0,NA,0,36.777,0,NA,9,NA,0,20.453,0,25.981,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,"0.07",0,0.067,0,0.158,0
"1909","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,130,130.052,NA,0,"113.33",0,NA,9,9.96920996838687e+36,9,NA,9,"0.08",8,"0.33",0,"0.04",8,"0.04",0,NA,0,NA,0,"0.002402",0,NA,0,NA,0,36.679,0,NA,9,NA,0,19.499,0,26.138,0,NA,9,NA,9,NA,0,"13.74",0,NA,0,NA,0,"13.41",0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1910","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,160,161.377,"1.86",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.07",8,"0.00",0,NA,8,"0.61",0,"11.28",0,NA,0,"0.002388",0,NA,0,NA,0,36.546,0,NA,9,NA,0,18.795,0,26.238,0,NA,9,NA,9,NA,0,NA,0,"10.36",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1911","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,200,200.832,"0.47",4,NA,4,NA,9,9.96920996838687e+36,9,NA,9,"0.10",8,"0.01",0,"0.19",8,"0.55",0,NA,0,NA,0,"0.002388",0,NA,0,NA,0,36.435,0,NA,9,NA,0,18.128,0,26.339,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1912","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,238,238.927,"0.06",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.51",8,"0.02",0,"0.01",0,"1.25",0,NA,0,NA,0,"0.002404",0,NA,0,NA,0,36.381,0,NA,9,NA,0,17.786,0,26.384,0,NA,9,NA,9,NA,0,NA,0,"15.17",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1913","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,250,250.917,"0.06",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.30",8,"0.15",0,NA,0,"1.84",0,NA,0,NA,0,"0.002407",0,NA,0,NA,0,36.37,0,NA,9,NA,0,17.731,0,26.387,0,NA,9,NA,9,NA,0,NA,0,"10.50",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1914","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,300,301.007,"0.01",0,"0.50",0,NA,9,9.96920996838687e+36,9,NA,9,"0.10",8,"0.00",0,"0.04",0,NA,0,NA,0,NA,0,"0.002411",0,NA,0,NA,0,36.346,0,NA,9,NA,0,17.607,0,26.401,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1915","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,350,350.935,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,"0.09",8,"0.00",0,"0.05",0,NA,8,NA,0,NA,0,"0.002413",0,NA,0,NA,0,36.323,0,NA,9,NA,0,17.513,0,26.409,0,NA,9,NA,9,NA,0,NA,0,"11.71",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1916","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,400,400.135,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,"0.09",8,"0.00",0,"0.04",0,NA,8,NA,0,NA,0,"0.002424",0,NA,0,NA,0,36.313,0,NA,9,NA,0,17.436,0,26.416,0,NA,9,NA,9,NA,0,NA,0,"16.21",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1917","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,500,502.086,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"0.09",8,"0.00",0,"0.05",0,NA,8,NA,0,NA,0,"0.002436",0,NA,0,NA,0,36.287,0,NA,9,NA,0,17.307,0,26.426,0,NA,9,NA,9,NA,0,NA,0,"11.07",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1918","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,750,753.785,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"0.23",8,"0.03",0,"0.01",0,"1.70",8,NA,0,NA,0,"0.002480",4,NA,0,NA,0,36.248,0,NA,9,NA,0,17.178,0,26.433,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1919","93HG_099",1,-64.67,10.5,2004-04-06,6,96,4,2004,1310,1310.655,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"0.15",8,"0.02",0,"0.05",0,"1.64",8,NA,0,NA,0,"0.002503",4,NA,0,"1054.7",0,36.224,0,NA,9,NA,0,17.202,0,26.418,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"1920","93HG_100",1,-64.67,10.5,2004-05-13,13,133,5,2004,1,NA,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.00",0,"0.00",0,"0.00",0,"0.02",0,"0.00",0,NA,0,"0.002415",0,NA,0,NA,0,37.012,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,NA,0,"11.35",0,NA,0,"19.82",0,NA,9,NA,9,NA,9,NA,9,NA,0,NA,9,NA,9
