"","Cruise_ID","Leg","lon","lat","Date","Day","days","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q"
"181","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,130,132,NA,0,"107.2",0,6.86,1,0.62,1,13.52,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002399",0,NA,0,NA,0,36.62,0,NA,9,NA,0,19.29,0,26.2,0,NA,9,NA,9,"11.67",1,"0.34",1,NA,1,"11.39",1,"0.34",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"182","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,160,162,"1.54",0,NA,0,12.09,1,1.19,1,11.63,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002400",0,NA,0,NA,0,36.532,0,NA,9,NA,0,18.76,0,26.264,0,NA,9,NA,9,"14.12",1,"0.18",1,NA,1,"13.78",1,"0.17",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"183","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,200,202.5,"0.56",0,NA,0,22.03,1,1.48,1,8.78,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002400",0,NA,0,NA,0,36.459,0,NA,9,NA,0,18.26,0,26.33,0,NA,9,NA,9,"15.70",1,NA,1,NA,1,"15.32",1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"184","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,233,234.5,"0.20",0,NA,0,28.7,1,1.56,1,3.6,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002404",0,NA,0,NA,0,36.417,0,NA,9,NA,0,18.03,0,26.355,0,NA,9,NA,9,"19.71",1,NA,1,NA,1,"19.23",1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"185","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,250,252,"0.06",0,NA,0,34.61,1,2.02,1,0.74,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002423",0,NA,0,NA,0,36.4,0,NA,9,NA,0,17.89,0,26.372,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"186","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,300,302,"0.00",0,"0.00",0,44.33,1,2.36,1,0.18,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,NA,9,NA,9,NA,9,36.381,0,NA,9,NA,0,17.79,0,26.372,0,NA,9,NA,9,NA,1,NA,1,"11.11",1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"187","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,350,354,"0.00",0,"0.00",0,51.2,1,2.68,1,0.03,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002430",0,NA,0,NA,9,36.36,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,1,NA,1,"12.67",1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"188","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,400,403,"0.00",0,"0.00",0,54.34,1,2.77,1,0.03,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002432",0,NA,0,NA,9,36.324,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"189","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,500,505,NA,9,NA,9,64.07,1,3.16,1,0.03,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002442",0,NA,0,NA,9,36.267,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,1,NA,1,"11.84",1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"190","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,750,757,NA,9,NA,9,69.5,1,3.37,1,0.03,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002457",0,NA,0,NA,9,36.236,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,1,"0.75",1,NA,1,NA,1,"0.73",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"191","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,1000,1009,NA,9,NA,9,76.65,1,3.48,1,0.03,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002479",0,NA,0,NA,9,36.232,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,"17.01",1,"1.68",1,"11.81",1,"16.60",1,"1.64",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"192","93HG_010",1,-64.67,10.5,1996-08-06,6,218,8,1996,1310,1323,NA,9,NA,9,88.76,1,3.53,1,0.03,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002458",0,NA,0,NA,9,36.225,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,1,NA,1,"11.10",1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"193","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,1,3.186,NA,0,"185.6",0,2.78,1,0.09,1,0.57,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002404",0,NA,0,NA,0,36.358,0,NA,9,NA,0,29.102,0,23.0469,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,90,1,NA,9,NA,0,0.17,0,0.13,0
"194","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,7,9.097,NA,0,"183.2",0,2.66,1,0.07,1,0.9,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002399",0,NA,0,NA,0,36.421,0,NA,9,NA,0,28.894,0,23.2158,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,87,1,NA,9,"1.75",0,0.18,0,0.11,0
"195","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,15,17.114,NA,0,"192.2",0,2.36,1,0.15,1,0.7,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002370",0,NA,0,NA,0,36.613,0,NA,9,NA,0,28.301,0,23.5165,0,NA,9,NA,9,NA,1,NA,1,"10.31",1,NA,1,NA,1,NA,9,NA,9,116,8,NA,9,"1.08",0,0.15,0,0.09,0
"196","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,25,26.69,NA,0,"190.7",0,1.92,1,0.09,1,2.12,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002412",0,NA,0,NA,0,36.661,0,NA,9,NA,0,27.532,0,23.7967,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,87,1,NA,9,"1.84",0,0.23,0,0.18,0
"197","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,35,37.381,NA,0,"180.5",0,2.36,1,0.11,1,0.57,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002429",0,NA,0,NA,0,36.761,0,NA,9,NA,0,24.597,0,24.8088,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,87,1,NA,9,"1.13",0,0.13,0,0.13,0
"198","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,55,57.146,NA,0,"157.8",0,2.36,1,0.29,1,1.91,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002420",0,NA,0,NA,0,36.807,0,NA,9,NA,0,23.513,0,25.1517,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,73,1,NA,9,"0.34",0,0.5,0,0.64,0
"199","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,75,77.182,NA,0,"144.3",0,3.11,1,0.28,1,4.16,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002426",0,NA,0,NA,0,36.877,0,NA,9,NA,0,22.899,0,25.3958,0,NA,9,NA,9,"12.98",1,NA,1,NA,1,"12.66",1,NA,1,NA,9,NA,9,77,1,NA,9,"0.06",0,0.1,0,0.07,0
"200","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,100,103.127,NA,0,"136.9",0,3.1,1,0.41,1,7.22,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002414",0,NA,0,NA,0,36.842,0,NA,9,NA,0,21.521,0,25.7406,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,86,1,NA,9,"0.00",0,0.16,0,0.28,0
"201","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,130,131.634,NA,0,"129.4",0,3.82,1,0.46,1,9.99,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002375",0,NA,8,NA,8,36.827,0,NA,9,NA,0,20.677,0,25.9736,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,67,1,NA,9,NA,9,NA,9,NA,9
"202","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,160,162.017,NA,0,"111.9",0,8.05,1,0.75,1,9.98,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002389",0,NA,0,NA,0,36.628,0,NA,9,NA,0,19.285,0,26.1941,0,NA,9,NA,9,"14.30",1,"0.80",1,NA,1,"13.95",1,"0.78",1,NA,9,NA,9,62,1,NA,9,NA,9,NA,9,NA,9
"203","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,200,202.089,"0.54",0,NA,0,22.49,1,1.62,1,11.41,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002388",0,NA,0,NA,0,36.463,0,NA,9,NA,0,18.222,0,26.3425,0,NA,9,NA,9,"19.61",1,"1.08",1,NA,1,"19.13",1,"1.06",1,NA,9,NA,9,58,1,NA,9,NA,9,NA,9,NA,9
"204","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,230,232.701,"0.22",0,NA,0,32.95,1,1.75,1,6.72,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002403",0,NA,0,NA,0,36.437,0,NA,9,NA,0,18.058,0,26.3605,0,NA,9,NA,9,NA,1,NA,1,"19.64",1,NA,1,NA,1,NA,9,NA,9,62,1,NA,9,NA,9,NA,9,NA,9
"205","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,250,251.832,"0.06",0,NA,0,42.05,1,2.06,1,0.41,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002405",0,NA,0,NA,0,36.419,0,NA,9,NA,0,17.9,0,26.3793,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,63,1,NA,9,NA,9,NA,9,NA,9
"206","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,300,302.279,"0.00",0,"0.00",0,49.14,1,2.64,1,0.2,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002412",0,NA,0,NA,0,36.381,0,NA,9,NA,0,17.715,0,26.4003,0,NA,9,NA,9,NA,1,NA,1,"11.82",1,NA,1,NA,1,NA,9,NA,9,86,1,NA,9,NA,9,NA,9,NA,9
"207","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,350,353.066,"0.00",0,"0.00",0,61.5,1,2.92,1,0.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002417",0,NA,0,NA,0,36.351,0,NA,9,NA,0,17.561,0,26.4143,0,NA,9,NA,9,NA,1,NA,1,"15.79",1,NA,1,NA,1,NA,9,NA,9,65,1,NA,9,NA,9,NA,9,NA,9
"208","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,400,404.306,"0.00",0,"0.00",0,57.98,1,2.97,1,0.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002429",0,NA,0,NA,0,36.327,0,NA,9,NA,0,17.463,0,26.4252,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,64,1,NA,9,NA,9,NA,9,NA,9
"209","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,500,502.192,NA,9,NA,9,69.29,1,3.21,1,0.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002440",0,NA,0,NA,0,36.285,0,NA,9,NA,0,17.284,0,26.439,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,71,1,NA,9,NA,9,NA,9,NA,9
"210","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,750,752.42,NA,9,NA,9,82.52,1,3.99,1,0.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002465",0,NA,0,"1021.5",0,36.241,0,NA,9,NA,0,17.109,0,26.4458,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,68,1,NA,9,NA,9,NA,9,NA,9
"211","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,1000,1002.396,NA,9,NA,9,90.83,1,3.57,1,0.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002461",0,NA,0,"1035.4",0,36.235,0,NA,9,NA,0,17.107,0,26.4333,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,62,1,NA,9,NA,9,NA,9,NA,9
"212","93HG_011",1,-64.67,10.5,1996-09-10,10,253,9,1996,1310,1312.649,NA,9,NA,9,107.9,1,3.83,1,0.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002471",0,NA,0,"1062.4",0,36.225,0,NA,9,NA,0,17.145,0,26.421,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,62,1,NA,9,NA,9,NA,9,NA,9
"213","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,1,0.892,NA,0,"194.0",0,1.82,1,0.14,1,0.6,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.547,0,NA,9,NA,0,27.536,0,23.7,0,NA,9,NA,9,"156.13",1,NA,1,NA,1,"152.36",1,NA,1,NA,9,NA,9,NA,9,NA,9,"1.67",0,0.19,0,0.13,0
"214","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,7,6.681,NA,0,"193.0",0,1.42,1,0.2,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.584,0,NA,9,NA,0,27.012,0,23.92,0,NA,9,NA,9,"125.39",1,"19.91",1,NA,1,"122.36",1,"19.43",1,NA,9,NA,9,NA,9,NA,9,NA,0,0.2,0,0.11,0
"215","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,15,13.562,NA,0,"187.6",0,1.19,1,0.31,1,0.88,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.738,0,NA,9,NA,0,25.063,0,24.65,0,NA,9,NA,9,NA,1,"15.70",1,NA,1,NA,1,"15.32",1,NA,9,NA,9,NA,9,NA,9,"1.56",0,0.2,0,0.18,0
"216","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,25,24.478,NA,0,"188.3",0,1.03,1,0.27,1,0.59,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.779,0,NA,9,NA,0,24.139,0,24.95,0,NA,9,NA,9,"192.26",1,NA,1,NA,1,"187.62",1,NA,1,NA,9,NA,9,NA,9,NA,9,"0.96",0,0.28,0,0.27,0
"217","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,35,35.195,NA,0,"157.6",0,1.74,1,0.72,1,5.19,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.805,0,NA,9,NA,0,23.471,0,25.16,0,NA,9,NA,9,"152.45",1,NA,1,NA,1,"148.77",1,NA,1,NA,9,NA,9,NA,9,NA,9,"1.61",0,0.84,0,1.06,0
"218","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,55,52.718,NA,0,"136.5",0,2.92,1,0.55,1,7.88,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.813,0,NA,9,NA,0,22.784,0,25.37,0,NA,9,NA,9,"125.39",1,"13.93",1,"10.50",1,"122.36",1,"13.59",1,NA,9,NA,9,NA,9,NA,9,"0.11",0,0.49,0,0.67,0
"219","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,75,75.611,NA,0,"138.8",0,3.08,1,0.78,1,7.8,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.819,0,NA,9,NA,0,22.463,0,25.47,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,"0.00",0,0.06,0,0.1,0
"220","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,100,98.913,NA,0,"124.8",0,3.63,1,0.85,1,9.99,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.837,0,NA,9,NA,0,21.721,0,25.7,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,"0.15",0,0.03,0,0.05,0
"221","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,130,130.771,NA,0,"122.2",0,6.32,1,0.74,1,11.84,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.699,0,NA,9,NA,0,19.872,0,26.099,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"222","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,160,161.383,"1.78",0,NA,0,11.38,1,1.17,1,13.67,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.55,0,NA,9,NA,0,18.795,0,26.2617,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"223","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,200,202.058,"0.34",0,"14.9",0,21.33,1,1.75,1,12.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.47,0,NA,9,NA,0,18.207,0,26.3403,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"224","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,230,232.329,"0.08",0,NA,0,32,1,1.75,1,5.05,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.42,0,NA,9,NA,0,17.958,0,26.3702,0,NA,9,NA,9,NA,1,"12.81",1,NA,1,NA,1,"12.50",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"225","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,250,251.563,"0.03",0,"1.4",0,31.05,1,1.98,1,0.3,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.405,0,NA,9,NA,0,17.896,0,26.3772,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"226","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,300,300.714,"0.00",0,"0.00",0,37.6,1,2.64,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.381,0,NA,9,NA,0,17.71,0,26.3998,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"227","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,350,350.74,"0.00",0,"0.00",0,44.87,1,2.86,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.347,0,NA,9,NA,0,17.579,0,26.4115,0,NA,9,NA,9,NA,1,"11.40",1,NA,1,NA,1,"11.13",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"228","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,400,399.735,"0.00",0,"0.00",0,39.82,1,2.99,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.331,0,NA,9,NA,0,17.5,0,26.421,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"229","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,500,500.86,NA,9,NA,9,64.46,1,3.32,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.288,0,NA,9,NA,0,17.271,0,26.4391,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"230","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,750,750.614,NA,9,NA,9,76.47,1,3.54,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.241,0,NA,9,NA,0,17.109,0,26.4436,0,NA,9,NA,9,NA,1,"10.56",1,NA,1,NA,1,"10.31",1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"231","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,1000,1001.759,NA,9,NA,9,82.16,1,3.6,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.229,0,NA,9,NA,0,17.105,0,26.4338,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"232","93HG_012",1,-64.67,10.5,1996-10-09,9,282,10,1996,1310,1310.305,NA,9,NA,9,82.16,1,3.85,1,0.02,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.226,0,NA,9,NA,0,17.144,0,26.4205,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"233","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,1,1.628,NA,0,"196.5",0,1.48,1,0.03,1,0.29,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002420",0,NA,0,NA,0,36.656,0,NA,9,NA,0,26.316,0,24.179,0,NA,9,NA,9,"159.25",1,NA,1,NA,1,"155.41",1,NA,1,NA,9,NA,9,NA,9,NA,9,"1.51",0,0.3,0,0.15,0
"234","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,7,8.95,NA,0,"195.9",0,1.27,1,0.01,1,0.29,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002418",0,NA,0,NA,0,36.671,0,NA,9,NA,0,25.713,0,24.3826,0,NA,9,NA,9,"130.25",1,"18.79",1,NA,1,"127.11",1,"18.33",1,NA,9,NA,9,NA,9,NA,9,NA,0,0.27,0,0.24,0
"235","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,15,17.16,NA,0,"176.2",0,1.27,1,0.11,1,1.14,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002427",0,NA,0,NA,0,36.711,0,NA,9,NA,0,24.673,0,24.7471,0,NA,9,NA,9,"166.52",1,NA,1,NA,1,"162.50",1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,0,0.28,0,0.24,0
"236","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,25,26.52,NA,0,"165.7",0,1.27,1,0.18,1,3.33,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002429",0,NA,0,NA,0,36.853,0,NA,9,NA,0,23.991,0,25.0583,0,NA,9,NA,9,"110.99",1,NA,1,NA,1,"108.31",1,"19.61",1,NA,9,NA,9,NA,9,NA,9,NA,0,3.97,0,2.8,0
"237","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,35,36.209,NA,0,"155.0",0,1.48,1,0.34,1,4.66,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002422",0,NA,0,NA,0,36.822,0,NA,9,NA,0,23.639,0,25.129,0,NA,9,NA,9,NA,1,"11.50",1,NA,1,NA,1,"11.22",1,NA,9,NA,9,NA,9,NA,9,"0.28",0,0.4,0,0.73,0
"238","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,55,57.067,NA,0,"146.8",0,2.33,1,0.32,1,6.18,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002418",0,NA,0,NA,0,36.846,0,NA,9,NA,0,22.913,0,25.359,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,"0.00",0,0.15,0,0.37,0
"239","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,75,76.591,NA,0,"131.5",0,2.54,1,0.42,1,8.08,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002407",0,NA,0,NA,0,36.798,0,NA,9,NA,0,21.796,0,25.6696,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,"0.11",0,0.09,0,0.2,0
"240","93HG_013",3,-64.67,10.5,1996-11-10,10,314,11,1996,100,102.544,NA,0,"130.2",0,3.18,1,0.45,1,10.17,1,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,"0.002417",0,NA,0,NA,0,36.795,0,NA,9,NA,0,20.897,0,25.894,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,NA,9,NA,9,"0.30",0,0.04,0,0.08,0
