"year","month","lon","lat","value","unit","var"
1997,10,-65.5886001586914,10.53600025177,77.5300018433481,"m","Zeu_lee"
1997,10,-65.5042037963867,10.53600025177,82.2400017380714,"m","Zeu_lee"
1997,10,-65.4197998046875,10.53600025177,84.4500016886741,"m","Zeu_lee"
1997,10,-65.3354034423828,10.53600025177,87.8300016131252,"m","Zeu_lee"
1997,10,-65.2509994506836,10.53600025177,88.2000016048551,"m","Zeu_lee"
1997,10,-65.1666030883789,10.53600025177,85.8450016574934,"m","Zeu_lee"
1997,10,-65.0821990966797,10.53600025177,83.4850017102435,"m","Zeu_lee"
1997,10,-64.997802734375,10.53600025177,84.2450016932562,"m","Zeu_lee"
1997,10,-64.9133987426758,10.53600025177,84.220001693815,"m","Zeu_lee"
1997,10,-64.8290023803711,10.53600025177,77.5800018422306,"m","Zeu_lee"
1997,10,-65.5886001586914,10.4517335891724,79.0250018099323,"m","Zeu_lee"
1997,10,-65.5042037963867,10.4517335891724,81.0400017648935,"m","Zeu_lee"
1997,10,-65.4197998046875,10.4517335891724,81.8250017473474,"m","Zeu_lee"
1997,10,-65.3354034423828,10.4517335891724,84.0600016973913,"m","Zeu_lee"
1997,10,-65.2509994506836,10.4517335891724,87.7100016158074,"m","Zeu_lee"
1997,10,-65.1666030883789,10.4517335891724,87.080001629889,"m","Zeu_lee"
1997,10,-65.0821990966797,10.4517335891724,82.4650017330423,"m","Zeu_lee"
1997,10,-64.997802734375,10.4517335891724,78.8300018142909,"m","Zeu_lee"
1997,10,-64.9133987426758,10.4517335891724,76.1150018749759,"m","Zeu_lee"
1997,10,-64.8290023803711,10.4517335891724,72.6550019523129,"m","Zeu_lee"
1997,11,-65.5886001586914,10.53600025177,70.3950020028278,"m","Zeu_lee"
1997,11,-65.5042037963867,10.53600025177,68.3850020477548,"m","Zeu_lee"
1997,11,-65.4197998046875,10.53600025177,65.675002108328,"m","Zeu_lee"
1997,11,-65.3354034423828,10.53600025177,64.5400021336973,"m","Zeu_lee"
1997,11,-65.2509994506836,10.53600025177,64.3400021381676,"m","Zeu_lee"
1997,11,-65.1666030883789,10.53600025177,62.3400021828711,"m","Zeu_lee"
1997,11,-65.0821990966797,10.53600025177,61.2350022075698,"m","Zeu_lee"
1997,11,-64.997802734375,10.53600025177,60.95000221394,"m","Zeu_lee"
1997,11,-64.9133987426758,10.53600025177,60.6000022217631,"m","Zeu_lee"
1997,11,-64.8290023803711,10.53600025177,62.6200021766126,"m","Zeu_lee"
1997,11,-65.5886001586914,10.4517335891724,68.2950020497665,"m","Zeu_lee"
1997,11,-65.5042037963867,10.4517335891724,67.6650020638481,"m","Zeu_lee"
1997,11,-65.4197998046875,10.4517335891724,66.690002085641,"m","Zeu_lee"
1997,11,-65.3354034423828,10.4517335891724,65.7100021075457,"m","Zeu_lee"
1997,11,-65.2509994506836,10.4517335891724,65.010002123192,"m","Zeu_lee"
1997,11,-65.1666030883789,10.4517335891724,62.9500021692365,"m","Zeu_lee"
1997,11,-65.0821990966797,10.4517335891724,59.8800022378564,"m","Zeu_lee"
1997,11,-64.997802734375,10.4517335891724,59.7350022410974,"m","Zeu_lee"
1997,11,-64.9133987426758,10.4517335891724,61.0050022127107,"m","Zeu_lee"
1997,11,-64.8290023803711,10.4517335891724,57.635002288036,"m","Zeu_lee"
1997,12,-65.5886001586914,10.53600025177,66.1900020968169,"m","Zeu_lee"
1997,12,-65.5042037963867,10.53600025177,67.0800020769238,"m","Zeu_lee"
1997,12,-65.4197998046875,10.53600025177,67.5950020654127,"m","Zeu_lee"
1997,12,-65.3354034423828,10.53600025177,67.7300020623952,"m","Zeu_lee"
1997,12,-65.2509994506836,10.53600025177,66.8350020824,"m","Zeu_lee"
1997,12,-65.1666030883789,10.53600025177,65.6050021098927,"m","Zeu_lee"
1997,12,-65.0821990966797,10.53600025177,64.100002143532,"m","Zeu_lee"
1997,12,-64.997802734375,10.53600025177,61.9200021922588,"m","Zeu_lee"
1997,12,-64.9133987426758,10.53600025177,59.0100022573024,"m","Zeu_lee"
1997,12,-64.8290023803711,10.53600025177,54.380002360791,"m","Zeu_lee"
1997,12,-65.5886001586914,10.4517335891724,63.6500021535903,"m","Zeu_lee"
1997,12,-65.5042037963867,10.4517335891724,65.5350021114573,"m","Zeu_lee"
1997,12,-65.4197998046875,10.4517335891724,65.7350021069869,"m","Zeu_lee"
1997,12,-65.3354034423828,10.4517335891724,66.0450021000579,"m","Zeu_lee"
1997,12,-65.2509994506836,10.4517335891724,65.425002113916,"m","Zeu_lee"
1997,12,-65.1666030883789,10.4517335891724,64.4850021349266,"m","Zeu_lee"
1997,12,-65.0821990966797,10.4517335891724,63.1350021651015,"m","Zeu_lee"
1997,12,-64.997802734375,10.4517335891724,60.9550022138283,"m","Zeu_lee"
1997,12,-64.9133987426758,10.4517335891724,57.1300022993237,"m","Zeu_lee"
1997,12,-64.8290023803711,10.4517335891724,50.4950024476275,"m","Zeu_lee"
1998,1,-65.5886001586914,10.53600025177,58.2450022744015,"m","Zeu_lee"
1998,1,-65.5042037963867,10.53600025177,59.5750022446737,"m","Zeu_lee"
1998,1,-65.4197998046875,10.53600025177,60.6000022217631,"m","Zeu_lee"
1998,1,-65.3354034423828,10.53600025177,62.0350021896884,"m","Zeu_lee"
1998,1,-65.2509994506836,10.53600025177,61.8650021934882,"m","Zeu_lee"
1998,1,-65.1666030883789,10.53600025177,61.2700022067875,"m","Zeu_lee"
1998,1,-65.0821990966797,10.53600025177,60.8950022151694,"m","Zeu_lee"
