"","Date","X.x","Cruise_ID","Leg","lon.x","lat.x","Day","days.x","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q","X.1","X.y","CruiseID","month","days.y","press","lat.y","lon.y","sigma_t","sigma_0","potemp","sal","temp","beam_att","beam_cp","fluor_chla","belowmld","depthdiff"
"75",2002-05-07,1503,"93HG_078",1,-64.67,10.5,7,126,5,2002,35,35.018,NA,0,190.93,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.02,0,0.16,0,0.04,0,1.11,0,NA,9.96920996838687e+36,0.002434,0,NA,9,NA,9,37.07,0,NA,9,NA,0,24.234,0,25.117,0,NA,9,NA,9,112.19,0,NA,9,NA,9,109.49,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.77,0,0.25,0,0.45,0,78,95623,"93HG_078",5,126,27.156,10.5,-64.67,24.665,24.666,25.561,36.979,25.567,NA,NA,NA,TRUE,-7.862
"76",2002-06-12,1521,"93HG_079",1,-64.67,10.5,12,162,6,2002,25,24.847,NA,0,191.62,0,1.77,1,0.06,1,0.52,1,0.07,0,0,0,0.07,0,0.04,0,0.8,0,NA,0,0.002431,0,NA,0,NA,0,37.017,0,NA,9,NA,0,24.356,0,25.063,0,NA,9,NA,9,NA,0,NA,9,NA,9,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.6,0,0.17,0,0.19,0,79,96922,"93HG_079",6,162,16.092,10.5,-64.67,24.703,24.704,25.657,37.071,25.661,NA,NA,NA,TRUE,-8.755
"77",2002-08-06,1559,"93HG_081",1,-64.67,10.5,6,217,8,2002,25,25.197,NA,0,NA,0,1.79,1,0,1,0.85,1,0.23,0,0,0,0.02,0,0.11,0,1.51,0,NA,0,0.002404,0,NA,0,NA,0,36.748,0,NA,9,NA,0,24.716,0,24.754,0,NA,9,NA,9,107.09,0,16.79,0,NA,0,104.5,0,16.38,0,NA,9,NA,9,NA,9,NA,9,1.62,0,0.22,0,0.23,0,81,99580,"93HG_081",8,217,19.109,10.5,-64.67,24.243,24.245,26.535,36.823,26.539,NA,NA,NA,TRUE,-6.088
"78",2002-10-03,1577,"93HG_082",1,-64.67,10.5,3,275,10,2002,15,15.765,NA,0,NA,0,1.27,1,0.56,1,1.24,1,1.39,0,0,0,0.06,0,0.02,0,1.39,0,NA,0,0.002419,0,NA,0,NA,0,36.388,0,NA,9,NA,0,27.569,0,23.596,0,NA,9,NA,9,124.8,0,16.31,0,NA,0,121.79,0,15.91,0,NA,9,NA,9,NA,9,NA,9,1.78,0,0.15,0,0.17,0,82,100887,"93HG_082",10,275,15.086,10.5,-64.67,23.647,23.648,27.589,36.485,27.593,NA,NA,NA,TRUE,-0.679
"79",2002-11-07,1597,"93HG_083",1,-64.67,10.5,7,310,11,2002,25,25.892,NA,0,198.09,0,0.4,1,0.01,1,0.95,1,0.05,0,0.01,0,0.01,0,0.03,0,0.32,0,NA,0,0.002431,0,NA,0,NA,8,36.782,0,NA,9,NA,0,25.344,0,24.592,0,NA,9,NA,9,109.42,0,16.58,0,NA,0,106.78,0,16.18,0,NA,9,NA,9,NA,9,NA,9,1.29,0,0.12,0,0.09,0,83,102201,"93HG_083",11,310,18.104,10.5,-64.67,24.338,24.34,26.094,36.767,26.098,NA,NA,NA,TRUE,-7.788
"80",2002-12-05,1616,"93HG_084",1,-64.67,10.5,5,338,12,2002,25,25.375,NA,0,155.52,0,5.82,1,0.04,1,9.83,1,0.1,0,0.44,0,NA,0,0.25,0,1.99,0,NA,0,0.002411,0,NA,0,NA,8,36.8697,0,NA,9,NA,0,22.672,0,25.448,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,1.27,0,0.82,0,0.72,0,84,103513,"93HG_084",12,338,18.103,10.5,-64.67,25.127,25.128,23.889,36.919,23.893,NA,NA,NA,TRUE,-7.272
"81",2003-01-14,1635,"93HG_085",1,-64.67,10.5,14,13,1,2003,25,25.134,NA,0,195.51,0,1.5,1,0.14,1,1.3,1,0.21,0,0.16,0,0.61,0,0.05,0,0.44,0,NA,0,0.002419,0,NA,0,NA,0,36.8837,0,NA,9,NA,0,22.791,0,25.425,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.28,0,3.04,0,1.43,0,85,104854,"93HG_085",1,13,21.121,10.5,-64.67,25.392,25.393,22.875,36.873,22.879,NA,NA,NA,TRUE,-4.013
"82",2003-02-11,1654,"93HG_086",1,-64.67,10.5,11,41,2,2003,25,24.407,NA,0,149.56,0,NA,9,9.96920996838687e+36,9,NA,9,0.24,0,0.57,0,NA,0,0.22,0,NA,0,NA,0,0.002411,0,NA,0,NA,0,36.884,0,NA,9,NA,0,22.141,0,25.6194,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.27,0,3.99,0,1.8,0,86,106167,"93HG_086",2,41,23.248,10.5,-64.67,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,NA,NA,NA,TRUE,-1.159
"83",2003-03-11,1674,"93HG_087",1,-64.67,10.5,11,69,3,2003,35,35.706,NA,0,171.36,0,2.18,1,2.5,1,4.94,1,NA,0,0.23,0,NA,0,0.34,0,1.3,0,NA,0,0.002429,0,NA,0,NA,0,36.7583,0,NA,9,NA,0,21.337,0,25.775,0,NA,9,NA,9,155.86,0,NA,0,NA,0,152.1,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.15,0,1.25,0,0.91,0,87,107468,"93HG_087",3,69,25,10.5,-64.67,25.783,25.784,21.372,36.827,21.377,NA,NA,1.423,TRUE,-10.706
"84",2003-04-08,1693,"93HG_088",1,-64.67,10.5,8,97,4,2003,35,35.489,NA,0,173.07,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.42,0,1.93,0,0.09,0,1.38,0,NA,9,NA,9,NA,9,NA,9,37.015,0,NA,9,NA,0,23.187,0,25.419,0,NA,9,NA,9,110.35,0,16.97,0,NA,0,107.69,0,16.56,0,NA,9,NA,9,NA,9,NA,9,1.9,0,0.6,0,0.87,0,88,108791,"93HG_088",4,97,26,10.5,-64.67,24.967,24.969,24.577,36.98,24.583,NA,NA,0.149,TRUE,-9.489
"85",2003-05-13,1710,"93HG_089",1,-64.67,10.5,13,132,5,2003,15,14.862,NA,0,NA,0,0.11,1,0.02,1,1.16,1,0.15,0,0.01,0,0.07,0,0,0,0.06,0,NA,0,0.00241,0,NA,0,NA,0,NA,9,NA,9,NA,0,23.741,0,25.204,0,NA,9,NA,9,NA,0,NA,0,15.88,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.58,0,0.55,0,89,109535,"93HG_089",5,132,13,10.5,-64.67,25.191,25.192,23.855,36.99,23.857,NA,NA,0.612,TRUE,-1.862
"86",2003-06-10,1731,"93HG_090",1,-64.67,10.5,10,160,6,2003,15,14.6,NA,0,NA,0,0.5,1,0,1,0.01,1,0.08,0,0.01,0,0.04,0,0.05,0,0.42,0,NA,0,0.002431,0,NA,0,NA,0,36.994,0,NA,9,NA,0,24.083,0,25.154,0,NA,9,NA,9,111.9,0,14.94,0,NA,0,109.21,0,14.58,0,NA,9,NA,9,NA,9,NA,9,0.35,0,0.19,0,0.08,0,90,110856,"93HG_090",6,160,12,10.5,-64.67,24.945,24.946,24.827,37.05,24.83,NA,NA,0.119,TRUE,-2.6
"87",2003-07-08,1751,"93HG_091",1,-64.67,10.5,8,188,7,2003,25,24.92,NA,0,180.63,0,1.04,1,0.09,1,0.68,1,0.36,0,0.14,0,0.77,0,0.09,0,1.06,0,NA,0,0.002425,0,NA,0,NA,0,36.982,0,NA,9,NA,0,23.014,0,25.443,0,NA,9,NA,9,112.68,0,NA,0,NA,0,109.97,0,19.88,0,NA,9,NA,9,NA,9,NA,9,0.59,0,0.23,0,0.2,0,91,112184,"93HG_091",7,188,17,10.5,-64.67,25,25.001,24.626,37.041,24.629,NA,NA,0.184,TRUE,-7.92
"88",2003-08-04,1769,"93HG_092",1,-64.67,10.5,4,215,8,2003,15,15.15,NA,0,NA,0,0.59,1,0,1,0,1,0.15,0,0.01,0,0,0,0.02,0,0,0,NA,0,0.002335,0,NA,0,NA,0,36.937,0,NA,9,NA,0,23.657,0,25.26,0,NA,9,NA,9,NA,0,14.46,0,NA,0,NA,0,14.11,0,NA,9,NA,9,NA,9,NA,9,1.02,0,0.14,0,0.1,0,92,113501,"93HG_092",8,215,11,10.5,-64.67,9.96920996838687e+36,9.96920996838687e+36,24.811,9.96920996838687e+36,24.813,NA,NA,0.107,TRUE,-4.15
"89",2003-09-09,1789,"93HG_093",1,-64.67,10.5,9,251,9,2003,25,24.942,NA,0,193.52,0,1.14,1,0,1,0,1,0.01,0,0.01,0,0.01,0,0.05,0,1.11,0,NA,0,0.002401,0,NA,0,NA,0,36.79,0,NA,9,NA,0,25.022,0,24.718,0,NA,9,NA,9,NA,0,15.48,0,NA,0,NA,0,15.11,0,NA,9,NA,9,NA,9,NA,9,0.87,0,0.17,0,0.06,0,93,114830,"93HG_093",9,251,18,10.5,-64.67,24.325,24.326,26.242,36.811,26.246,0.439,0.075,0.096,TRUE,-6.942
"90",2003-11-11,1808,"93HG_094",1,-64.67,10.5,11,314,11,2003,25,25.54,NA,0,193.04,0,NA,9,9.96920996838687e+36,9,NA,9,0.36,0,0.04,0,0.08,0,0.04,0,1.29,0,NA,0,0.002408,0,NA,0,NA,0,36.69,0,NA,9,NA,0,27.49,0,23.816,0,NA,9,NA,9,108.13,0,16.39,0,NA,0,105.52,0,16,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.43,0,0.4,0,94,116160,"93HG_094",11,314,24,10.5,-64.67,23.591,23.593,28.05,36.612,28.056,0.45,0.086,0.46,TRUE,-1.54
"91",2003-12-09,1827,"93HG_095",1,-64.67,10.5,9,342,12,2003,25,24.7,NA,0,197.29,0,NA,9,9.96920996838687e+36,9,NA,9,0.1,0,0,0,0.07,0,0.02,0,0.92,0,NA,0,0.002402,0,NA,0,NA,0,36.749,0,NA,9,NA,0,26.466,0,24.234,0,NA,9,NA,9,NA,0,10.6,0,10.13,0,NA,0,10.35,0,NA,9,NA,9,NA,9,NA,9,0.64,0,0.14,0,0.15,0,95,117479,"93HG_095",12,342,21,10.5,-64.67,23.973,23.974,27.184,36.743,27.189,0.434,0.07,0.108,TRUE,-3.7
"92",2004-01-13,1847,"93HG_096",1,-64.67,10.5,13,12,1,2004,35,35.03,NA,0,168.52,0,NA,9,9.96920996838687e+36,9,NA,9,0.57,0,0.54,0,NA,0,0.22,0,1.81,0,NA,0,0.002423,0,NA,0,NA,0,36.923,0,NA,9,NA,0,24.392,0,24.967,0,NA,9,NA,9,170.31,0,16.43,0,12.09,0,166.2,0,16.04,0,NA,9,NA,9,NA,9,NA,9,0.09,0,0.57,0,0.58,0,96,118813,"93HG_096",1,12,34,10.5,-64.67,24.957,24.959,24.448,36.918,24.455,0.498,0.134,0.447,TRUE,-1.03
"93",2004-02-08,1867,"93HG_097",1,-64.67,10.5,8,38,2,2004,35,35.097,NA,0,157.29,0,NA,9,9.96920996838687e+36,9,NA,9,0.15,0,0.52,0,NA,0,0.23,0,1.85,0,NA,0,0.002411,0,NA,0,NA,0,36.973,0,NA,9,NA,0,23.249,0,25.374,0,NA,9,NA,9,103.92,0,11.9,0,10.19,0,101.42,0,11.61,0,NA,9,NA,9,NA,9,NA,9,0.44,0,0.58,0,1.03,0,97,120130,"93HG_097",2,38,29,10.5,-64.67,25.233,25.235,23.752,37.004,23.758,0.697,0.333,NA,TRUE,-6.097
"94",2004-03-08,1885,"93HG_098",1,-64.67,10.5,8,67,3,2004,25,25.34,NA,0,199.16,0,NA,9,9.96920996838687e+36,9,NA,9,0.22,0,0.08,0,0.1,0,0.06,0,0.25,0,NA,0,0.002429,0,NA,0,NA,0,36.948,0,NA,9,NA,0,23.809,0,25.18,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.46,0,1.801,0,1.351,0,98,121450,"93HG_098",3,67,25,10.5,-64.67,25.166,25.168,23.837,36.949,23.842,0.625,0.261,2.181,TRUE,-0.34
"95",2004-04-06,1904,"93HG_099",1,-64.67,10.5,6,96,4,2004,25,24.348,NA,0,196.4,0,NA,9,9.96920996838687e+36,9,NA,9,0.04,8,0.01,0,0.05,0,0.02,0,0.29,0,NA,0,0.002425,0,NA,0,NA,0,36.976,0,NA,9,NA,0,23.427,0,25.32,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,1.79,0,0.338,0,0.39,0,99,122766,"93HG_099",4,96,19,10.5,-64.67,24.98,24.981,24.617,37.011,24.621,0.45,0.086,0.259,TRUE,-5.348
"96",2004-06-08,1941,"93HG_101",1,-64.67,10.5,8,159,6,2004,15,16.14,NA,0,193.44,0,NA,9,9.96920996838687e+36,9,NA,9,0.17,0,0.02,0,0.06,0,0.06,0,0.61,0,NA,0,0.002445,8,NA,0,NA,0,36.846,0,NA,9,NA,0,24.797,0,24.84,0,NA,9,NA,9,108.38,0,13.36,0,NA,0,105.76,0,13.03,0,NA,9,NA,9,NA,9,NA,9,1.16,0,0.18,0,0.158,0,101,125407,"93HG_101",6,159,15,10.5,-64.67,24.765,24.766,25.006,36.884,25.009,0.492,0.128,0.16,TRUE,-1.14
"97",2004-07-07,1961,"93HG_102",1,-64.67,10.5,7,188,7,2004,25,24.88,NA,0,164.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.19,0,0.51,0,1.33,0,0.13,0,1.11,0,NA,0,0.002453,8,NA,0,NA,0,36.955,0,NA,9,NA,0,23.131,0,25.394,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.17,8,NA,9,NA,9,NA,0,0.777,0,0.983,0,102,126730,"93HG_102",7,188,15,10.5,-64.67,24.99,24.991,24.408,36.941,24.411,0.505,0.141,0.294,TRUE,-9.88
"98",2004-08-10,1979,"93HG_103",1,-64.67,10.5,10,222,8,2004,15,15.171,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.09,0,0.03,0,0,0,0.04,0,0.19,0,NA,0,0.002453,0,NA,0,NA,0,36.809,0,NA,9,NA,0,23.172,0,25.36,0,NA,9,NA,9,144.89,0,17.26,0,NA,0,141.4,0,16.84,0,NA,0,0.97,8,NA,9,NA,9,1.05,0,0.173,0,0.115,0,103,128052,"93HG_103",8,222,13,10.5,-64.67,24.99,24.99,24.031,36.791,24.034,0.503,0.139,0.127,TRUE,-2.171
"99",2004-09-07,1999,"93HG_104",1,-64.67,10.5,7,250,9,2004,25,25,NA,0,191.46,0,NA,9,9.96920996838687e+36,9,NA,9,0.02,0,0.06,0,0,0,0.06,0,1.28,0,NA,0,NA,9,NA,9,NA,9,36.8,0,NA,9,NA,0,25.466,0,24.562,0,NA,9,NA,9,143.45,0,NA,0,NA,0,139.99,0,NA,0,NA,0,0.5,8,NA,9,NA,9,NA,0,0.418,0,0.404,0,104,129382,"93HG_104",9,250,22,10.5,-64.67,24.191,24.193,25.698,36.733,25.703,0.477,0.113,0.153,TRUE,-3
"100",2004-10-05,2017,"93HG_105",1,-64.67,10.5,5,278,10,2004,15,15.49,NA,0,196.39,0,NA,9,9.96920996838687e+36,9,NA,9,0.06,0,0.01,0,0,0,0.01,0,1.21,0,NA,9,NA,9,NA,9,NA,9,36.38,0,NA,9,NA,0,27.793,0,23.493,0,NA,9,NA,9,102.63,0,11.76,0,10.19,0,100.15,0,11.47,0,NA,0,0.5,8,NA,9,NA,9,1.5,0,0.148,0,0.108,0,105,130698,"93HG_105",10,278,15,10.5,-64.67,23.422,23.423,28.068,36.396,28.071,0.444,0.08,0.158,TRUE,-0.49
"101",2004-11-09,2037,"93HG_106",1,-64.67,10.5,9,313,11,2004,25,24.83,NA,0,189.05,0,NA,9,9.96920996838687e+36,9,NA,9,0.36,0,0.03,0,0,0,0.04,0,0.66,0,NA,0,0.002409,0,NA,0,NA,0,36.719,0,NA,9,NA,9,26.216,0,NA,9,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.42,8,NA,9,NA,9,0.47,0,0.132,0,0.177,0,106,132021,"93HG_106",11,313,15,10.5,-64.67,23.475,23.476,27.865,36.376,27.868,0.439,0.075,0.101,TRUE,-9.83
"102",2004-12-07,2057,"93HG_107",1,-64.67,10.5,7,341,12,2004,35,34.96,NA,0,151.14,0,NA,9,9.96920996838687e+36,9,NA,9,0.2,0,0.34,0,NA,0,0.29,0,NA,0,NA,9,0.00242,0,NA,9,NA,9,36.869,0,NA,9,NA,0,24.263,0,24.981,0,NA,9,NA,9,NA,0,10.58,0,NA,0,NA,0,10.33,0,NA,0,0.44,8,NA,9,NA,9,0.24,0,0.3,0,0.41,0,107,133358,"93HG_107",12,341,30,10.5,-64.67,24.559,24.561,25.452,36.797,25.458,0.448,0.084,0.296,TRUE,-4.96
"103",2005-01-11,2075,"93HG_108",1,-64.67,10.5,11,10,1,2005,25,25.71,NA,0,191.99,0,NA,9,9.96920996838687e+36,9,NA,9,0.4,0,0.05,0,0.07,0,0.07,0,0,0,NA,9,0.002411,0,NA,9,NA,9,36.896,0,NA,9,NA,0,24.554,0,24.911,0,NA,9,NA,9,182.02,0,NA,0,NA,0,177.64,0,NA,0,NA,0,0.27,8,NA,9,NA,9,1.3,0,0.88,0,0.64,0,108,134673,"93HG_108",1,10,23,10.5,-64.67,24.89,24.891,24.621,36.897,24.626,0.56,0.196,0.576,TRUE,-2.71
"104",2005-02-10,2094,"93HG_109",1,-64.67,10.5,10,40,2,2005,25,24.48,NA,0,181.22,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0.04,0,0.04,0,0.21,0,NA,0,0.00244,0,NA,0,NA,0,36.962,0,NA,9,NA,0,24.819,0,24.914,0,NA,9,NA,9,NA,0,14.62,0,NA,0,NA,0,14.26,0,NA,0,0.09,8,NA,9,NA,9,1.36,4,0.23,0,0.29,0,109,135994,"93HG_109",2,40,21,10.5,-64.67,24.57,24.571,25.59,36.865,25.595,NA,NA,0.216,TRUE,-3.48
"105",2005-03-08,2113,"93HG_110",1,-64.67,10.5,8,66,3,2005,25,25.31,NA,0,188.32,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0.03,0,0.03,0,0.17,0,NA,0,0.002451,0,NA,0,NA,0,36.928,0,NA,9,NA,0,25.137,0,24.767,0,NA,9,NA,9,128.16,0,NA,0,NA,0,125.07,0,NA,0,NA,0,0.9,8,NA,9,NA,9,NA,0,0.5,0,0.42,0,110,137321,"93HG_110",3,66,25,10.5,-64.67,24.744,24.745,26.04,36.939,26.046,0.452,0.088,0.4,TRUE,-0.309999999999999
"106",2005-04-05,2133,"93HG_111",1,-64.67,10.5,5,94,4,2005,35,35.527,NA,0,130.63,0,NA,9,9.96920996838687e+36,9,NA,9,0.23,0,0.41,0,NA,0,0.39,0,NA,4,NA,0,0.002462,0,NA,0,NA,0,36.876,0,NA,9,NA,0,21.968,0,25.651,0,NA,9,NA,9,NA,0,18.48,0,NA,0,NA,0,18.04,0,NA,0,0.3,8,59.8,0,NA,9,0.14,0,0.23,0,0.41,0,111,138652,"93HG_111",4,94,33,10.5,-64.67,25.53,25.532,22.431,36.89,22.438,0.45,0.086,0.282,TRUE,-2.527
"107",2005-05-10,2151,"93HG_112",1,-64.67,10.5,10,129,5,2005,25,25.03,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0.02,0,0,0,0.04,0,0.18,0,NA,9,0.002444,0,NA,9,NA,9,36.932,0,NA,9,NA,0,26.043,0,24.456,0,NA,9,NA,9,NA,0,15.3,0,NA,0,NA,0,14.93,0,NA,0,0.39,8,NA,9,NA,9,1.07,0,0.15,0,0.14,0,112,139921,"93HG_112",5,129,16,10.5,-64.67,24.172,24.173,26.913,36.894,26.916,0.43,0.066,0.088,TRUE,-9.03
"108",2005-06-14,2169,"93HG_113",1,-64.67,10.5,14,164,6,2005,15,15.96,NA,0,195.37,0,NA,9,9.96920996838687e+36,9,NA,9,0.45,0,0.01,0,0,0,0.05,0,1.72,0,NA,0,NA,9,NA,9,NA,9,36.769,0,NA,9,NA,0,27.809,0,23.758,0,NA,9,NA,9,NA,0,12.86,0,NA,0,NA,0,12.55,0,NA,0,NA,9,NA,9,NA,9,NA,0,0.21,0,0.13,0,113,141241,"93HG_113",6,164,14,10.5,-64.67,23.66,23.661,28.135,36.742,28.139,0.454,0.09,0.191,TRUE,-1.96
"109",2005-07-12,2189,"93HG_114",1,-64.67,10.5,12,192,7,2005,25,25.23,NA,0,186.61,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0.01,0,0,0,0.05,0,0.82,0,NA,0,0.002382,0,NA,0,NA,0,36.887,0,NA,9,NA,0,25.025,0,24.789,0,NA,9,NA,9,NA,0,13.83,0,NA,0,NA,0,13.5,0,NA,0,0.05,8,NA,9,NA,9,0.88,0,0.16,0,0.13,0,114,142573,"93HG_114",7,192,23,10.5,-64.67,24.464,24.466,25.915,36.862,25.92,0.461,0.097,0.204,TRUE,-2.23
"110",2005-08-10,2207,"93HG_115",1,-64.67,10.5,10,221,8,2005,15,15.18,NA,0,180.78,0,NA,9,9.96920996838687e+36,9,NA,9,0.6,0,0.01,0,0,0,0.04,0,0.73,0,NA,0,0.0024,0,NA,0,NA,0,36.879,0,NA,9,NA,0,23.99,0,25.13,0,NA,9,NA,9,NA,0,13.92,0,NA,0,NA,0,13.58,0,NA,0,0.15,0,NA,9,NA,9,1.57,0,0.21,0,0.16,0,115,143883,"93HG_115",8,221,11,10.5,-64.67,24.776,24.776,25.187,36.974,25.189,0.51,0.146,0.166,TRUE,-4.18
"111",2005-10-05,2228,"93HG_116",1,-64.67,10.5,5,277,10,2005,35,34.904,NA,0,194.85,0,NA,9,9.96920996838687e+36,9,NA,9,0.09,0,0.01,0,0,0,0.04,0,0.52,0,NA,9,0.002403,0,NA,9,NA,9,36.703,0,NA,9,NA,0,26.934,0,23.939,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,0.2,0,0.25,0,116,145222,"93HG_116",10,277,27,10.5,-64.67,23.489,23.491,28.128,36.513,28.134,NA,NA,0.163,TRUE,-7.904
"112",2005-12-15,2244,"93HG_117",1,-64.67,10.5,15,348,12,2005,25,26.3,NA,0,174.78,0,NA,9,9.96920996838687e+36,9,NA,9,0.44,0,0.12,0,0.76,0,0.1,0,1.25,0,NA,0,NA,9,NA,9,NA,9,36.796,0,NA,9,NA,0,25.375,0,24.589,0,NA,9,NA,9,105.71,0,16.75,0,NA,0,103.16,0,16.34,0,NA,0,0.02,0,NA,9,NA,9,NA,0,2.09,0,1.25,0,117,145717,"93HG_117",12,348,17,10.5,-64.67,24.135,24.136,26.451,36.676,26.454,0.168,0.532,1.539,TRUE,-9.3
"113",2006-01-12,2263,"93HG_118",1,-64.67,10.5,12,11,1,2006,25,25.32,NA,0,148.9,0,NA,9,9.96920996838687e+36,9,NA,9,1.59,8,0.52,0,NA,0,0.25,0,NA,0,NA,0,NA,9,NA,9,NA,9,36.838,0,NA,9,NA,0,23.204,0,25.264,0,NA,9,NA,9,101.69,0,17.5,0,NA,0,NA,0,17.07,0,NA,0,0.1,0,NA,9,NA,9,0.33,0,0.56,0,0.54,0,118,147034,"93HG_118",1,11,23,10.5,-64.67,25.123,25.124,23.666,36.824,23.671,0.678,0.314,0.485,TRUE,-2.32
"114",2006-02-07,2283,"93HG_119",1,-64.67,10.5,7,37,2,2006,35,35.47,NA,0,139.4,0,NA,9,9.96920996838687e+36,9,NA,9,0.66,0,0.8,0,NA,0,0.35,0,NA,0,NA,0,0.002448,0,NA,4,NA,0,36.844,0,NA,9,NA,0,22.019,0,25.606,0,NA,9,NA,9,NA,0,12.67,0,NA,0,NA,0,12.37,0,NA,0,0.17,0,63.61,0,NA,9,0.01,0,0.83,0,0.63,0,119,148364,"93HG_119",2,37,29,10.5,-64.67,25.39,25.391,22.785,36.839,22.791,0.575,0.211,1.221,TRUE,-6.47
"115",2006-03-16,2301,"93HG_120",1,-64.67,10.5,16,74,3,2006,25,25.365,NA,0,180.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.78,0,0.09,0,0.52,0,0.08,0,0.04,0,NA,0,0.002442,0,NA,0,NA,0,36.895,0,NA,9,NA,0,23.537,0,25.196,0,NA,9,NA,9,158.5,0,NA,0,NA,0,154.68,0,NA,0,NA,0,0.13,0,NA,9,NA,9,1.01,0,0.36,0,0.32,0,120,149675,"93HG_120",3,74,17,10.5,-64.67,25.061,25.062,24.034,36.889,24.038,0.567,0.203,0.352,TRUE,-8.365
"116",2006-04-04,2320,"93HG_121",1,-64.67,10.5,4,93,4,2006,25,25.1,NA,0,123.2,0,NA,9,9.96920996838687e+36,9,NA,9,0.33,0,0.29,0,NA,4,0.42,0,NA,0,NA,4,0.002408,0,NA,0,NA,0,36.828,0,NA,9,NA,0,21.525,0,25.747,0,NA,9,NA,9,NA,0,14.27,0,NA,0,NA,0,13.93,0,NA,0,0.04,0,NA,9,NA,9,0.86,4,0.5,0,0.7,0,121,150995,"93HG_121",4,93,16,10.5,-64.67,25.561,25.562,22.114,36.811,22.117,0.634,0.27,0.685,TRUE,-9.1
"117",2006-05-10,2339,"93HG_122",1,-64.67,10.5,10,129,5,2006,25,24.795,NA,0,193.14,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.02,0,0,0,0.05,0,1.18,0,NA,9,0.00241,0,NA,9,NA,9,36.701,0,NA,9,NA,0,24.817,0,24.68,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,0.18,0,NA,9,NA,9,1.03,0,0.21,0,0.19,0,122,152320,"93HG_122",5,129,17,10.5,-64.67,24.199,24.201,26.022,36.556,26.026,0.556,0.192,0.123,TRUE,-7.795
"118",2006-06-06,2358,"93HG_123",1,-64.67,10.5,6,156,6,2006,25,26.241,NA,0,183.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.21,0,0.01,0,0.04,0,0,0,0,0,NA,0,0.002442,0,NA,0,NA,0,36.943,8,NA,9,NA,0,24.036,0,25.117,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.11,0,NA,9,NA,9,NA,9,0.16,9,0.16,9,123,153644,"93HG_123",6,156,17,10.5,-64.67,24.796,24.797,24.924,36.895,24.928,0.464,0.1,0.11,TRUE,-9.241
