"","Date","X.x","Cruise_ID","Leg","lon.x","lat.x","Day","days.x","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q","X.1","X.y","CruiseID","month","days.y","press","lat.y","lon.y","sigma_t","sigma_0","potemp","sal","temp","beam_att","beam_cp","fluor_chla","belowmld","depthdiff"
"31",1998-07-09,618,"93HG_032",2,-64.67,10.5,9,189,7,1998,15,14.98,NA,0,195.7,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0.08,0,0.01,0,0,0,NA,0,0.002414,0,NA,0,NA,0,36.885,0,NA,9,NA,0,23.575,0,25.2032,0,NA,9,NA,9,123.05,1,14.89,1,NA,1,120.09,1,14.53,1,NA,9,NA,9,NA,9,NA,9,0.85,0,0.32,0,0.18,0,32,36081,"93HG_032",7,189,14.107,10.5,-64.67,25.064,25.065,24.038,36.892,24.041,0.543,NA,0.233,TRUE,-0.873000000000001
"32",1998-08-05,639,"93HG_033",1,-64.67,10.5,5,216,8,1998,25,24.948,NA,0,197.5,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,NA,0,0,0,0.03,0,0,0,NA,0,0.002408,0,NA,0,NA,0,36.74,0,NA,9,NA,0,25.456,0,24.5166,0,NA,9,NA,9,100.55,1,10.65,1,11.01,1,NA,1,10.39,1,NA,9,NA,9,99,1,NA,9,1.19,0,0.2,0,0.17,0,33,37395,"93HG_033",8,216,17.106,10.5,-64.67,23.939,23.941,27.133,36.677,27.137,0.442,NA,0.151,TRUE,-7.842
"33",1998-09-01,658,"93HG_034",1,-64.67,10.5,1,243,9,1998,15,15.81,NA,0,196.8,0,NA,9,9.96920996838687e+36,9,NA,9,0.17,0,0.01,0,NA,0,0.08,0,0,0,NA,0,0.002398,0,NA,0,NA,0,36.635,0,NA,9,NA,0,25.972,0,24.2769,0,NA,9,NA,9,147.06,1,NA,1,18.73,1,143.51,1,NA,1,NA,9,NA,9,2072,8,NA,9,1.47,0,0.23,0,0.21,0,34,38704,"93HG_034",9,243,12.081,10.5,-64.67,23.614,23.615,27.712,36.496,27.715,0.459,NA,0.143,TRUE,-3.729
"34",1998-10-14,678,"93HG_035",1,-64.67,10.5,14,286,10,1998,15,13.804,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,NA,0,0,0,0.34,0,NA,0,0.002411,0,NA,0,NA,0,36.704,0,NA,9,NA,0,26.014,0,24.3428,0,NA,9,NA,9,NA,1,12.59,1,NA,1,NA,1,12.29,1,NA,9,NA,9,88,1,NA,9,1.53,0,0.17,0,0.04,0,35,40014,"93HG_035",10,286,12.075,10.5,-64.67,24.305,24.306,26.072,36.726,26.075,0.486,NA,0.158,TRUE,-1.729
"35",1998-11-10,699,"93HG_036",3,-64.67,10.5,10,313,11,1998,25,25.692,NA,0,192,0,NA,9,9.96920996838687e+36,9,NA,9,0.09,0,0.02,0,NA,0,0,0,0.57,0,NA,0,0.002404,0,NA,0,NA,0,36.671,0,NA,9,NA,0,26.205,0,24.2397,0,NA,9,NA,9,NA,1,12.34,1,NA,1,NA,1,12.04,1,NA,9,NA,9,NA,9,NA,9,0.45,0,0.14,0,0.12,0,36,41336,"93HG_036",11,313,21.106,10.5,-64.67,24.059,24.06,26.678,36.642,26.683,0.464,NA,0.099,TRUE,-4.586
"36",1998-12-16,719,"93HG_037",1,-64.67,10.5,16,349,12,1998,25,25.316,NA,0,186,0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,0,0,0,0,0.06,0,0.57,0,NA,0,0.002415,0,NA,0,NA,0,36.742,0,NA,9,NA,0,26.012,0,24.3547,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,1000,8,NA,9,0.79,0,0.15,0,0.15,0,37,42652,"93HG_037",12,349,25.109,10.5,-64.67,24.227,24.229,26.39,36.745,26.396,0.525,NA,0.115,TRUE,-0.206999999999997
"37",1999-01-12,739,"93HG_038",1,-64.67,10.5,12,11,1,1999,25,24.778,NA,0,142.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.17,0,0.28,0,NA,0,0.39,0,NA,0,NA,0,0.002423,0,NA,0,NA,0,36.877,8,NA,9,NA,0,22.896,0,25.3997,0,NA,9,NA,9,NA,1,14.98,1,NA,1,NA,1,14.62,1,NA,9,NA,9,150,8,NA,9,0.51,0,0.67,0,0.4,0,38,43960,"93HG_038",1,11,20.963,10.5,-64.67,25.154,25.155,23.691,36.877,23.695,0.624,NA,1.267,TRUE,-3.815
"38",1999-02-10,761,"93HG_039",1,-64.67,10.5,10,40,2,1999,55,55.021,NA,0,132,0,NA,9,9.96920996838687e+36,9,NA,9,0.12,0,0.19,0,NA,0,0.48,0,NA,0,NA,0,0.002414,0,NA,0,NA,0,36.835,0,NA,9,NA,0,21.487,0,25.757,0,NA,9,NA,9,NA,1,13.12,1,NA,1,NA,1,12.8,1,NA,9,NA,9,NA,9,NA,9,0.2,0,0.35,0,0.46,0,39,45344,"93HG_039",2,40,52.317,10.5,-64.67,25.714,25.716,21.635,36.834,21.645,0.577,NA,0.325,TRUE,-2.704
"39",1999-03-04,778,"93HG_040",1,-64.67,10.5,4,62,3,1999,15,16.241,NA,0,187.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0.07,0,0.17,0,0.11,0,0.78,0,NA,0,0.002426,0,NA,0,NA,0,36.916,0,NA,9,NA,0,23.009,0,25.3703,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,148,8,NA,9,NA,0,0.44,0,0.41,0,40,46615,"93HG_040",3,62,13.105,10.5,-64.67,25.164,25.165,23.74,36.909,23.742,0.651,NA,0.43,TRUE,-3.136
"40",1999-04-07,799,"93HG_041",1,-64.67,10.5,7,96,4,1999,25,25.678,NA,0,198.8,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.01,0,0.16,0,0,0,0,0,NA,0,0.00242,0,NA,0,NA,0,36.917,0,NA,9,NA,0,23.877,0,25.164,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,101,8,NA,9,0.73,0,0.34,0,0.28,0,41,47933,"93HG_041",4,96,20.115,10.5,-64.67,24.771,24.773,25.13,36.943,25.134,0.546,NA,0.236,TRUE,-5.563
"41",1999-05-06,819,"93HG_042",2,-64.67,10.5,6,125,5,1999,25,24.895,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0,0,0.05,0,0.03,0,0,0,NA,0,0.002425,0,NA,0,NA,0,36.963,0,NA,9,NA,0,23.93,0,25.166,0,NA,9,NA,9,193.23,8,18.08,8,12.46,8,188.57,8,17.64,8,NA,9,NA,9,173,8,NA,9,1.84,0,0.25,0,0.23,0,42,49243,"93HG_042",5,125,19.147,10.5,-64.67,24.794,24.795,24.932,36.893,24.936,0.6,NA,0.161,TRUE,-5.748
"42",1999-06-08,838,"93HG_043",1,-64.67,10.5,8,158,6,1999,15,16.072,NA,0,183.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.02,0,0.02,0,0.03,0,0.06,0,1.92,0,NA,0,0.002427,0,NA,0,NA,0,36.932,8,NA,8,NA,0,24.181,0,25.0537,0,NA,9,NA,9,120.14,1,NA,1,NA,1,117.24,1,NA,1,NA,9,NA,9,152,8,NA,9,NA,0,0.2,0,0.15,0,43,50549,"93HG_043",6,158,14.074,10.5,-64.67,24.799,24.8,25.048,36.948,25.051,0.535,NA,0.173,TRUE,-1.998
"43",1999-07-15,858,"93HG_044",1,-64.67,10.5,15,195,7,1999,15,15.565,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.01,0,0.03,0,0.04,0,1.14,0,NA,0,0.002425,0,NA,0,NA,0,36.862,0,NA,9,NA,0,24.709,0,24.8399,0,NA,9,NA,9,107.58,1,NA,1,NA,1,104.99,1,NA,1,NA,9,NA,9,106,8,NA,9,0.51,0,0.17,0,0.14,0,44,51862,"93HG_044",7,195,13.135,10.5,-64.67,24.551,24.552,25.595,36.844,25.598,0.558,NA,0.188,TRUE,-2.43
"44",1999-08-11,878,"93HG_045",1,-64.67,10.5,11,222,8,1999,15,15.78,NA,0,196.9,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0.01,0,0.02,0,0.06,0,1.27,0,NA,0,0.00239,0,NA,0,NA,0,36.796,0,NA,9,NA,0,24.633,0,24.7902,0,NA,9,NA,9,101.26,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,98,8,NA,9,1.14,0,0.14,0,0.11,0,45,53173,"93HG_045",8,222,13.04,10.5,-64.67,24.12,24.121,26.6,36.693,26.603,0.542,NA,0.115,TRUE,-2.74
"45",1999-09-14,892,"93HG_046",1,-64.67,10.5,14,256,9,1999,15,15.039,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.51,0,0.01,0,0,0,0.04,0,1.38,0,NA,0,0.002407,0,NA,0,NA,0,36.499,0,NA,9,NA,0,27.933,0,23.5381,0,NA,9,NA,9,NA,1,15.27,1,NA,1,NA,1,14.9,1,NA,9,NA,9,187,8,NA,9,1.29,0,0.07,0,0.04,0,46,54499,"93HG_046",9,256,13.083,10.5,-64.67,23.436,23.437,28.288,36.509,28.291,0.49,NA,0.1,TRUE,-1.956
"46",1999-10-05,913,"93HG_047",1,-64.67,10.5,5,277,10,1999,25,25.316,NA,0,199.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.51,0,0.23,0,0,0,0.04,0,1.65,0,NA,9,NA,9,NA,9,NA,9,36.567,0,NA,9,NA,0,26.04,0,24.2017,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,107,8,NA,9,0.61,0,0.05,0,0.04,0,47,55806,"93HG_047",10,277,17.103,10.5,-64.67,23.55,23.551,27.708,36.41,27.712,0.501,NA,0.063,TRUE,-8.213
"47",1999-11-04,933,"93HG_048",2,-64.67,10.5,4,307,11,1999,25,25.13,NA,0,188.6,0,NA,9,9.96920996838687e+36,9,NA,9,0.74,0,0.02,0,0,0,0.05,0,NA,0,NA,0,0.002426,0,NA,0,NA,0,36.513,0,NA,9,NA,0,26.845,0,23.91,0,NA,9,NA,9,NA,1,12.99,1,NA,1,NA,1,12.67,1,NA,9,NA,9,73,1,NA,9,1.78,0,0.39,0,0.29,0,48,57058,"93HG_048",11,307,18.064,10.5,-64.67,23.425,23.426,28.038,36.385,28.042,0.5,NA,0.224,TRUE,-7.066
"48",2000-01-11,972,"93HG_050",1,-64.67,10.5,11,10,1,2000,15,15.116,NA,0,186.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.09,0,0.07,0,1.49,0,0.17,0,NA,0,NA,0,0.002417,0,NA,0,NA,0,36.777,0,NA,9,NA,0,24.51,0,24.834,0,NA,9,NA,9,172.66,1,NA,1,NA,1,168.49,1,NA,1,NA,9,NA,9,105,8,105,1,NA,0,0.82,0,0.66,0,50,59542,"93HG_050",1,10,13.945,10.5,-64.67,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,9.96920996838687e+36,0.873,NA,0.812,TRUE,-1.171
"49",2000-02-08,992,"93HG_051",1,-64.67,10.5,8,38,2,2000,15,15.685,NA,0,178.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.53,0,0.22,0,NA,0,0.23,0,NA,0,NA,0,0.002426,0,NA,0,NA,0,36.819,0,NA,9,NA,0,22.917,0,25.332,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,343,8,NA,9,NA,0,1.04,0,0.69,0,51,60644,"93HG_051",2,38,15.042,10.5,-64.67,25.319,25.32,22.97,36.813,22.973,0.686,NA,0.994,TRUE,-0.643000000000001
"50",2000-03-09,1012,"93HG_052",1,-64.67,10.5,9,68,3,2000,15,15.271,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,0.27,0,0.04,0,0.39,0,0.13,0,1.28,0,NA,0,0.002432,0,NA,0,NA,0,36.837,0,NA,9,NA,0,23.352,0,25.236,0,NA,9,NA,9,134.16,1,NA,1,NA,1,130.93,1,NA,1,NA,9,NA,9,NA,9,NA,9,NA,0,0.2,0,0.12,0,52,61808,"93HG_052",3,68,15.076,10.5,-64.67,25.172,25.173,23.506,36.826,23.509,0.578,NA,0.128,TRUE,-0.195
"51",2000-04-11,1033,"93HG_053",1,-64.67,10.5,11,101,4,2000,25,25.915,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.04,0,0.01,0,0.39,0,0.1,0,0.82,0,NA,0,0.002431,0,NA,0,NA,0,36.948,0,NA,9,NA,0,24.049,0,25.104,0,NA,9,NA,9,NA,1,NA,1,10.3,1,NA,1,NA,1,NA,9,NA,9,184,8,NA,9,1.72,0,0.86,0,0.62,0,53,63120,"93HG_053",4,101,25.123,10.5,-64.67,25.136,25.138,23.955,36.955,23.96,0.691,NA,0.744,TRUE,-0.791999999999998
"52",2000-05-11,1050,"93HG_054",3,-64.67,10.5,11,131,5,2000,15,15.094,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.01,0,0.27,0,0.08,0,0.96,0,NA,0,0.002424,0,NA,0,NA,0,36.928,0,NA,9,NA,0,22.12,0,25.652,0,NA,9,NA,9,NA,1,NA,1,10.06,1,NA,1,NA,1,NA,9,NA,9,417,8,NA,9,1.79,0,0.3,0,0.25,0,54,64417,"93HG_054",5,131,12.016,10.5,-64.67,25.464,25.464,22.741,36.916,22.744,0.556,NA,0.362,TRUE,-3.078
"53",2000-06-06,1070,"93HG_055",1,-64.67,10.5,6,157,6,2000,35,34.291,NA,0,173.5,0,NA,9,9.96920996838687e+36,9,NA,9,0.25,0,0.12,0,1.57,0,0.11,0,1.59,0,NA,0,0.00242,0,NA,0,NA,0,NA,9,NA,9,NA,0,22.834,0,25.4784,0,NA,9,NA,9,NA,1,13.08,1,NA,1,NA,1,12.77,1,NA,9,NA,9,79,8,NA,9,1.26,0,0.35,0,0.37,0,55,65743,"93HG_055",6,157,26.089,10.5,-64.67,25.114,25.116,24.109,36.989,24.115,0.539,NA,0.264,TRUE,-8.202
"54",2000-07-07,1087,"93HG_056",1,-64.67,10.5,7,188,7,2000,15,15.401,NA,0,146.4,0,NA,9,9.96920996838687e+36,9,NA,9,0.3,0,0.18,0,NA,0,0.19,0,NA,0,NA,0,0.002441,8,NA,8,NA,8,36.893,0,NA,9,NA,0,21.603,0,25.7718,0,NA,9,NA,9,NA,1,NA,1,NA,1,NA,1,NA,1,NA,9,NA,9,55,8,NA,9,NA,0,1.07,0,0.72,0,56,67044,"93HG_056",7,188,9.927,10.5,-64.67,25.601,25.602,22.289,36.926,22.291,0.703,NA,0.545,TRUE,-5.474
"55",2000-08-09,1108,"93HG_057",1,-64.67,10.5,9,221,8,2000,25,24.686,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.07,0,0,0,0.01,0,0.05,0,0,0,NA,0,0.002441,8,NA,8,NA,8,36.766,0,NA,9,NA,0,26.221,0,24.3106,0,NA,9,NA,9,NA,1,15.8,1,NA,1,NA,1,15.42,1,NA,9,NA,9,176,8,NA,9,1.26,0,0.18,0,0.17,0,57,68365,"93HG_057",8,221,21.125,10.5,-64.67,23.91,23.911,27.331,36.723,27.336,0.476,NA,0.119,TRUE,-3.561
"56",2000-09-12,1126,"93HG_058",1,-64.67,10.5,12,255,9,2000,15,14.301,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.07,0,0,0,0.01,0,0.05,0,0,0,NA,0,0.002415,0,NA,0,NA,0,36.69,0,NA,9,NA,0,25.584,0,24.4411,0,NA,9,NA,9,NA,1,13.93,1,NA,1,NA,1,13.6,1,NA,9,NA,9,35,8,NA,9,NA,0,0.31,0,0.23,0,58,69668,"93HG_058",9,255,11.061,10.5,-64.67,24.118,24.119,26.676,36.721,26.679,0.525,NA,0.221,TRUE,-3.24
"57",2000-10-10,1145,"93HG_059",1,-64.67,10.5,10,283,10,2000,15,14.915,NA,0,192.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.07,0,0,0,0.02,0,0.01,0,0.77,0,NA,0,0.002413,0,NA,0,NA,0,36.64,0,NA,9,NA,0,25.876,0,NA,9,NA,9,NA,9,164.7,1,NA,1,NA,1,160.73,1,NA,1,NA,9,NA,9,76,8,NA,9,0.95,0,0.15,0,0.17,0,59,70983,"93HG_059",10,283,13.116,10.5,-64.67,24.138,24.139,26.513,36.677,26.516,0.499,NA,0.087,TRUE,-1.799
"58",2000-11-03,1165,"93HG_060",3,-64.67,10.5,3,307,11,2000,15,14.444,NA,0,199.4,0,NA,9,9.96920996838687e+36,9,NA,9,0.18,0,0,0,0.01,0,0.03,0,0.12,0,NA,0,0.002379,0,NA,0,NA,0,36.397,0,NA,9,NA,0,26.968,0,NA,9,NA,9,NA,9,NA,1,12.58,1,NA,1,NA,1,12.27,1,NA,9,NA,9,58,8,NA,9,0.24,0,0.16,0,0.15,0,60,72299,"93HG_060",11,307,12.069,10.5,-64.67,23.744,23.745,27.464,36.468,27.256,0.503,NA,0.115,TRUE,-2.375
"59",2000-12-05,1179,"93HG_061",1,-64.67,10.5,5,339,12,2000,35,33.859,NA,0,162.4,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.39,0,NA,0,0.19,0,0.61,0,NA,0,0.002434,0,NA,0,NA,0,36.851,0,NA,9,NA,0,23.71,8,NA,9,NA,9,NA,9,NA,0,NA,0,NA,0,107.83,0,14.82,0,NA,9,NA,9,1524,8,NA,9,0.15,0,0.4,0,0.65,0,61,73624,"93HG_061",12,339,26.15,10.5,-64.67,24.818,24.82,24.61,36.795,24.615,0.75,NA,0.795,TRUE,-7.709
"60",2001-01-11,1198,"93HG_062",1,-64.67,10.5,11,10,1,2001,35,36.529,NA,0,143.5,0,NA,9,9.96920996838687e+36,9,NA,9,0.14,0,0.36,0,NA,0,0.38,0,1.92,0,NA,0,0.002474,8,NA,8,NA,8,36.868,0,NA,9,NA,8,22.195,8,25.636,8,NA,9,NA,9,NA,0,10.2,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.44,0,0.42,0,0.47,0,62,74937,"93HG_062",1,10,29.167,10.5,-64.67,25.341,25.343,23.319,36.98,23.325,0.608,NA,2.824,TRUE,-7.362
"61",2001-02-16,1218,"93HG_063",1,-64.67,10.5,16,46,2,2001,55,54.589,NA,0,116.6,0,NA,9,9.96920996838687e+36,9,NA,9,0.07,0,0.14,0,NA,0,0.62,0,NA,0,NA,0,0.002457,8,NA,8,NA,8,36.74,0,NA,9,NA,0,20.611,0,25.928,0,NA,9,NA,9,NA,0,11.4,0,NA,0,NA,0,11.12,0,NA,9,NA,9,315,8,NA,9,0,0,0.9,0,0.61,0,63,76268,"93HG_063",2,46,45.262,10.5,-64.67,25.834,25.836,21.069,36.785,21.078,0.575,NA,1.595,TRUE,-9.327
"62",2001-03-14,1236,"93HG_064",1,-64.67,10.5,14,72,3,2001,35,35.38,NA,0,109.7,0,NA,9,9.96920996838687e+36,9,NA,9,0.03,0,1.09,0,NA,0,0.59,0,NA,0,NA,0,0.002448,8,NA,8,NA,8,36.774,0,NA,9,NA,0,20.763,0,25.91,0,NA,9,NA,9,NA,0,13.9,0,NA,0,NA,0,13.56,0,NA,9,NA,9,NA,9,NA,9,0.15,0,0.19,0,0.24,0,64,77560,"93HG_064",3,72,26.15,10.5,-64.67,25.872,25.874,20.968,36.798,20.973,0.552,NA,3.132,TRUE,-9.23
"63",2001-04-04,1255,"93HG_065",1,-64.67,10.5,4,93,4,2001,35,33.641,NA,0,163.46,0,NA,9,9.96920996838687e+36,9,NA,9,0.17,0,0.2,0,NA,0,0.21,0,1.05,0,NA,0,0.002452,8,NA,8,NA,8,NA,9,NA,9,NA,0,21.836,0,25.6365,0,NA,9,NA,9,126.72,0,NA,0,NA,0,123.67,0,19.93,0,NA,9,NA,9,NA,9,NA,9,0.36,0,0.89,0,1.15,0,65,78877,"93HG_065",4,93,32.185,10.5,-64.67,25.286,25.288,23.463,36.964,23.47,0.497,NA,1.158,TRUE,-1.456
"64",2001-05-05,1273,"93HG_066",3,-64.67,10.5,5,124,5,2001,25,25.349,NA,0,190.35,0,NA,9,9.96920996838687e+36,9,NA,9,0.01,0,0,0,0.01,0,0.03,0,0.29,0,NA,0,NA,9,NA,9,NA,9,36.98,0,NA,9,NA,0,23.889,0,25.2,0,NA,9,NA,9,119.21,0,18.89,0,NA,0,116.33,0,18.44,0,NA,9,NA,9,NA,9,NA,9,1.95,0,0.57,0,0.74,0,66,79869,"93HG_066",5,124,23.132,10.5,-64.67,25.116,25.118,24.224,37.035,24.229,0.585,NA,0.238,TRUE,-2.217
"65",2001-06-12,1294,"93HG_067",1,-64.67,10.5,12,162,6,2001,35,35.923,NA,0,143.41,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0.98,0,NA,0,0.33,0,1.48,0,NA,9,NA,9,NA,9,NA,9,36.939,0,NA,9,NA,0,22.973,0,25.503,0,NA,9,NA,9,NA,0,13.53,0,NA,0,NA,0,13.21,0,NA,9,NA,9,NA,9,NA,9,0.15,0,0.26,0,0.27,0,67,81187,"93HG_067",6,162,30.173,10.5,-64.67,25.142,25.144,24.035,36.995,24.042,0.467,NA,0.337,TRUE,-5.75
"66",2001-07-10,1311,"93HG_068",1,-64.67,10.5,10,190,7,2001,15,15.051,NA,0,186.78,0,NA,9,9.96920996838687e+36,9,NA,9,0.12,0,0,0,0.02,0,0.05,0,1.39,0,NA,9,NA,9,NA,9,NA,9,36.932,0,NA,9,NA,0,22.997,0,25.441,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.39,0,0.28,0,68,82479,"93HG_068",7,190,12.069,10.5,-64.67,25.056,25.057,24.282,36.978,24.284,0.517,NA,0.281,TRUE,-2.982
"67",2001-08-07,1331,"93HG_069",1,-64.67,10.5,7,218,8,2001,25,25.246,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0.02,0,0,0,0.08,0,0.44,0,NA,9,NA,9,NA,9,NA,9,36.505,0,NA,9,NA,0,26.215,0,24.11,0,NA,9,NA,9,NA,0,10.73,0,10.24,0,NA,0,10.48,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.16,0,0.18,0,69,83796,"93HG_069",8,218,20.115,10.5,-64.67,23.821,23.823,27.244,36.568,27.249,0.351,NA,0.095,TRUE,-5.131
"68",2001-09-12,1350,"93HG_070",1,-64.67,10.5,12,254,9,2001,25,25.699,NA,0,198.07,0,NA,9,9.96920996838687e+36,9,NA,9,0.17,0,0,0,0.01,0,0.09,0,0,0,NA,9,NA,9,NA,9,NA,9,36.863,0,NA,9,NA,0,24.415,0,24.956,0,NA,9,NA,9,127.48,0,NA,0,18.02,0,124.4,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.19,0,0.17,0,70,85105,"93HG_070",9,254,18.104,10.5,-64.67,24.378,24.379,26.057,36.804,26.061,0.357,NA,0.127,TRUE,-7.595
"69",2001-10-09,1368,"93HG_071",1,-64.67,10.5,9,281,10,2001,15,15.539,NA,0,194.15,0,NA,9,9.96920996838687e+36,9,NA,9,0.02,0,0,0,0.01,0,0.05,0,0,0,NA,9,NA,9,NA,9,NA,9,36.767,0,NA,9,NA,0,25.153,0,24.7,0,NA,9,NA,9,134.99,0,16.78,0,NA,0,131.74,0,16.38,0,NA,9,NA,9,NA,9,NA,9,1.93,0,0.19,0,0.12,0,71,86411,"93HG_071",10,281,15.086,10.5,-64.67,24.569,24.57,25.49,36.822,25.493,0.484,NA,0.144,TRUE,-0.452999999999999
"70",2001-11-06,1388,"93HG_072",1,-64.67,10.5,6,309,11,2001,25,25.802,NA,0,196.5,0,NA,9,9.96920996838687e+36,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,36.653,0,NA,9,NA,0,25.929,0,24.332,0,NA,9,NA,9,131.89,0,10.95,0,14.04,0,128.71,0,10.69,0,NA,9,NA,9,NA,9,NA,9,1.03,0,0.12,0,0.19,0,72,87726,"93HG_072",11,309,21.121,10.5,-64.67,23.922,23.924,27.114,36.646,27.119,0.469,NA,0.118,TRUE,-4.681
"71",2001-12-11,1407,"93HG_073",1,-64.67,10.5,11,344,12,2001,25,24.73,NA,0,187.08,0,NA,9,9.96920996838687e+36,9,NA,9,0.04,0,0,0,0.09,0,0.09,0,1.54,0,NA,9,NA,9,NA,9,NA,9,36.684,0,NA,9,NA,0,25.825,0,24.363,0,NA,9,NA,9,154.37,0,16.63,0,10.83,0,150.65,0,16.23,0,NA,9,NA,9,NA,9,NA,9,0.92,0,0.19,0,0.22,0,73,89033,"93HG_073",12,344,18.103,10.5,-64.67,24.153,24.154,26.55,36.715,26.554,0.439,NA,0.11,TRUE,-6.627
"72",2002-02-14,1447,"93HG_075",1,-64.67,10.5,14,44,2,2002,55,56.146,NA,4,NA,4,3.11,1,1.04,1,5.18,1,0.85,0,0.26,0,NA,0,0.33,0,NA,0,NA,9,NA,9,NA,9,NA,9,36.84,0,NA,9,NA,0,21.902,0,25.647,0,NA,9,NA,9,109.24,0,18.22,0,NA,0,106.61,0,17.78,0,NA,9,NA,9,NA,9,NA,9,0,0,0.84,0,1.22,0,75,91710,"93HG_075",2,44,46.268,10.5,-64.67,25.578,25.581,22.177,36.859,22.186,NA,NA,NA,TRUE,-9.878
"73",2002-03-12,1464,"93HG_076",1,-64.67,10.5,12,70,3,2002,25,24.927,NA,0,115.36,0,4.69,1,2.26,4,8.25,1,1.43,0,0.88,0,NA,0,0.46,0,NA,0,NA,9,0.002393,0,NA,9,NA,9,36.814,0,NA,9,NA,0,21.657,0,25.701,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.23,0,0.89,0,0.85,0,76,92995,"93HG_076",3,70,20.115,10.5,-64.67,25.503,25.504,22.402,36.843,22.406,NA,NA,NA,TRUE,-4.812
"74",2002-04-02,1482,"93HG_077",1,-64.67,10.5,2,91,4,2002,15,15.489,NA,0,NA,0,2.06,1,0.03,1,1.35,1,0.27,0,0.02,0,0.06,0,0.05,0,1.07,0,NA,9,0.002416,0,NA,9,NA,9,36.944,0,NA,9,NA,0,23.411,0,25.288,0,NA,9,NA,9,NA,0,NA,9,NA,9,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.55,0,0.47,0,77,94298,"93HG_077",4,91,13.074,10.5,-64.67,25.179,25.18,23.807,36.953,23.81,NA,NA,NA,TRUE,-2.415
