1460,0.1506,4.293,0.03508,0.04009
1461,0.1493,4.343,0.03414,0.03961
1462,0.1481,4.392,0.03322,0.03915
1463,0.147,4.44,0.03235,0.03871
1464,0.146,4.488,0.0315,0.0383
1465,0.145,4.535,0.03068,0.0379
1466,0.144,4.582,0.02989,0.03752
1467,0.1431,4.628,0.02913,0.03715
1468,0.1423,4.673,0.02839,0.0368
1469,0.1415,4.718,0.02768,0.03647
1470,0.1408,4.762,0.027,0.03616
1471,0.1401,4.806,0.02634,0.03586
1472,0.1395,4.85,0.0257,0.03557
1473,0.1389,4.893,0.02508,0.0353
1474,0.1383,4.936,0.02448,0.03505
1475,0.1378,4.978,0.02391,0.03481
1476,0.1343,5.093,0.02282,0.0338
1477,0.131,5.206,0.0218,0.03287
1478,0.1279,5.317,0.02084,0.03201
1479,0.1251,5.425,0.01994,0.03121
1480,0.1224,5.532,0.01909,0.03046
1481,0.1199,5.637,0.01828,0.02976
1482,0.1175,5.74,0.01753,0.02911
1483,0.1153,5.842,0.01681,0.02849
1484,0.1132,5.942,0.01613,0.02791
1485,0.1112,6.041,0.01549,0.02737
1486,0.1094,6.14,0.01488,0.02686
1487,0.1076,6.237,0.0143,0.02637
1488,0.1059,6.333,0.01375,0.02591
1489,0.1044,6.428,0.01323,0.02548
1490,0.1029,6.522,0.01274,0.02507
1491,0.1014,6.615,0.01226,0.02468
1492,0.1001,6.708,0.01182,0.02431
1493,0.0988,6.8,0.01139,0.02395
1494,0.09758,6.891,0.01098,0.02362
1495,0.09642,6.982,0.01059,0.0233
1496,0.09531,7.072,0.01022,0.02299
1497,0.09426,7.162,0.009862,0.0227
1498,0.09326,7.251,0.009523,0.02243
1499,0.09231,7.34,0.009198,0.02216
1500,0.0914,7.428,0.008887,0.02191
1501,0.09053,7.516,0.008589,0.02167
1502,0.08971,7.604,0.008304,0.02144
1503,0.08892,7.691,0.008031,0.02122
1504,0.08818,7.777,0.007769,0.02101
1505,0.08746,7.864,0.007518,0.02081
1506,0.08754,7.907,0.00734,0.0208
1507,0.08819,7.918,0.007212,0.02092
1508,0.08886,7.93,0.007088,0.02104
1509,0.08956,7.942,0.006967,0.02116
1510,0.09029,7.954,0.006849,0.02129
1511,0.09105,7.965,0.006734,0.02141
1512,0.09184,7.977,0.006622,0.02155
1513,0.09266,7.989,0.006514,0.02168
1514,0.09351,8,0.006408,0.02183
1515,0.09439,8.012,0.006306,0.02197
1516,0.0953,8.023,0.006206,0.02213
1517,0.09624,8.034,0.006109,0.02228
1518,0.09722,8.046,0.006015,0.02245
1519,0.09822,8.057,0.005923,0.02262
1520,0.09926,8.068,0.005835,0.02279
1521,0.1003,8.08,0.005749,0.02298
1522,0.1014,8.091,0.005665,0.02317
1523,0.1026,8.102,0.005585,0.02336
1524,0.1038,8.113,0.005506,0.02357
1525,0.105,8.124,0.005431,0.02378
1526,0.1062,8.135,0.005358,0.02401
1527,0.1075,8.146,0.005287,0.02424
1528,0.1088,8.157,0.005219,0.02447
1529,0.1102,8.167,0.005153,0.02472
1530,0.1115,8.178,0.00509,0.02498
1531,0.113,8.189,0.005029,0.02525
1532,0.1144,8.199,0.00497,0.02552
1533,0.1159,8.21,0.004914,0.02581
1534,0.1175,8.22,0.00486,0.0261
1535,0.119,8.231,0.004808,0.02641
1536,0.1209,8.229,0.00477,0.02679
1537,0.1229,8.228,0.004734,0.02717
1538,0.1249,8.226,0.0047,0.02757
1539,0.1271,8.225,0.004669,0.02798
1540,0.1293,8.223,0.00464,0.02841
1541,0.1317,8.221,0.004615,0.02885
1542,0.1342,8.219,0.004592,0.0293
1543,0.1369,8.216,0.004572,0.02978
