Cruise,Leg,Day,Month,Year,Depth_target,Depth_real,O2_ml_L,O2_umol_kg,SiOH4_Cumana,  PO4_Cumana,NO3_Cumana,NH4 ,NO2 ,NO3NO2 ,PO4,SiOH4,pH,Alkalinity,TCO2,fCO2,Salinity_bott,Salinity_bottcorr,Salinity_ctd,Temp_ctd,Sigma-t_ctd,TPP,PIP,POC,PN,C/N part.,POC,PN,DON_USF,DOP_USF,DOC,TOC,PriPro,Chl,Phaeo,,
038,1,12,01,1999,1310,1309.2,-9999,-9999,-9999,-9999,-9999,22.04,0.01,0.00,3.72,83.33,7.5862,0.002471,2368.6,1062.8,36.236,-9999,36.225,17.166,26.4044,-9999,-9999,30.17,2.34,15.05,29.45,2.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
039,1,10,02,1999,1,1.6,4.71,205.10,-9999,-9999,-9999,0.33,0.14,1.67,0.21,0.44,8.0223,0.002415,2104.0,396.8,36.852,-9999,36.843,22.561,25.4590,-9999,-9999,247.27,34.60,8.34,241.31,33.77,-9999,-9999,104,-9999,23.55,3.84,1.54,,
039,1,10,02,1999,7,6.7,4.68,203.71,-9999,-9999,-9999,0.32,0.15,1.91,0.23,0.79,8.0250,0.002397,2086.6,385.5,36.843,-9999,36.852,22.224,25.5620,-9999,-9999,244.66,37.02,7.71,238.76,36.13,-9999,-9999,196,-9999,20.65,2.89,2.61,,
039,1,10,02,1999,15,13.9,4.32,188.18,-9999,-9999,-9999,0.47,0.14,2.64,0.26,0.91,8.0068,0.002418,2116.3,408.0,36.841,-9999,36.843,22.130,25.5820,-9999,-9999,199.18,39.07,5.95,194.38,38.12,-9999,-9999,95,-9999,10.03,3.37,1.55,,
039,1,10,02,1999,25,24.2,4.22,183.85,-9999,-9999,-9999,0.37,0.13,2.98,0.24,1.29,8.0073,0.002415,2113.4,405.3,36.861,-9999,36.833,22.030,25.6030,-9999,-9999,198.86,28.66,8.10,194.06,27.97,-9999,-9999,297,-9999,1.77,3.89,2.14,,
039,1,10,02,1999,35,34.4,4.17,181.50,-9999,-9999,-9999,0.30,0.11,3.11,0.53,0.84,8.0032,0.002418,2118.2,409.7,36.827,-9999,36.827,21.979,25.6130,-9999,-9999,194.54,32.19,7.05,189.85,31.41,-9999,-9999,-9999,-9999,0.36,1.94,1.16,,
039,1,10,02,1999,55,55.0,3.03,132.01,-9999,-9999,-9999,0.12,0.19,7.30,0.48,3.11,7.9420,0.002414,2150.3,475.8,36.835,-9999,36.835,21.487,25.7570,-9999,-9999,79.74,13.12,7.09,77.81,12.80,-9999,-9999,-9999,-9999,0.20,0.35,0.46,,
039,1,10,02,1999,75,75.7,2.72,118.36,-9999,-9999,-9999,0.00,0.05,9.81,0.72,5.03,7.8969,0.002380,2143.8,497.9,36.679,-9999,36.683,19.882,26.0780,-9999,-9999,47.94,3.36,16.64,46.78,3.28,-9999,-9999,-9999,-9999,0.13,0.19,0.29,,
039,1,10,02,1999,100,99.1,2.82,122.72,-9999,-9999,-9999,0.00,0.04,9.71,0.69,5.46,7.8922,0.002394,2160.0,496.7,36.626,-9999,36.623,19.343,26.1730,-9999,-9999,36.06,6.24,6.74,35.19,6.09,-9999,-9999,127,-9999,0.00,0.11,0.21,,
039,1,10,02,1999,130,131.1,1.96,85.49,-9999,-9999,-9999,0.00,0.02,10.71,1.54,19.49,7.8217,0.002387,2188.3,584.7,36.542,-9999,36.535,18.710,26.4060,-9999,-9999,44.86,6.06,8.64,43.78,5.91,-9999,-9999,507,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,160,161.0,0.92,39.93,-9999,-9999,-9999,0.00,0.02,10.69,1.61,20.31,7.7329,0.002397,2239.1,729.1,36.464,-9999,36.461,18.173,26.3480,-9999,-9999,42.08,3.92,12.53,41.07,3.82,-9999,-9999,301,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,200,201.2,0.29,12.53,-9999,-9999,-9999,0.00,0.01,8.19,1.93,28.03,7.6779,0.002395,2260.0,833.7,36.416,-9999,36.416,17.915,26.3780,-9999,-9999,39.53,4.01,11.50,38.58,3.92,-9999,-9999,71,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,225,223.8,0.07,2.93,-9999,-9999,-9999,0.00,0.01,5.17,2.10,33.23,7.6591,0.002394,2266.8,872.3,36.394,-9999,36.395,17.810,26.3880,-9999,-9999,109.86,9.87,12.99,107.22,9.63,-9999,-9999,221,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,250,248.7,0.05,2.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.6534,0.002409,2283.9,888.4,36.380,-9999,36.381,17.730,26.7420,-9999,-9999,50.10,6.15,9.50,48.89,6.00,-9999,-9999,1163,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,300,298.8,0.03,1.13,-9999,-9999,-9999,1.12,0.00,0.04,2.61,40.74,7.6555,0.002408,2281.6,878.8,36.360,-9999,36.357,17.611,26.4080,-9999,-9999,35.51,3.64,11.38,34.65,3.55,-9999,-9999,63,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,350,358.1,0.00,0.00,-9999,-9999,-9999,6.10,0.03,0.04,2.71,49.09,7.6519,0.002420,2294.9,887.2,36.326,-9999,36.332,17.484,26.4200,-9999,-9999,46.35,-0.67,-80.33,45.24,-0.66,-9999,-9999,190,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,400,411.8,0.00,0.00,-9999,-9999,-9999,8.92,0.02,0.00,2.86,54.32,7.6456,0.002433,2309.4,903.9,36.313,-9999,36.315,17.403,26.4270,-9999,-9999,40.74,-2.05,-23.18,39.76,-2.00,-9999,-9999,184,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,500,506.7,-9999,-9999,-9999,-9999,-9999,14.25,0.00,0.00,3.16,65.56,7.6296,0.002442,2324.2,940.9,36.279,-9999,36.282,17.256,26.4370,-9999,-9999,28.28,-2.42,-13.65,27.60,-2.36,-9999,-9999,757,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,750,753.3,-9999,-9999,-9999,-9999,-9999,19.86,0.00,0.00,3.50,77.96,7.6087,0.002456,2346.0,994.2,36.243,-9999,36.242,17.120,26.4390,-9999,-9999,31.35,-0.67,-54.32,30.59,-0.66,-9999,-9999,632,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,1000,998.9,-9999,-9999,-9999,-9999,-9999,21.73,0.00,0.00,3.59,78.08,7.6043,0.002478,2368.9,1015.2,36.233,-9999,36.231,17.125,26.4290,-9999,-9999,37.09,-5.72,-7.56,36.20,-5.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
039,1,10,02,1999,1310,1310.0,-9999,-9999,-9999,-9999,-9999,21.64,0.01,0.00,3.69,84.24,7.5953,0.002491,2385.0,1046.1,36.227,-9999,36.226,17.164,26.4160,-9999,-9999,38.92,1.25,36.19,37.98,1.22,-9999,-9999,615,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
040,1,04,03,1999,1,1.2,4.71,205.12,-9999,-9999,-9999,0.00,0.02,0.10,0.07,0.93,8.0650,0.002419,2080.9,383.5,36.890,-9999,36.885,24.899,24.7978,-9999,-9999,101.92,13.13,9.05,99.46,12.82,-9999,-9999,109,-9999,2.87,0.58,0.43,,
040,1,04,03,1999,7,8.0,4.66,202.92,-9999,-9999,-9999,0.00,0.01,0.10,0.07,0.46,8.0649,0.002424,2085.1,378.8,36.904,-9999,36.887,24.343,24.9679,-9999,-9999,162.61,29.96,6.33,158.69,29.24,-9999,-9999,237,-9999,4.58,0.44,0.38,,
040,1,04,03,1999,15,16.2,4.31,187.69,-9999,-9999,-9999,0.05,0.07,0.17,0.11,0.78,8.0454,0.002426,2099.6,380.1,36.916,-9999,36.897,23.009,25.3703,-9999,-9999,565.43,85.82,7.69,551.81,83.75,-9999,-9999,148,-9999,3.53,0.44,0.41,,
040,1,04,03,1999,25,26.1,3.56,154.91,-9999,-9999,-9999,0.00,0.36,1.86,0.20,0.98,7.9858,0.002411,2122.8,430.7,36.873,-9999,36.867,22.082,25.6144,-9999,-9999,119.27,20.90,6.66,116.39,20.40,-9999,-9999,122,-9999,1.49,0.67,0.76,,
040,1,04,03,1999,35,34.9,3.25,141.42,-9999,-9999,-9999,0.00,0.67,4.58,0.29,2.37,7.9676,0.002416,2138.2,447.0,36.861,-9999,36.843,21.682,25.7088,-9999,-9999,105.81,18.29,6.75,103.26,17.85,-9999,-9999,143,-9999,0.71,0.70,0.81,,
040,1,04,03,1999,55,55.1,2.79,121.51,-9999,-9999,-9999,0.00,0.93,7.73,0.49,2.28,7.9289,0.002404,2149.1,481.6,36.810,-9999,36.805,20.991,25.8714,-9999,-9999,76.69,10.17,8.80,74.84,9.93,-9999,-9999,176,-9999,0.04,0.33,0.44,,
040,1,04,03,1999,75,76.0,2.27,98.69,-9999,-9999,-9999,0.00,0.06,10.50,0.61,6.00,7.8781,0.002402,2173.9,542.5,36.764,-9999,36.758,20.507,25.9677,-9999,-9999,63.30,10.64,6.94,61.77,10.38,-9999,-9999,141,-9999,0.00,0.09,0.15,,
040,1,04,03,1999,100,101.0,3.06,133.37,-9999,-9999,-9999,0.13,0.07,8.49,0.51,2.68,7.9348,0.002403,2145.0,458.7,-9999,-9999,36.739,20.189,26.0382,-9999,-9999,64.61,14.43,5.22,63.05,14.08,-9999,-9999,132,-9999,0.31,0.05,0.11,,
040,1,04,03,1999,130,131.0,2.94,128.12,-9999,-9999,-9999,0.01,0.03,9.41,0.62,4.08,7.9080,0.002399,2156.1,477.1,36.634,-9999,36.628,19.371,26.1703,-9999,-9999,34.10,10.45,3.81,33.28,10.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,160,160.2,2.02,87.94,-9999,-9999,-9999,0.13,0.03,11.26,0.87,10.91,7.8308,0.002392,2189.8,571.1,36.533,-9999,36.529,18.666,26.2762,-9999,-9999,41.76,2.87,16.99,40.75,2.80,-9999,-9999,132,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,200,200.3,0.90,39.03,-9999,-9999,-9999,0.00,0.03,11.10,1.56,20.35,7.7296,0.002401,2244.2,735.5,36.453,-9999,36.450,18.128,26.3511,-9999,-9999,41.07,5.73,8.36,40.08,5.60,-9999,-9999,233,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,250,250.2,0.21,9.09,-9999,-9999,-9999,0.12,0.02,5.53,1.73,33.22,7.6615,0.002407,2278.7,871.7,36.398,-9999,36.392,17.810,26.3856,-9999,-9999,38.97,5.60,8.12,38.03,5.46,-9999,-9999,172,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,300,300.5,0.06,2.64,-9999,-9999,-9999,0.00,0.01,0.56,2.17,38.64,7.6560,0.002384,2258.4,872.6,36.377,-9999,36.374,17.720,26.3939,-9999,-9999,34.62,2.13,18.99,33.79,2.08,-9999,-9999,188,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,320,321.2,0.10,4.38,-9999,-9999,-9999,0.13,0.01,0.12,1.73,39.09,7.6570,0.002412,2285.3,879.1,-9999,-9999,36.364,17.669,26.3990,-9999,-9999,37.15,9.90,4.38,36.25,9.66,-9999,-9999,143,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,350,351.4,0.00,0.00,-9999,-9999,-9999,4.29,0.00,0.09,2.55,47.60,7.6536,0.002414,2287.7,882.5,36.338,-9999,36.338,17.526,26.4141,-9999,-9999,62.68,10.17,7.19,61.17,9.93,-9999,-9999,107,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,400,401.7,0.00,0.00,-9999,-9999,-9999,7.52,0.00,0.07,2.74,53.24,7.6477,0.002421,2296.9,895.8,36.319,-9999,36.319,17.440,26.4206,-9999,-9999,91.65,12.76,8.38,89.44,12.45,-9999,-9999,201,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,500,502.1,-9999,-9999,-9999,-9999,-9999,12.51,0.00,0.05,3.03,64.28,7.6355,0.002436,2315.9,925.2,36.298,-9999,36.285,17.289,26.4317,-9999,-9999,126.44,15.91,9.27,123.40,15.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,750,751.9,-9999,-9999,-9999,-9999,-9999,18.65,0.00,0.04,3.47,79.34,7.6113,0.002401,2290.9,965.1,36.270,-9999,36.243,17.127,26.4381,-9999,-9999,81.11,7.68,12.33,79.15,7.49,-9999,-9999,123,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,1000,1001.9,-9999,-9999,-9999,-9999,-9999,20.71,0.00,0.04,3.56,84.26,7.6023,0.002458,2350.4,1012.2,36.239,-9999,36.234,17.126,26.4312,-9999,-9999,72.33,9.16,9.22,70.59,8.93,-9999,-9999,193,-9999,-9999,-9999,-9999,,
040,1,04,03,1999,1310,1309.0,-9999,-9999,-9999,-9999,-9999,22.71,0.00,0.03,3.72,87.46,7.5969,0.002479,2372.6,1037.0,36.229,-9999,36.231,17.169,26.4191,-9999,-9999,90.83,5.64,18.78,88.64,5.51,-9999,-9999,149,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
041,1,07,04,1999,1,2.0,4.64,202.28,-9999,-9999,-9999,0.00,0.02,0.10,0.03,0.00,8.0799,0.002410,2062.6,383.0,36.927,-9999,36.922,25.847,24.5320,-9999,-9999,70.90,14.15,5.85,69.19,13.81,-9999,-9999,95,-9999,0.34,0.13,0.07,,
041,1,07,04,1999,7,7.4,4.65,202.48,-9999,-9999,-9999,0.02,0.01,0.13,0.03,0.00,8.0820,0.002413,2064.3,378.5,36.923,-9999,36.926,25.671,24.5900,-9999,-9999,99.90,25.43,4.58,97.50,24.82,-9999,-9999,105,-9999,0.72,0.18,0.12,,
041,1,07,04,1999,15,16.1,4.64,202.38,-9999,-9999,-9999,0.00,0.01,0.12,0.06,0.00,8.0814,0.002411,2062.8,377.9,36.925,-9999,36.924,25.613,24.6070,-9999,-9999,120.27,30.61,4.58,117.37,29.87,-9999,-9999,95,-9999,0.84,0.16,0.09,,
041,1,07,04,1999,25,25.7,4.56,198.80,-9999,-9999,-9999,0.00,0.01,0.16,0.00,0.00,8.0352,0.002420,2100.4,404.1,36.917,-9999,36.962,23.877,25.1640,-9999,-9999,99.64,20.81,5.59,97.24,20.31,-9999,-9999,101,-9999,0.73,0.34,0.28,,
041,1,07,04,1999,35,35.5,4.16,181.37,-9999,-9999,-9999,0.00,0.03,0.05,0.03,0.00,8.0310,0.002411,2095.3,391.0,36.899,-9999,36.917,22.847,25.4330,-9999,-9999,125.25,20.98,6.96,122.23,20.48,-9999,-9999,140,-9999,0.93,1.01,0.76,,
041,1,07,04,1999,55,55.5,3.15,137.07,-9999,-9999,-9999,0.01,0.15,6.60,0.40,3.18,7.9496,0.002390,2123.6,460.2,36.856,-9999,36.847,21.450,25.7760,-9999,-9999,76.66,5.23,17.12,74.82,5.10,-9999,-9999,95,-9999,0.06,0.61,0.44,,
041,1,07,04,1999,75,75.8,3.12,136.01,-9999,-9999,-9999,0.02,0.10,7.30,0.45,3.28,7.9417,0.002405,2142.9,465.6,36.810,-9999,36.804,21.021,25.8620,-9999,-9999,50.28,11.88,4.94,49.07,11.60,-9999,-9999,95,-9999,0.00,0.16,0.12,,
041,1,07,04,1999,100,101.7,3.02,131.55,-9999,-9999,-9999,0.13,0.09,8.36,0.40,2.48,7.9290,0.002401,2146.2,474.4,36.765,-9999,36.759,20.653,25.9290,-9999,-9999,36.40,9.94,4.27,35.52,9.70,-9999,-9999,88,-9999,0.02,0.09,0.09,,
041,1,07,04,1999,130,130.3,2.76,120.07,-9999,-9999,-9999,0.00,0.04,9.81,0.59,4.45,7.8959,0.002397,2160.7,500.4,36.681,-9999,36.683,19.748,26.1130,-9999,-9999,32.64,4.30,8.85,31.85,4.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,160,160.4,1.66,72.18,-9999,-9999,-9999,0.00,0.03,11.71,1.12,12.40,7.7886,0.002396,2212.9,636.4,36.512,-9999,36.516,18.503,26.3070,-9999,-9999,38.69,9.57,4.72,37.76,9.34,-9999,-9999,108,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,200,200.7,0.58,25.11,-9999,-9999,-9999,0.00,0.02,10.11,1.67,23.24,7.6994,0.002393,2249.7,790.1,36.431,-9999,36.431,17.996,26.3670,-9999,-9999,43.37,5.96,8.48,42.33,5.82,-9999,-9999,116,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,250,251.1,0.08,3.38,-9999,-9999,-9999,0.00,0.02,4.75,2.07,33.89,7.6504,0.002408,2283.7,895.9,36.387,-9999,36.388,17.763,26.3940,-9999,-9999,52.47,16.41,3.73,51.21,16.02,-9999,-9999,140,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,300,299.9,0.04,1.88,-9999,-9999,-9999,0.26,0.00,0.10,2.30,39.19,7.6500,0.002412,2287.7,894.9,36.368,-9999,36.366,17.656,26.4040,-9999,-9999,76.30,9.76,9.12,74.46,9.52,-9999,-9999,90,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,320,320.4,0.03,1.09,-9999,-9999,-9999,1.37,0.01,0.13,2.69,41.13,7.6494,0.002425,2300.6,899.5,36.355,-9999,36.355,17.609,26.4070,-9999,-9999,53.98,6.15,10.24,52.68,6.00,-9999,-9999,77,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,350,350.1,0.00,0.00,-9999,-9999,-9999,3.12,0.02,0.10,2.66,44.63,7.6483,0.002414,2290.5,896.2,36.345,-9999,36.346,17.558,26.4130,-9999,-9999,40.69,16.69,2.84,39.71,16.29,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,400,400.5,0.00,0.00,-9999,-9999,-9999,6.04,0.01,0.08,2.76,50.22,7.6427,0.002428,2305.9,912.2,36.330,-9999,36.331,17.490,26.4180,-9999,-9999,45.47,7.35,7.22,44.37,7.17,-9999,-9999,90,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,500,500.6,-9999,-9999,-9999,-9999,-9999,11.88,0.00,0.10,3.10,63.70,7.6261,0.002404,2288.9,935.7,36.288,-9999,36.288,17.291,26.4330,-9999,-9999,63.80,16.69,4.46,62.26,16.29,-9999,-9999,77,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,750,749.6,-9999,-9999,-9999,-9999,-9999,17.19,0.00,0.09,3.46,75.17,7.6073,0.002452,2342.4,996.5,36.246,-9999,36.245,17.131,26.4390,-9999,-9999,48.31,10.79,5.22,47.14,10.53,-9999,-9999,151,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,1000,1000.2,-9999,-9999,-9999,-9999,-9999,19.40,0.00,0.07,3.55,80.38,7.6014,0.002424,2317.5,1000.3,36.234,-9999,36.233,17.132,26.4290,-9999,-9999,45.89,12.44,4.30,44.79,12.14,-9999,-9999,61,-9999,-9999,-9999,-9999,,
041,1,07,04,1999,1310,1310.4,-9999,-9999,-9999,-9999,-9999,21.21,0.00,0.05,3.70,85.00,7.5864,0.002495,2392.4,1072.9,36.228,-9999,36.229,17.170,26.4170,-9999,-9999,44.81,5.69,9.19,43.73,5.55,-9999,-9999,95,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
042,2,06,05,1999,1,2.5,4.47,195.07,-9999,-9999,-9999,0.00,0.02,0.03,0.03,0.17,8.0575,0.002420,2086.8,419.3,36.876,-9999,36.865,26.390,24.3180,-9999,-9999,99.68,9.94,11.70,97.27,9.70,-9999,-9999,-9999,-9999,1.82,0.19,0.14,,
042,2,06,05,1999,7,8.0,4.47,195.04,-9999,-9999,-9999,0.00,0.00,0.01,0.03,0.00,8.0586,0.002414,2080.7,400.7,36.863,-9999,36.877,25.391,24.6400,-9999,-9999,141.71,7.72,21.41,138.29,7.54,-9999,-9999,115,-9999,2.88,0.19,0.12,,
042,2,06,05,1999,15,15.4,4.49,195.67,-9999,-9999,-9999,0.00,0.00,0.03,0.03,0.51,8.0598,0.002421,2086.0,398.2,36.865,-9999,36.867,25.250,24.6760,-9999,-9999,130.51,8.09,18.82,127.37,7.90,-9999,-9999,107,-9999,2.97,0.17,0.14,,
042,2,06,05,1999,25,24.9,4.78,208.21,-9999,-9999,-9999,0.00,0.00,0.05,0.03,0.00,8.0735,0.002425,2080.2,363.6,36.963,-9999,36.985,23.930,25.1660,-9999,-9999,193.23,18.08,12.47,188.57,17.64,-9999,-9999,173,-9999,1.84,0.25,0.23,,
042,2,06,05,1999,35,36.0,3.68,160.10,-9999,-9999,-9999,0.00,0.24,2.62,0.16,0.34,7.9991,0.002418,2120.9,424.9,36.963,-9999,36.988,22.608,25.5560,-9999,-9999,209.14,46.19,5.28,204.10,45.08,-9999,-9999,92,-9999,1.91,1.17,1.24,,
042,2,06,05,1999,55,55.7,3.35,145.89,-9999,-9999,-9999,0.00,0.28,5.14,0.30,1.94,7.9677,0.002417,2137.7,455.7,36.943,-9999,36.947,22.176,25.6480,-9999,-9999,76.22,15.33,5.80,74.38,14.96,-9999,-9999,156,-9999,0.19,0.42,0.35,,
042,2,06,05,1999,75,79.7,3.34,145.61,-9999,-9999,-9999,0.00,0.29,5.28,0.31,2.13,7.9671,0.002418,2139.4,455.8,36.938,-9999,36.931,22.130,25.6490,-9999,-9999,118.81,10.89,12.73,115.95,10.63,-9999,-9999,103,-9999,0.05,0.35,0.31,,
042,2,06,05,1999,100,101.2,3.23,140.55,-9999,-9999,-9999,0.00,0.19,6.25,0.39,2.61,7.9556,0.002419,2147.2,458.8,36.891,-9999,36.890,21.477,25.8020,-9999,-9999,68.63,6.08,13.17,66.97,5.93,-9999,-9999,140,-9999,0.01,0.37,0.32,,
042,2,06,05,1999,130,130.3,2.51,109.37,-9999,-9999,-9999,0.12,0.03,9.96,0.76,6.49,7.8759,0.002395,2169.1,530.8,36.683,-9999,36.682,19.879,26.0780,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,106,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,160,159.8,1.77,76.96,-9999,-9999,-9999,0.00,0.02,11.83,1.13,11.75,7.7925,0.002384,2199.7,626.8,36.514,-9999,36.514,18.507,26.3050,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,148,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,200,200.1,0.75,32.45,-9999,-9999,-9999,0.07,0.02,10.02,1.64,22.16,7.7078,0.002399,2251.9,774.7,36.431,-9999,36.433,18.004,26.3690,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,113,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,250,250.5,0.05,2.10,-9999,-9999,-9999,0.00,0.21,3.01,2.04,35.55,7.6444,0.002413,2291.5,911.3,36.383,-9999,36.380,17.730,26.3960,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,115,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,290,290.9,0.04,1.95,-9999,-9999,-9999,0.14,0.01,0.04,1.53,38.53,7.6501,0.002417,2293.6,895.9,36.361,-9999,36.362,17.633,26.4060,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,72,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,300,301.0,0.05,1.98,-9999,-9999,-9999,1.11,0.01,0.00,2.78,40.57,7.6473,0.002400,2276.8,894.8,36.362,-9999,36.358,17.612,26.4090,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,350,352.4,0.00,0.00,-9999,-9999,-9999,3.90,0.01,0.00,2.71,46.06,7.6411,0.002427,2305.9,917.2,36.340,-9999,36.342,17.534,26.4150,-9999,-9999,115.90,13.94,9.70,113.10,13.61,-9999,-9999,165,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,400,402.0,-9999,-9999,-9999,-9999,-9999,6.85,0.01,0.00,2.77,51.12,7.6401,0.002430,2309.1,917.9,36.319,-9999,36.324,17.448,26.4230,-9999,-9999,89.02,7.19,14.44,86.87,7.02,-9999,-9999,143,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,500,502.1,-9999,-9999,-9999,-9999,-9999,13.66,0.01,0.00,3.19,66.24,7.6208,0.002433,2318.7,958.7,36.279,-9999,36.281,17.252,26.4370,-9999,-9999,94.32,4.88,22.56,92.05,4.76,-9999,-9999,105,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,750,752.4,-9999,-9999,-9999,-9999,-9999,18.62,0.00,0.00,3.49,70.90,7.6026,0.002453,2345.6,1009.4,36.245,-9999,36.243,17.127,26.4380,-9999,-9999,81.23,11.81,8.02,79.27,11.53,-9999,-9999,88,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,1000,1001.7,-9999,-9999,-9999,-9999,-9999,19.51,0.00,0.00,3.60,80.38,7.5950,0.002455,2350.0,1030.3,36.241,-9999,36.236,17.129,26.4320,-9999,-9999,89.74,8.30,12.61,87.58,8.10,-9999,-9999,94,-9999,-9999,-9999,-9999,,
042,2,06,05,1999,1310,1309.6,-9999,-9999,-9999,-9999,-9999,22.95,0.00,0.00,3.72,77.57,7.5867,0.002487,2384.6,1068.7,36.230,-9999,36.232,17.169,26.4200,-9999,-9999,84.44,13.02,7.57,82.40,12.70,-9999,-9999,77,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,
043,1,08,06,1999,1,1.6,4.52,197.26,-9999,-9999,-9999,0.15,0.05,0.02,0.07,1.24,8.0585,0.002432,2096.3,419.6,36.973,36.980,36.956,26.370,24.2307,-9999,-9999,97.94,2.85,40.10,95.58,2.78,-9999,-9999,153,-9999,1.75,0.13,0.08,,
043,1,08,06,1999,7,7.3,4.51,196.77,-9999,-9999,-9999,0.00,0.02,0.01,0.05,1.06,8.0548,0.002424,2091.2,410.7,36.947,36.954,36.948,25.647,24.6143,-9999,-9999,97.16,20.50,5.53,94.82,20.00,-9999,-9999,208,-9999,1.56,0.12,0.07,,
043,1,08,06,1999,15,16.1,4.22,183.74,-9999,-9999,-9999,0.02,0.02,0.03,0.06,1.92,8.0438,0.002427,2101.2,400.3,36.932,36.939,36.936,24.181,25.0537,-9999,-9999,120.14,32.81,4.27,117.24,32.02,-9999,-9999,152,-9999,2.48,0.20,0.15,,
043,1,08,06,1999,25,26.0,4.00,174.42,-9999,-9999,-9999,0.16,0.32,1.49,0.17,2.34,8.0285,0.002427,2110.8,399.5,36.948,36.955,36.955,23.052,25.4022,-9999,-9999,286.72,46.23,7.24,279.81,45.12,-9999,-9999,183,-9999,10.50,1.33,0.83,,
043,1,08,06,1999,35,36.0,3.26,141.98,-9999,-9999,-9999,0.00,0.29,4.50,0.30,3.07,7.9806,0.002422,2134.7,452.4,36.961,36.968,36.967,22.850,25.4700,-9999,-9999,194.09,35.57,6.37,189.41,34.71,-9999,-9999,252,-9999,0.11,0.55,0.46,,
043,1,08,06,1999,55,55.2,3.15,137.02,-9999,-9999,-9999,0.01,0.31,5.35,0.35,3.44,7.9631,0.002429,2151.9,466.0,36.919,36.926,36.911,22.279,25.5916,-9999,-9999,103.42,11.90,10.14,100.93,11.62,-9999,-9999,145,-9999,0.57,0.50,0.28,,
043,1,08,06,1999,75,75.8,3.05,132.79,-9999,-9999,-9999,0.19,0.09,7.12,0.45,3.54,7.9441,0.002414,2149.2,469.0,36.846,36.853,36.852,21.280,25.8273,-9999,-9999,64.81,6.55,11.54,63.25,6.39,-9999,-9999,127,-9999,0.42,0.08,0.08,,
