Cruise,Leg,Day,Month,Year,Depth_target,Depth_real,O2_ml_L,O2_umol_kg,SiOH4_Cumana,  PO4_Cumana,NO3_Cumana,NH4 ,NO2 ,NO3NO2 ,PO4,SiOH4,pH,Alkalinity,TCO2,fCO2,Salinity_bott,Salinity_bottcorr,Salinity_ctd,Temp_ctd,Sigma-t_ctd,TPP,PIP,POC,PN,C/N part.,POC,PN,DON_USF,DOP_USF,DOC,TOC,PriPro,Chl,Phaeo,,
101,1,08,06,2004,1310,1308.0,-9999,-9999,-9999,-9999,-9999,25.29,0.01,0.09,3.87,93.09,7.596,0.002502,2395.1,1050.5,36.240,-9999,36.244,17.205,26.421,-9999,-9999,62.42,7.41,9.83,60.92,7.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1,07,07,2004,1,2.3,4.75,206.90,-9999,-9999,-9999,0.15,0.03,0.00,0.02,0.00,8.066,0.002409,2071.0,396.6,36.936,-9999,36.925,25.732,24.572,-9999,-9999,175.68,15.86,12.92,171.45,15.48,6.23,0.16,-9999,-9999,2.51,0.205,0.097,,
102,1,07,07,2004,7,7.8,4.65,202.47,-9999,-9999,-9999,0.00,0.06,0.00,0.02,0.17,8.061,0.002424,2087.5,394.5,36.937,-9999,36.934,25.078,24.782,-9999,-9999,217.93,22.01,11.55,212.68,21.48,6.10,0.13,-9999,-9999,2.71,0.245,0.155,,
102,1,07,07,2004,15,14.8,4.35,189.44,-9999,-9999,-9999,0.39,0.02,0.01,0.03,0.65,8.051,0.002422,2092.2,394.9,36.953,-9999,36.971,24.413,25.012,-9999,-9999,139.54,17.79,9.15,136.17,17.36,5.43,0.13,-9999,-9999,3.03,0.335,0.211,,
102,1,07,07,2004,25,24.9,3.77,164.33,-9999,-9999,-9999,0.19,0.51,1.33,0.13,1.11,8.010,0.002453,2145.6,427.0,36.955,-9999,36.973,23.131,25.394,-9999,-9999,205.57,31.34,7.65,200.62,30.58,6.71,0.17,-9999,-9999,2.31,0.777,0.983,,
102,1,07,07,2004,35,35.0,3.35,145.70,-9999,-9999,-9999,0.14,0.83,4.26,0.27,1.74,7.983,0.002431,2142.3,445.3,36.961,-9999,36.943,22.512,25.551,-9999,-9999,112.92,14.24,9.25,110.19,13.90,5.36,0.09,-9999,-9999,0.84,0.533,0.731,,
102,1,07,07,2004,55,55.7,2.99,130.05,-9999,-9999,-9999,0.00,0.21,7.54,0.35,2.07,7.937,0.002411,2150.7,476.0,36.841,-9999,36.842,21.187,25.847,-9999,-9999,63.86,8.55,8.72,62.32,8.34,4.49,0.18,-9999,-9999,0.37,0.741,0.621,,
102,1,07,07,2004,75,75.0,2.87,124.81,-9999,-9999,-9999,0.15,0.11,8.75,0.55,3.35,7.911,0.002410,2164.5,494.5,36.769,-9999,36.763,20.355,26.013,-9999,-9999,52.15,6.02,10.10,50.89,5.88,4.77,0.11,-9999,-9999,0.00,0.094,0.180,,
102,1,07,07,2004,100,100.8,2.53,110.33,-9999,-9999,-9999,0.35,0.06,9.93,0.56,6.31,7.889,0.002404,2171.1,509.7,36.674,-9999,36.670,19.659,26.128,-9999,-9999,42.70,4.34,11.47,41.67,4.24,4.24,0.19,-9999,-9999,0.00,0.044,0.072,,
102,1,07,07,2004,130,130.7,2.20,95.58,-9999,-9999,-9999,0.25,0.06,10.93,0.77,8.63,7.848,0.002398,2186.4,557.7,36.624,-9999,36.610,19.183,26.206,-9999,-9999,70.17,7.61,10.75,68.48,7.43,4.55,0.14,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,160,161.0,1.40,60.77,-9999,-9999,-9999,0.12,0.06,11.65,1.22,15.23,7.781,0.002394,2214.8,648.9,36.522,-9999,36.515,18.499,26.309,-9999,-9999,63.82,6.30,11.81,62.29,6.15,4.21,0.00,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,200,199.0,0.27,11.59,-9999,-9999,-9999,0.33,0.06,8.85,1.77,27.75,7.682,0.002408,2271.6,833.5,36.431,-9999,36.448,18.030,26.375,-9999,-9999,61.09,4.39,16.24,59.62,4.28,4.97,0.00,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,250,249.5,0.03,1.47,-9999,-9999,-9999,0.18,1.25,2.75,1.77,34.30,7.661,0.002417,2289.0,876.0,36.406,-9999,36.408,17.791,26.404,-9999,-9999,83.99,8.31,11.79,81.96,8.11,6.00,0.02,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,260,261.0,0.03,1.21,-9999,-9999,-9999,0.44,0.02,0.04,2.04,37.98,7.658,0.002416,2288.4,879.8,36.393,-9999,36.396,17.721,26.412,-9999,-9999,64.30,7.57,9.92,62.75,7.38,7.89,0.69,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,300,299.1,0.00,0.08,-9999,-9999,-9999,2.11,0.03,0.04,2.69,42.52,7.658,0.002417,2289.3,876.3,36.385,-9999,36.374,17.611,26.422,-9999,-9999,64.50,7.47,10.07,62.94,7.29,4.81,0.03,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,350,349.0,0.00,0.00,-9999,-9999,-9999,4.54,0.01,0.04,2.81,48.03,7.654,0.002424,2297.7,885.4,36.345,-9999,36.354,17.528,26.427,-9999,-9999,61.52,6.72,10.67,60.04,6.56,5.21,0.14,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,400,399.8,0.00,0.00,-9999,-9999,-9999,6.57,0.03,0.03,2.65,52.37,7.650,0.002427,2301.5,893.3,36.335,-9999,36.339,17.462,26.432,-9999,-9999,58.61,6.44,10.61,57.20,6.29,4.64,0.27,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,500,498.8,-9999,-9999,-9999,-9999,-9999,12.94,0.01,0.03,3.13,64.63,7.644,0.002467,2342.2,916.7,36.302,-9999,36.302,17.304,26.442,-9999,-9999,47.32,4.20,13.14,46.18,4.10,4.74,0.10,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,750,748.7,-9999,-9999,-9999,-9999,-9999,20.47,0.02,0.04,3.55,81.33,7.621,0.002483,2366.5,975.0,36.264,-9999,36.262,17.173,26.443,-9999,-9999,63.29,4.02,18.38,61.76,3.92,5.22,0.03,-9999,-9999,-9999,-9999,-9999,,
102,1,07,07,2004,1310,1312.6,-9999,-9999,-9999,-9999,-9999,26.43,0.01,0.04,3.89,93.71,7.597,0.002503,2395.6,1048.2,36.244,-9999,36.240,17.207,26.418,-9999,-9999,45.53,3.27,16.25,44.43,3.19,5.20,0.18,-9999,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1,10,08,2004,1,2.1,4.77,208.14,-9999,-9999,-9999,0.12,0.04,0.00,0.03,0.76,8.060,0.002320,1996.6,384.5,36.710,-9999,36.704,25.464,24.489,-9999,-9999,131.18,14.00,10.93,128.02,13.67,5.57,0.20,-9999,-9999,3.04,0.301,0.183,,
103,1,10,08,2004,7,6.8,4.70,204.70,-9999,-9999,-9999,0.06,0.03,0.00,0.19,0.58,8.064,0.002450,2110.7,390.0,36.744,-9999,36.749,24.688,24.761,-9999,-9999,165.98,16.62,11.65,161.98,16.22,6.71,0.05,-9999,-9999,3.09,0.283,0.178,,
103,1,10,08,2004,15,15.2,4.73,205.95,-9999,-9999,-9999,0.09,0.03,0.00,0.04,0.19,8.069,0.002453,2109.6,362.0,36.809,-9999,36.943,23.172,25.360,-9999,-9999,144.89,17.26,9.80,141.40,16.84,5.66,0.97,-9999,-9999,1.05,0.173,0.115,,
103,1,10,08,2004,25,24.6,4.62,201.31,-9999,-9999,-9999,0.20,0.03,0.00,0.05,0.00,8.051,0.002441,2110.1,366.3,36.839,-9999,36.879,22.320,25.557,-9999,-9999,183.00,24.98,8.55,178.59,24.37,6.20,0.19,-9999,-9999,1.21,0.332,0.384,,
103,1,10,08,2004,35,35.6,4.12,179.29,-9999,-9999,-9999,0.30,0.28,1.02,0.12,0.10,8.011,0.002431,2126.4,402.6,36.841,-9999,36.852,21.942,25.644,-9999,-9999,171.07,26.57,7.51,166.94,25.93,5.34,0.21,-9999,-9999,0.95,1.037,1.072,,
103,1,10,08,2004,55,55.4,3.32,144.45,-9999,-9999,-9999,0.72,0.97,5.19,0.35,2.29,7.955,0.002418,2147.3,460.8,36.835,-9999,36.853,21.544,25.756,-9999,-9999,110.46,14.49,8.89,107.80,14.14,4.42,0.21,-9999,-9999,0.00,0.531,0.464,,
103,1,10,08,2004,75,75.8,3.08,133.92,-9999,-9999,-9999,0.24,0.30,6.46,0.38,2.74,7.952,0.002426,2155.4,466.4,36.926,-9999,36.906,21.570,25.789,-9999,-9999,86.52,10.36,9.74,84.44,10.11,4.95,0.13,-9999,-9999,0.01,0.136,0.230,,
103,1,10,08,2004,100,102.8,2.77,120.40,-9999,-9999,-9999,0.02,0.10,8.12,0.54,5.04,7.913,0.002426,2177.3,510.2,36.861,-9999,36.861,21.117,25.881,-9999,-9999,68.57,8.21,9.74,66.92,8.01,7.29,0.76,-9999,-9999,0.15,0.098,0.186,,
103,1,10,08,2004,130,131.5,2.57,111.94,-9999,-9999,-9999,0.22,0.07,9.49,0.71,6.93,7.891,0.002398,2164.2,499.7,36.654,-9999,36.654,19.373,26.190,-9999,-9999,53.10,6.33,9.79,51.82,6.17,4.59,0.81,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,160,162.6,1.28,55.58,-9999,-9999,-9999,0.11,0.05,11.55,1.28,16.33,7.772,0.002391,2215.7,661.5,36.495,-9999,36.491,18.412,26.312,-9999,-9999,59.35,6.33,10.94,57.92,6.17,5.32,0.17,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,200,206.1,0.23,9.91,-9999,-9999,-9999,0.63,0.08,10.05,1.75,26.38,7.674,0.002393,2259.8,845.9,36.438,-9999,36.432,18.037,26.361,-9999,-9999,81.36,8.39,11.31,79.40,8.19,3.98,0.19,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,235,240.9,0.05,2.28,-9999,-9999,-9999,0.77,0.82,1.27,1.54,36.24,7.655,0.002406,2280.6,888.1,36.384,-9999,36.402,17.855,26.384,-9999,-9999,88.62,8.66,11.94,86.48,8.45,4.79,0.00,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,250,263.4,0.07,3.05,-9999,-9999,-9999,0.30,0.09,6.17,1.84,31.79,7.661,0.002402,2274.4,869.1,36.400,-9999,36.383,17.751,26.395,-9999,-9999,96.63,10.36,10.88,94.30,10.11,4.30,0.18,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,300,313.7,0.00,0.00,-9999,-9999,-9999,2.56,0.03,0.01,2.69,44.27,7.655,0.002415,2288.5,881.7,36.347,-9999,36.352,17.585,26.412,-9999,-9999,89.34,10.18,10.23,87.18,9.94,4.00,0.00,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,350,361.9,0.00,0.00,-9999,-9999,-9999,4.78,0.03,0.02,2.81,48.46,7.652,0.002420,2294.5,887.9,36.336,-9999,36.336,17.512,26.417,-9999,-9999,67.65,7.85,10.05,66.02,7.66,3.96,0.15,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,400,416.0,0.00,0.00,-9999,-9999,-9999,7.49,0.03,0.03,2.87,53.00,7.643,0.002427,2304.4,909.7,36.324,-9999,36.323,17.456,26.421,-9999,-9999,65.40,6.60,11.57,63.82,6.44,3.45,0.07,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,500,515.0,-9999,-9999,-9999,-9999,-9999,11.91,0.03,0.04,3.09,62.66,7.645,0.002445,2320.5,907.1,36.294,-9999,36.296,17.332,26.430,-9999,-9999,78.71,9.56,9.61,76.81,9.33,4.91,0.00,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,750,757.3,-9999,-9999,-9999,-9999,-9999,20.37,0.03,0.04,3.42,80.86,7.624,0.002477,2359.9,965.6,36.250,-9999,36.253,17.182,26.434,-9999,-9999,55.46,7.49,8.63,54.12,7.31,4.19,0.18,-9999,-9999,-9999,-9999,-9999,,
103,1,10,08,2004,1310,1302.2,-9999,-9999,-9999,-9999,-9999,25.02,0.02,0.04,3.83,90.44,7.603,0.002493,2383.6,1027.8,36.244,-9999,36.244,17.209,26.420,-9999,-9999,53.43,5.16,12.08,52.14,5.04,4.32,0.00,-9999,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,01,07,09,2004,1,2.3,4.87,212.66,-9999,-9999,-9999,0.00,0.02,0.00,0.02,2.10,8.096,-9999,-9999,-9999,36.711,-9999,36.699,27.845,23.724,-9999,-9999,127.75,11.40,13.08,124.67,11.12,10.16,0.58,-9999,-9999,2.68,0.276,0.162,,
104,01,07,09,2004,7,7.0,4.62,201.39,-9999,-9999,-9999,0.01,0.01,0.00,0.02,0.80,8.091,-9999,-9999,-9999,36.695,-9999,36.693,27.799,23.734,-9999,-9999,198.66,17.41,13.31,193.87,16.99,6.76,0.55,-9999,-9999,2.65,0.275,0.163,,
104,01,07,09,2004,15,14.0,4.57,199.29,-9999,-9999,-9999,0.01,0.01,0.00,0.02,0.99,8.090,-9999,-9999,-9999,36.685,-9999,36.678,27.218,23.912,-9999,-9999,161.05,18.49,10.16,157.16,18.04,6.20,0.46,-9999,-9999,2.28,0.248,0.160,,
104,01,07,09,2004,25,25.0,4.39,191.51,-9999,-9999,-9999,0.02,0.06,0.00,0.06,1.28,8.069,-9999,-9999,-9999,36.800,-9999,36.805,25.466,24.562,-9999,-9999,143.45,20.91,8.00,139.99,20.40,6.99,0.50,-9999,-9999,2.66,0.418,0.404,,
104,01,07,09,2004,35,34.6,4.33,188.61,-9999,-9999,-9999,0.28,0.07,0.00,0.05,0.88,8.062,-9999,-9999,-9999,36.798,-9999,36.797,25.294,24.610,-9999,-9999,128.73,17.41,8.63,125.63,16.99,6.65,0.55,-9999,-9999,1.12,0.393,0.374,,
104,01,07,09,2004,55,55.0,3.94,171.62,-9999,-9999,-9999,0.62,0.93,0.46,0.19,1.98,8.025,-9999,-9999,-9999,36.858,-9999,36.856,24.377,24.934,-9999,-9999,140.93,13.91,11.82,137.54,13.57,6.05,0.55,-9999,-9999,0.14,0.266,0.240,,
104,01,07,09,2004,75,74.8,3.54,154.08,-9999,-9999,-9999,0.03,1.94,1.96,0.27,2.10,7.998,-9999,-9999,-9999,36.866,-9999,36.869,23.456,25.218,-9999,-9999,69.15,9.78,8.25,67.48,9.55,5.63,0.60,-9999,-9999,0.00,0.163,0.196,,
104,01,07,09,2004,100,100.4,3.24,140.94,-9999,-9999,-9999,0.04,1.07,3.64,0.33,2.74,7.979,-9999,-9999,-9999,36.885,-9999,36.881,22.678,25.454,-9999,-9999,62.70,9.24,7.92,61.19,9.02,5.03,0.51,-9999,-9999,0.08,0.072,0.091,,
104,01,07,09,2004,130,130.8,1.27,55.47,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,36.694,19.755,26.119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,160,161.6,0.52,22.78,-9999,-9999,-9999,0.05,0.05,11.95,1.31,16.05,7.767,-9999,-9999,-9999,36.511,-9999,36.509,18.475,26.309,-9999,-9999,44.39,4.31,12.02,43.32,4.20,4.88,0.50,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,200,199.4,0.06,2.71,-9999,-9999,-9999,0.28,0.04,11.07,1.61,22.76,7.702,-9999,-9999,-9999,36.464,-9999,36.458,18.137,26.356,-9999,-9999,88.45,5.23,19.71,86.32,5.11,4.29,0.47,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,250,251.1,0.00,0.00,-9999,-9999,-9999,0.50,0.73,0.67,1.38,36.19,7.660,-9999,-9999,-9999,36.386,-9999,36.395,17.761,26.400,-9999,-9999,108.43,9.27,13.64,105.82,9.05,7.28,0.60,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,270,271.0,0.00,0.00,-9999,-9999,-9999,1.01,0.01,0.05,2.88,39.48,7.660,-9999,-9999,-9999,36.377,-9999,36.382,17.693,26.407,-9999,-9999,98.29,8.46,13.55,95.92,8.26,4.17,0.37,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,300,299.9,0.00,0.00,-9999,-9999,-9999,2.38,0.00,0.02,2.70,43.49,7.657,-9999,-9999,-9999,36.371,-9999,36.362,17.586,26.418,-9999,-9999,87.14,9.81,10.36,85.04,9.57,4.97,0.46,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,350,349.8,0.00,0.00,-9999,-9999,-9999,4.37,0.00,0.06,2.77,48.01,7.646,-9999,-9999,-9999,36.337,-9999,36.347,17.515,26.424,-9999,-9999,100.45,8.73,13.42,98.03,8.52,4.51,0.48,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,400,399.2,0.00,0.00,-9999,-9999,-9999,6.16,0.00,0.05,2.85,51.42,7.648,-9999,-9999,-9999,36.327,-9999,36.336,17.470,26.426,-9999,-9999,110.03,12.95,9.91,107.38,12.64,4.16,0.51,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,500,500.4,-9999,-9999,-9999,-9999,-9999,12.70,0.00,0.07,3.13,64.13,7.641,-9999,-9999,-9999,36.287,-9999,36.300,17.310,26.438,-9999,-9999,123.25,13.76,10.45,120.27,13.43,4.73,0.47,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,750,748.2,-9999,-9999,-9999,-9999,-9999,20.78,0.00,0.07,3.52,80.58,7.618,-9999,-9999,-9999,36.255,-9999,36.262,17.179,26.440,-9999,-9999,93.42,7.84,13.91,91.17,7.65,5.22,0.45,-9999,-9999,-9999,-9999,-9999,,
104,01,07,09,2004,1310,1310.9,-9999,-9999,-9999,-9999,-9999,26.45,0.00,0.08,3.90,92.91,7.593,-9999,-9999,-9999,36.236,-9999,36.245,17.206,26.421,-9999,-9999,59.80,5.77,12.09,58.36,5.63,4.82,0.32,-9999,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1,05,10,2004,1,2.4,4.53,197.78,-9999,-9999,-9999,0.25,0.03,0.00,0.02,1.51,-9999,-9999,-9999,-9999,36.41,-9999,36.420,29.173,23.072,-9999,-9999,82.58,4.22,22.84,80.59,4.12,5.61,0.50,-9999,-9999,1.13,0.112,0.086,,
105,1,05,10,2004,7,7.7,4.50,196.21,-9999,-9999,-9999,0.12,0.02,0.00,0.02,1.42,-9999,-9999,-9999,-9999,36.41,-9999,36.410,28.708,23.221,-9999,-9999,107.56,9.60,13.07,104.97,9.37,5.98,0.50,-9999,-9999,1.80,0.136,0.090,,
105,1,05,10,2004,15,15.5,4.50,196.44,-9999,-9999,-9999,0.06,0.01,0.00,0.01,1.21,-9999,-9999,-9999,-9999,36.38,-9999,36.370,27.793,23.493,-9999,-9999,102.63,11.76,10.19,100.15,11.47,6.35,0.50,-9999,-9999,1.50,0.148,0.108,,
105,1,05,10,2004,25,25.2,4.44,193.80,-9999,-9999,-9999,0.06,0.01,0.00,0.02,1.21,-9999,-9999,-9999,-9999,36.43,-9999,36.433,26.904,23.828,-9999,-9999,88.10,11.67,8.81,85.98,11.38,6.27,0.49,-9999,-9999,1.91,0.163,0.173,,
105,1,05,10,2004,35,35.5,4.05,176.54,-9999,-9999,-9999,0.10,0.01,0.00,0.03,1.06,-9999,-9999,-9999,-9999,36.62,-9999,36.623,26.095,24.228,-9999,-9999,83.92,17.41,5.62,81.90,16.99,6.44,0.52,-9999,-9999,1.66,0.214,0.268,,
105,1,05,10,2004,55,55.7,3.93,171.34,-9999,-9999,-9999,0.11,1.17,0.46,0.11,1.16,-9999,-9999,-9999,-9999,36.83,-9999,36.837,25.490,24.579,-9999,-9999,88.99,14.81,7.01,86.84,14.45,6.13,0.50,-9999,-9999,0.16,0.388,0.758,,
105,1,05,10,2004,75,75.2,3.66,159.43,-9999,-9999,-9999,0.11,0.22,3.23,0.23,2.38,-9999,-9999,-9999,-9999,36.86,-9999,36.885,24.713,24.854,-9999,-9999,49.29,13.01,4.42,48.10,12.70,5.66,0.49,-9999,-9999,0.18,0.210,0.498,,
105,1,05,10,2004,100,100.7,3.31,144.04,-9999,-9999,-9999,0.10,0.09,5.05,0.32,2.17,-9999,-9999,-9999,-9999,36.93,-9999,36.898,23.003,25.373,-9999,-9999,40.62,12.56,3.77,39.64,12.26,6.05,0.45,-9999,-9999,0.00,0.048,0.101,,
105,1,05,10,2004,130,130.3,3.06,133.17,-9999,-9999,-9999,0.06,0.06,7.78,0.44,3.22,-9999,-9999,-9999,-9999,36.85,-9999,36.814,21.183,25.825,-9999,-9999,42.29,3.95,12.50,41.27,3.85,5.12,0.41,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,160,160.8,2.18,95.07,-9999,-9999,-9999,0.07,0.06,10.31,0.88,9.55,-9999,-9999,-9999,-9999,36.75,-9999,36.619,19.277,26.188,-9999,-9999,21.98,3.77,6.80,21.45,3.68,4.60,0.33,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,200,199.1,0.52,22.81,-9999,-9999,-9999,0.35,0.04,11.30,1.60,22.16,-9999,-9999,-9999,-9999,36.48,-9999,36.464,18.207,26.342,-9999,-9999,39.84,6.60,7.05,38.88,6.44,4.33,0.31,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,250,250.2,0.09,3.89,-9999,-9999,-9999,0.90,1.03,1.39,1.46,34.90,-9999,-9999,-9999,-9999,36.40,-9999,36.400,17.825,26.388,-9999,-9999,45.14,3.19,16.53,44.05,3.11,3.57,0.38,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,275,274.0,0.04,1.91,-9999,-9999,-9999,0.99,0.01,0.02,1.84,37.43,-9999,-9999,-9999,-9999,36.38,-9999,36.387,17.757,26.395,-9999,-9999,59.73,9.20,7.58,58.29,8.98,4.72,0.62,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,300,298.9,0.02,0.84,-9999,-9999,-9999,2.00,0.02,0.00,2.57,41.34,-9999,-9999,-9999,-9999,36.37,-9999,36.373,17.684,26.403,-9999,-9999,57.64,8.57,7.85,56.25,8.36,4.25,0.21,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,350,349.3,0.00,0.00,-9999,-9999,-9999,5.85,0.02,0.01,2.79,48.04,-9999,-9999,-9999,-9999,36.41,-9999,36.344,17.535,26.417,-9999,-9999,47.40,9.92,5.58,46.26,9.68,3.20,0.11,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,400,399.7,0.00,0.00,-9999,-9999,-9999,6.94,0.01,0.01,2.89,52.71,-9999,-9999,-9999,-9999,36.32,-9999,36.327,17.459,26.422,-9999,-9999,61.23,9.29,7.69,59.76,9.06,4.55,0.10,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,500,500.1,-9999,-9999,-9999,-9999,-9999,13.46,0.00,0.00,3.19,65.72,-9999,-9999,-9999,-9999,36.29,-9999,36.293,17.307,26.433,-9999,-9999,54.59,13.77,4.62,53.28,13.44,4.76,0.15,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,750,749.5,-9999,-9999,-9999,-9999,-9999,20.16,0.01,0.00,3.57,80.43,-9999,-9999,-9999,-9999,36.25,-9999,36.258,17.188,26.435,-9999,-9999,37.13,4.26,10.16,36.24,4.16,3.98,0.15,-9999,-9999,-9999,-9999,-9999,,
105,1,05,10,2004,1310,1312.1,-9999,-9999,-9999,-9999,-9999,26.54,0.01,0.00,3.92,93.16,-9999,-9999,-9999,-9999,36.240,-9999,36.240,17.217,26.414,-9999,-9999,50.44,5.97,9.86,49.22,5.82,3.97,0.21,-9999,-9999,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,09,11,2004,1,2.1,4.50,197.04,-9999,-9999,-9999,0.25,0.05,0.02,0.05,1.23,8.112,0.002388,2026.9,390.0,36.329,-9999,-9999,28.757,-9999,-9999,-9999,76.63,11.44,7.82,74.79,11.16,5.46,0.40,-9999,-9999,1.53,0.127,0.079,,
106,1,09,11,2004,7,6.9,4.47,197.34,-9999,-9999,-9999,0.30,0.05,0.01,0.05,0.85,8.106,0.002377,2021.2,388.3,36.312,-9999,-9999,28.328,-9999,-9999,-9999,90.66,13.51,7.83,88.48,13.18,6.37,0.41,-9999,-9999,1.67,0.166,0.103,,
106,1,09,11,2004,15,14.8,4.53,200.81,-9999,-9999,-9999,0.32,0.03,0.03,0.05,1.12,8.107,0.002396,2037.2,380.9,36.343,-9999,-9999,27.704,-9999,-9999,-9999,95.86,13.42,8.33,93.55,13.10,5.63,0.39,-9999,-9999,0.70,0.141,0.108,,
106,1,09,11,2004,25,24.8,4.29,189.05,-9999,-9999,-9999,0.36,0.03,0.00,0.04,0.66,8.074,0.002409,2067.5,395.8,36.719,-9999,-9999,26.216,-9999,-9999,-9999,67.70,9.64,8.20,66.07,9.40,5.79,0.42,-9999,-9999,0.47,0.132,0.177,,
106,1,09,11,2004,35,35.3,4.13,182.08,-9999,-9999,-9999,0.41,0.03,0.10,0.05,0.92,8.059,0.002421,2088.0,408.8,36.710,-9999,-9999,25.815,-9999,-9999,-9999,95.28,15.40,7.22,92.98,15.03,7.24,0.47,-9999,-9999,0.37,0.206,0.239,,
106,1,09,11,2004,55,55.1,3.29,145.19,-9999,-9999,-9999,0.43,0.21,3.64,0.28,2.87,8.020,0.002419,2109.7,444.8,36.793,-9999,-9999,25.195,-9999,-9999,-9999,62.80,11.08,6.61,61.28,10.81,6.27,0.48,-9999,-9999,0.31,0.400,0.744,,
106,1,09,11,2004,75,74.9,3.36,147.89,-9999,-9999,-9999,0.00,0.11,2.87,0.16,1.95,7.996,0.002421,2125.5,462.7,36.895,-9999,-9999,24.484,-9999,-9999,-9999,32.59,6.12,6.21,31.80,5.98,6.94,0.57,-9999,-9999,0.20,0.136,0.343,,
106,1,09,11,2004,100,100.7,3.29,145.39,-9999,-9999,-9999,0.42,0.13,4.87,0.32,2.22,7.972,0.002426,2144.1,476.7,36.903,-9999,-9999,23.495,-9999,-9999,-9999,38.18,5.94,7.49,37.26,5.80,5.15,0.37,-9999,-9999,0.00,0.078,0.090,,
106,1,09,11,2004,130,130.6,2.79,124.32,-9999,-9999,-9999,0.39,0.06,8.25,0.56,4.58,7.913,0.002411,2165.3,500.6,36.725,-9999,-9999,20.767,-9999,-9999,-9999,37.98,6.66,6.65,37.07,6.50,4.63,0.37,-9999,-9999,-9999,-9999,-9999,,
106,1,09,11,2004,160,162.4,1.35,63.09,-9999,-9999,-9999,0.48,0.05,10.85,1.21,14.87,7.787,0.002404,2221.4,647.2,36.544,-9999,-9999,18.730,-9999,-9999,-9999,29.24,4.86,7.02,28.54,4.75,4.20,0.35,-9999,-9999,-9999,-9999,-9999,,
106,1,09,11,2004,200,200.0,0.38,17.13,-9999,-9999,-9999,0.64,0.03,10.20,1.69,24.54,7.694,0.002403,2261.6,807.0,36.433,-9999,-9999,18.067,-9999,-9999,-9999,35.34,7.75,5.32,34.49,7.56,4.21,0.47,-9999,-9999,-9999,-9999,-9999,,
