"","PAR","month","yday"
"362",46.8139991124626,"12",348
"363",46.8059991120826,"12",348
"364",46.8179991126526,"12",348
"365",46.5939991020132,"12",348
"366",46.9159991173074,"12",348
"367",46.8779991155025,"12",348
"368",46.9119991171174,"12",348
"369",46.9819991204422,"12",348
"370",46.9679991197772,"12",348
"371",45.9359990707599,"12",348
"372",40.0199987897649,"12",348
"373",46.9379991183523,"12",348
"374",47.0919991256669,"12",348
"375",41.8099988747854,"12",348
"376",41.0199988372624,"12",348
"377",47.041999123292,"12",348
"378",47.0899991255719,"12",348
"379",45.1819990349468,"12",348
"380",45.9159990698099,"12",348
"381",54.8299994932022,"04",105
"382",55.8879995434545,"04",105
"383",54.4639994758181,"04",105
"384",52.7379993938375,"04",105
"385",53.337999422336,"04",105
"386",54.111999459099,"04",105
"387",53.1339994126465,"04",105
"388",51.5359993367456,"04",105
"389",52.0979993634392,"04",105
"390",53.0819994101766,"04",105
"391",53.0599994091317,"04",105
"392",51.2399993226863,"04",105
"393",52.2919993726537,"04",105
"394",52.6239993884228,"04",105
"395",53.1459994132165,"04",105
"396",52.2139993689489,"04",105
"397",51.9299993554596,"04",105
"398",52.4999993825331,"04",105
"399",52.5759993861429,"04",105
"400",52.4579993805382,"04",105
"401",54.2319994647987,"05",135
"402",54.9479994988069,"05",135
"403",55.2459995129611,"05",135
"404",53.6839994387701,"05",135
"405",51.5659993381705,"05",135
"406",53.4039994254708,"05",135
"407",52.7879993962124,"05",135
"408",51.3359993272461,"05",135
"409",49.2019992258865,"05",135
"410",51.1359993177466,"05",135
"411",51.9439993561246,"05",135
"412",51.6099993402604,"05",135
"413",49.7759992531501,"05",135
"414",50.4099992832635,"05",135
"415",51.3299993269611,"05",135
"416",52.2399993701838,"05",135
"417",50.0719992672093,"05",135
"418",50.573999291053,"05",135
"419",50.9079993069172,"05",135
"420",51.5779993387405,"05",135
"421",55.0359995029867,"06",166
"422",55.0919995056465,"06",166
"423",55.1899995103013,"06",166
"424",54.4319994742982,"06",166
"425",54.6439994843677,"06",166
"426",55.7619995374698,"06",166
"427",54.1779994622339,"06",166
"428",53.2839994197711,"06",166
"429",54.4619994757231,"06",166
"430",55.2679995140061,"06",166
"431",53.9419994510245,"06",166
"432",52.9719994049519,"06",166
"433",53.7759994431399,"06",166
"434",53.5879994342104,"06",166
"435",52.0059993590694,"06",166
"436",51.771999347955,"06",166
"437",52.7119993926026,"06",166
"438",51.7359993462451,"06",166
"439",50.6299992937129,"06",166
"440",49.1339992226567,"06",166
"441",57.0639995993115,"08",227
"442",56.9139995921869,"08",227
"443",56.9099995919969,"08",227
"444",56.2019995583687,"08",227
"445",57.1139996016864,"08",227
"446",56.9919995958917,"08",227
"447",56.863999589812,"08",227
"448",56.7659995851573,"08",227
"449",53.9699994523544,"08",227
"450",54.2979994679336,"08",227
"451",54.8199994927272,"08",227
"452",56.469999571098,"08",227
"453",55.8839995432645,"08",227
"454",55.5859995291103,"08",227
"455",55.2199995117262,"08",227
"456",52.141999365529,"08",227
"457",55.4559995229356,"08",227
"458",52.1339993651491,"08",227
"459",49.3119992311113,"08",227
"460",45.5839990540408,"08",227
"461",53.1499994134065,"09",258
"462",53.1819994149264,"09",258
"463",52.8799994005822,"09",258
"464",52.5999993872829,"09",258
"465",53.4999994300306,"09",258
"466",51.1719993194565,"09",258
"467",51.2979993254412,"09",258
"468",51.8339993508998,"09",258
"469",51.8319993508048,"09",258
"470",50.603999292478,"09",258
"471",50.185999272624,"09",258
"472",49.1039992212318,"09",258
"473",51.0919993156567,"09",258
"474",49.9539992616046,"09",258
"475",49.1679992242716,"09",258
"476",48.9299992129672,"09",258
"477",49.79999925429,"09",258
"478",48.225999179529,"09",258
"479",48.7079992024228,"09",258
"480",48.2899991825689,"09",258
"481",48.3859991871286,"10",288
"482",48.9139992122073,"10",288
"483",48.3279991843738,"10",288
"484",48.3119991836138,"10",288
"485",48.7459992042277,"10",288
"486",46.9619991194922,"10",288
"487",47.2459991329815,"10",288
"488",48.3479991853237,"10",288
"489",48.0179991696496,"10",288
"490",47.3519991380163,"10",288
"491",47.2239991319366,"10",288
"492",48.3919991874136,"10",288
"493",46.7599991098978,"10",288
"494",47.1239991271868,"10",288
"495",47.045999123482,"10",288
"496",46.8499991141725,"10",288
"497",46.7599991098978,"10",288
"498",46.9199991174974,"10",288
"499",45.8799990681,"10",288
"500",46.3599990908988,"10",288
"501",46.7279991083778,"11",319
"502",45.87199906772,"11",319
"503",46.5019990976434,"11",319
"504",47.3739991390612,"11",319
"505",47.6919991541654,"11",319
"506",47.8039991594851,"11",319
"507",47.6839991537854,"11",319
"508",47.3499991379213,"11",319
"509",48.219999179244,"11",319
"510",48.0699991721194,"11",319
"511",47.8079991596751,"11",319
"512",47.2079991311766,"11",319
"513",48.229999179719,"11",319
"514",48.0699991721194,"11",319
"515",47.7219991555903,"11",319
"516",47.439999142196,"11",319
"517",48.1219991745893,"11",319
"518",47.5459991472308,"11",319
"519",46.7379991088528,"11",319
"520",46.1859990826342,"11",319
"521",44.6299990087282,"12",349
"522",44.2619989912491,"12",349
"523",43.9479989763349,"12",349
"524",43.8039989694953,"12",349
"525",45.9179990699049,"12",349
"526",45.7719990629703,"12",349
"527",44.707999012433,"12",349
"528",44.4259989990387,"12",349
"529",45.2519990382716,"12",349
"530",45.6999990595505,"12",349
"531",45.3499990429264,"12",349
"532",44.1819989874493,"12",349
"533",45.9679990722798,"12",349
"534",45.9059990693349,"12",349
"535",44.9379990233574,"12",349
"536",44.8739990203176,"12",349
"537",46.0179990746547,"12",349
"538",46.0619990767445,"12",349
"539",45.4219990463462,"12",349
"540",45.0679990295321,"12",349
"541",46.5439990996383,"01",14
"542",46.4579990955535,"01",14
"543",46.8099991122726,"01",14
"544",47.3239991366863,"01",14
"545",47.2659991339315,"01",14
"546",46.7919991114177,"01",14
"547",46.8259991130326,"01",14
"548",47.83399916091,"01",14
"549",47.6979991544504,"01",14
"550",47.061999124242,"01",14
"551",46.669999105623,"01",14
"552",47.3419991375413,"01",14
"553",46.5879991017282,"01",14
"554",46.4419990947936,"01",14
"555",46.8399991136976,"01",14
"556",46.8479991140775,"01",14
"557",45.5179990509059,"01",14
"558",46.3539990906138,"01",14
"559",46.9699991198722,"01",14
"560",45.89999906905,"01",14
"561",51.1739993195515,"02",45
"562",50.7999993017875,"02",45
"563",51.1679993192665,"02",45
"564",51.4939993347507,"02",45
"565",50.8419993037824,"02",45
"566",51.4819993341807,"02",45
"567",51.8039993494749,"02",45
"568",52.0539993613493,"02",45
"569",51.74999934691,"02",45
"570",51.8399993511848,"02",45
"571",52.2139993689489,"02",45
"572",51.7259993457701,"02",45
"573",52.0279993601143,"02",45
"574",52.2139993689489,"02",45
"575",52.1219993645791,"02",45
"576",51.7299993459601,"02",45
"577",51.7079993449152,"02",45
"578",52.0779993624892,"02",45
"579",51.6739993433002,"02",45
"580",51.4679993335158,"02",45
"581",52.5219993835781,"03",73
"582",50.4999992875382,"03",73
"583",49.4899992395658,"03",73
"584",50.9239993076771,"03",73
"585",53.1439994131215,"03",73
"586",52.4979993824381,"03",73
"587",52.4839993817732,"03",73
"588",53.1099994115066,"03",73
"589",52.0459993609693,"03",73
"590",52.4279993791133,"03",73
"591",52.9219994025771,"03",73
"592",53.2259994170163,"03",73
"593",50.9419993085321,"03",73
"594",51.2179993216414,"03",73
"595",52.4819993816782,"03",73
"596",52.3699993763585,"03",73
"597",52.0939993632492,"03",73
"598",51.9339993556496,"03",73
"599",52.2959993728437,"03",73
"600",51.7999993492849,"03",73
"601",57.1079996014014,"04",104
"602",57.1519996034913,"04",104
"603",57.4879996194504,"04",104
"604",57.5239996211603,"04",104
"605",56.5819995764177,"04",104
"606",57.3099996109959,"04",104
"607",57.1239996021613,"04",104
"608",56.7899995862972,"04",104
"609",56.7699995853473,"04",104
"610",56.9539995940868,"04",104
"611",56.6559995799325,"04",104
"612",55.7759995381348,"04",104
"613",56.7139995826874,"04",104
"614",56.6219995783176,"04",104
"615",56.471999571193,"04",104
"616",55.3879995197058,"04",104
"617",56.1299995549489,"04",104
"618",56.3159995637834,"04",104
"619",56.3379995648284,"04",104
"620",55.6559995324351,"04",104
"621",56.095999553334,"06",165
"622",56.491999572143,"06",165
"623",56.6159995780326,"06",165
"624",56.1339995551389,"06",165
"625",56.0279995501041,"06",165
"626",56.4059995680582,"06",165
"627",55.9059995443095,"06",165
"628",54.8779994954821,"06",165
"629",54.6259994835127,"06",165
"630",55.6139995304402,"06",165
"631",55.5239995261654,"06",165
"632",55.1119995065965,"06",165
"633",53.5799994338304,"06",165
"634",54.6439994843677,"06",165
"635",55.6559995324351,"06",165
"636",55.7879995387048,"06",165
"637",54.4279994741082,"06",165
"638",54.7499994894024,"06",165
"639",54.9739995000418,"06",165
"640",52.6979993919376,"06",165
"641",54.3939994724933,"07",195
"642",55.5439995271154,"07",195
"643",56.459999570623,"07",195
"644",56.6219995783176,"07",195
"645",53.9459994512144,"07",195
"646",55.2379995125812,"07",195
"647",56.3359995647334,"07",195
"648",56.6119995778427,"07",195
"649",55.0339995028917,"07",195
"650",55.679999533575,"07",195
"651",56.2259995595086,"07",195
"652",56.6839995812625,"07",195
"653",53.4399994271807,"07",195
