unlimited,Cruise_number,Cruise_ID_1,Cruise_ID_2,Leg,Day,Month,Year,Latitude,Longitude,Hydro_cast_no,Depth_target,Depth_real,O2_ml_L,q_O2_ml_L,O2_umol_kg,q_O2_umol_kg,NO3_UDO,q_NO3_UDO,PO4_UDO,q_PO4_UDO,SiO4_UDO,q_SiO4_UDO,NH4_USF,q_NH4_USF,NO2_USF,q_NO2_USF,NO3_NO2_USF,q_NO3_NO3_USF,PO4_USF,q_PO4_USF,SiO4_USF,q_SiO4_USF,pH,q_pH,Alkalinity_mol_kg,q_Alkalinity_mol_kg,Alkalinity_umol_kg,q_Alkalinity_umol_kg,TCO2,q_TCO2,fCO2,q_fCO2,pH_corrected,q_pH_corrected,TCO2_corrected,q_TCO2_corrected,fCO2_corrected,q_fCO2_corrected,Salinity_bottles,q_Salinity_bottles,Salinity_CTD,q_Salinity_CTD,Temperature,q_Temperature,Sigma_t,q_Sigma_t,TPP,q_TPP,PIP,q_PIP,POC_ug_kg,q_POC_ug_kg,PON_ug_kg,q_PON_ug_kg,POC_ug_L,q_POC_ug_L,PN_ug_L,q_PN_ug_L,C_N_particulate,q_C_N_particulate,DON,q_DON,DOP,q_DOP,DOC,q_DOC,TOC,q_TOC,PrimaryProductivity,q_PrimaryProductivity,Chlorophyll,q_Chlorophyll,Phaeopigments,q_Phaeopigments,Total_Prokaryotes,Bact_Biomass_mgC_m3,Bact_Biomass_uMC,Bio_cast_no,ISO_DateTime_start_hc_local,ISO_DateTime_end_hc_local,ISO_DateTime_start_bc_local,ISO_DateTime_end_bc_local,ISO_DateTime_start_hc_UTC,ISO_DateTime_end_hc_UTC,ISO_DateTime_start_bc_UTC,ISO_DateTime_end_bc_UTC
3554,187,93HG_187,CAR-187,1,10,1,2012,10.498,-64.669,2.0,350.0,350.405,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',7.872210000000001,b'0',0.00180539,b'0',0.0165904,b'0',3.04553,b'0',54.876999999999995,b'0',7.61393,b'0',0.00245621,b'0',2456.21,b'0',2344.27,b'0',999.1560000000001,b'0',7.62185,b'0',2341.14,b'0',978.822,b'0',36.3395,b'0',36.3462,b'0',17.6008,b'0',26.4022,b'0',17.2443,b'0',20.3718,b'0',57.115,b'0',8.16205,b'0',8.1639,b'0',55.7383,b'0',7.965310000000001,b'0',,b'0',,b'0',50.931000000000004,b'0',,b'0',,b'0',,b'0',,b'0',2.9958,10.6776,0.8898,,2012-01-10 07:00:00,2012-01-10 08:33:00,,,2012-01-10 11:30:00,2012-01-10 13:03:00,,
3555,187,93HG_187,CAR-187,1,10,1,2012,10.498,-64.669,2.0,400.0,402.87800000000004,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',10.3455,b'0',0.0,b'0',0.0,b'0',3.10129,b'0',68.3134,b'1',7.60893,b'0',0.00246317,b'0',2463.17,b'0',2352.76,b'0',1010.81,b'0',7.61753,b'0',2349.35,b'0',988.4739999999999,b'0',36.3301,b'0',36.3271,b'0',17.4929,b'0',26.414,b'0',6.25173,b'0',17.6848,b'0',70.985,b'0',9.79942,b'0',8.451089999999999,b'0',69.2739,b'0',9.56321,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.7629,6.2833,0.5236,,2012-01-10 07:00:00,2012-01-10 08:33:00,,,2012-01-10 11:30:00,2012-01-10 13:03:00,,
3556,187,93HG_187,CAR-187,1,10,1,2012,10.498,-64.669,2.0,500.0,505.19800000000004,,b'0',,b'0',,b'0',,b'0',,b'0',14.9802,b'0',0.0,b'0',0.000528844,b'0',3.3722300000000005,b'0',73.5152,b'0',7.59963,b'0',0.00249038,b'0',2490.38,b'0',2382.58,b'0',1040.3,b'0',7.60486,b'0',2380.65,b'0',1027.16,b'0',36.298,b'0',36.2969,b'0',17.3415,b'0',26.4277,b'0',6.08374,b'0',12.8414,b'0',49.4232,b'0',7.81995,b'0',7.3735,b'0',48.2319,b'0',7.63145,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.2217,5.8749,0.4896,,2012-01-10 07:00:00,2012-01-10 08:33:00,,,2012-01-10 11:30:00,2012-01-10 13:03:00,,
3557,187,93HG_187,CAR-187,1,10,1,2012,10.498,-64.669,2.0,750.0,752.138,,b'0',,b'0',,b'0',,b'0',,b'0',21.5047,b'0',0.0,b'0',0.04509969999999999,b'0',3.77653,b'0',85.7644,b'0',7.58667,b'0',0.00250028,b'0',2500.28,b'0',2397.12,b'0',1076.23,b'0',7.59381,b'0',2394.42,b'0',1057.24,b'0',36.2723,b'0',36.2677,b'0',17.24,b'0',26.4299,b'0',6.01832,b'0',12.5769,b'0',69.0004,b'0',9.89282,b'0',8.137260000000001,b'0',67.3372,b'0',9.65436,b'0',,b'0',,b'0',52.6042,b'0',,b'0',,b'0',,b'0',,b'0',0.2957,1.4218,0.1185,,2012-01-10 07:00:00,2012-01-10 08:33:00,,,2012-01-10 11:30:00,2012-01-10 13:03:00,,
3558,187,93HG_187,CAR-187,1,10,1,2012,10.498,-64.669,2.0,1175.0,1176.5,,b'0',,b'0',,b'0',,b'0',,b'0',24.8308,b'0',0.0,b'0',0.0244579,b'0',3.8294099999999998,b'0',96.3457,b'0',7.5763,b'0',0.00251068,b'0',2510.68,b'0',2411.36,b'0',1113.1,b'0',7.585839999999999,b'0',2407.47,b'0',1084.85,b'0',36.253,b'0',36.2572,b'0',17.262,b'0',26.4165,b'0',6.629580000000001,b'0',13.5347,b'0',61.3795,b'0',9.45,b'0',7.577719999999999,b'0',59.9,b'0',9.22221,b'0',,b'0',,b'0',52.8871,b'0',,b'0',,b'0',,b'0',,b'0',0.212,1.0194,0.0849,,2012-01-10 07:00:00,2012-01-10 08:33:00,,,2012-01-10 11:30:00,2012-01-10 13:03:00,,
3559,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,1.0,1.171,4.89201,b'0',213.095,b'0',,b'0',,b'0',,b'0',0.23249,b'0',0.0,b'0',0.0695523,b'0',0.0868061,b'0',1.11838,b'0',8.036710000000001,b'0',0.0024066999999999995,b'0',2406.7,b'0',2088.39,b'0',386.639,b'0',8.0501,b'0',2080.18,b'0',372.458,b'0',36.794000000000004,b'0',36.7809,b'0',23.0205,b'0',25.2791,b'0',57.6834,b'0',27.5872,b'0',174.803,b'0',25.0633,b'0',8.13686,b'0',170.58900000000003,b'0',24.4592,b'0',,b'0',,b'0',57.7695,b'0',,b'0',3.58207,b'0',0.601667,b'0',0.500833,b'0',,,,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3560,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,7.0,6.252000000000001,4.8978,b'0',213.33,b'0',,b'0',,b'0',,b'0',0.171021,b'0',0.0,b'0',0.039617400000000004,b'0',0.06361889999999999,b'0',2.03134,b'0',8.03872,b'0',0.00239962,b'0',2399.62,b'0',2080.7,b'0',378.767,b'0',8.049760000000001,b'0',2073.97,b'0',367.30800000000005,b'0',36.7843,b'0',36.7827,b'0',22.7292,b'0',25.3648,b'0',70.2705,b'0',17.8045,b'0',180.635,b'0',25.1056,b'0',8.394169999999999,b'0',176.28099999999998,b'0',24.5004,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.526667,b'0',0.490833,b'0',5.0609,16.5119,1.376,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3561,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,15.0,15.027999999999999,4.886419999999999,b'0',212.80599999999998,b'0',,b'0',,b'0',,b'0',0.320659,b'0',0.0,b'0',0.0670478,b'0',0.0675808,b'0',1.22431,b'0',8.035789999999999,b'0',0.00241317,b'0',2413.17,b'0',2094.91,b'0',376.858,b'0',8.04682,b'0',2088.14,b'0',365.404,b'0',36.7887,b'0',36.7776,b'0',22.2462,b'0',25.4994,b'0',123.40899999999999,b'0',43.4296,b'0',202.748,b'0',33.4553,b'0',7.070310000000001,b'0',197.861,b'0',32.6489,b'0',,b'0',,b'0',,b'0',,b'0',2.30251,b'0',0.563333,b'0',0.509167,b'0',,,,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3562,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,25.0,24.872,4.698580000000001,b'0',204.62400000000002,b'0',,b'0',,b'0',,b'0',0.387376,b'0',0.0394422,b'0',0.301698,b'0',0.110523,b'0',1.91803,b'0',8.02462,b'0',0.0024031999999999994,b'0',2403.2,b'0',2092.62,b'0',386.723,b'0',8.037360000000001,b'0',2084.99,b'0',373.369,b'0',36.7797,b'0',36.7799,b'0',22.2193,b'0',25.5088,b'0',71.1561,b'0',39.1001,b'0',207.97099999999998,b'0',33.1938,b'0',7.309589999999999,b'0',202.958,b'0',32.3937,b'0',,b'0',,b'0',,b'0',,b'0',1.02441,b'0',0.695,b'0',0.55,b'0',10.5417,34.3938,2.8662,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3563,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,35.0,35.535,4.36245,b'0',189.984,b'0',,b'0',,b'0',,b'0',0.655546,b'0',0.0904268,b'0',1.04175,b'0',0.151179,b'0',1.9136,b'0',8.00014,b'0',0.00240439,b'0',2404.39,b'0',2108.77,b'0',415.202,b'0',8.013069999999999,b'0',2100.91,b'0',400.16900000000004,b'0',36.7693,b'0',36.7846,b'0',22.2169,b'0',25.5131,b'0',58.8288,b'0',39.486999999999995,b'0',136.855,b'0',25.7042,b'0',6.21162,b'0',133.55700000000002,b'0',25.0846,b'0',,b'0',,b'0',59.8792,b'0',,b'0',0.233647,b'0',0.751667,b'0',0.575833,b'0',11.7572,38.3596,3.1966,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3564,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,55.0,56.425,2.5514900000000003,b'0',111.08200000000001,b'0',,b'0',,b'0',,b'0',0.466577,b'0',0.354098,b'0',9.4592,b'0',0.589819,b'0',5.68203,b'0',7.88139,b'0',0.00239563,b'0',2395.63,b'0',2166.86,b'0',546.266,b'0',7.89098,b'0',2161.64,b'0',531.582,b'0',36.7423,b'0',36.7433,b'0',20.938000000000002,b'0',25.8388,b'0',60.4592,b'0',14.2231,b'0',61.8421,b'0',9.29171,b'0',7.764889999999999,b'0',60.3514,b'0',9.067730000000001,b'0',,b'0',,b'0',,b'0',,b'0',0.0647008,b'0',0.1215,b'0',0.155,b'0',3.9117,12.7625,1.0635,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3565,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,75.0,75.925,2.19144,b'0',95.38600000000001,b'0',,b'0',,b'0',,b'0',0.5217649999999999,b'0',0.18427000000000002,b'0',11.0127,b'0',0.765911,b'0',7.63399,b'0',7.8285800000000005,b'0',0.00238858,b'0',2388.58,b'0',2186.79,b'0',599.994,b'0',7.83961,b'0',2181.59,b'0',583.05,b'0',36.648,b'0',36.6405,b'0',19.8251,b'0',26.0602,b'0',97.9925,b'0',45.898,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',50.4945,b'0',,b'0',0.00932799,b'0',0.1565,b'0',0.1585,b'0',5.0388,16.4398,1.37,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3566,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,100.0,101.22200000000001,2.27866,b'0',99.1745,b'0',,b'0',,b'0',,b'0',0.0710641,b'0',0.0619764,b'0',11.3526,b'0',0.8215819999999999,b'0',8.72579,b'0',7.82688,b'0',0.00238709,b'0',2387.09,b'0',2186.61,b'0',591.533,b'0',7.8369800000000005,b'0',2181.73,b'0',575.797,b'0',36.592,b'0',36.583,b'0',19.3462,b'0',26.142,b'0',31.7422,b'0',14.6769,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.115,b'0',0.1755,b'0',2.0443,6.6697,0.5558,4.0,2012-02-07 12:34:00,2012-02-07 13:01:00,2012-02-07 04:39:00,2012-02-07 04:58:00,2012-02-07 17:04:00,2012-02-07 17:31:00,2012-02-07 09:09:00,2012-02-07 09:28:00
3567,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,130.0,130.958,1.46838,b'0',63.9024,b'0',,b'0',,b'0',,b'0',0.5952069999999999,b'0',0.0,b'0',11.9159,b'0',0.840242,b'0',14.8398,b'0',7.762410000000001,b'0',0.00238071,b'0',2380.71,b'0',2210.93,b'0',684.9810000000001,b'0',7.77137,b'0',2206.69,b'0',668.066,b'0',36.524,b'0',36.5058,b'0',18.7196,b'0',26.2445,b'0',26.4918,b'0',14.8395,b'0',51.6332,b'0',7.3664,b'0',8.1775,b'0',50.3886,b'0',7.18883,b'0',,b'0',,b'0',53.1135,b'0',,b'0',,b'0',,b'0',,b'0',2.873,9.888,0.824,,2012-02-07 12:34:00,2012-02-07 13:01:00,,,2012-02-07 17:04:00,2012-02-07 17:31:00,,
3568,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,1.0,160.0,161.458,1.79331,b'0',78.0397,b'0',,b'0',,b'0',,b'0',0.6650149999999999,b'0',0.011972799999999999,b'0',10.9648,b'0',1.1179299999999999,b'0',13.9717,b'0',7.7787,b'0',0.00238018,b'0',2380.18,b'0',2203.02,b'0',646.979,b'0',7.7883,b'0',2198.73,b'0',631.061,b'0',36.481,b'0',36.4593,b'0',18.4283,b'0',26.2829,b'0',35.1256,b'0',10.53,b'0',46.9192,b'0',7.931539999999999,b'0',6.901439999999999,b'0',45.7882,b'0',7.74035,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',2.1769,7.4921,0.6243,,2012-02-07 12:34:00,2012-02-07 13:01:00,,,2012-02-07 17:04:00,2012-02-07 17:31:00,,
3569,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,200.0,200.07,0.6056010000000001,b'0',26.3531,b'0',,b'0',,b'0',,b'0',0.056587,b'0',0.047113300000000004,b'0',8.5848,b'0',1.64303,b'0',24.9259,b'0',7.67398,b'0',0.00237446,b'0',2374.46,b'0',2242.42,b'0',844.3960000000001,b'0',7.68197,b'0',2239.15,b'0',826.8489999999999,b'0',36.4427,b'0',36.429,b'0',18.186,b'0',26.3206,b'0',20.1858,b'0',11.8185,b'0',90.7392,b'0',12.5818,b'0',8.41392,b'0',88.5519,b'0',12.2785,b'0',,b'0',,b'0',48.8212,b'0',,b'0',,b'0',,b'0',,b'0',1.1603,3.9932,0.3328,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3570,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,230.0,230.27599999999998,0.061790099999999994,b'0',2.68877,b'0',,b'0',,b'0',,b'0',0.555717,b'0',0.0,b'0',3.8461800000000004,b'0',1.6976900000000001,b'0',32.6788,b'0',7.62413,b'0',0.00239591,b'0',2395.91,b'0',2283.27,b'0',964.975,b'0',7.6321,b'0',2280.07,b'0',944.725,b'0',36.406,b'0',36.4027,b'0',18.0086,b'0',26.3447,b'0',174.35299999999998,b'0',140.531,b'0',58.7621,b'0',10.3872,b'0',6.60002,b'0',57.3457,b'0',10.1368,b'0',,b'0',,b'0',48.3362,b'0',,b'0',,b'0',,b'0',,b'0',1.6962,6.0455,0.5038,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3571,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,250.0,250.01,0.0644526,b'0',2.80461,b'0',,b'0',,b'0',,b'0',0.28159,b'0',0.0281718,b'0',0.0587804,b'0',1.8051700000000002,b'0',36.2965,b'0',7.622380000000001,b'0',0.00240314,b'0',2403.14,b'0',2291.1,b'0',970.682,b'0',7.6307,b'0',2287.66,b'0',948.809,b'0',36.3907,b'0',36.393,b'0',17.9474,b'0',26.3526,b'0',44.1987,b'0',23.9109,b'0',32.3815,b'0',5.62322,b'0',6.71829,b'0',31.6009,b'0',5.48767,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',3.8344,13.6664,1.1389,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3572,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,300.0,300.957,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',3.16692,b'0',0.0,b'0',0.0297488,b'0',2.78487,b'0',42.6738,b'0',7.62223,b'0',0.00241552,b'0',2415.52,b'0',2301.94,b'0',970.336,b'0',7.629980000000001,b'0',2298.77,b'0',950.25,b'0',36.375,b'0',36.3732,b'0',17.8176,b'0',26.3695,b'0',22.7696,b'0',12.8563,b'0',76.1257,b'0',10.6065,b'0',8.373510000000001,b'0',74.2907,b'0',10.3508,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',2.1216,7.5618,0.6301,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3573,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,350.0,350.805,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',6.38336,b'0',0.0,b'0',0.026260900000000004,b'0',2.9750799999999997,b'0',50.4151,b'0',7.617260000000001,b'0',0.00242368,b'0',2423.68,b'0',2311.64,b'0',980.503,b'0',7.62467,b'0',2308.6,b'0',960.9839999999999,b'0',36.357,b'0',36.3499,b'0',17.6639,b'0',26.3895,b'0',26.9487,b'0',16.6848,b'0',56.3888,b'0',10.0601,b'0',6.53938,b'0',55.0296,b'0',9.81762,b'0',,b'0',,b'0',48.4817,b'0',,b'0',,b'0',,b'0',,b'0',1.3094,4.667,0.3889,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3574,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,400.0,401.24300000000005,0.0,b'0',0.0,b'0',,b'0',,b'0',,b'0',9.0031,b'0',0.0,b'0',0.036500599999999994,b'0',3.15065,b'0',57.2907,b'0',7.6086,b'0',0.00243655,b'0',2436.55,b'0',2327.13,b'0',1002.89,b'0',7.6167,b'0',2324.08,b'0',982.88,b'0',36.330999999999996,b'0',36.3342,b'0',17.5704,b'0',26.4004,b'0',25.7917,b'0',16.3458,b'0',68.05199999999999,b'0',10.4553,b'0',7.593660000000001,b'0',66.4116,b'0',10.2033,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',1.0829,3.8597,0.3216,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3575,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,500.0,499.145,,b'0',,b'0',,b'0',,b'0',,b'0',14.682,b'0',0.0,b'0',0.027658999999999996,b'0',3.39616,b'0',70.5897,b'0',7.602069999999999,b'0',0.00245115,b'0',2451.15,b'0',2343.68,b'0',1019.88,b'0',7.61309,b'0',2339.29,b'0',990.674,b'0',36.301,b'0',36.2983,b'0',17.3804,b'0',26.4193,b'0',185.676,b'1',12.1034,b'0',57.4713,b'0',9.61985,b'0',6.96995,b'0',56.086000000000006,b'0',9.38797,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',,b'0',0.5912,2.8427,0.2369,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3576,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,750.0,750.789,,b'0',,b'0',,b'0',,b'0',,b'0',20.7131,b'0',0.0,b'0',0.0472526,b'0',3.74243,b'0',84.2239,b'0',7.58435,b'0',0.00247536,b'0',2475.36,b'0',2374.01,b'0',1074.55,b'0',7.59262,b'0',2370.63,b'0',1050.6,b'0',36.263000000000005,b'0',36.2655,b'0',17.2586,b'0',26.4237,b'0',16.6938,b'0',8.32933,b'0',72.2908,b'0',11.2616,b'0',7.48912,b'0',70.5483,b'0',10.9901,b'0',,b'0',,b'0',47.3905,b'0',,b'0',,b'0',,b'0',,b'0',0.8232,3.9586,0.3299,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3577,188,93HG_188,CAR-188,1,7,2,2012,10.499,-64.668,2.0,1310.0,1310.71,,b'0',,b'0',,b'0',,b'0',,b'0',26.5825,b'0',0.00148253,b'0',0.0653557,b'0',4.04935,b'0',93.9851,b'0',7.56871,b'0',0.002501,b'0',2501.0,b'0',2404.57,b'0',1130.03,b'0',7.5758,b'0',2401.91,b'0',1110.14,b'0',36.2517,b'0',36.2494,b'0',17.281,b'0',26.4059,b'0',24.6855,b'0',10.8096,b'0',67.055,b'0',11.8887,b'0',6.580260000000001,b'0',65.4386,b'0',11.6021,b'0',,b'0',,b'0',49.6619,b'0',,b'0',,b'0',,b'0',,b'0',0.9337,4.4899,0.3742,,2012-02-07 06:56:00,2012-02-07 08:21:00,,,2012-02-07 11:26:00,2012-02-07 12:51:00,,
3578,189,93HG_189,CAR-189,1,16,3,2012,10.507,-64.667,1.0,1.0,1.355,5.69532,b'0',248.072,b'0',,b'0',,b'0',,b'0',0.15376900000000002,b'0',0.0423202,b'0',0.0413337,b'0',0.11477799999999999,b'0',2.14606,b'0',8.04036,b'0',0.00241069,b'0',2410.69,b'0',2090.75,b'0',377.51,b'0',8.0535,b'0',2082.26,b'0',363.231,b'0',36.6837,b'0',36.6935,b'0',22.5812,b'0',25.3397,b'0',509.384,b'0',216.075,b'0',699.291,b'0',121.92,b'0',6.69159,b'0',682.435,b'0',118.98100000000001,b'0',,b'0',,b'0',59.9762,b'0',,b'0',33.6092,b'0',4.4775,b'0',2.2125,b'0',,,,4.0,2012-03-16 12:34:00,2012-03-16 13:12:00,2012-03-16 04:30:00,2012-03-16 04:55:00,2012-03-16 17:04:00,2012-03-16 17:42:00,2012-03-16 09:00:00,2012-03-16 09:25:00
3579,189,93HG_189,CAR-189,1,16,3,2012,10.507,-64.667,1.0,7.0,6.821000000000001,5.54023,b'0',241.237,b'0',,b'0',,b'0',,b'0',0.191736,b'0',0.072314,b'0',0.544338,b'0',0.135397,b'0',2.06352,b'0',8.02764,b'0',0.00241506,b'0',2415.06,b'0',2102.15,b'0',372.702,b'0',8.03942,b'0',2095.07,b'0',360.77,b'0',36.688,b'0',36.6931,b'0',21.3764,b'0',25.6796,b'0',417.216,b'0',136.406,b'0',50.8906,b'0',11.6188,b'0',5.11002,b'0',49.6639,b'0',11.3387,b'0',,b'0',,b'0',,b'0',,b'0',18.9853,b'0',4.895,b'0',2.0875,b'0',12.9046,42.1033,3.5086,4.0,2012-03-16 12:34:00,2012-03-16 13:12:00,2012-03-16 04:30:00,2012-03-16 04:55:00,2012-03-16 17:04:00,2012-03-16 17:42:00,2012-03-16 09:00:00,2012-03-16 09:25:00
3580,189,93HG_189,CAR-189,1,16,3,2012,10.507,-64.667,1.0,15.0,15.277999999999999,4.1597,b'0',181.11900000000003,b'0',,b'0',,b'0',,b'0',0.811681,b'0',0.19503900000000002,b'0',4.3397,b'1',0.284394,b'0',3.73737,b'0',7.945060000000001,b'0',0.00239954,b'0',2399.54,b'0',2136.64,b'0',465.131,b'0',7.956160000000001,b'0',2130.35,b'0',450.935,b'0',36.689,b'0',36.6958,b'0',21.2604,b'0',25.7138,b'0',520.908,b'0',130.635,b'0',473.259,b'0',102.991,b'0',5.361000000000001,b'0',461.851,b'0',100.508,b'0',,b'0',,b'0',,b'0',,b'0',2.31018,b'0',4.64,b'0',2.1325,b'0',,,,4.0,2012-03-16 12:34:00,2012-03-16 13:12:00,2012-03-16 04:30:00,2012-03-16 04:55:00,2012-03-16 17:04:00,2012-03-16 17:42:00,2012-03-16 09:00:00,2012-03-16 09:25:00
3581,189,93HG_189,CAR-189,1,16,3,2012,10.507,-64.667,1.0,25.0,25.557,3.9493,b'0',171.947,b'0',,b'0',,b'0',,b'0',0.439567,b'0',0.231213,b'0',5.19044,b'0',0.359076,b'0',2.83534,b'0',7.92478,b'0',0.00241118,b'0',2411.18,b'0',2158.38,b'0',489.884,b'0',7.935410000000001,b'0',2152.63,b'0',475.999,b'0',36.6963,b'0',36.7084,b'0',21.0527,b'0',25.7807,b'0',425.86300000000006,b'0',164.41099999999997,b'0',352.952,b'0',78.2063,b'0',5.26527,b'0',344.444,b'0',76.3212,b'0',,b'0',,b'0',,b'0',,b'0',0.6066560000000001,b'0',3.22667,b'0',3.19833,b'0',9.7622,31.8505,2.6542,4.0,2012-03-16 12:34:00,2012-03-16 13:12:00,2012-03-16 04:30:00,2012-03-16 04:55:00,2012-03-16 17:04:00,2012-03-16 17:42:00,2012-03-16 09:00:00,2012-03-16 09:25:00
3582,189,93HG_189,CAR-189,1,16,3,2012,10.507,-64.667,1.0,35.0,34.298,2.61594,b'0',113.87100000000001,b'0',,b'0',,b'0',,b'0',0.145017,b'0',0.284173,b'0',10.5791,b'0',0.620113,b'0',4.178640000000001,b'0',7.865189999999999,b'0',0.00239856,b'0',2398.56,b'0',2178.12,b'0',555.9540000000001,b'0',7.8748,b'0',2173.08,b'0',541.314,b'0',36.675,b'0',36.6989,b'0',20.2532,b'0',25.9906,b'0',97.3385,b'0',31.9106,b'0',70.67,b'0',16.387,b'0',5.0313099999999995,b'0',68.9665,b'0',15.992,b'0',,b'0',,b'0',52.9195,b'0',,b'0',0.11526199999999999,b'0',0.398333,b'0',0.551667,b'0',2.9805,9.7243,0.8104,4.0,2012-03-16 12:34:00,2012-03-16 13:12:00,2012-03-16 04:30:00,2012-03-16 04:55:00,2012-03-16 17:04:00,2012-03-16 17:42:00,2012-03-16 09:00:00,2012-03-16 09:25:00
