"","Date","val","spec"
"643",2016-02-04,14.52,"Hapto6"
"644",2016-05-10,22.28,"Hapto6"
"645",2016-06-07,16.21,"Hapto6"
"646",2016-09-20,11.8,"Hapto6"
"647",2016-12-21,9.7,"Hapto6"
"648",2017-01-12,10.57,"Hapto6"
"649",1995-12-14,0,"Chloro1"
"650",1996-01-13,0.59,"Chloro1"
"651",1996-02-14,0,"Chloro1"
"652",1996-03-13,0.09,"Chloro1"
"653",1996-04-17,11.84,"Chloro1"
"654",1996-05-10,1.04,"Chloro1"
"655",1996-06-13,0.21,"Chloro1"
"656",1996-07-11,0.42,"Chloro1"
"657",1996-08-07,0.6,"Chloro1"
"658",1996-09-11,1.16,"Chloro1"
"659",1996-10-09,1.19,"Chloro1"
"660",1996-11-11,2.14,"Chloro1"
"661",1996-12-10,0.5,"Chloro1"
"662",1997-01-08,1.42,"Chloro1"
"663",1997-02-14,0,"Chloro1"
"664",1997-02-23,0.02,"Chloro1"
"665",1997-03-13,0,"Chloro1"
"666",1997-04-16,0,"Chloro1"
"667",1997-05-10,0,"Chloro1"
"668",1997-06-17,0,"Chloro1"
"669",1997-07-08,0.02,"Chloro1"
"670",1997-07-16,0,"Chloro1"
"671",1997-08-17,0,"Chloro1"
"672",1997-09-17,0.1,"Chloro1"
"673",1997-10-14,0,"Chloro1"
"674",1997-11-13,0,"Chloro1"
"675",1997-12-17,0,"Chloro1"
"676",1998-01-14,0,"Chloro1"
"677",1998-02-11,0,"Chloro1"
"678",1998-03-12,0,"Chloro1"
"679",1998-04-21,0,"Chloro1"
"680",1998-06-09,1.47,"Chloro1"
"681",1998-07-09,0,"Chloro1"
"682",1998-08-05,1.56,"Chloro1"
"683",1998-09-01,0.67,"Chloro1"
"684",1998-12-16,1.72,"Chloro1"
"685",1999-01-12,1.24,"Chloro1"
"686",1999-03-04,0,"Chloro1"
"687",1999-04-07,0.05,"Chloro1"
"688",1999-07-15,0,"Chloro1"
"689",1999-08-11,0,"Chloro1"
"690",1999-09-14,0.15,"Chloro1"
"691",1999-10-05,0,"Chloro1"
"692",1999-11-04,0,"Chloro1"
"693",1999-12-07,0.04,"Chloro1"
"694",2000-01-11,0.01,"Chloro1"
"695",2000-02-08,0.03,"Chloro1"
"696",2000-03-09,0.22,"Chloro1"
"697",2000-04-11,0,"Chloro1"
"698",2000-05-11,0,"Chloro1"
"699",2000-06-06,0.12,"Chloro1"
"700",2000-07-07,0.02,"Chloro1"
"701",2000-08-09,0.12,"Chloro1"
"702",2000-09-12,0,"Chloro1"
"703",2000-10-10,0,"Chloro1"
"704",2006-07-04,0.02,"Chloro1"
"705",2006-08-03,0.19,"Chloro1"
"706",2006-09-12,0.11,"Chloro1"
"707",2006-10-10,1.26,"Chloro1"
"708",2006-11-02,0.09,"Chloro1"
"709",2006-12-05,0.55,"Chloro1"
"710",2007-02-06,0.41,"Chloro1"
"711",2007-03-06,0.69,"Chloro1"
"712",2007-04-10,0.37,"Chloro1"
"713",2007-05-08,0.05,"Chloro1"
"714",2007-06-05,0.03,"Chloro1"
"715",2007-07-03,0.92,"Chloro1"
"716",2007-08-07,0.15,"Chloro1"
"717",2007-09-04,0.04,"Chloro1"
"718",2007-10-19,1.66,"Chloro1"
"719",2007-12-11,1.43,"Chloro1"
"720",2008-01-10,1.29,"Chloro1"
"721",2008-02-12,1.41,"Chloro1"
"722",2008-03-11,1.91,"Chloro1"
"723",2008-04-08,0.88,"Chloro1"
"724",2008-05-04,0.48,"Chloro1"
"725",2008-06-03,0.54,"Chloro1"
"726",2008-07-08,0.9,"Chloro1"
"727",2008-08-05,2.03,"Chloro1"
"728",2008-09-10,0.62,"Chloro1"
"729",2008-10-10,0.55,"Chloro1"
"730",2008-11-18,0.29,"Chloro1"
"731",2008-12-10,0.46,"Chloro1"
"732",2009-01-13,1.81,"Chloro1"
"733",2009-02-10,1.56,"Chloro1"
"734",2009-03-03,1.04,"Chloro1"
"735",2009-04-07,0.34,"Chloro1"
"736",2009-05-08,0.79,"Chloro1"
"737",2009-06-02,0.22,"Chloro1"
"738",2009-07-14,0.33,"Chloro1"
"739",2009-08-11,0.21,"Chloro1"
"740",2009-09-15,0.91,"Chloro1"
"741",2009-10-07,0.69,"Chloro1"
"742",2009-11-10,0.55,"Chloro1"
"743",2009-12-08,0.48,"Chloro1"
"744",2010-01-07,1.15,"Chloro1"
"745",2010-02-11,2.32,"Chloro1"
"746",2010-03-09,0.47,"Chloro1"
"747",2010-04-07,0.52,"Chloro1"
"748",2010-05-11,0.49,"Chloro1"
"749",2010-06-08,0.7,"Chloro1"
"750",2010-08-04,0.48,"Chloro1"
"751",2010-09-15,0.672,"Chloro1"
"752",2010-10-05,0.73,"Chloro1"
"753",2010-11-09,0.46,"Chloro1"
"754",2010-12-08,0.7,"Chloro1"
"755",2011-01-11,1.5,"Chloro1"
"756",2011-02-08,0.11,"Chloro1"
"757",2011-03-15,0.24,"Chloro1"
"758",2011-04-12,0,"Chloro1"
"759",2011-05-10,0.14,"Chloro1"
"760",2011-06-09,0.01,"Chloro1"
"761",2011-07-07,0,"Chloro1"
"762",2011-08-09,0.03,"Chloro1"
"763",2011-09-06,0,"Chloro1"
"764",2011-10-04,0.01,"Chloro1"
"765",2011-11-18,0.03,"Chloro1"
"766",2012-01-10,0.16,"Chloro1"
"767",2012-02-07,0.26,"Chloro1"
"768",2012-03-16,2.23,"Chloro1"
"769",2012-04-10,0.06,"Chloro1"
"770",2012-05-15,0.04,"Chloro1"
"771",2012-07-26,0.08,"Chloro1"
"772",2012-08-14,0.04,"Chloro1"
"773",2012-09-11,0.17,"Chloro1"
"774",2012-10-10,0.04,"Chloro1"
"775",2012-11-08,0,"Chloro1"
"776",2012-12-04,0,"Chloro1"
"777",2013-03-05,0.2,"Chloro1"
"778",2013-04-09,0.08,"Chloro1"
"779",2013-05-09,0.12,"Chloro1"
"780",2013-06-11,0.02,"Chloro1"
"781",2013-07-11,0,"Chloro1"
"782",2013-08-13,0.22,"Chloro1"
"783",2013-09-11,0.03,"Chloro1"
"784",2013-10-08,0,"Chloro1"
"785",2013-11-13,0.01,"Chloro1"
"786",2013-12-04,0.02,"Chloro1"
"787",2014-01-14,0.24,"Chloro1"
"788",2014-02-04,0.43,"Chloro1"
"789",2014-03-10,0.98,"Chloro1"
"790",2014-04-01,0.22,"Chloro1"
"791",2014-05-06,21.84,"Chloro1"
"792",2014-06-13,0.27,"Chloro1"
"793",2014-09-03,0.01,"Chloro1"
"794",2014-10-07,0,"Chloro1"
"795",2014-11-12,0,"Chloro1"
"796",2014-12-09,0.39,"Chloro1"
"797",2015-02-15,0.21,"Chloro1"
"798",2015-04-14,0.18,"Chloro1"
"799",2015-07-29,0.33,"Chloro1"
"800",2015-08-17,0.02,"Chloro1"
"801",2015-09-10,0.08,"Chloro1"
"802",2015-11-16,0.4,"Chloro1"
"803",2015-12-09,0.21,"Chloro1"
"804",2016-01-12,0.21,"Chloro1"
"805",2016-02-04,0.32,"Chloro1"
"806",2016-05-10,0.13,"Chloro1"
"807",2016-06-07,0,"Chloro1"
"808",2016-09-20,0.04,"Chloro1"
"809",2016-12-21,0.63,"Chloro1"
"810",2017-01-12,0.71,"Chloro1"
"811",1995-12-14,0.83,"Cyano4"
"812",1996-01-13,0.46,"Cyano4"
"813",1996-02-14,0.34,"Cyano4"
"814",1996-03-13,0.27,"Cyano4"
"815",1996-04-17,1.36,"Cyano4"
"816",1996-05-10,0.54,"Cyano4"
"817",1996-06-13,0.11,"Cyano4"
"818",1996-07-11,2.7,"Cyano4"
"819",1996-08-07,1.42,"Cyano4"
"820",1996-09-11,2.91,"Cyano4"
"821",1996-10-09,3.16,"Cyano4"
"822",1996-11-11,2.13,"Cyano4"
"823",1996-12-10,1.99,"Cyano4"
"824",1997-01-08,1.68,"Cyano4"
"825",1997-02-14,0.42,"Cyano4"
"826",1997-02-23,0.4,"Cyano4"
"827",1997-03-13,0,"Cyano4"
"828",1997-04-16,1.27,"Cyano4"
"829",1997-05-10,0.15,"Cyano4"
"830",1997-06-17,0.9,"Cyano4"
"831",1997-07-08,0.05,"Cyano4"
"832",1997-07-16,0.12,"Cyano4"
"833",1997-08-17,1.98,"Cyano4"
"834",1997-09-17,1.74,"Cyano4"
"835",1997-10-14,0,"Cyano4"
"836",1997-11-13,0,"Cyano4"
"837",1997-12-17,0,"Cyano4"
"838",1998-01-14,1.24,"Cyano4"
"839",1998-02-11,0.28,"Cyano4"
"840",1998-03-12,0,"Cyano4"
"841",1998-04-21,1.36,"Cyano4"
"842",1998-06-09,4.44,"Cyano4"
"843",1998-07-09,2.5,"Cyano4"
"844",1998-08-05,4.15,"Cyano4"
"845",1998-09-01,2.98,"Cyano4"
"846",1998-12-16,1.85,"Cyano4"
"847",1999-01-12,4.1,"Cyano4"
"848",1999-03-04,0.02,"Cyano4"
"849",1999-04-07,1.24,"Cyano4"
"850",1999-07-15,1.37,"Cyano4"
"851",1999-08-11,0.77,"Cyano4"
"852",1999-09-14,1.74,"Cyano4"
"853",1999-10-05,2.6,"Cyano4"
"854",1999-11-04,2.56,"Cyano4"
"855",1999-12-07,3.19,"Cyano4"
"856",2000-01-11,1.76,"Cyano4"
"857",2000-02-08,1.03,"Cyano4"
"858",2000-03-09,0.92,"Cyano4"
"859",2000-04-11,1,"Cyano4"
"860",2000-05-11,1.94,"Cyano4"
"861",2000-06-06,1.29,"Cyano4"
"862",2000-07-07,0.59,"Cyano4"
"863",2000-08-09,3.63,"Cyano4"
"864",2000-09-12,3.68,"Cyano4"
"865",2000-10-10,3.92,"Cyano4"
"866",2006-07-04,1.84,"Cyano4"
"867",2006-08-03,4.05,"Cyano4"
"868",2006-09-12,2.54,"Cyano4"
"869",2006-10-10,1.85,"Cyano4"
"870",2006-11-02,3.35,"Cyano4"
"871",2006-12-05,2.1,"Cyano4"
"872",2007-02-06,0.16,"Cyano4"
"873",2007-03-06,2.24,"Cyano4"
"874",2007-04-10,2.51,"Cyano4"
"875",2007-05-08,4.55,"Cyano4"
"876",2007-06-05,3.07,"Cyano4"
"877",2007-07-03,1.13,"Cyano4"
"878",2007-08-07,4.71,"Cyano4"
"879",2007-09-04,3.61,"Cyano4"
"880",2007-10-19,4.64,"Cyano4"
"881",2007-12-11,4.12,"Cyano4"
"882",2008-01-10,1.59,"Cyano4"
"883",2008-02-12,4.25,"Cyano4"
"884",2008-03-11,0.57,"Cyano4"
"885",2008-04-08,1.1,"Cyano4"
"886",2008-05-04,2.14,"Cyano4"
"887",2008-06-03,4.77,"Cyano4"
"888",2008-07-08,2.44,"Cyano4"
"889",2008-08-05,3.67,"Cyano4"
"890",2008-09-10,3.79,"Cyano4"
"891",2008-10-10,4.11,"Cyano4"
"892",2008-11-18,3.13,"Cyano4"
"893",2008-12-10,3.5,"Cyano4"
"894",2009-01-13,1.29,"Cyano4"
"895",2009-02-10,0.74,"Cyano4"
"896",2009-03-03,0.88,"Cyano4"
"897",2009-04-07,1.26,"Cyano4"
"898",2009-05-08,1.54,"Cyano4"
"899",2009-06-02,1.42,"Cyano4"
"900",2009-07-14,1.7,"Cyano4"
"901",2009-08-11,2.51,"Cyano4"
"902",2009-09-15,4.32,"Cyano4"
"903",2009-10-07,2.37,"Cyano4"
"904",2009-11-10,4.24,"Cyano4"
"905",2009-12-08,1.81,"Cyano4"
"906",2010-01-07,2.76,"Cyano4"
"907",2010-02-11,0.13,"Cyano4"
"908",2010-03-09,2.48,"Cyano4"
"909",2010-04-07,2.39,"Cyano4"
"910",2010-05-11,1.33,"Cyano4"
"911",2010-06-08,2.55,"Cyano4"
"912",2010-08-04,3.36,"Cyano4"
"913",2010-09-15,6.64,"Cyano4"
"914",2010-10-05,6.15,"Cyano4"
"915",2010-11-09,3.9,"Cyano4"
"916",2010-12-08,1.84,"Cyano4"
"917",2011-01-11,2,"Cyano4"
"918",2011-02-08,0.63,"Cyano4"
"919",2011-03-15,1.97,"Cyano4"
"920",2011-04-12,0.48,"Cyano4"
"921",2011-05-10,4.51,"Cyano4"
"922",2011-06-09,5.82,"Cyano4"
"923",2011-07-07,3.55,"Cyano4"
"924",2011-08-09,5.99,"Cyano4"
"925",2011-09-06,5.18,"Cyano4"
"926",2011-10-04,5.6,"Cyano4"
"927",2011-11-18,5.21,"Cyano4"
"928",2012-01-10,1.18,"Cyano4"
"929",2012-02-07,1.17,"Cyano4"
"930",2012-03-16,0.46,"Cyano4"
"931",2012-04-10,3.37,"Cyano4"
"932",2012-05-15,5.85,"Cyano4"
"933",2012-07-26,4.03,"Cyano4"
"934",2012-08-14,4.48,"Cyano4"
"935",2012-09-11,4.81,"Cyano4"
"936",2012-10-10,3.87,"Cyano4"
"937",2012-11-08,4.95,"Cyano4"
"938",2012-12-04,5.1,"Cyano4"
"939",2013-03-05,1.86,"Cyano4"
"940",2013-04-09,2.04,"Cyano4"
"941",2013-05-09,5.45,"Cyano4"
"942",2013-06-11,8.09,"Cyano4"
"943",2013-07-11,6.41,"Cyano4"
"944",2013-08-13,4.27,"Cyano4"
"945",2013-09-11,8.63,"Cyano4"
"946",2013-10-08,5.42,"Cyano4"
"947",2013-11-13,7.59,"Cyano4"
"948",2013-12-04,6.87,"Cyano4"
"949",2014-01-14,0.66,"Cyano4"
"950",2014-02-04,0.62,"Cyano4"
"951",2014-03-10,3.81,"Cyano4"
"952",2014-04-01,1.63,"Cyano4"
"953",2014-05-06,2.57,"Cyano4"
"954",2014-06-13,2.48,"Cyano4"
"955",2014-09-03,6.15,"Cyano4"
"956",2014-10-07,4.87,"Cyano4"
"957",2014-11-12,4.79,"Cyano4"
"958",2014-12-09,2.78,"Cyano4"
"959",2015-02-15,4.82,"Cyano4"
"960",2015-04-14,0.99,"Cyano4"
"961",2015-07-29,3.48,"Cyano4"
"962",2015-08-17,3.87,"Cyano4"
"963",2015-09-10,9.66,"Cyano4"
"964",2015-11-16,3.72,"Cyano4"
"965",2015-12-09,4.92,"Cyano4"
"966",2016-01-12,1.49,"Cyano4"
"967",2016-02-04,1.3,"Cyano4"
"968",2016-05-10,7.42,"Cyano4"
"969",2016-06-07,8.68,"Cyano4"
"970",2016-09-20,6.69,"Cyano4"
"971",2016-12-21,3.15,"Cyano4"
"972",2017-01-12,2.07,"Cyano4"
"973",1995-12-14,5.87,"Diatom1"
"974",1996-01-13,29.02,"Diatom1"
"975",1996-02-14,20.23,"Diatom1"
"976",1996-03-13,14.93,"Diatom1"
"977",1996-04-17,101.3,"Diatom1"
"978",1996-05-10,31.41,"Diatom1"
"979",1996-06-13,14.64,"Diatom1"
"980",1996-07-11,11.02,"Diatom1"
"981",1996-08-07,8.36,"Diatom1"
"982",1996-09-11,13.06,"Diatom1"
"983",1996-10-09,15.69,"Diatom1"
"984",1996-11-11,25.31,"Diatom1"
"985",1996-12-10,7.14,"Diatom1"
"986",1997-01-08,87.49,"Diatom1"
"987",1997-02-14,17.47,"Diatom1"
"988",1997-02-23,36.78,"Diatom1"
"989",1997-03-13,44.41,"Diatom1"
"990",1997-04-16,49.01,"Diatom1"
"991",1997-05-10,21.32,"Diatom1"
"992",1997-06-17,5.77,"Diatom1"
"993",1997-07-08,8.57,"Diatom1"
"994",1997-07-16,20.24,"Diatom1"
"995",1997-08-17,8.11,"Diatom1"
"996",1997-09-17,4.77,"Diatom1"
"997",1997-10-14,6.44,"Diatom1"
"998",1997-11-13,4.86,"Diatom1"
"999",1997-12-17,15.71,"Diatom1"
"1000",1998-01-14,16.79,"Diatom1"
"1001",1998-02-11,15.1,"Diatom1"
"1002",1998-03-12,66.63,"Diatom1"
"1003",1998-04-21,14.05,"Diatom1"
"1004",1998-06-09,13.03,"Diatom1"
"1005",1998-07-09,5.23,"Diatom1"
"1006",1998-08-05,10.71,"Diatom1"
"1007",1998-09-01,6.6,"Diatom1"
"1008",1998-12-16,20.23,"Diatom1"
"1009",1999-01-12,32.95,"Diatom1"
"1010",1999-03-04,0,"Diatom1"
"1011",1999-04-07,2.34,"Diatom1"
"1012",1999-07-15,7.78,"Diatom1"
"1013",1999-08-11,0.31,"Diatom1"
"1014",1999-09-14,7.16,"Diatom1"
"1015",1999-10-05,0.68,"Diatom1"
"1016",1999-11-04,2.4,"Diatom1"
"1017",1999-12-07,2.44,"Diatom1"
"1018",2000-01-11,17.96,"Diatom1"
"1019",2000-02-08,19.36,"Diatom1"
"1020",2000-03-09,5.27,"Diatom1"
"1021",2000-04-11,15.67,"Diatom1"
"1022",2000-05-11,16.41,"Diatom1"
"1023",2000-06-06,4.63,"Diatom1"
"1024",2000-07-07,3.07,"Diatom1"
"1025",2000-08-09,4.52,"Diatom1"
"1026",2000-09-12,15.47,"Diatom1"
"1027",2000-10-10,3.12,"Diatom1"
"1028",2006-07-04,5.77,"Diatom1"
"1029",2006-08-03,6.21,"Diatom1"
"1030",2006-09-12,8.3,"Diatom1"
"1031",2006-10-10,22.78,"Diatom1"
"1032",2006-11-02,6.17,"Diatom1"
"1033",2006-12-05,11.44,"Diatom1"
"1034",2007-02-06,78.08,"Diatom1"
"1035",2007-03-06,10.35,"Diatom1"
"1036",2007-04-10,8.9,"Diatom1"
"1037",2007-05-08,7.85,"Diatom1"
"1038",2007-06-05,7.36,"Diatom1"
"1039",2007-07-03,15.74,"Diatom1"
"1040",2007-08-07,6.62,"Diatom1"
"1041",2007-09-04,7.85,"Diatom1"
"1042",2007-10-19,9.82,"Diatom1"
"1043",2007-12-11,6.4,"Diatom1"
"1044",2008-01-10,12.53,"Diatom1"
"1045",2008-02-12,4.72,"Diatom1"
"1046",2008-03-11,29.6,"Diatom1"
"1047",2008-04-08,10.71,"Diatom1"
"1048",2008-05-04,7.79,"Diatom1"
"1049",2008-06-03,4.73,"Diatom1"
"1050",2008-07-08,10.85,"Diatom1"
"1051",2008-08-05,18.05,"Diatom1"
"1052",2008-09-10,6.8,"Diatom1"
"1053",2008-10-10,9.06,"Diatom1"
"1054",2008-11-18,8.55,"Diatom1"
"1055",2008-12-10,4.14,"Diatom1"
"1056",2009-01-13,38.31,"Diatom1"
"1057",2009-02-10,30.37,"Diatom1"
"1058",2009-03-03,14.62,"Diatom1"
"1059",2009-04-07,6.72,"Diatom1"
"1060",2009-05-08,8.59,"Diatom1"
"1061",2009-06-02,8.27,"Diatom1"
"1062",2009-07-14,8.08,"Diatom1"
"1063",2009-08-11,8.09,"Diatom1"
"1064",2009-09-15,10.02,"Diatom1"
"1065",2009-10-07,9.52,"Diatom1"
"1066",2009-11-10,3.19,"Diatom1"
"1067",2009-12-08,8.39,"Diatom1"
"1068",2010-01-07,4.59,"Diatom1"
"1069",2010-02-11,83.49,"Diatom1"
"1070",2010-03-09,2.6,"Diatom1"
"1071",2010-04-07,9.27,"Diatom1"
"1072",2010-05-11,9.98,"Diatom1"
"1073",2010-06-08,3.8,"Diatom1"
"1074",2010-08-04,3.54,"Diatom1"
"1075",2010-09-15,8.933,"Diatom1"
"1076",2010-10-05,6.56,"Diatom1"
"1077",2010-11-09,1.91,"Diatom1"
"1078",2010-12-08,5.39,"Diatom1"
"1079",2011-01-11,75.55,"Diatom1"
"1080",2011-02-08,56.11,"Diatom1"
"1081",2011-03-15,2.09,"Diatom1"
"1082",2011-04-12,3.62,"Diatom1"
"1083",2011-05-10,18.35,"Diatom1"
"1084",2011-06-09,0.85,"Diatom1"
"1085",2011-07-07,2.45,"Diatom1"
"1086",2011-08-09,0,"Diatom1"
"1087",2011-09-06,0,"Diatom1"
"1088",2011-10-04,0.37,"Diatom1"
"1089",2011-11-18,0.33,"Diatom1"
"1090",2012-01-10,69.54,"Diatom1"
"1091",2012-02-07,16.75,"Diatom1"
"1092",2012-03-16,219.59,"Diatom1"
"1093",2012-04-10,5.3,"Diatom1"
"1094",2012-05-15,0.56,"Diatom1"
"1095",2012-07-26,2.11,"Diatom1"
"1096",2012-08-14,2.64,"Diatom1"
"1097",2012-09-11,3.15,"Diatom1"
"1098",2012-10-10,1.16,"Diatom1"
"1099",2012-11-08,0.14,"Diatom1"
"1100",2012-12-04,0.08,"Diatom1"
"1101",2013-03-05,7.24,"Diatom1"
"1102",2013-04-09,14.63,"Diatom1"
"1103",2013-05-09,2.18,"Diatom1"
"1104",2013-06-11,0.06,"Diatom1"
"1105",2013-07-11,1.73,"Diatom1"
"1106",2013-08-13,1.03,"Diatom1"
"1107",2013-09-11,2.28,"Diatom1"
"1108",2013-10-08,0.08,"Diatom1"
"1109",2013-11-13,0.46,"Diatom1"
"1110",2013-12-04,0.16,"Diatom1"
"1111",2014-01-14,25.13,"Diatom1"
"1112",2014-02-04,120.62,"Diatom1"
"1113",2014-03-10,26.88,"Diatom1"
"1114",2014-04-01,48.34,"Diatom1"
"1115",2014-05-06,249.09,"Diatom1"
"1116",2014-06-13,27.89,"Diatom1"
"1117",2014-09-03,3.34,"Diatom1"
"1118",2014-10-07,3.35,"Diatom1"
"1119",2014-11-12,1.16,"Diatom1"
"1120",2014-12-09,38.66,"Diatom1"
"1121",2015-02-15,3.38,"Diatom1"
"1122",2015-04-14,45.17,"Diatom1"
"1123",2015-07-29,1.72,"Diatom1"
"1124",2015-08-17,7.17,"Diatom1"
"1125",2015-09-10,0.35,"Diatom1"
"1126",2015-11-16,8.22,"Diatom1"
"1127",2015-12-09,3.9,"Diatom1"
"1128",2016-01-12,42.42,"Diatom1"
"1129",2016-02-04,23.64,"Diatom1"
"1130",2016-05-10,4.01,"Diatom1"
"1131",2016-06-07,2.09,"Diatom1"
"1132",2016-09-20,8.74,"Diatom1"
"1133",2016-12-21,15.27,"Diatom1"
"1134",2017-01-12,35.52,"Diatom1"
