time,10m_u_component_of_wind,10m_v_component_of_neutral_wind,10m_v_component_of_wind,10m_wind_speed,2m_temperature,benjamin_feir_index,clear_sky_direct_solar_radiation_at_surface,coefficient_of_drag_with_waves,evaporation,instantaneous_10m_wind_gust,instantaneous_eastward_turbulent_surface_stress,instantaneous_large_scale_surface_precipitation_fraction,instantaneous_northward_turbulent_surface_stress,lake_mix_layer_depth,lake_mix_layer_temperature,large_scale_precipitation,mean_evaporation_rate,mean_runoff_rate,mean_total_precipitation_rate,mean_wave_period,medium_cloud_cover,northward_turbulent_surface_stress,runoff,sea_surface_temperature,sub_surface_runoff,surface_pressure,surface_runoff,surface_sensible_heat_flux,total_precipitation,v_component_stokes_drift
1989-02-01 00:00:00,-6.5653067,-3.6186457,-3.6311178,7.7431173,296.85938,0.07757282,,0.0010294041,,,-0.086739,,-0.046075165,49.261364,296.74457,,,,,4.821307,0.12386656,,,296.74423,,101349.75,,,,-0.041997172
1989-02-28 18:00:00,,,,,,,22142544.0,,-0.0017483672,10.056166,,0.09458923,,,,4.6338842e-05,-2.0235922e-05,0.0,1.1293714e-06,,,-4284.957,0.0,,0.0,,0.0,238305.0,9.835347e-05,
1989-03-01 00:00:00,-6.2907104,-3.7968435,-3.8071995,7.629589,297.0177,0.08963585,,0.0010223377,,,-0.08101982,,-0.046271384,49.260696,296.90192,,,,,4.4611206,0.0974882,,,296.90845,,101211.5,,,,-0.041338515
1989-03-31 18:00:00,,,,,,,22987568.0,,-0.0017117308,10.237,,0.040008545,,,,9.810376e-06,-1.9812433e-05,0.0,1.1870782e-07,,,-4314.6484,0.0,,0.0,,0.0,484818.0,1.05166755e-05,
1989-04-01 00:00:00,-6.6191263,-3.6193247,-3.660675,7.8385954,297.4613,0.1037817,,0.0010134568,,,-0.09167498,,-0.046937823,49.260857,297.08417,,,,,4.5412188,0.06750202,,,297.07516,,101126.375,,,,-0.039911237
1989-04-30 18:00:00,,,,,,,22443520.0,,-0.0013470333,9.57958,,0.11393738,,,,0.0002654438,-1.5589758e-05,0.0,4.8603697e-06,,,-3672.8086,0.0,,0.0,,0.0,499533.0,0.0004201301,
1989-05-01 00:00:00,-6.2543507,-3.282919,-3.324646,7.333026,297.7284,0.08920479,,0.0009748542,,,-0.080690086,,-0.040303946,49.260815,297.31207,,,,,4.2586384,0.15956324,,,297.3338,,101271.81,,,,-0.03478479
1989-05-31 18:00:00,,,,,,,21865616.0,,-0.0016055873,9.059871,,0.10974121,,,,0.00016427763,-1.8584484e-05,0.0,2.9203238e-06,,,-3143.1953,0.0,,0.0,,0.0,200785.0,0.00025096687,
1989-06-01 00:00:00,-5.9705763,-3.2025394,-3.201457,6.99932,298.4419,0.07231617,,0.00096228207,,,-0.06950003,,-0.034890473,49.260933,298.325,,,,,4.1512175,0.13250938,,,298.33658,,101322.625,,,,-0.03189175
1989-06-30 18:00:00,,,,,,,21416032.0,,-0.0016087927,6.781064,,0.15760803,,,,0.0004000151,-1.8621038e-05,0.0,1.1109723e-05,,,-1312.0742,0.0,,0.0,,0.0,-21867.0,0.00095877727,
1989-07-01 00:00:00,-4.1318083,-1.902731,-1.8836031,5.2113714,298.8651,0.045018196,,0.00084638735,,,-0.03669387,,-0.01547138,49.260544,299.0042,,,,,4.154601,0.1741721,,,299.0044,,101341.44,,,,-0.017184567
1989-07-31 18:00:00,,,,,,,21917520.0,,-0.0017099902,5.296052,,0.109558105,,,,0.00010520988,-1.9792365e-05,0.0,6.1920264e-06,,,-702.0337,0.0,,0.0,,0.0,-191106.0,0.0005352334,
1989-08-01 00:00:00,-2.7826576,-1.2851734,-1.2423592,3.860917,299.73108,0.04026699,,0.0007685616,,,-0.0202955,,-0.00827856,49.26109,300.14783,,,,,3.9743633,0.09001388,,,300.16592,,101163.5,,,,-0.011630032
1989-08-31 18:00:00,,,,,,,21842400.0,,-0.0024853237,6.0004206,,0.11872864,,,,0.0001546499,-2.876576e-05,0.0,1.3776757e-05,,,-491.4297,0.0,,0.0,,0.0,-376063.0,0.0011903096,
1989-09-01 00:00:00,-2.8732042,-0.82434267,-0.78236806,4.2427874,300.27185,0.043787956,,0.00078950264,,,-0.023331523,,-0.0054136254,49.260857,301.0243,,,,,5.2479362,0.10033584,,,301.03195,,100995.625,,,,-0.0093033835
1989-09-30 18:00:00,,,,,,,20920144.0,,-0.0024704002,7.2722874,,0.10292053,,,,8.82742e-05,-2.8593902e-05,0.0,6.5535605e-06,,,-1594.9023,0.0,,0.0,,0.0,-365151.0,0.0005656106,
1989-10-01 00:00:00,-4.478264,-2.1440687,-2.078681,5.304658,299.79016,0.057444572,,0.0008507939,,,-0.040343463,,-0.017576396,49.261127,300.43292,,,,,4.6785316,0.07102544,,,300.43384,,101096.5,,,,-0.01957732
1989-10-31 18:00:00,,,,,,,18813888.0,,-0.0029481489,8.91433,,0.19491577,,,,0.00029752823,-3.412174e-05,0.0,1.3362222e-05,,,-2706.0703,0.0,,0.0,,0.0,-479571.0,0.001153975,
1989-11-01 00:00:00,-5.764511,-2.9363022,-2.8688812,6.622422,299.41248,0.06281948,,0.0009392658,,,-0.06267667,,-0.029611945,49.2607,300.10327,,,,,4.561988,0.15765446,,,300.08694,,100980.875,,,,-0.029562347
1989-11-30 18:00:00,,,,,,,18352048.0,,-0.003000155,9.661672,,0.08807373,,,,0.0008974992,-3.472122e-05,0.0,1.1821568e-05,,,-3395.8906,0.0,,0.0,,0.0,-202862.0,0.0010220641,
1989-12-01 00:00:00,-6.287779,-3.1627388,-3.1163092,7.2600546,298.49414,0.0821476,,0.0009865467,,,-0.07744819,,-0.037041545,49.2607,298.87573,,,,,4.7086706,0.086423695,,,298.84842,,101243.5,,,,-0.03457327
1989-12-31 18:00:00,,,,,,,18521952.0,,-0.0019369221,10.9303665,,0.106414795,,,,6.665924e-05,-2.2417764e-05,0.0,1.1497392e-06,,,-4655.8203,0.0,,0.0,,0.0,395737.0,9.969428e-05,
1990-01-01 00:00:00,-7.2362156,-3.7042027,-3.7257814,8.323812,297.34583,0.085544586,,0.0010636146,,,-0.1004284,,-0.05086863,49.261364,297.1012,,,,,4.595083,0.14043194,,,297.07623,,101204.19,,,,-0.042747237
1990-01-31 18:00:00,,,,,,,20249136.0,,-0.0013251936,10.013836,,0.1583252,,,,0.000118502474,-1.5337471e-05,0.0,2.4828432e-06,,,-4234.203,0.0,,0.0,,0.0,328411.0,0.00021359573,
1990-02-01 00:00:00,-6.2929564,-3.9399567,-3.9686337,7.653572,296.65076,0.07014847,,0.0010274376,,,-0.07551432,,-0.04633957,49.261364,296.41235,,,,,4.870492,0.16566837,,,296.4203,,101341.5,,,,-0.04418593
1990-02-28 18:00:00,,,,,,,21994336.0,,-0.001496647,10.481703,,0.074142456,,,,3.540283e-05,-1.732276e-05,0.0,6.0021785e-07,,,-4625.7734,0.0,,0.0,,0.0,531563.0,5.242898e-05,
1990-03-01 00:00:00,-6.712574,-4.0508575,-4.0926743,8.064462,297.30273,0.08733368,,0.0010493333,,,-0.0877375,,-0.051711142,49.260464,296.87512,,,,,4.4997454,0.20797193,,,296.88293,,101267.375,,,,-0.044653725
1990-03-31 18:00:00,,,,,,,22685232.0,,-0.0013028719,9.154954,,0.082733154,,,,6.713733e-05,-1.50803535e-05,0.0,1.8630127e-06,,,-3619.793,0.0,,0.0,,0.0,283133.0,0.00016066991,
1990-04-01 00:00:00,-5.846299,-3.6601086,-3.6811962,7.1520987,298.09253,0.088041306,,0.00097399205,,,-0.07044399,,-0.041446745,49.261326,297.84845,,,,,4.593835,0.12873147,,,297.8618,,101084.31,,,,-0.037771236
1990-04-30 18:00:00,,,,,,,22140240.0,,-0.0013461728,8.612414,,0.13038635,,,,0.0002535222,-1.558187e-05,0.0,4.537679e-06,,,-2890.5312,0.0,,0.0,,0.0,234479.0,0.00039379625,
1990-05-01 00:00:00,-5.619342,-3.1629896,-3.1739788,6.674222,298.59668,0.070757866,,0.0009328062,,,-0.06254166,,-0.032747507,49.260895,298.4157,,,,,4.408001,0.13364714,,,298.4271,,101182.25,,,,-0.030867368
1990-05-31 18:00:00,,,,,,,21595440.0,,-0.0015770327,7.542485,,0.12953186,,,,0.00019129047,-1.8251128e-05,0.0,4.743887e-06,,,-1961.907,0.0,,0.0,,0.0,95441.0,0.0004111345,
1990-06-01 00:00:00,-4.936924,-2.4401493,-2.4207268,5.8168154,299.0542,0.052342415,,0.0008793764,,,-0.04974103,,-0.022470906,49.260544,299.02283,,,,,4.257781,0.19765872,,,299.0167,,101279.25,,,,-0.022918966
1990-06-30 18:00:00,,,,,,,21363328.0,,-0.0017950609,6.9036684,,0.16763306,,,,0.00030863122,-2.07743e-05,0.0,1.1910749e-05,,,-1428.1111,0.0,,0.0,,0.0,-149747.0,0.001028613,
1990-07-01 00:00:00,-3.7769194,-1.7121964,-1.7012777,5.099552,298.99524,0.04696846,,0.00084406394,,,-0.036785364,,-0.01633975,49.261127,299.36554,,,,,4.1404305,0.13804746,,,299.39038,,101323.81,,,,-0.017129544
1990-07-31 18:00:00,,,,,,,21727504.0,,-0.0020277053,5.912922,,0.1423645,,,,0.00022994449,-2.3470275e-05,0.0,8.420271e-06,,,-797.3279,0.0,,0.0,,0.0,-254224.0,0.0007267182,
1990-08-01 00:00:00,-3.1497955,-1.2193155,-1.183136,4.2901764,299.59827,0.039455414,,0.0007956971,,,-0.027044654,,-0.009291749,49.260815,300.15295,,,,,4.294017,0.14060187,,,300.161,,101293.69,,,,-0.011633478
1990-08-31 18:00:00,,,,,,,21868576.0,,-0.0027110092,5.4633417,,0.11323547,,,,0.00017479518,-3.137812e-05,0.0,1.3506791e-05,,,-440.83936,0.0,,0.0,,0.0,-487711.0,0.0011675106,
1990-09-01 00:00:00,-2.7237425,-0.7720159,-0.7424081,3.7882586,300.531,0.03973198,,0.00076519395,,,-0.020029724,,-0.005329158,49.260735,301.5912,,,,,4.399975,0.08362663,,,301.6005,,101113.625,,,,-0.007993858
1990-09-30 18:00:00,,,,,,,20692320.0,,-0.0025826544,5.4900208,,0.13417053,,,,0.00017121011,-2.988994e-05,0.0,1.7815255e-05,,,-530.845,0.0,,0.0,,0.0,-463652.0,0.0015394355,
1990-10-01 00:00:00,-2.8300343,-0.94089717,-0.89785326,3.862706,300.57166,0.035428047,,0.00077176327,,,-0.023361504,,-0.0065034516,49.2605,301.61243,,,,,4.8306046,0.07754621,,,301.6113,,100976.125,,,,-0.009872586
1990-10-31 18:00:00,,,,,,,19025264.0,,-0.0036130361,8.772892,,0.093566895,,,,8.042742e-05,-4.181698e-05,0.0,3.1386771e-06,,,-2281.371,0.0,,0.0,,0.0,-568531.0,0.00027060555,
1990-11-01 00:00:00,-5.9527473,-2.4179173,-2.3538246,6.606982,299.9546,0.0702734,,0.0009315021,,,-0.06777692,,-0.025359333,49.26062,300.83167,,,,,4.7298546,0.081356294,,,300.80487,,101030.625,,,,-0.025886
1990-11-30 18:00:00,,,,,,,18151680.0,,-0.0035425238,10.231532,,0.12747192,,,,0.00013052371,-4.1000894e-05,0.0,3.5790863e-06,,,-3816.6055,0.0,,0.0,,0.0,-481920.0,0.0003090361,
1990-12-01 00:00:00,-6.6994343,-3.4612656,-3.4028273,7.713605,298.54333,0.07532406,,0.001023527,,,-0.08600569,,-0.042098165,49.26109,299.18933,,,,,4.8443575,0.11191076,,,299.17816,,101168.44,,,,-0.039536122
1990-12-31 18:00:00,,,,,,,18758336.0,,-0.0029821172,11.205973,,0.06680298,,,,3.931088e-05,-3.451643e-05,0.0,8.5680847e-07,,,-4708.074,0.0,,0.0,,0.0,12217.0,7.447973e-05,
1991-01-01 00:00:00,-7.4602003,-3.632738,-3.6150675,8.522613,297.77844,0.09165573,,0.0010895501,,,-0.108608544,,-0.052012324,49.260895,297.91467,,,,,4.6783495,0.11869931,,,297.87885,,101348.06,,,,-0.044382066
1991-01-31 18:00:00,,,,,,,20298848.0,,-0.0014926135,9.85716,,0.07420349,,,,4.54602e-05,-1.7274942e-05,0.0,8.2435e-07,,,-3995.0,0.0,,0.0,,0.0,436648.0,7.066813e-05,
1991-02-01 00:00:00,-6.4189596,-3.6084661,-3.6423159,7.632043,297.41382,0.0983572,,0.0010067301,,,-0.08280182,,-0.04478872,49.261364,297.09076,,,,,4.4154224,0.110797286,,,297.0938,,101250.56,,,,-0.038392324
1991-02-28 18:00:00,,,,,,,22119552.0,,-0.0015324855,9.605196,,0.08668518,,,,4.350186e-05,-1.7737111e-05,0.0,1.1845766e-06,,,-3847.6836,0.0,,0.0,,0.0,351560.0,0.000101717495,
1991-03-01 00:00:00,-6.216816,-3.4771605,-3.5035877,7.394334,297.47437,0.08793926,,0.0009941515,,,-0.07865405,,-0.042372048,49.260895,297.2022,,,,,4.63183,0.091110244,,,297.20926,,101174.06,,,,-0.038288597
1991-03-31 18:00:00,,,,,,,22581936.0,,-0.0015869106,9.866873,,0.07814026,,,,4.1648826e-05,-1.8368824e-05,0.0,6.004935e-07,,,-3984.8398,0.0,,0.0,,0.0,388043.0,5.1343668e-05,
1991-04-01 00:00:00,-6.4835415,-3.5911436,-3.61263,7.6363277,298.06055,0.08983135,,0.0009964847,,,-0.08447951,,-0.044424772,49.26109,297.75372,,,,,4.465065,0.10331419,,,297.7523,,101150.875,,,,-0.038567275
1991-04-30 18:00:00,,,,,,,22498624.0,,-0.0016466456,9.615994,,0.06161499,,,,3.0753486e-05,-1.9057275e-05,0.0,3.8277358e-07,,,-3681.504,0.0,,0.0,,0.0,308634.0,3.3054e-05,
1991-05-01 00:00:00,-6.270157,-3.4858942,-3.4970942,7.411847,298.52344,0.09717274,,0.0009778296,,,-0.079909325,,-0.041114032,49.2607,298.31366,,,,,4.311096,0.07060535,,,298.33878,,101152.0,,,,-0.036043867
1991-05-31 18:00:00,,,,,,,21460336.0,,-0.0018352666,8.731867,,0.09213257,,,,0.00015709216,-2.1240005e-05,0.0,5.639533e-06,,,-2867.7422,0.0,,0.0,,0.0,196460.0,0.0004882625,
1991-06-01 00:00:00,-5.6312723,-2.9405622,-2.9403906,6.7919292,299.01196,0.077999115,,0.00094030704,,,-0.068849266,,-0.03293079,49.26101,298.93195,,,,,4.459159,0.12763041,,,298.93088,,101232.25,,,,-0.029811807
1991-06-30 18:00:00,,,,,,,20668960.0,,-0.0014597576,7.2910547,,0.14027405,,,,0.0002120258,-1.6892474e-05,0.0,6.7303654e-06,,,-1947.4336,0.0,,0.0,,0.0,32727.0,0.0005827863,
1991-07-01 00:00:00,-4.7539234,-2.544486,-2.5255957,5.7126207,298.81836,0.045661926,,0.00088102603,,,-0.045780182,,-0.023008943,49.26136,298.8952,,,,,4.177231,0.12137597,,,298.90005,,101334.625,,,,-0.023331728
1991-07-31 18:00:00,,,,,,,20494608.0,,-0.0018569715,6.159334,,0.17184448,,,,0.00027108582,-2.1491622e-05,0.0,1.2955275e-05,,,-1013.80493,0.0,,0.0,,0.0,-202533.0,0.0011210232,
1991-08-01 00:00:00,-3.2637348,-1.4987526,-1.4690771,4.5308456,299.26196,0.038776398,,0.000812351,,,-0.029364169,,-0.012581509,49.260777,299.73413,,,,,4.4304056,0.15695041,,,299.75052,,101353.44,,,,-0.014572147
1991-08-31 18:00:00,,,,,,,20221248.0,,-0.0021917708,6.8809366,,0.10774231,,,,0.00020371683,-2.536962e-05,0.0,6.916058e-06,,,-1410.7498,0.0,,0.0,,0.0,-198032.0,0.00059917266,
1991-09-01 00:00:00,-4.279499,-1.8884659,-1.845933,5.148122,299.64832,0.048765182,,0.00083688996,,,-0.040313542,,-0.015949946,49.260933,300.06287,,,,,4.5391903,0.13301271,,,300.0533,,101158.69,,,,-0.018371921
1991-09-30 18:00:00,,,,,,,19091760.0,,-0.0024654865,5.986808,,0.07788086,,,,6.172754e-05,-2.8534123e-05,0.0,3.2068847e-06,,,-940.1592,0.0,,0.0,,0.0,-363305.0,0.00027909654,
1991-10-01 00:00:00,-3.5485992,-1.448638,-1.3933153,4.357032,299.75745,0.03902912,,0.0007953113,,,-0.03040886,,-0.010683574,49.261364,300.56152,,,,,5.2885857,0.07294358,,,300.57047,,101056.125,,,,-0.014821544
1991-10-31 18:00:00,,,,,,,17120180.0,,-0.0026963626,7.748069,,0.1652832,,,,0.00024085901,-3.1207237e-05,0.0,1.3670968e-05,,,-2020.2148,0.0,,0.0,,0.0,-512210.0,0.0011816693,
1991-11-01 00:00:00,-4.862812,-2.5561476,-2.4775734,5.7474813,299.15942,0.040222168,,0.00087963,,,-0.047141194,,-0.022498906,49.260933,300.00635,,,,,5.493599,0.09574312,,,299.9951,,100992.44,,,,-0.026255582
1991-11-30 18:00:00,,,,,,,16482996.0,,-0.0028123949,10.270397,,0.15682983,,,,0.0001442419,-3.2549855e-05,0.0,2.9006906e-06,,,-3998.8945,0.0,,0.0,,0.0,-279684.0,0.00025086186,
1991-12-01 00:00:00,-6.612364,-3.657755,-3.6161213,7.7012577,297.98108,0.059659958,,0.0010229363,,,-0.081902206,,-0.04341799,49.260895,298.40265,,,,,5.0449753,0.15551943,,,298.38168,,101156.375,,,,-0.042171516
1991-12-31 18:00:00,,,,,,,17052168.0,,-0.0019431536,9.53053,,0.08598328,,,,6.551111e-05,-2.249096e-05,0.0,9.879891e-07,,,-3457.0977,0.0,,0.0,,0.0,174150.0,8.59994e-05,
1992-01-01 00:00:00,-6.259573,-3.2690868,-3.2706861,7.3258095,297.51758,0.07231331,,0.0009877584,,,-0.07630485,,-0.038324177,49.260582,297.46576,,,,,4.959586,0.076838866,,,297.44595,,101202.5,,,,-0.03618564
1992-01-31 18:00:00,,,,,,,18663744.0,,-0.002016314,10.444994,,0.07052612,,,,3.8148617e-05,-2.3336368e-05,0.0,5.469592e-07,,,-4498.4883,0.0,,0.0,,0.0,342547.0,4.775534e-05,
1992-02-01 00:00:00,-6.848737,-3.6086464,-3.6276646,8.02274,297.38123,0.09049225,,0.0010394054,,,-0.09770554,,-0.049459934,49.260895,297.17413,,,,,4.9623594,0.096373335,,,297.1719,,101226.94,,,,-0.041787256
1992-02-29 18:00:00,,,,,,,20739968.0,,-0.0013949743,10.207579,,0.03578186,,,,5.9519134e-06,-1.6145117e-05,0.0,9.418378e-08,,,-4124.8047,0.0,,0.0,,0.0,695696.0,8.079114e-06,
1992-03-01 00:00:00,-6.6546392,-3.6510534,-3.7248611,7.896735,297.3368,0.10146904,,0.0010150499,,,-0.08725828,,-0.045588613,49.261284,296.75916,,,,,4.781412,0.064281404,,,296.76578,,101138.75,,,,-0.040666115
1992-03-31 18:00:00,,,,,,,21225776.0,,-0.001300409,8.981632,,0.053207397,,,,4.9212496e-05,-1.5050915e-05,0.0,9.540903e-07,,,-3163.3945,0.0,,0.0,,0.0,484049.0,8.2682614e-05,
1992-04-01 00:00:00,-5.8648844,-3.1224127,-3.1782274,6.959118,298.21716,0.08985138,,0.0009401748,,,-0.07094234,,-0.035293758,49.260895,297.7652,,,,,4.8402414,0.07965924,,,297.7905,,100988.75,,,,-0.033644397
1992-04-30 18:00:00,,,,,,,20782800.0,,-0.0016946876,7.032057,,0.10586548,,,,0.00010841183,-1.961425e-05,0.0,2.3559178e-06,,,-1952.5273,0.0,,0.0,,0.0,-48028.0,0.00020349256,
1992-05-01 00:00:00,-4.371458,-2.2973804,-2.266285,5.3589106,299.302,0.055318832,,0.00084662344,,,-0.04551965,,-0.021684833,49.260815,299.40576,,,,,4.8680325,0.10518331,,,299.4263,,100993.25,,,,-0.023635842
1992-05-31 18:00:00,,,,,,,20297872.0,,-0.002149779,8.054029,,0.09609985,,,,0.00018434243,-2.4880588e-05,0.0,5.0672734e-06,,,-2100.0752,0.0,,0.0,,0.0,-29683.0,0.00043715036,
1992-06-01 00:00:00,-5.4157877,-2.5469522,-2.5136194,6.227706,299.35132,0.057849884,,0.00089796213,,,-0.05817032,,-0.024176352,49.261166,299.53156,,,,,4.4038687,0.16168016,,,299.5183,,101184.19,,,,-0.024694119
1992-06-30 18:00:00,,,,,,,20247328.0,,-0.0018658265,7.3357563,,0.10748291,,,,0.00015579708,-2.1596774e-05,0.0,5.02647e-06,,,-1728.6423,0.0,,0.0,,0.0,-62874.0,0.00043558492,
1992-07-01 00:00:00,-4.640089,-2.3232222,-2.2883615,5.6047153,298.95923,0.046855927,,0.00086748716,,,-0.045232892,,-0.020283956,49.260777,299.1819,,,,,4.3379097,0.12233856,,,299.18112,,101359.875,,,,-0.021601085
1992-07-31 18:00:00,,,,,,,20685856.0,,-0.0023629852,6.892001,,0.11109924,,,,0.00016594342,-2.7349262e-05,0.0,9.050521e-06,,,-1429.9011,0.0,,0.0,,0.0,-286724.0,0.0007800963,
1992-08-01 00:00:00,-4.2156544,-1.895896,-1.8443937,5.107602,299.50146,0.048470497,,0.000841351,,,-0.04043883,,-0.016495716,49.261047,300.0782,,,,,4.178933,0.124584444,,,300.0973,,101317.56,,,,-0.018335205
1992-08-31 18:00:00,,,,,,,20835248.0,,-0.002500996,6.9269924,,0.09112549,,,,8.9267414e-05,-2.8945055e-05,0.0,6.6418343e-06,,,-1474.6533,0.0,,0.0,,0.0,-307488.0,0.0005738712,
1992-09-01 00:00:00,-4.1901264,-1.8772717,-1.8225031,5.08506,299.84412,0.046917915,,0.00083986064,,,-0.040729105,,-0.01653478,49.260696,300.47192,,,,,4.751545,0.10065842,,,300.48126,,101043.125,,,,-0.01919334
1992-09-30 18:00:00,,,,,,,20063360.0,,-0.0033033378,7.6198177,,0.04827881,,,,4.478272e-05,-3.8231054e-05,0.0,2.8923296e-06,,,-1776.2849,0.0,,0.0,,0.0,-377205.0,0.00025087665,
1992-10-01 00:00:00,-4.7903337,-2.1426,-2.074256,5.566824,300.3573,0.05896759,,0.0008612685,,,-0.047983646,,-0.019292038,49.260933,301.0675,,,,,4.991726,0.044394813,,,301.05765,,101056.56,,,,-0.02161666
1992-10-31 18:00:00,,,,,,,18118608.0,,-0.0029383225,7.7539253,,0.12176514,,,,0.0001311509,-3.401043e-05,0.0,8.7783255e-06,,,-1984.7344,0.0,,0.0,,0.0,-508472.0,0.0007584167,
1992-11-01 00:00:00,-4.7399473,-2.364995,-2.2977152,5.6913567,299.57202,0.04480362,,0.0008767543,,,-0.048508167,,-0.022109926,49.261322,300.44775,,,,,5.425499,0.10723537,,,300.43546,,100943.56,,,,-0.024899598
1992-11-30 18:00:00,,,,,,,17524672.0,,-0.0036305562,9.367928,,0.09692383,,,,0.00012593351,-4.202091e-05,0.0,3.4415561e-06,,,-3228.004,0.0,,0.0,,0.0,-541711.0,0.00029649446,
1992-12-01 00:00:00,-5.918334,-3.2795038,-3.2003937,7.010085,298.82825,0.06421757,,0.00096535194,,,-0.0721522,,-0.035579562,49.260582,299.63928,,,,,5.2671537,0.102673054,,,299.63486,,101098.625,,,,-0.0350987
1992-12-31 18:00:00,,,,,,,18160000.0,,-0.0029140727,10.525858,,0.06251526,,,,2.9632452e-05,-3.372696e-05,0.0,5.2308025e-07,,,-4228.7344,0.0,,0.0,,0.0,-149936.0,4.606931e-05,
1993-01-01 00:00:00,-6.8908396,-3.5125008,-3.486886,7.9881897,297.9192,0.08903408,,0.0010333075,,,-0.09549528,,-0.046194434,49.260544,298.2002,,,,,4.9455633,0.082571715,,,298.17932,,101266.5,,,,-0.04100347
1993-01-31 18:00:00,,,,,,,20074064.0,,-0.0024388565,9.787209,,0.04698181,,,,8.584763e-06,-2.8229217e-05,0.0,2.2310786e-07,,,-4037.5,0.0,,0.0,,0.0,-78894.0,1.867587e-05,
1993-02-01 00:00:00,-6.1503687,-3.7253866,-3.6949883,7.475668,297.7273,0.10611439,,0.0010032053,,,-0.07819742,,-0.044955313,49.261246,297.943,,,,,4.699115,0.07223815,,,297.94238,,101200.19,,,,-0.040622324
1993-02-28 18:00:00,,,,,,,21803792.0,,-0.002287856,10.254292,,0.058425903,,,,1.6210473e-05,-2.6480906e-05,0.0,2.7012328e-07,,,-4252.785,0.0,,0.0,,0.0,175665.0,2.348427e-05,
1993-03-01 00:00:00,-6.6025524,-3.7624168,-3.7585726,7.8813972,297.85706,0.096084595,,0.0010251002,,,-0.09041977,,-0.047474623,49.26062,297.83972,,,,,4.7937336,0.07440302,,,297.83878,,101233.44,,,,-0.042020407
1993-03-31 18:00:00,,,,,,,22334560.0,,-0.0019271991,8.426147,,0.05769348,,,,0.00015158097,-2.2306209e-05,0.0,3.7656882e-06,,,-2770.2344,0.0,,0.0,,0.0,241957.0,0.00032444447,
1993-04-01 00:00:00,-5.387104,-2.6556187,-2.6605244,6.5035267,298.615,0.084192276,,0.0009148023,,,-0.068351746,,-0.031226635,49.261127,298.4707,,,,,4.830929,0.13553457,,,298.47885,,101015.81,,,,-0.029973809
1993-04-30 18:00:00,,,,,,,21654416.0,,-0.001478075,5.767499,,0.153656,,,,0.00039132172,-1.7108381e-05,0.0,1.4077474e-05,,,-933.08203,0.0,,0.0,,0.0,-91568.0,0.0012175122,
1993-05-01 00:00:00,-3.1555185,-1.4249563,-1.4016829,4.388093,299.47534,0.04483986,,0.0007878286,,,-0.028111339,,-0.01183347,49.260696,299.7168,,,,,4.9578314,0.1923281,,,299.75522,,101027.94,,,,-0.01451271
1993-05-31 18:00:00,,,,,,,21366688.0,,-0.0022242665,7.6555996,,0.109802246,,,,0.00022225859,-2.5743051e-05,0.0,7.500731e-06,,,-2071.0586,0.0,,0.0,,0.0,-85497.0,0.0006494656,
1993-06-01 00:00:00,-4.9118385,-2.3795786,-2.3434916,5.940176,299.54675,0.05850792,,0.0008892191,,,-0.0551818,,-0.024594009,49.261166,299.82605,,,,,4.6088734,0.1462901,,,299.7926,,101257.44,,,,-0.024462905
1993-06-30 18:00:00,,,,,,,21354688.0,,-0.0019428283,7.494012,,0.1081543,,,,0.0002182947,-2.2487657e-05,0.0,7.251344e-06,,,-1974.3203,0.0,,0.0,,0.0,-103505.0,0.00062748184,
1993-07-01 00:00:00,-4.7215548,-2.4714317,-2.4281702,5.7098074,299.23645,0.046531677,,0.00087815523,,,-0.046778858,,-0.022754133,49.261284,299.52386,,,,,4.4459314,0.10464018,,,299.5367,,101287.25,,,,-0.023847431
1993-07-31 18:00:00,,,,,,,21481312.0,,-0.002033092,6.6119146,,0.14614868,,,,0.00027900917,-2.353215e-05,0.0,1.0642229e-05,,,-1208.4692,0.0,,0.0,,0.0,-269860.0,0.00091881794,
1993-08-01 00:00:00,-3.9401178,-1.7120047,-1.6619091,4.8446712,299.42035,0.046819687,,0.00082255364,,,-0.03419888,,-0.013590973,49.26109,299.97632,,,,,4.4149847,0.12948555,,,299.98883,,101299.19,,,,-0.015867423
1993-08-31 18:00:00,,,,,,,21597984.0,,-0.0026170574,7.1255217,,0.09744263,,,,0.0001780714,-3.028984e-05,0.0,8.749503e-06,,,-1523.1135,0.0,,0.0,,0.0,-358246.0,0.000754918,
1993-09-01 00:00:00,-4.2449055,-1.817316,-1.7661276,5.1615725,299.8916,0.05333805,,0.00084568583,,,-0.041154087,,-0.01656906,49.260777,300.52747,,,,,4.4541874,0.12148088,,,300.52408,,101150.44,,,,-0.018424612
1993-09-30 18:00:00,,,,,,,20624768.0,,-0.0025577173,8.001468,,0.087631226,,,,7.576459e-05,-2.960283e-05,0.0,2.4849069e-06,,,-2121.7734,0.0,,0.0,,0.0,-335656.0,0.00021415911,
1993-10-01 00:00:00,-5.046096,-2.4630098,-2.4020596,5.9293966,299.69617,0.0649271,,0.000889183,,,-0.051309586,,-0.022903323,49.26074,300.27582,,,,,4.644598,0.066432476,,,300.27237,,101104.06,,,,-0.024687327
1993-10-31 18:00:00,,,,,,,18733840.0,,-0.0029186727,8.418546,,0.124069214,,,,0.00014237496,-3.3780452e-05,0.0,6.4246024e-06,,,-2430.0078,0.0,,0.0,,0.0,-430472.0,0.00055410713,
