"","FuncGroup","date","mean_val"
"393","CYANOBACTERIA",2011-08-09 09:06:00,0.0182
"394","CYANOBACTERIA",2011-09-06 09:02:00,0.04065
"395","CYANOBACTERIA",2011-10-04 08:52:00,0.09485
"396","CYANOBACTERIA",2011-11-18 08:42:00,0.02975
"397","CYANOBACTERIA",2012-01-10 08:58:00,0
"398","CYANOBACTERIA",2012-02-07 09:09:00,0
"399","CYANOBACTERIA",2012-03-16 09:00:00,0
"400","CYANOBACTERIA",2012-04-10 09:11:00,0.00175
"401","CYANOBACTERIA",2012-05-15 09:00:00,0.00315
"402","CYANOBACTERIA",2012-07-26 09:02:00,0.0014
"403","CYANOBACTERIA",2012-08-14 09:01:00,0.15985
"404","CYANOBACTERIA",2012-09-10 09:02:00,0.019
"405","CYANOBACTERIA",2012-10-10 08:53:00,0.00485
"406","CYANOBACTERIA",2012-11-08 09:19:00,0
"407","CYANOBACTERIA",2012-12-04 08:50:00,0.004
"408","CYANOBACTERIA",2013-03-05 08:40:00,0.0334
"409","CYANOBACTERIA",2013-04-09 08:44:00,0
"410","CYANOBACTERIA",2013-05-09 08:55:00,8.42435
"411","CYANOBACTERIA",2013-06-11 09:26:00,0.008
"412","CYANOBACTERIA",2013-07-11 09:07:00,0.081
"413","CYANOBACTERIA",2013-08-13 08:53:00,0
"414","CYANOBACTERIA",2013-09-11 09:00:00,0.0227
"415","CYANOBACTERIA",2013-10-08 08:55:00,0.0566
"416","CYANOBACTERIA",2013-11-13 08:51:00,0.005
"417","CYANOBACTERIA",2013-12-04 08:39:00,0.04665
"418","CYANOBACTERIA",2014-01-14 08:53:00,0.0028
"419","CYANOBACTERIA",2014-02-04 08:54:00,0
"420","CYANOBACTERIA",2014-04-01 08:59:00,0
"421","CYANOBACTERIA",2014-05-06 08:54:00,0.144375
"422","CYANOBACTERIA",2014-06-13 09:07:00,5.963635
"423","CYANOBACTERIA",2014-09-03 08:57:00,0.86833
"424","CYANOBACTERIA",2014-10-07 08:51:00,0.04992
"425","CYANOBACTERIA",2014-11-12 08:50:00,0.032
"426","CYANOBACTERIA",2014-12-04 08:50:00,0.02944
"427","CYANOBACTERIA",2015-02-15 08:49:00,0.39858
"428","CYANOBACTERIA",2015-03-10 09:10:00,0.13952
"429","CYANOBACTERIA",2015-04-24 09:00:00,0.061975
"430","CYANOBACTERIA",2015-07-29 08:57:00,0.0907
"431","CYANOBACTERIA",2015-08-18 09:01:00,0.0907
"432","CYANOBACTERIA",2015-09-10 08:50:00,0.00448
"433","CYANOBACTERIA",2015-11-16 08:47:00,0
"434","CYANOBACTERIA",2015-12-09 08:50:00,1.3222125
"435","CYANOBACTERIA",2016-01-12 08:52:00,1.0019625
"436","CYANOBACTERIA",2016-02-04 09:11:00,0.12075
"437","CYANOBACTERIA",2016-05-11 08:22:00,0.015
"438","CYANOBACTERIA",2016-06-07 14:25:00,0.0367
"439","CYANOBACTERIA",2016-09-20 09:02:00,0.0416
"440","CYANOBACTERIA",2016-12-21 08:26:00,0.0891
"441","CYANOBACTERIA",2017-01-12 08:17:00,0.0231
"442","DIATOMS",1995-11-08 07:36:00,54.01421
"443","DIATOMS",1995-12-13 08:11:00,115.515
"444","DIATOMS",1996-01-12 08:35:00,764.26608
"445","DIATOMS",1996-02-13 08:16:00,425.22072617331
"446","DIATOMS",1996-03-13 08:44:00,237.599371835
"447","DIATOMS",1996-04-16 09:12:00,113.96614175
"448","DIATOMS",1996-05-09 08:15:00,236.31672635
"449","DIATOMS",1996-06-12 08:51:00,17.510012386
"450","DIATOMS",1996-07-10 08:40:00,3.221979125
"451","DIATOMS",1996-08-06 08:35:00,12.6827795
"452","DIATOMS",1996-09-10 08:37:00,1.58187785
"453","DIATOMS",1996-10-09 08:38:00,19.051546605
"454","DIATOMS",1996-11-10 08:22:00,55.4583147
"455","DIATOMS",1996-12-11 09:20:00,7.8318139
"456","DIATOMS",1997-01-07 09:30:00,236.36896677
"457","DIATOMS",1997-02-13 09:24:00,38.078941075
"458","DIATOMS",1997-03-13 09:39:00,155.41369167
"459","DIATOMS",1997-04-15 09:22:00,193.95387543
"460","DIATOMS",1997-05-10 09:36:00,225.2521419
"461","DIATOMS",1997-06-17 09:17:00,223.87248055
"462","DIATOMS",1997-07-08 09:24:00,56.37531
"463","DIATOMS",1997-09-17 09:28:00,0.8489725
"464","DIATOMS",1997-10-14 09:46:00,5.64347
"465","DIATOMS",1997-11-13 09:41:00,3.7171475
"466","DIATOMS",1997-12-17 09:28:00,173.5989275
"467","DIATOMS",1998-01-14 09:25:00,11.13678
"468","DIATOMS",1998-02-11 10:23:00,30.13742416686
"469","DIATOMS",1998-03-12 09:37:00,687.8241875
"470","DIATOMS",1998-06-09 09:34:00,5.4119325
"471","DIATOMS",1998-07-09 09:15:00,19.2259
"472","DIATOMS",1998-08-05 09:50:00,17.2658125
"473","DIATOMS",1998-09-01 09:55:00,18.77635
"474","DIATOMS",1998-10-14 09:31:00,0.24622
"475","DIATOMS",1998-12-16 09:35:00,1.05391
"476","DIATOMS",1999-01-12 09:30:00,46.13952
"477","DIATOMS",1999-02-10 09:37:00,279.029035
"478","DIATOMS",1999-03-04 09:35:00,1.24123
"479","DIATOMS",1999-04-07 09:37:00,17.7502925
"480","DIATOMS",1999-05-06 09:15:00,12.5939375
"481","DIATOMS",1999-06-08 09:34:00,293.45288
"482","DIATOMS",1999-07-15 09:36:00,30.4897275
"483","DIATOMS",1999-08-11 09:25:00,187.12087
"484","DIATOMS",1999-09-14 10:05:00,16.48484
"485","DIATOMS",1999-10-05 10:25:00,0.96354
"486","DIATOMS",1999-11-04 09:18:00,0
"487","DIATOMS",1999-12-07 09:45:00,0.1151
"488","DIATOMS",2000-01-11 09:35:00,1.43137
