time,u100,v100,u10n,u10,v10n,v10,si10,d2m,t2m,p140209,anor,isor,bfi,bld,blh,chnk,cdir,cbh,cdww,cape,cin,cp,crr,csf,csfr,uvb,dctb,lgws,ewss,e,fal,flsr,fsr,p140208,zust,gwd,hcc,cvh,istl1,istl2,istl3,istl4,i10fg,iews,ilspf,ie,inss,ishf,kx,lblt,cl,dl,licd,lict,lmld,lmlt,lshf,ltlt,lsm,lsp,lspf,lsrr,lsf,lssfr,lai_hv,lai_lv,lcc,cvl,magss,hmax,mbld,mcpr,mcsr,mdts,mdww,megwss,metss,mer,mgwd,mlspf,mlspr,mlssr,mmtss,mngwss,mntss,mpts,mpww,mper,mror,msl,mser,msr,msmr,msqs,mssror,msdrswrf,msdrswrfcs,msdwlwrf,msdwlwrfcs,msdwswrf,msdwswrfcs,msdwuvrf,mslhf,msnlwrf,msnlwrfcs,msnswrf,msnswrfcs,msror,msshf,mtdwswrf,mtnlwrf,mtnlwrfcs,mtnswrf,mtnswrfcs,mtpr,dndza,mvimd,mwd,p140122,p140125,p140128,mwp,mp1,p1ps,p1ww,p2ps,p2ww,p140123,p140126,p140129,mp2,mcc,dndzn,wmb,alnid,alnip,phioc,phiaw,tauoc,mgws,nsss,dwi,wind,z,pp1d,tmax,pev,ptype,ro,siconc,sst,swh,shts,shww,p140121,p140124,p140127,src,skt,slor,asn,rsn,sd,es,sf,smlt,stl1,stl2,stl3,stl4,slt,sdfor,sdor,ssro,slhf,ssr,ssrc,str,strc,sp,sro,sshf,ssrdc,ssrd,strdc,strd,tsn,tisr,tsr,tsrc,ttr,ttrc,tcc,tciw,tclw,tco3,tcrw,tcsw,tcslw,tcw,tcwv,tp,fdir,totalx,tplb,tplt,tvh,tvl,ust,aluvd,aluvp,vst,p80.162,p79.162,p85.162,p82.162,p81.162,p84.162,p87.162,p83.162,p86.162,p90.162,p88.162,p73.162,p69.162,p67.162,p65.162,p77.162,p75.162,p71.162,p64.162,p59.162,p53.162,p92.162,p91.162,p89.162,p74.162,p70.162,p68.162,p66.162,p78.162,p76.162,p72.162,p61.162,p62.162,p54.162,p60.162,p63.162,vimd,swvl1,swvl2,swvl3,swvl4,wdw,dwps,dwww,wsk,wsp,wss,deg0l
1990-06-01 00:00:00,-6.4347763,-2.7680063,-4.958355,-4.936924,-2.4401493,-2.4207268,5.8168154,296.8318,299.0542,1.1524811,0.78539824,0.0,0.052342415,,383.85815,0.011938952,,,0.0008793764,755.0643,,,,,,,,,,,0.060005456,-10.306938,7.806193e-05,0.40753174,,,0.7478496,0.0,271.45996,271.45972,271.45996,271.45996,,-0.04974103,,-1.7698112e-05,-0.022470906,1.3319855,,299.02228,0.0,401.0296,-4.4216668e-20,271.4598,49.260544,299.02283,0.6500008,299.02228,0.027737975,,,,,,0.0,0.0,0.063408755,0.0,,1.0695994,,,,45.57686,55.388412,,,,,,,,,,,4.801635,2.8485746,,,101303.625,,,,0.0030294172,,,,,,,,,,,,,,,,,,,,,,,,50.37497,49.817856,209.40962,165.01291,4.257781,3.5745735,4.207117,2.419959,3.8391476,1.7791748,5.03749,7.103751,13.170567,3.1741943,0.19765872,,147.0,0.059995975,0.06001513,-1.6401825,1.83778,0.98525864,,,60.599,4.170678,20.268448,5.278455,3.907959,,,,0.0,299.0167,0.56572497,0.43463552,0.2945492,0.3497461,0.04341846,0.007293403,0.0,299.01636,9.999996e-05,0.8799943,99.999985,0.0,,,,299.01648,299.02332,299.02307,299.02368,0.0,0.0,0.0,,,,,,,101279.25,,,,,,,299.0166,,,,,,0.7934421,0.015628286,0.036628652,0.005863907,0.003056731,0.016940285,,50.708954,50.63707,,,,,,0.0,7.0,-0.037619174,0.059985198,0.060000833,-0.022918966,3.1167747e-07,-3.0165847e-06,72.59766,-1.6769905,-0.0005920823,-2.7795337e-05,5.027962e-10,-243.5918,-243.72876,0.041569702,-0.26569748,-1638101000.0,-12433629000.0,-2544283.0,-41701.848,-0.050130602,-15021797000.0,-378.90942,-74.47583,410070.94,10327.609,4.2781685e-06,0.03073923,0.085346356,232447540.0,2397551400.0,94435.95,8285.137,0.00078609656,2771922700.0,56.70996,2700598300.0,2827239400.0,2675550.0,2700400400.0,2827639000.0,,1.6614786e-06,-1.1304955e-06,7.752677e-07,-9.19091e-26,0.47260684,0.34307528,0.49993312,0.0079369545,2.9816465,0.022682585,
1990-06-30 18:00:00,,,,,,,,,,,,,,49084.855,,,21363328.0,1337.0901,,,170.21588,0.0007197247,8.881092e-06,0.0,0.0,2636722.0,37.949306,6.6953125,-3325.8594,-0.0017950609,,,,,0.18029833,-2.0440989,,,,,,,6.9036684,,0.16763306,,,,26.2998,,,,,,,,,,,0.00030863122,13486.301,4.261732e-06,0.0,0.0,,,,,4171.9995,,0.56779397,8.332576e-06,0.0,,,5.2809715e-05,-0.038498282,-2.07743e-05,-5.161442e-05,0.15610462,3.5753365e-06,0.0,0.048240215,-7.106736e-05,-0.016573466,,,-1.4551915e-10,0.0,,-1.4824764e-10,0.0,0.0,,0.0,185.02672,247.25862,403.5769,395.65137,254.21083,296.76794,30.51773,-51.954376,-51.30313,-56.154114,242.25769,277.4374,0.0,-1.7360687,429.33276,-251.50122,-280.40405,348.51367,383.27295,1.1910749e-05,-0.7530229,1.955936e-05,,,,,,,,,,,,,,,,-0.75198895,,,,,,,4.744873,-1428.1111,,,,,,-6.3329935e-08,0.88171387,0.0,,,,,,,,,,,,,,,1.9557774e-08,0.0,0.0,,,,,,,,0.0,-4488552.0,20931224.0,23970544.0,-4432499.0,-4851627.0,,0.0,-149747.0,25641056.0,21963920.0,34184270.0,34868930.0,,37094024.0,30111056.0,33114992.0,-21729808.0,-24227072.0,,,,,,,0.011878505,,,0.001028613,15986255.0,41.62178,43.828697,56.38747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6908569,,,,,,,,,,,4851.8677
1990-07-01 00:00:00,-4.725724,-1.9704046,-3.817586,-3.7769194,-1.7121964,-1.7012777,5.099552,296.61377,298.99524,1.1543074,0.78539824,0.0,0.04696846,,404.29126,0.011054251,,,0.00084406394,928.6222,,,,,,,,,,,0.059999146,-10.12882,6.593554e-05,0.526062,,,0.5024211,0.0,271.45996,271.45972,271.45972,271.45996,,-0.036785364,,-1.9735453e-05,-0.01633975,-1.348465,,299.36578,0.0,401.0296,-1.8976845e-20,271.45972,49.261127,299.36554,0.65000176,299.36578,0.027737975,,,,,,0.0,0.0,0.10378319,0.0,,0.9491337,,,,42.943954,55.822464,,,,,,,,,,,4.626341,2.867382,,,101348.36,,,,0.0026332177,,,,,,,,,,,,,,,,,,,,,,,,47.899643,50.8461,175.25912,160.7079,4.1404305,3.450961,4.0136576,2.3778038,3.6434212,1.572815,4.7845917,5.162924,13.134546,3.0578623,0.13804746,,147.0,0.060009453,0.05998672,-1.5087891,1.6012554,0.98829776,,,65.027954,3.7832031,20.268448,5.113391,3.8049355,,,,0.0,299.39038,0.50302476,0.39852625,0.24451368,0.3047583,0.064754196,0.012080897,0.0,299.35303,9.999996e-05,0.88000697,99.999985,0.0,,,,299.39136,299.3629,299.3628,299.36243,0.0,0.0,0.0,,,,,,,101323.81,,,,,,,299.38965,,,,,,0.578191,0.015580531,0.0377398,0.0060298704,0.0025508874,0.017752022,,47.05359,46.979263,,,,,,0.0,7.0,-0.028538227,0.059992462,0.059988707,-0.017129544,-8.7539684e-07,-2.8162158e-06,-14.594238,-1.082241,-0.0006941133,-2.8941751e-05,1.8682744e-10,-202.4773,-292.68848,-0.029567242,-0.28431356,-5245157400.0,-17838391000.0,-5339950.0,-66535.69,-0.08455771,-23879475000.0,-316.05493,14.762207,422172.06,10332.215,7.760618e-06,0.0411288,0.06397934,575132900.0,2564930600.0,305661.06,9651.582,0.00044271466,3229415000.0,35.851547,2697029000.0,2814509800.0,2672848.0,2696814300.0,2814930200.0,,-2.9988596e-06,1.2646769e-06,6.735744e-06,-4.4472157e-27,0.55025905,0.37163633,0.5817818,0.0070771575,3.11722,0.020881455,
1990-07-31 18:00:00,,,,,,,,,,,,,,36628.6,,,21727504.0,1754.0918,,,179.68042,0.00049807364,6.6310167e-06,0.0,0.0,2705210.0,74.78183,1.765625,-2402.8438,-0.0020277053,,,,,0.14946741,-9.0290575,,,,,,,5.912922,,0.1423645,,,,28.148827,,,,,,,,,,,0.00022994449,12377.203,2.682209e-06,0.0,0.0,,,,,3017.9382,,0.42431754,5.761851e-06,0.0,,,2.1636486e-05,-0.027948856,-2.3470275e-05,-0.00020413172,0.1432609,2.6561665e-06,0.0,0.034944896,-5.2303076e-06,-0.009213854,,,-9.604264e-10,0.0,,-3.9108272e-11,0.0,0.0,,0.0,191.98196,251.4729,406.729,399.43677,259.4984,300.3689,31.310425,-58.691895,-53.032074,-56.638504,247.4957,281.08017,0.0,-2.9371948,432.59058,-248.14429,-278.60315,353.84033,387.09033,8.420271e-06,-0.5305682,3.3079777e-05,,,,,,,,,,,,,,,,-0.5274225,,,,,,,2.0915527,-797.3279,,,,,,2.6077032e-08,0.833374,0.0,,,,,,,,,,,,,,,-5.5879354e-09,0.0,0.0,,,,,,,,0.0,-5070946.0,21383668.0,24285296.0,-4581986.0,-4893517.0,,0.0,-254224.0,25951808.0,22420688.0,34511280.0,35141440.0,,37375670.0,30571920.0,33444512.0,-21439696.0,-24071232.0,,,,,,,0.011568345,,,0.0007267182,16587219.0,42.04744,87.60135,110.898865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8554802,,,,,,,,,,,4899.8164
1990-08-01 00:00:00,-3.7022648,-1.2955513,-3.2334642,-3.1497955,-1.2193155,-1.183136,4.2901764,296.88037,299.59827,1.1519909,0.78539824,0.0,0.039455414,,388.21582,0.010282416,,,0.0007956971,1184.7461,,,,,,,,,,,0.060010586,-9.956697,5.3335694e-05,0.60943604,,,0.63384324,0.0,271.45923,271.45996,271.45996,271.45996,,-0.027044654,,-2.2703476e-05,-0.009291749,-2.5808868,,300.1532,0.0,401.0296,-2.2260234e-21,271.46033,49.260815,300.15295,0.6500021,300.1532,0.027737975,,,,,,0.0,0.0,0.08663529,0.0,,0.8037135,,,,40.55162,53.046555,,,,,,,,,,,4.6540337,2.9341106,,,101318.55,,,,0.0019894103,,,,,,,,,,,,,,,,,,,,,,,,44.5739,42.54384,165.8798,166.38847,4.294017,3.4850845,3.896882,2.32127,3.4807892,1.199646,4.830514,5.710334,10.506586,3.0544758,0.14060187,,147.0,0.05999658,0.060001962,-1.3258972,1.2975454,0.99372494,,,67.20537,3.2505026,20.268448,5.3930445,3.8758287,,,,0.0,300.161,0.4268217,0.35832506,0.16548967,0.26099056,0.07061577,0.02304405,-1.12225135e-23,300.15405,9.999996e-05,0.88000065,99.999985,0.0,,,,300.16138,300.15137,300.15222,300.15173,0.0,0.0,0.0,,,,,,,101293.69,,,,,,,300.1609,,,,,,0.68562627,0.013098665,0.036484443,0.0060116183,0.0021429483,0.014398616,,48.93666,48.869095,,,,,,0.0,7.0,-0.021607459,0.06000128,0.060011268,-0.011633478,-9.274936e-07,-2.4356787e-06,-101.562744,-0.7588968,-0.000604545,-1.5021724e-05,2.483276e-10,-115.02368,-254.23291,-0.05475253,-0.25826675,-5098639400.0,-16240632000.0,-5626713.0,-60999.062,-0.08985627,-22042001000.0,-277.7854,104.730225,416518.12,10329.172,-1.2492285e-05,0.029669626,0.056364685,312992200.0,2023915500.0,156569.38,7268.871,0.00061680685,2433679600.0,38.63716,2698395600.0,2820611300.0,2673761.0,2698207200.0,2821014300.0,,-4.590489e-06,5.7679426e-07,6.2237796e-06,0.0,0.529135,0.33754414,0.72485435,0.0055713654,3.1599102,0.017039888,
1990-08-31 18:00:00,,,,,,,,,,,,,,22176.45,,,21868576.0,1603.6323,,,176.72247,0.0009924932,1.1637807e-05,0.0,0.0,2756869.0,138.79308,7.7226562,-1788.3359,-0.0027110092,,,,,0.13387984,-9.499383,,,,,,,5.4633417,,0.11323547,,,,28.129917,,,,,,,,,,,0.00017479518,9944.383,2.0861626e-06,0.0,0.0,,,,,2310.1309,,0.25734997,1.1483446e-05,0.0,,,-8.821487e-06,-0.020718515,-3.137812e-05,-0.00019732252,0.1150856,2.0235584e-06,0.0,0.026741084,6.03199e-05,-0.005049657,,,2.7066562e-09,0.0,,-1.3460522e-10,0.0,0.0,,0.0,201.56754,253.11104,410.9519,404.36548,264.5437,298.51807,31.90863,-78.47159,-57.382355,-59.496277,252.32306,279.6007,0.0,-5.6437073,426.3485,-253.71924,-282.57227,355.3662,382.458,1.3506791e-05,-0.35584342,2.2356864e-05,,,,,,,,,,,,,,,,-0.35103333,,,,,,,4.097412,-440.83936,,,,,,0.0,0.763916,0.0,,,,,,,,,,,,,,,5.355105e-09,0.0,0.0,,,,,,,,0.0,-6779537.0,21800592.0,24157520.0,-4957975.0,-5140627.0,,0.0,-487711.0,25791632.0,22856672.0,34936770.0,35506130.0,,36837096.0,30703616.0,33044768.0,-21921312.0,-24414320.0,,,,,,,0.008213639,,,0.0011675106,17415392.0,42.69011,161.77722,198.97737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93153,,,,,,,,,,,4958.629
1990-09-01 00:00:00,-3.0355263,-0.79140437,-2.8516636,-2.7237425,-0.7720159,-0.7424081,3.7882586,297.1731,300.531,1.1468325,0.78539824,0.0,0.03973198,,405.1748,0.009696614,,,0.00076519395,1684.3933,,,,,,,,,,,0.060008645,-9.840979,4.424239e-05,0.6905823,,,0.5072387,0.0,271.45972,271.45996,271.4602,271.45996,,-0.020029724,,-3.0184456e-05,-0.005329158,-5.169327,,301.59143,0.0,401.0296,-2.5375698e-21,271.4604,49.260735,301.5912,0.65000105,301.59143,0.027737975,,,,,,0.0,0.0,0.083304405,0.0,,0.6978856,,,,39.93982,56.125153,,,,,,,,,,,4.737383,2.9310398,,,101138.234,,,,0.0016438,,,,,,,,,,,,,,,,,,,,,,,,43.81717,51.594727,74.04201,160.20447,4.399975,3.3804932,3.7396774,2.2759066,3.297945,1.0345459,4.285225,7.225094,6.608677,2.9368706,0.08362663,,147.0,0.06000238,0.059999116,-1.213028,1.0972214,0.9973496,,,74.79352,2.9171915,20.268448,6.3558273,3.807311,,,,0.0,301.6005,0.37050885,0.3249967,0.12500288,0.21715617,0.095638394,0.046723172,-1.4667815e-23,301.55615,9.999996e-05,0.879995,99.999985,0.0,,,,301.59998,301.58948,301.5891,301.58948,0.0,0.0,0.0,,,,,,,101113.625,,,,,,,301.60034,,,,,,0.56501114,0.014446247,0.029547438,0.005996356,0.0013936062,0.0143121,,48.386322,48.326706,,,,,,0.0,7.0,-0.01740092,0.059988227,0.060011085,-0.007993858,-5.3953283e-07,-1.4128946e-06,-64.58203,-0.15607262,-0.0005232713,-2.179794e-05,5.0164384e-10,-120.218506,-238.39331,-0.010743976,-0.14701259,-3773364500.0,-11824763000.0,-3431058.0,-44578.168,-0.07441658,-16054989000.0,-182.21655,68.55957,262998.94,10310.746,-4.882594e-06,0.014793735,0.03246747,218669400.0,1659249400.0,-13561.695,5851.367,0.0012705999,1965596900.0,35.185333,2694348300.0,2815197200.0,2669829.0,2694142200.0,2815469300.0,,-3.9034057e-06,5.388355e-06,-3.6966967e-06,-3.676359e-26,0.5580435,0.33572882,0.7825709,0.005438447,3.0236835,0.015318904,
1990-09-30 18:00:00,,,,,,,,,,,,,,27845.984,,,20692320.0,1818.3511,,,196.69902,0.0013672011,1.0989606e-05,0.0,0.0,2563859.0,112.06536,-1.8125,-2069.4805,-0.0025826544,,,,,0.13560247,-1.3347311,,,,,,,5.4900208,,0.13417053,,,,30.46162,,,,,,,,,,,0.00017121011,11884.996,2.2500753e-06,0.0,0.0,,,,,2534.2341,,0.32175893,1.5829295e-05,0.0,,,-0.00012266636,-0.023872077,-2.988994e-05,-5.95327e-05,0.13755608,1.9897107e-06,0.0,0.029238392,2.30968e-05,-0.006130047,,,-3.783498e-09,0.0,,-2.0008883e-11,0.0,0.0,,0.0,176.56117,239.49733,415.0039,408.12427,244.27322,281.1599,29.67427,-74.75064,-53.44577,-56.07617,232.43755,262.79932,0.0,-5.3681946,403.9431,-234.41435,-278.99683,331.16187,361.62378,1.7815255e-05,-0.41253006,2.0660329e-05,,,,,,,,,,,,,,,,-0.408251,,,,,,,2.5319824,-530.845,,,,,,-8.568168e-08,0.86694336,0.0,,,,,,,,,,,,,,,-1.3969839e-09,0.0,0.0,,,,,,,,0.0,-6458415.0,20082648.0,22705856.0,-4617900.0,-4845136.0,,0.0,-463652.0,24292240.0,21105376.0,35262384.0,35856370.0,,34900504.0,28612176.0,31244368.0,-20253184.0,-24105312.0,,,,,,,0.008323327,,,0.0015394355,15254762.0,43.153114,130.75258,161.98538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7853785,,,,,,,,,,,4967.7734
1990-10-01 00:00:00,-3.2144184,-0.9386881,-2.9381886,-2.8300343,-0.94089717,-0.89785326,3.862706,297.4331,300.57166,1.1442881,0.78539824,0.0,0.035428047,,365.0225,0.009953771,,,0.00077176327,1725.4617,,,,,,,,,,,0.059999898,-9.817438,4.9130365e-05,0.6643982,,,0.66070825,0.0,271.45972,271.46014,271.45996,271.45996,,-0.023361504,,-2.8674287e-05,-0.0065034516,-4.7398834,,301.61267,0.0,401.0296,-6.963833e-21,271.45984,49.2605,301.61243,0.65000135,301.61267,0.027737975,,,,,,0.0,0.0,0.084795475,0.0,,0.7695231,,,,35.714447,51.826477,,,,,,,,,,,5.20294,3.0590572,,,101000.36,,,,0.001780659,,,,,,,,,,,,,,,,,,,,,,,,39.373566,67.00238,109.50928,191.08543,4.8306046,3.645876,4.0081797,2.3469772,3.4688826,0.9906616,4.8580494,7.8620815,5.2441597,3.12084,0.07754621,,147.0,0.05999343,0.06000409,-1.2551727,1.137949,0.9964941,,,69.43747,2.9921875,20.268448,7.1177216,4.1062956,,,,0.0,301.6113,0.40736502,0.35239142,0.1342975,0.24773073,0.10187566,0.038871557,-9.508631e-24,301.57068,9.999996e-05,0.88,99.999985,0.0,,,,301.61157,301.61267,301.6117,301.61328,0.0,0.0,0.0,,,,,,,100976.125,,,,,,,301.61133,,,,,,0.6870295,0.020426888,0.024741683,0.0058073252,0.0011567159,0.020092785,,52.271637,52.20543,,,,,,0.0,7.0,-0.019286394,0.059999697,0.060007896,-0.009872586,8.2946315e-08,-1.1769434e-06,30.028854,-0.205778,-0.0003047993,-2.0023028e-05,-5.1777915e-11,-119.19092,-139.89331,0.018018581,-0.056006253,-916720100.0,-5547249700.0,-1091419.0,-19339.598,-0.039880566,-6811160600.0,-138.55956,-29.182129,231680.5,10296.699,-6.099048e-06,-0.011351883,0.045225404,-510549000.0,782638340.0,-441551.75,1325.2817,0.0007689018,419066370.0,58.878967,2693527300.0,2824087600.0,2668101.0,2693322000.0,2824328700.0,,-1.2477394e-06,1.0033261e-05,6.57518e-06,0.0,0.5247697,0.27881658,0.8344668,0.004987538,3.4305525,0.014495596,
1990-10-31 18:00:00,,,,,,,,,,,,,,80226.78,,,19025264.0,2451.4248,,,241.13757,0.00019144958,9.3877316e-07,0.0,0.0,2422321.0,105.74324,13.613281,-6135.289,-0.0036130361,,,,,0.23839694,-10.427325,,,,,,,8.772892,,0.093566895,,,,28.493696,,,,,,,,,,,8.042742e-05,8182.918,7.4505806e-07,0.0,0.0,,,,,6704.9746,,0.929941,2.2112145e-06,0.0,,,-7.122755e-05,-0.07094568,-4.181698e-05,-0.0001470753,0.09470284,9.2209194e-07,0.0,0.077656746,-3.5762787e-07,-0.026364326,,,2.4883775e-09,0.0,,-9.1858965e-11,0.0,0.0,,0.0,180.77255,220.20203,406.4082,400.50928,233.48666,258.87457,28.036163,-104.57965,-56.60756,-58.812164,221.5849,241.38507,0.0,-6.582199,373.40222,-262.70776,-282.45532,312.82642,332.46777,3.1386771e-06,-0.44195735,4.2045693e-05,,,,,,,,,,,,,,,,-0.43792236,,,,,,,5.7109375,-2281.371,,,,,,1.4901161e-08,0.923584,0.0,,,,,,,,,,,,,,,-1.2805685e-08,0.0,0.0,,,,,,,,0.0,-9035462.0,19144774.0,20855680.0,-4891072.0,-5081323.0,,0.0,-568531.0,22366912.0,20173608.0,34603890.0,35113424.0,,32261744.0,27028144.0,28725024.0,-22697616.0,-24404064.0,,,,,,,0.0047258902,,,0.00027060555,15618614.0,41.826244,123.35761,153.13455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6318455,,,,,,,,,,,4939.832
1990-11-01 00:00:00,-6.85415,-2.601347,-6.107641,-5.9527473,-2.4179173,-2.3538246,6.606982,296.90198,299.9546,1.1475439,0.78539824,0.0,0.0702734,,495.42603,0.013175581,,,0.0009315021,1049.5754,,,,,,,,,,,0.05999449,-10.476476,9.775278e-05,0.6903101,,,0.52225393,0.0,271.45996,271.45996,271.45972,271.45996,,-0.06777692,,-4.079609e-05,-0.025359333,-5.737976,,300.8318,0.0,401.0296,-6.3846614e-21,271.46014,49.26062,300.83167,0.6500011,300.83167,0.027737975,,,,,,0.0,0.0,0.043869156,0.0,,1.2829392,,,,37.98584,61.95218,,,,,,,,,,,5.710203,2.923892,,,101055.25,,,,0.0038536526,,,,,,,,,,,,,,,,,,,,,,,,48.916183,54.13037,69.17235,228.20169,4.7298546,3.769248,4.725563,2.5702877,4.223896,2.1555176,5.0690517,10.41424,5.926715,3.3040752,0.081356294,,147.0,0.059995625,0.05998722,-1.7631226,2.204957,0.9760168,,,66.0838,4.7456055,20.268448,6.1916437,4.119897,,,,0.0,300.80487,0.6730127,0.4822393,0.405721,0.374857,0.13344043,0.022019152,0.0,300.6974,9.999996e-05,0.8800005,99.999985,0.0,,,,300.8053,300.83398,300.8346,300.83545,0.0,0.0,0.0,,,,,,,101030.625,,,,,,,300.80518,,,,,,0.5643185,0.006640669,0.018695556,0.005510943,0.00070625846,0.006315872,,47.51442,47.48192,,,,,,0.0,7.0,-0.049494684,0.059993923,0.060002167,-0.025886,3.4794812e-07,-1.1704897e-06,-250.80225,0.7823057,-0.00018919003,4.179048e-06,1.8361607e-10,149.59521,-91.494064,0.03569584,-0.10044587,2301768000.0,-3401072600.0,2974918.0,-5565.699,-0.02982011,-1834688500.0,-294.79028,249.10547,444027.44,10302.262,2.3851194e-06,0.006909881,0.021354675,-447533820.0,-314442240.0,373140.56,-2017.5405,-0.0008037153,-718939650.0,17.217215,2691467300.0,2810207000.0,2667191.0,2691256600.0,2810664400.0,,-6.5185604e-06,-1.0848904e-05,8.500268e-06,0.0,0.46875137,0.31696743,0.39474344,0.009853303,3.0594282,0.0251644,
1990-11-30 18:00:00,,,,,,,,,,,,,,126883.56,,,18151680.0,1412.5264,,,187.07162,0.00017813647,8.6426735e-07,0.0,0.0,2263700.0,75.497375,5.4023438,-7961.836,-0.0035425238,,,,,0.28652102,0.94334894,,,,,,,10.231532,,0.12747192,,,,14.3418255,,,,,,,,,,,0.00013052371,10458.07,1.2367964e-06,0.0,0.0,,,,,9037.891,,1.468586,2.058052e-06,0.0,,,-9.959936e-05,-0.09220725,-4.1000894e-05,-1.34492e-05,0.12103933,1.5175983e-06,0.0,0.104641765,-1.5735626e-05,-0.04423392,,,2.6193447e-09,0.0,,1.6007107e-10,0.0,0.0,,0.0,176.53139,210.09637,393.49536,385.20117,224.30478,247.75415,26.200226,-102.537796,-59.358047,-64.03026,212.4153,230.84494,0.0,-5.57547,355.73828,-282.1455,-290.81738,297.29492,315.32593,3.5790863e-06,-0.70813143,4.9535796e-05,,,,,,,,,,,,,,,,-0.70532936,,,,,,,-1.6171875,-3816.6055,,,,,,2.2351742e-08,0.9313965,0.0,,,,,,,,,,,,,,,1.0011718e-08,0.0,0.0,,,,,,,,0.0,-8858560.0,18352772.0,19945472.0,-5128638.0,-5532121.0,,0.0,-481920.0,21406288.0,19379844.0,33281328.0,33997744.0,,30735936.0,25686272.0,27244240.0,-24377552.0,-25126592.0,,,,,,,0.0040903958,,,0.0003090361,15252058.0,37.92912,89.06267,110.08272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2796755,,,,,,,,,,,4945.3086
1990-12-01 00:00:00,-7.896476,-3.891221,-6.8160763,-6.6994343,-3.4612656,-3.4028273,7.713605,295.64465,298.54333,1.155469,0.78539824,0.0,0.07532406,,617.32544,0.014543939,,,0.001023527,253.67227,,,,,,,,,,,0.060002327,-10.685522,0.00012755538,0.63785493,,,0.27268392,0.0,271.45996,271.45972,271.4599,271.45996,,-0.08600569,,-3.9407358e-05,-0.042098165,-4.836197,,299.1892,0.0,401.0296,-1.0778648e-20,271.46,49.26109,299.18933,0.65000194,299.1892,0.027737975,,,,,,0.0,0.0,0.09010869,0.0,,1.5745268,,,,29.194656,59.44957,,,,,,,,,,,6.199996,3.1932154,,,101192.88,,,,0.0051220143,,,,,,,,,,,,,,,,,,,,,,,,43.299255,32.636,95.79602,196.49025,4.8443575,3.871379,5.2181234,2.8709517,4.659748,2.6270142,6.077134,9.56569,9.905337,3.3918915,0.11191076,,147.0,0.059995074,0.059995078,-2.0396118,2.861289,0.95789963,,,60.93953,5.729789,20.268448,6.222124,4.2130737,,,,0.0,299.17816,0.8226305,0.55241895,0.57474494,0.43259293,0.1394661,0.022806555,0.0,299.0431,9.999996e-05,0.8800074,99.999985,0.0,,,,299.1776,299.19067,299.18994,299.18958,0.0,0.0,0.0,,,,,,,101168.44,,,,,,,299.17847,,,,,,0.39073634,0.002651476,0.023519807,0.0052777957,0.0007075842,0.0021039387,,39.288742,39.25981,,,,,,0.0,7.0,-0.061669588,0.060015332,0.060002364,-0.039536122,-1.7640343e-07,-1.1305574e-06,-489.73755,4.8040724,-1.58709e-05,1.2294811e-05,1.0083287e-10,409.64478,-45.121094,0.023451846,-0.11611444,3139315500.0,-1052665600.0,7257520.0,4134.2,-0.026770249,1426071000.0,-266.8589,483.59814,688046.0,10316.332,5.3831027e-06,0.009375421,-0.00029462576,-754077200.0,-3436905700.0,-582156.8,-12900.664,0.00022888146,-4326981600.0,-54.29776,2688200000.0,2786385400.0,2665897.0,2687976700.0,2787054800.0,,2.9429784e-06,-7.31292e-07,1.7116536e-06,0.0,0.4930749,0.34067416,0.3187278,0.011852443,2.7240877,0.028500125,
