"","AphiaID","aphiaid","speciesorig","speciesclean","scientificname","wm_attrs","wm_classes"
"280",149200,149200,"Amphora sp ","Amphora sp.","Amphora sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Thalassiophysales_Catenulaceae_Amphora"
"281",149210,149210,"Haslea sp.","Haslea sp.","Haslea sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Haslea"
"282",149213,149213,"Nitzschia sigma","Nitzschia sigma","Nitzschia sigma","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia sigma"
"283",149219,149219,"Chaetoceros debilis","Chaetoceros debilis","Chaetoceros debilis","Body size:5, Body size:8, Body size:25, Body size:40, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros debilis"
"284",149220,149220,"Asterionella japonica","Asterionella japonica","Asterionella japonica","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Asterionella_Asterionella japonica"
"285",149221,149221,"Chaetoceros curvisetus","Chaetoceros curvisetus","Chaetoceros curvisetus","Body size:7, Body size:30, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros curvisetus"
"286",149228,149228,"Chaetoceros lacionosus","Chaetoceros laciniosus","Chaetoceros laciniosus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros laciniosus"
"287",149230,149230,"Leptocilindrus mediterra","Leptocylindrus mediterraneus","Leptocylindrus mediterraneus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Leptocylindrales_Leptocylindraceae_Leptocylindrus_Leptocylindrus mediterraneus"
"288",149232,149232,"Navicula membranacea","Navicula membranacea","Meuniera membranacea","Body size:40, Body size:90, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula membranacea"
"289",149233,149233,"Lauderia borialis","Lauderia borealis","Lauderia annulata","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Lauderiaceae_Lauderia_Lauderia borealis"
"290",149237,149237,"Cerataulina bergonii","Cerataulina bergonii","Cerataulina pelagica","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Cerataulina_Cerataulina bergonii"
"291",149238,149238,"Chaetoceros pelagicus","Chaetoceros pelagicus","Chaetoceros pelagicus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros pelagicus"
"292",149241,149241,"Chaetoceros affinis","Chaetoceros affinis","Chaetoceros affinis","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros affinis"
"293",149255,149255,"Coscinoscira polychorda","Coscinosira polychorda","Thalassiosira anguste-lineata","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Coscinosira_Coscinosira polychorda"
"294",149268,149268,"Coscinodiscus nitidus","Coscinodiscus nitidus","Coscinodiscus nitidus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus_Coscinodiscus nitidus"
"295",149271,149271,"Coscinodiscus granii","Coscinodiscus granii","Coscinodiscus granii","Body size:40, Body size:200, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus_Coscinodiscus granii"
"296",149272,149272,"Coscinodiscus perforatu","Coscinodiscus perforatus","Coscinodiscus perforatus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus_Coscinodiscus perforatus"
"297",149288,149288,"Chaetoceros atlanticus","Chaetoceros atlanticus","Chaetoceros atlanticus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros atlanticus"
"298",149289,149289,"Chaetoceros costatus","Chaetoceros costatus","Chaetoceros costatus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros costatus"
"299",149292,149292,"Chaetoceros anastomosans","Chaetoceros anastomosans","Chaetoceros anastomosans","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros anastomosans"
"300",149305,149305,"Bellorochea sp.","Bellerochea sp.","Bellerochea sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Bellerocheaceae_Bellerochea"
"301",149306,149306,"Bellerochea malleus","Bellerochea malleus","Bellerochea horologicalis","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Bellerocheaceae_Bellerochea_Bellerochea malleus"
"302",149309,149309,"Dactyliosolen sp.","Dactyliosolen sp.","Dactyliosolen sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Dactyliosolen"
"303",149310,149310,"Dactyliosolen fragilisimu","Dactyliosolen fragilissimus","Dactyliosolen fragilissimus","Body size:8, Body size:70, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Dactyliosolen_Dactyliosolen fragilissimus"
"304",149311,149311,"Rhizosolenia robusta","Rhizosolenia robusta","Neocalyptrella robusta","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia robusta"
"305",149313,149313,"Fragilariopsis sp.","Fragilariopsis sp.","Fragilariopsis sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Fragilariopsis"
"306",149314,149314,"Plagiogramma sp.","Plagiogramma sp.","Plagiogramma sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Plagiogrammaceae_Plagiogramma"
"307",149328,149328,"Cerataulus sp.","Cerataulus sp.","Cerataulus sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Cerataulus"
"308",149335,149335,"Grammatophora sp.","Grammatophora sp.","Grammatophora sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Grammatophora"
"309",149338,149338,"Grammatophora marina","Grammatophora marina","Grammatophora marina","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Grammatophora_Grammatophora marina"
"310",149340,149340,"Grammatophora serpen","Grammatophora serpentina","Grammatophora serpentina","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Grammatophora_Grammatophora serpentina"
"311",149357,149357,"Campylosira cymbeliformis","Campylosira cymbelliformis","Campylosira cymbelliformis","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Cymatosirophycanae_Cymatosirales_Cymatosiraceae_Campylosira_Campylosira cymbelliformis"
"312",149369,149369,"Synedra gaillonii","Synedra gaillonii","Tabularia gaillonii","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra gaillonii"
"313",149396,149396,"Diploneis cabro","Diploneis crabro","Diploneis crabro","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Diploneidaceae_Diploneis_Diploneis crabro"
"314",149402,149402,"Eunotia","Eunotia sp.","Eunotia sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Eunotiophycanae_Eunotiales_Eunotiaceae_Eunotia"
"315",149430,149430,"Navicula lyra","Navicula lyra","Lyrella lyra","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula lyra"
"316",149467,149467,"Navicula cf directa","Navicula cf. directa","Navicula cf. directa","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula directa"
"317",149468,149468,"Navicula cancellata","Navicula cancellata","Navicula cancellata","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula cancellata"
"318",149504,149504,"Pleurosigma affinis","Pleurosigma affine","Pleurosigma normanii","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma affine"
"319",149516,149516,"Plagiotropis sp.","Plagiotropis sp.","Plagiotropis sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculineae_Plagiotropidaceae_Plagiotropis"
"320",149519,149519,"Tropidoneis lepidoptera","Tropidoneis lepidoptera","Plagiotropis lepidoptera","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Lithodesmiophycanae_Lithodesmiales_Lithodesmiaceae_Tropidoneis_Tropidoneis lepidoptera"
"321",149530,149530,"Amphora laevis","Amphora laevis","Amphora laevis","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Thalassiophysales_Catenulaceae_Amphora_Amphora laevis"
"322",149588,149588,"Nitzschia socialis","Nitzschia socialis","Nitzschia socialis","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia socialis"
"323",149591,149591,"Nitzschia angularis","Nitzschia angularis","Nitzschia angularis","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia angularis"
"324",149595,149595,"Nitzschia recta","Nitzschia recta","Nitzschia recta","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia recta"
"325",149597,149597,"Nitzchia lanceolata","Nitzschia lanceolata","Nitzschia lanceolata","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia lanceolata"
"326",149615,149615,"Surirella fastuosa","Surirella fastuosa","Surirella fastuosa","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Surirellaceae_Surirella_Surirella fastuosa"
"327",149616,149616,"Campilodiscus sp.","Campylodiscus sp.","Campylodiscus sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Surirellaceae_Campylodiscus"
"328",149618,149618,"Asrerionellopsis kariana","Asterionellopsis kariana","Asteroplanus karianus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Asterionellopsis_Asterionellopsis kariana"
"329",149619,149619,"Cerataulina pelagica","Cerataulina pelagica","Cerataulina pelagica","Body size:10, Body size:60, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Cerataulina_Cerataulina pelagica"
"330",149629,149629,"Rhizosolenia styliformis","Rhizosolenia styliformis","Rhizosolenia styliformis","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia styliformis"
"331",149631,149631,"Stephanopyxis turris","Stephanopyxis turris","Stephanopyxis turris","Body size:20, Body size:90, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Stephanopyxidaceae_Stephanopyxis_Stephanopyxis turris"
"332",149647,149647,"Detonula pumila","Detonula pumila","Detonula pumila","Body size:15, Body size:45, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Skeletonemaceae_Detonula_Detonula pumila"
"333",149655,149655,"Biddulphia cf. alternans","Biddulphia cf. alternans","Trigonium cf. alternans","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Biddulphiales_Biddulphiaceae_Biddulphia_Biddulphia alternans"
"334",156505,156505,"Phalachroma rotundata","Phalacroma rotundatum","Phalacroma rotundatum","Body size:40, Body size:45, Body size:45, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma rotundatum"
"335",156537,156537,"Achnanthes cf. taeniata","Achnanthes cf. taeniata","Pauliella cf. taeniata","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Achnanthales_Achnanthaceae_Achnanthes_Achnanthes taeniata"
"336",156548,156548,"Pseudonitzs pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Pseudo-nitzschia pseudodelicatissima","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia pseudodelicatissima"
"337",156580,156580,"Pleurosigma formossa","Pleurosigma formosum","Pleurosigma formosum","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma formosum"
"338",156607,156607,"Chaetoceros concavicor","Chaetoceros concavicornis","Chaetoceros concavicornis","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros concavicornis"
"339",156609,156609,"Chaetoceros constrictum","Chaetoceros constrictum","Chaetoceros constrictus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros constrictus"
"340",156611,156611,"Chaetoceros convolutus","Chaetoceros convolutus","Chaetoceros convolutus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros convolutus"
"341",156615,156615,"Chaetoceros karianus","Chaetoceros karianus","Chaetoceros karianus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros karianus"
"342",156617,156617,"Chaetoceros lorenzianus","Chaetoceros lorenzianus","Chaetoceros lorenzianus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros lorenzianus"
"343",156621,156621,"Chaetoceros subtilis","Chaetoceros subtilis","Chaetoceros subtilis","Body size:2, Body size:14, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros subtilis"
"344",156623,156623,"Chaetoceros tenuissimus","Chaetoceros tenuissimus","Chaetoceros tenuissimus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros tenuissimus"
"345",156629,156629,"Coscinodiscus marginatus","Coscinodiscus marginatus","Coscinodiscus marginatus","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus_Coscinodiscus marginatus"
"346",156632,156632,"Coscinodiscus wailessii","Coscinodiscus wailesii","Coscinodiscus wailesii","Body size:250, Body size:500, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus_Coscinodiscus wailesii"
"347",157062,157062,"Licmophora abreviata","Licmophora abbreviata","Licmophora abbreviata","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Licmophorales_Licmophoraceae_Licmophora_Licmophora abbreviata"
"348",157083,157083,"Thalassiothrix longissima","Thalassiothrix longissima","Thalassiothrix longissima","Body size:400, Body size:400, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassiothrix_Thalassiothrix longissima"
"349",157428,157428,"Entomoneis alata ","Entomoneis alata ","Entomoneis alata","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Entomoneidaceae_Entomoneis_Entomoneis alata"
"350",157430,157430,"Eucampia groenlandica","Eucampia groenlandica","Eucampia groenlandica","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Eucampia_Eucampia groenlandica"
"351",157440,157440,"Helicotheca thamensis","Helicotheca tamesis","Helicotheca tamesis","Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton, Body size:5, Body size:12, Body size:20, Body size:160, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Lithodesmiophycanae_Lithodesmiales_Lithodesmiaceae_Helicotheca_Helicotheca tamesis"
"352",157463,157463,"Dictyoca fibula","Dictyocha fibula","Dictyocha fibula","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Phaeista_Monista_Hypogyristia_Dictyochophyceae_Dictyochales_Dictyochaceae_Dictyocha_Dictyocha fibula"
"353",160511,160511,"Noctiluca milliaris","Noctiluca miliaris","Noctiluca scintillans","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Noctilucaceae_Noctiluca_Noctiluca miliaris"
"354",160523,160523,"Chaetoceros lauderi","Chaetoceros lauderi","Chaetoceros lauderi","Body size:18, Body size:50, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros lauderi"
"355",160528,160528,"Pseudonitzschia pungens","Pseudo-nitzschia pungens","Pseudo-nitzschia pungens","Body size:3, Body size:4.5, Body size:75, Body size:140, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia pungens"
"356",160554,160554,"Distephanus sp.","Distephanus sp.","Distephanus sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Phaeista_Monista_Hypogyristia_Dictyochophyceae_Dictyochales_Dictyochaceae_Distephanus"
"357",160557,160557,"Gyrodinium glaucum","Gyrodinium glaucum","Katodinium glaucum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium glaucum"
"358",160572,160572,"Synechococcus sp","Synechococcus sp.","Synechococcus sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Synechococcophycideae_Synechococcales_Synechococcaceae_Synechococcoideae_Synechococcus"
"359",160602,160602,"Scenedesmus sp.","Scenedesmus sp.","Scenedesmus sp.","Paraphyletic group:Algae > Macroalgae, Unicellularity:non-unicellular","Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorophyceae_Sphaeropleales_Scenedesmaceae_Scenedesmoidea_Scenedesmus"
"360",162255,162255,"Asteromphallus flabellatus","Asteromphalus flabellatus","Asteromphalus flabellatus","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Asterolamprales_Asterolampraceae_Asteromphalus_Asteromphalus flabellatus"
"361",162385,162385,"Arthrospira sp.","Arthrospira sp.","Arthrospira sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Microcoleaceae_Arthrospira"
"362",162544,162544,"Gymnodinium sanguine","Gymnodinium sanguineum","Akashiwo sanguinea","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium sanguineum"
"363",162728,162728,"Staurastrum sp.","Staurastrum sp.","Staurastrum sp.","NA","Plantae_Viridiplantae_Streptophyta_Charophyta_Conjugatophyceae_Desmidiales_Desmidiaceae_Staurastrum"
"364",162749,162749,"Protoperidinium cerasus","Protoperidinium cerasus","Protoperidinium cerasus","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium cerasus"
"365",162916,162916,"Bacteriastrum elongatum","Bacteriastrum elongatum","Bacteriastrum elongatum","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Bacteriastrum_Bacteriastrum elongatum"
"366",162923,162923,"Bacteriosira sp.","Bacterosira sp.","Bacterosira sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophyceae incertae sedis_Bacterosira"
"367",163047,163047,"Chaetoceros subsecundus","Chaetoceros subsecundus","Chaetoceros subsecundus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros subsecundus"
