"","AphiaID","aphiaid","speciesorig","speciesclean","scientificname","wm_attrs","wm_classes"
"99",109980,109980,"Ceratium teres","Ceratium teres","Ceratium teres","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium teres"
"100",109981,109981,"Ceratium trichoceros","Ceratium trichoceros","Ceratium trichoceros","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium trichoceros"
"101",109982,109982,"Ceratium tripos","Ceratium tripos ","Ceratium tripos ","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium tripos"
"102",109983,109983,"Ceratium vultur","Ceratium vultur","Tripos vultur","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium vultur"
"103",109986,109986,"Ceratocorys horrida","Ceratocorys horrida","Ceratocorys horrida","Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratocoryaceae_Ceratocorys_Ceratocorys horrida"
"104",110001,110001,"Diplopsalis lenticula","Diplopsalis lenticula","Diplopsalis lenticula","Functional group:plankton > phytoplankton, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Diplopsalis_Diplopsalis lenticula"
"105",110010,110010,"Gonyaulax apiculata","Gonyaulax apiculata","Gonyaulax apiculata","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax apiculata"
"106",110014,110014,"Gonyaulax diegensis","Gonyaulax diegensis","Gonyaulax diegensis","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax diegensis"
"107",110015,110015,"Gonyaulax digitale","Gonyaulax digitale","Gonyaulax digitale","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax digitale"
"108",110019,110019,"Gonyaulax fragilis","Gonyaulax fragilis","Gonyaulax fragilis","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax fragilis"
"109",110035,110035,"Gonyaulax polygramma","Gonyaulax polygramma","Gonyaulax polygramma","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax polygramma"
"110",110041,110041,"Gonyaulax spinifera","Gonyaulax spinifera","Gonyaulax spinifera","Body size:24, Body size:30, Body size:40, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax spinifera"
"111",110043,110043,"Gonyaulax turbiney","Gonyaulax turbynei","Gonyaulax turbynei","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Gonyaulax_Gonyaulax turbynei"
"112",110061,110061,"Heterodinium cf. Mineri","Heterodinium cf. milneri","Heterodinium cf. milneri","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Heterodiniaceae_Heterodinium_Heterodinium milneri"
"113",110072,110072,"Centrodinium maximum","Centrodinium maximum","Centrodinium maximum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ostreopsidaceae_Centrodinium_Centrodinium maximum"
"114",110077,110077,"Corythodinium tesellatum","Corythodinium tesselatum","Corythodinium tesselatum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Corythodinium_Corythodinium tesselatum"
"115",110082,110082,"Oxytosum caudatum","Oxytoxum caudatum","Oxytoxum caudatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum caudatum"
"116",110094,110094,"Oxytoxum elegans","Oxytoxum elegans","Oxytoxum elegans","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum elegans"
"117",110095,110095,"Oxytoxum gigas","Oxytoxum gigas","Schuettiella mitra","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum gigas"
"118",110097,110097,"Oxytoxum laticeps","Oxytoxum laticeps","Oxytoxum laticeps","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum laticeps"
"119",110099,110099,"Oxytosum longiceps","Oxytoxum longiceps","Oxytoxum longiceps","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum longiceps"
"120",110103,110103,"Oxytoxum milneri","Oxytoxum milneri","Oxytoxum milneri","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum milneri"
"121",110107,110107,"Oxytosum obliquum","Oxytoxum obliquum","Oxytoxum obliquum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum obliquum"
"122",110113,110113,"Oxytoxum reticulatum","Oxytoxum reticulatum","Oxytoxum reticulatum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum reticulatum"
"123",110114,110114,"Oxytoxum sceptum","Oxytoxum sceptrum","Oxytoxum sceptrum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum sceptrum"
"124",110115,110115,"Oxytosum scolopax","Oxytoxum scolopax","Oxytoxum scolopax","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum scolopax"
"125",110116,110116,"Oxytoxum sphaeroideum","Oxytoxum sphaeroideum","Oxytoxum sphaeroideum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum sphaeroideum"
"126",110122,110122,"Oxytoxum viridis","Oxytoxum viride","Oxytoxum viride","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum viride"
"127",110153,110153,"Heterocapsa triqueta","Heterocapsa triquetra","Heterocapsa triquetra","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Heterocapsaceae_Heterocapsa_Heterocapsa triquetra"
"128",110172,110172,"Scripsiella trocoidea","Scrippsiella trochoidea","Scrippsiella trochoidea","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella_Scrippsiella trochoidea"
"129",110175,110175,"Scripsiella spinifera","Scrippsiella spinifera","Scrippsiella spinifera","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella_Scrippsiella spinifera"
"130",110176,110176,"Scripsiella subsalsa","Scrippsiella subsalsa","Bysmatrum subsalsum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Calciodinelloideae_Scrippsiella_Scrippsiella subsalsa"
"131",110179,110179,"Blepharocysta splendor","Blepharocysta splendor","Blepharocysta splendor-maris","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Blepharocysta_Blepharocysta splendor-maris"
"132",110199,110199,"Podoloampas bipes","Podolampas bipes","Podolampas bipes","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas bipes"
"133",110201,110201,"Podolampas elegans","Podolampas elegans","Podolampas elegans","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas elegans"
"134",110206,110206,"Protoperidinium avellana","Protoperidinium avellana","Protoperidinium avellana","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium avellana"
"135",110209,110209,"Protoperidinium breve","Protoperidinium breve","Protoperidinium breve","Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium breve"
"136",110210,110210,"Protoperidinium brevipes","Protoperidinium brevipes","Protoperidinium brevipes","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium brevipes"
"137",110212,110212,"Protoperidinium conicoides","Protoperidinium conicoides","Protoperidinium conicoides","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium conicoides"
"138",110213,110213,"Protoperidinium conicum","Protoperidinium conicum","Protoperidinium conicum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium conicum"
"139",110214,110214,"Protoperidinium crassipes","Protoperidinium crassipes","Protoperidinium crassipes","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium crassipes"
"140",110217,110217,"Protoperidinium depressum","Protoperidinium depressum","Protoperidinium depressum","Body size:115, Body size:116, Body size:144, Body size:200, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium depressum"
"141",110218,110218,"Protoperidinium diabolum","Protoperidinium diabolum","Protoperidinium diabolum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium diabolus"
"142",110219,110219,"Protoperidinium divergens","Protoperidinium divergens","Protoperidinium divergens","Body size:55, Body size:65, Body size:65, Body size:75, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium divergens"
"143",110222,110222,"Protoperidinium grande","Protoperidinium grande","Protoperidinium grande","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium grande"
"144",110229,110229,"Protoperidinium leonis","Protoperidinium leonis","Protoperidinium leonis","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium leonis"
"145",110233,110233,"Protoperidinium minutum","Protoperidinium minutum","Archaeperidinium minutum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium minutum"
"146",110234,110234,"Protoperidinium  mite","Protoperidinium mite","Protoperidinium mite","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium mite"
"147",110237,110237,"Protoperidinium nudum","Protoperidinium nudum","Protoperidinium nudum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium nudum"
"148",110238,110238,"Protoperidinium  oblongum","Protoperidinium oblongum","Protoperidinium oblongum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium oblongum"
"149",110240,110240,"Protoperidiniun oceanicum","Protoperidinium oceanicum","Protoperidinium oceanicum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium oceanicum"
"150",110241,110241,"Protoperidinium ovatum","Protoperidinium ovatum","Protoperidinium ovatum","Body size:50, Body size:58, Body size:70, Body size:88, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium ovatum"
"151",110245,110245,"Protoperidinium pellucidu","Protoperidinium pellucidum","Protoperidinium pellucidum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium pellucidum"
"152",110247,110247,"Protoperidinium pentagonum","Protoperidinium pentagonum","Protoperidinium pentagonum","Body size:75, Body size:75, Body size:100, Body size:110, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium pentagonum"
"153",110248,110248,"Protoperidinium punctulatum","Protoperidinium punctulatum","Protoperidinium punctulatum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium punctulatum"
"154",110249,110249,"Protoperidinium piriforme","Protoperidinium pyriforme","Protoperidinium pyriforme","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium pyriforme"
"155",110250,110250,"Protoperidinium quarnerense","Protoperidinium quarnerense","Protoperidinium quarnerense","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium quarnerense"
"156",110255,110255,"Protoperidinium sphaericum","Protoperidinium sphaericum","Protoperidinium sphaericum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium sphaericum"
"157",110257,110257,"Protoperidinium cf steinii","Protoperidinium cf. steinii","Protoperidinium cf. steinii","Body size:22, Body size:30, Body size:44, Body size:60, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium steinii"
"158",110259,110259,"Protoperidinium subine","Protoperidinium subinerme","Protoperidinium subinerme","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium subinerme"
"159",110277,110277,"Thoracosphaera heimii","Thoracosphaera heimii","Thoracosphaera heimii","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Thoracosphaerales_Thoracosphaeraceae_Thoracosphaera_Thoracosphaera heimii"
"160",110278,110278,"Goniodoma acuminatus","Goniodoma acuminatum","Goniodoma acuminatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Thoracosphaerales_Thoracosphaeraceae_Goniodoma_Goniodoma acuminatum"
"161",110280,110280,"Gonodioma sphaericum","Goniodoma sphaericum","Goniodoma sphaericum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Thoracosphaerales_Thoracosphaeraceae_Goniodoma_Goniodoma sphaericum"
"162",110284,110284,"Oxiphysis oxytoxoide","Oxyphysis oxytoxoides","Phalacroma oxytoxoides","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Oxyphysis_Oxyphysis oxytoxoides"
"163",110292,110292,"Prorocentrum arcuatum","Prorocentrum arcuatum","Prorocentrum arcuatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum arcuatum"
"164",110293,110293,"Prorocentrum balticum","Prorocentrum balticum","Prorocentrum balticum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum balticum"
"165",110295,110295,"Prorocentrum compres","Prorocentrum compressum","Tryblionella compressa","Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum compressum"
"166",110300,110300,"Prorocentrum gracile","Prorocentrum gracile","Prorocentrum gracile","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum gracile"
"167",110301,110301,"Prorocentrum cf lima","Prorocentrum cf. lima","Prorocentrum cf. lima","Body size:32, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum lima"
"168",110303,110303,"Prorocentrum micans","Prorocentrum micans","Prorocentrum micans","Body size:20, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum micans"
"169",110304,110304,"Prorocentrum minimum","Prorocentrum minimum","Prorocentrum cordatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum minimum"
"170",110311,110311,"Prorocentrum rostratum","Prorocentrum rostratum","Prorocentrum rostratum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum rostratum"
"171",110314,110314,"Prorocentrum scutellum","Prorocentrum scutellum","Prorocentrum scutellum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum scutellum"
"172",110316,110316,"Prorocentrum triestinum","Prorocentrum triestinum","Prorocentrum triestinum","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum triestinum"
"173",110327,110327,"Pyrocistis elegans","Pyrocystis elegans","Pyrocystis elegans","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis elegans"
"174",110329,110329,"Pyrocystis (Disodinium) gerbautii","Pyrocystis gerbaultii","Pyrocystis gerbaultii","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis gerbaultii"
"175",110332,110332,"Pyrocystis noctiluca","Pyrocystis noctiluca","Pyrocystis pseudonoctiluca","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis noctiluca"
"176",110333,110333,"Pyrocistis obtusa","Pyrocystis obtusa","Pyrocystis obtusa","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis obtusa"
"177",110334,110334,"Pyrocystis robusta","Pyrocystis robusta","Pyrocystis robusta","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis robusta"
"178",110652,110652,"Eutreptiella gymnastica","Eutreptiella gymnastica","Eutreptiella gymnastica","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton","Protozoa_Eozoa_Euglenozoa_Euglenozoa_Euglenoidea_Euglenia_Eutreptiida_Eutreptiaceae_Eutreptiella_Eutreptiella gymnastica"
"179",115057,115057,"cocolitophorid","coccolithophorid","Prymnesiophyceae","NA","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae"
"180",115081,115081,"Ophiaster sp.","Ophiaster sp.","Ophiaster sp.","Functional group:plankton > phytoplankton","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Ophiaster"
"181",115083,115083,"Acanthoica sp. ","Acanthoica sp.","Acanthoica sp.","Functional group:plankton > phytoplankton","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Rhabdosphaeraceae_Acanthoica"
"182",115084,115084,"Syracosphaera sp.","Syracosphaera sp.","Syracosphaera sp.","Functional group:plankton > phytoplankton","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera"
"183",115086,115086,"Emiliana sp.","Emiliana sp.","Emiliana","Functional group:plankton > phytoplankton","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Isochrysidales_Noelaerhabdaceae_Emiliania"
"184",115090,115090,"Chrysochromulina sp.","Chrysochromulina sp.","Chrysochromulina sp.","Functional group:plankton > phytoplankton","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Prymnesiales_Chrysochromulinaceae_Chrysochromulina"
"185",115099,115099,"Ophiaster hydroideus","Ophiaster hydroideus","Ophiaster hydroideus","NA","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Ophiaster_Ophiaster hydroideus"
"186",115104,115104,"Emiliania huxleyi","Emiliania huxleyi","Emiliania huxleyi","Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Isochrysidales_Noelaerhabdaceae_Emiliania_Emiliania huxleyi"
"187",118014,118014,"Ebria sp.","Ebria sp.","Ebria sp.","Functional group:plankton > phytoplankton","Protozoa_Protozoa incertae sedis_Ebriophyceae_Ebriales_Ebriaceae_Ebria"
