;AphiaID;aphiaid;speciesorig;speciesclean;scientificname;classificationgroup;functionalgroup_old;wm_attrs;wm_classes
490;233804;233804;Peridinium quinquecorne;Peridinium quinquecorne;Protoperidinium quinquecorne;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Peridiniaceae_Peridinium_Peridinium quinquecorne
504;235877;235877;Periphylloria mirabilis;Periphyllophora mirabilis;Periphyllophora mirabilis;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccolithales_Calyptrosphaeraceae_Periphyllophora_Periphyllophora mirabilis
391;175584;175584;Phaeodactilum tricornutum;Phaeodactylum tricornutum;Phaeodactylum tricornutum;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Phaeodactylineae_Phaeodactylaceae_Phaeodactylum_Phaeodactylum tricornutum
441;232491;232491;Phalachroma mitra;Phalacroma mitra;Phalacroma mitra;;DINOFLAGELLATES;Functional group:mixoplankton > plastid Specialists Non-Constitutive Mixoplankton (pSNCM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma mitra
442;232498;232498;Phalachroma operculoides;Phalacroma operculoides;Dinophysis operculoides;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma operculoides
334;156505;156505;Phalachroma rotundata;Phalacroma rotundatum;Phalacroma rotundatum;;DINOFLAGELLATES;Body size:40, Body size:45, Body size:45, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma rotundatum
625;838527;838527;Phalachroma scrobiculata;Phalacroma scrobiculatum;Phalacroma scrobiculatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma scrobiculatum
12;109466;109466;Phalachroma sp.;Phalacroma sp.;Phalacroma sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma
440;232469;232469;Phalacroma favus;Phalacroma favus;Phalacroma favus;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma favus
557;418168;418168;Phalacroma ovum;Phalacroma ovum;Phalacroma ovum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma ovum
306;149314;149314;Plagiogramma sp.;Plagiogramma sp.;Plagiogramma sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Plagiogrammaceae_Plagiogramma
4;106283;106283;Plagioselmis sp.;Plagioselmis sp.;Plagioselmis sp.;Cryptophyte;OTHERS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Cryptophyta_Cryptophyceae_Pyrenomonadales_Geminigeraceae_Plagioselmis
581;573538;573538;Plagiotropis gausii;Plagiotropis gaussii;Plagiotropis gaussii;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculineae_Plagiotropidaceae_Plagiotropis_Plagiotropis gaussii
628;840280;840280;Plagiotropis seriata;Plagiotropis seriata;Plagiotropis seriata;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculineae_Plagiotropidaceae_Plagiotropis_Plagiotropis seriata
319;149516;149516;Plagiotropis sp.;Plagiotropis sp.;Plagiotropis sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculineae_Plagiotropidaceae_Plagiotropis
414;196815;196815;Planktoniella sol;Planktoniella sol;Planktoniella sol;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Planktoniella_Planktoniella sol
318;149504;149504;Pleurosigma affinis;Pleurosigma affine;Pleurosigma normanii;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma affine
276;149183;149183;Pleurosigma angulatta;Pleurosigma angulatum;Pleurosigma angulatum;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma angulatum
337;156580;156580;Pleurosigma formossa;Pleurosigma formosum;Pleurosigma formosum;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma formosum
629;840410;840410;Pleurosigma lineare;Pleurosigma lineare;Pleurosigma lineare;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma lineare
427;232086;232086;Pleurosigma marinus;Pleurosigma marinum;Pleurosigma marinum;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma marinum
586;576676;576676;Pleurosigma rigida;Pleurosigma rigidum;Pleurosigma rigidum;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma rigidum
275;149181;149181;Pleurosigma sp.;Pleurosigma sp.;Pleurosigma sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma
537;248090;248090;Podocystis adriaticus;Podocystis adriatica;Podocystis adriatica;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Podocystis_Podocystis adriatica
133;110201;110201;Podolampas elegans;Podolampas elegans;Podolampas elegans;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas elegans
446;232625;232625;Podolampas palmipes;Podolampas palmipes;Podolampas palmipes;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas palmipes
34;109550;109550;Podolampas sp.;Podolampas sp.;Podolampas sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas
556;418161;418161;Podolampas spinifer;Podolampas spinifer;Podolampas spinifer;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas spinifer
132;110199;110199;Podoloampas bipes;Podolampas bipes;Podolampas bipes;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas bipes
22;109485;109485;Polikrikos sp.;Polykrikos sp.;Polykrikos sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Polykrikaceae_Polykrikos
72;109901;109901;Polykrikos schwarzii;Polykrikos schwartzii;Polykrikos schwartzii;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Polykrikaceae_Polykrikos_Polykrikos schwartzii
519;235970;235970;Pontosphaera dicospora;Pontosphaera discopora;Pontosphaera discopora;Prymnesiophyte;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Zygodiscales_Pontosphaeraceae_Pontosphaera_Pontosphaera discopora
218;148980;148980;Porosira sp.;Porosira sp.;Porosira sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Porosira
191;146173;146173;Pronoctiluca pheocysticola;Pronoctiluca phaeocysticola;Pronoctiluca phaeocysticola;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Protodiniferaceae_Pronoctiluca_Pronoctiluca phaeocysticola
23;109487;109487;Pronoctiluca sp.;Pronoctiluca sp.;Pronoctiluca sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Protodiniferaceae_Pronoctiluca
73;109904;109904;Pronoctiluca spinifera;Pronoctiluca spinifera;Pronoctiluca spinifera;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Protodiniferaceae_Pronoctiluca_Pronoctiluca spinifera
163;110292;110292;Prorocentrum arcuatum;Prorocentrum arcuatum;Prorocentrum arcuatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum arcuatum
164;110293;110293;Prorocentrum balticum;Prorocentrum balticum;Prorocentrum balticum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum balticum
167;110301;110301;Prorocentrum cf lima;Prorocentrum cf. lima;Prorocentrum cf. lima;;DINOFLAGELLATES;Body size:32, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum lima
165;110295;110295;Prorocentrum compres;Prorocentrum compressum;Tryblionella compressa;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum compressum
439;232461;232461;Prorocentrum concavum;Prorocentrum concavum;Prorocentrum concavum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum concavum
438;232441;232441;Prorocentrum emarginatum;Prorocentrum emarginatum;Prorocentrum emarginatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum emarginatum
166;110300;110300;Prorocentrum gracile;Prorocentrum gracile;Prorocentrum gracile;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum gracile
423;231885;231885;Prorocentrum mexicanum;Prorocentrum mexicanum;Prorocentrum mexicanum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum mexicanum
168;110303;110303;Prorocentrum micans;Prorocentrum micans;Prorocentrum micans;;DINOFLAGELLATES;Body size:20, Body size:50, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum micans
169;110304;110304;Prorocentrum minimum;Prorocentrum minimum;Prorocentrum cordatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum minimum
170;110311;110311;Prorocentrum rostratum;Prorocentrum rostratum;Prorocentrum rostratum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum rostratum
171;110314;110314;Prorocentrum scutellum;Prorocentrum scutellum;Prorocentrum scutellum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum scutellum
39;109566;109566;Prorocentrum sp.;Prorocentrum sp.;Prorocentrum sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum
172;110316;110316;Prorocentrum triestinum;Prorocentrum triestinum;Prorocentrum triestinum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum triestinum
272;149168;149168;Prosbocia alata;Proboscia alata;Proboscia alata;;DIATOMS;Body size:3, Body size:15, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Proboscia_Proboscia alata
472;233115;233115;Protherythropsis vigilans;Protherythropsis vigilans;Protherythropsis vigilans;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Warnowiaceae_Proterythropsis_Proterythropsis vigilans
146;110234;110234;Protoperidinium  mite;Protoperidinium mite;Protoperidinium mite;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium mite
148;110238;110238;Protoperidinium  oblongum;Protoperidinium oblongum;Protoperidinium oblongum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium oblongum
483;233556;233556;Protoperidinium abei;Protoperidinium abei;Protoperidinium abei;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium abei
134;110206;110206;Protoperidinium avellana;Protoperidinium avellana;Protoperidinium avellana;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium avellana
135;110209;110209;Protoperidinium breve;Protoperidinium breve;Protoperidinium breve;;DINOFLAGELLATES;Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium breve
136;110210;110210;Protoperidinium brevipes;Protoperidinium brevipes;Protoperidinium brevipes;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium brevipes
364;162749;162749;Protoperidinium cerasus;Protoperidinium cerasus;Protoperidinium cerasus;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium cerasus
473;233169;233169;Protoperidinium cf melo;Protoperidinium cf. melo;Protoperidinium cf. melo;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium melo
157;110257;110257;Protoperidinium cf steinii;Protoperidinium cf. steinii;Protoperidinium cf. steinii;;DINOFLAGELLATES;Body size:22, Body size:30, Body size:44, Body size:60, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium steinii
386;163862;163862;Protoperidinium claudic;Protoperidinium claudicans;Protoperidinium claudicans;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium claudicans
137;110212;110212;Protoperidinium conicoides;Protoperidinium conicoides;Protoperidinium conicoides;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium conicoides
138;110213;110213;Protoperidinium conicum;Protoperidinium conicum;Protoperidinium conicum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium conicum
139;110214;110214;Protoperidinium crassipes;Protoperidinium crassipes;Protoperidinium crassipes;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium crassipes
140;110217;110217;Protoperidinium depressum;Protoperidinium depressum;Protoperidinium depressum;;DINOFLAGELLATES;Body size:115, Body size:116, Body size:144, Body size:200, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium depressum
141;110218;110218;Protoperidinium diabolum;Protoperidinium diabolum;Protoperidinium diabolum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium diabolus
142;110219;110219;Protoperidinium divergens;Protoperidinium divergens;Protoperidinium divergens;;DINOFLAGELLATES;Body size:55, Body size:65, Body size:65, Body size:75, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium divergens
480;233357;233357;Protoperidinium elegans;Protoperidinium elegans;Protoperidinium elegans;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium elegans
