"","Fuco","date","Perid","Allo","But_fuco","Hex_fuco","Zea","Tot_Chl_b","DP","Tot_Chl_a","TChl"
"15",0.113343341586427,1997-02-13,0.00807665127254449,0.00115909090909091,0.00372984555754594,0.0148751763727168,0.00747926032713214,0.127013900888604,NA,0.258740813653324,NA
"16",0.20403084928078,1997-02-23,0.0070335558428809,NA,0.00359145983790139,0.0107393340460649,0.0076944827819411,0.00776418958730146,NA,0.402238149732739,NA
"17",0.30657406795067,1997-03-13,NA,NA,NA,0.0155,NA,0.913419602581716,NA,0.509938338068181,NA
"18",0.253815028019924,1997-04-15,0.0397284223338066,NA,0.00757050553026896,0.0534449050111611,0.0284032583613801,0.0897198371193533,NA,0.618634620046104,NA
"19",0.118799838872413,1997-05-10,0.0109625588651447,NA,0.00509266222043625,0.0164994849447765,0.00940843316730663,0.048894088926987,NA,0.27247328276467,NA
"20",0.0278263089415948,1997-06-17,0.00541668617713683,NA,0.0112525019094756,0.0422356766297154,0.0121303724591442,0.242163510333017,NA,0.214679642251898,NA
"21",0.0854665594207733,1997-07-08,0.0126010754043468,NA,0.0068256354243044,0.022114849894984,0.00407117902825008,0.0509103324500283,NA,0.195931989751436,NA
"22",0.0291013216367459,1997-08-17,0.00799953452234236,NA,0.0153708908164317,0.0500267509241644,0.0248739646345343,0.235574092116208,NA,0.241596005671326,NA
"23",0.0130966951575365,1997-09-17,0.00554120065463824,0.00346341463414634,0.00921285754311381,0.034914077925819,0.0291210309855241,0.145971047332042,NA,0.166252363550597,NA
"24",0.0184071913323325,1997-10-14,0.00651081013010235,0.00226962824707764,0.00827894477510074,0.0280955949794438,NA,0.190060175513578,NA,0.171260093128985,NA
"25",0.0158224948445099,1997-11-13,0.0106192469927202,0.00221428571428571,0.00888573934174141,0.0315890581072967,NA,0.272324588617586,NA,0.164333511317477,NA
"26",0.0785885881077982,1997-12-17,0.0115061938879672,0.00268478260869565,0.0111276640403503,0.0585890970553131,NA,0.142237939870186,NA,0.291560205182941,NA
"27",0.0454119132192683,1998-01-14,0.0326048438717039,0.00456481271960528,0.0142855978494124,0.0504866138618865,0.0188290074062306,0.0592931821236974,NA,0.295270660476821,NA
"28",0.0616440998498972,1998-02-11,0.00758782813024674,0.00132414701855221,0.00848754072377731,0.0297114609115651,0.00537782344207104,0.0570181464642592,NA,0.234683735247959,NA
"29",0.390476539281629,1998-03-12,0.0387267279240492,NA,0.00385765837658415,0.0155261946101085,NA,0.149406201169568,NA,0.800443449015823,NA
"30",0.0256768992536801,1998-04-21,0.00572542397980927,0.00214130434782609,0.0112419830307573,0.0564945757577788,0.0143210486772781,0.0563426489791291,NA,0.262274659625841,NA
"31",0.0608302714512676,1998-06-09,NA,0.00863414634146342,0.0297912747232503,0.0941719113305931,0.0347529827721317,0.141496142289476,NA,0.477741893433658,NA
"32",0.077359808298241,1998-07-09,NA,NA,0.029493613545474,0.121576249495826,0.0365199775281916,0.0794769774482724,NA,0.332136397280632,NA
"33",0.0639298098520684,1998-08-05,NA,NA,0.0213461538461538,0.0458049149117378,0.0372871675551344,0.106786589783843,NA,0.231508000668228,NA
"34",0.0289205727519541,1998-09-01,NA,0.00530471775171563,0.0105245767957003,0.0394616321461062,0.0354824992380948,NA,NA,0.153846695207779,NA
"35",0.0390976279652712,1998-10-14,0.0130869565217391,NA,0.0306123367863768,0.11656148429394,0.047370521424634,0.2905,NA,0.308644898094733,NA
"36",0.0184858489121924,1998-11-10,NA,0.00647362727609047,0.0241419588861575,0.0555457180222163,0.0377509383881469,NA,NA,0.283969663746858,NA
"37",0.350932380424073,1998-12-16,NA,NA,0.0475256472342944,0.179077038919341,0.0832313591962136,NA,NA,1.08436044821349,NA
"38",0.0157367524663308,1999-01-12,NA,0.0214979410131098,0.0194572011712964,0.067136459304126,0.0258256841565242,0.141354230755568,NA,0.163858905679433,NA
"39",0.567138966784328,1999-02-10,NA,NA,NA,0.0593370814669652,NA,NA,NA,NA,NA
"40",0.0189517254281555,1999-03-04,NA,NA,0.0298798699405293,0.0455811073479842,NA,NA,NA,0.0210808209105368,NA
"41",0.0864326356990183,1999-04-07,NA,NA,0.0256501287650616,0.0665301448484588,0.039301168644766,0.0263739516030363,NA,0.169202360660805,NA
"42",0.009,1999-05-06,NA,NA,NA,NA,NA,NA,NA,0.0115,NA
"43",0.0663726435265121,1999-06-08,NA,0.00476829268292683,0.0150478737274137,0.0577024773623471,0.0156519222267106,0.048,NA,0.364405525580619,NA
"44",0.170887294621128,1999-07-15,NA,NA,0.0311809317589986,0.0785263698270091,0.0339687494475962,0.075,NA,0.29482083454979,NA
"45",0.232785921550954,1999-08-11,NA,NA,0.046098859337275,0.102299552563254,0.0196944300411976,NA,NA,0.28308726274057,NA
"46",0.105790821626345,1999-09-14,NA,NA,0.01518778022887,0.0468545345477273,0.0160945359468823,0.0391195652173913,NA,0.230003014107035,NA
"47",0.0137032755992557,1999-10-05,NA,0.0035,0.0123002525095916,0.0238439022071118,0.0280729692893358,0.0665489328614557,NA,0.118563818032636,NA
"48",0.00826236313390328,1999-11-04,NA,NA,0.0073312329500697,0.0119246572258454,0.0272043207607632,0.0283685951916491,NA,0.072717076499162,NA
"49",0.00589298537207303,1999-12-07,NA,NA,0.00558898695071789,0.0146698577205438,0.0339335444142116,0.04496615192877,NA,0.0836868687913673,NA
"50",0.0780616363794052,2000-01-11,NA,0.00901897021510688,0.0144567915797721,0.0342057257571876,0.0328687709980889,0.0672644138837458,NA,0.297696998593687,NA
"51",0.0949392091419094,2000-02-08,NA,0.0111067714161064,0.0112849015282835,0.0450308145490852,0.0113277847593984,0.0909286943558689,NA,0.333585380376955,NA
"52",0.0162225970170266,2000-03-09,NA,NA,0.00969607843137255,0.0186319639730095,0.0202836732699135,0.0317787614217651,NA,0.0963497853218594,NA
"53",0.0986936765261858,2000-04-11,NA,0.00447619047619048,NA,0.023193776322594,0.0140954236069069,0.0370392759027261,NA,0.232817692351768,NA
"54",0.09493137298176,2000-05-11,NA,0.00597791150258926,0.0145574910497977,0.0380245176286502,0.0300395535287481,0.0611955298222266,NA,0.359430133494707,NA
"55",0.0123326143747262,2000-06-06,NA,NA,0.01004495598041,0.0292197599882136,0.0176074517028961,0.0445802323825601,NA,0.138215788523128,NA
"56",0.144935381546494,2000-07-07,NA,NA,0.00553407286015311,0.0164346510013534,0.0095098547717361,NA,NA,0.0920591576844312,NA
"57",0.0155740070997341,2000-08-09,NA,NA,0.00757921288985806,0.0232916276270592,0.0437524462821147,0.0461585365853659,NA,0.142383557355446,NA
"58",0.0383832631516177,2000-09-12,0.0151190476190476,NA,0.0229917495329424,0.0380688164695717,0.0338858871884946,0.0489045956615204,NA,0.254097015846324,NA
"59",0.0200998012826553,2000-10-10,NA,NA,0.0147262536756492,0.0255385068287498,0.038122652959994,0.0653329259337218,NA,0.158414604898024,NA
"60",0.094148792799703,2000-11-03,0.00672208795099392,0.00566490636322327,0.00864181015549389,0.0275254498760439,0.024802040977905,0.0414352812841809,NA,NA,NA
"61",0.133256183979493,2000-12-05,0.0212398740152011,0.0214432882310366,0.00976631918834823,0.0465920286104319,0.0238971044503328,0.108470617663209,NA,NA,NA
"62",0.407111477158,2001-01-11,0.0179964352010682,0.0143069795099449,0.00952794993014103,0.0264902724454719,0.00612265880765192,0.0566321940884506,NA,NA,NA
"63",0.495059867838145,2001-02-16,0.0600384074993361,0.0180514454720833,0.010129263922414,0.0125240951537771,0.0130106378761918,0.0292990441321577,NA,NA,NA
"64",0.836390412329694,2001-03-14,0.0334990020004283,0.0189421489267187,0.00719378039549354,0.0241728484628972,0.00732455645040864,0.0408934957770003,NA,NA,NA
"65",0.154787466798024,2001-04-04,0.025202464207674,0.0115662251814247,0.0117192575367479,0.0399789882431904,0.0116248365139365,0.0626615873559383,NA,NA,NA
"66",0.0324744857332526,2001-05-05,0.0176838953849164,0.0126132870005789,0.0125655718366929,0.0536236378486601,0.0263704468232595,0.126067825498788,NA,NA,NA
"67",0.0254934171992069,2001-06-12,0.014117184284606,0.00546875839985765,0.00531271431070527,0.0258390106168498,0.0160278385999855,0.0326768949759071,NA,NA,NA
"68",0.0580627315364808,2001-07-10,0.0166533035935503,0.00883252274358464,0.00875821175017165,0.0398550923209747,0.0140059857678481,0.0125901155797836,NA,NA,NA
"69",0.0162603684299179,2006-07-04,0.00804841529148185,NA,0.00561565735837445,0.0164191744534771,0.0160990876969567,NA,NA,0.133277381398365,NA
"70",0.027054345095613,2006-08-03,0.0112412476993246,0.00443540028095427,0.00926538832323863,0.0334932313695767,0.032320506699569,NA,NA,0.234843659004278,NA
"71",0.0317752709846328,2006-09-12,0.00642130673177596,0.00445777821620232,0.0123150247183391,0.0425493059383752,0.0217284742509514,NA,NA,0.228109920565602,NA
"72",0.198998122147111,2006-10-10,0.0186673705621703,0.003980056597316,0.0193096469514861,0.0412480440513716,0.0163381655453884,NA,NA,0.502004281629963,NA
"73",0.0117546701857859,2006-11-02,0.00498719304656096,0.003,0.012871358136743,0.0370120061006875,0.0286462531009031,NA,NA,0.197933768435586,NA
"74",0.0422915497508255,2006-12-05,0.00527014554485806,0.00291447368421053,0.017321326893813,0.0489043683930799,0.0179224499217598,NA,NA,0.291657118539733,NA
"75",0.484169858419811,2007-02-06,0.0266031823046261,0.0168370498598265,0.0110257597393373,0.0295603709109833,0.00301706513873104,NA,NA,1.01305715594693,NA
"76",0.0602013410581788,2007-03-06,0.015,0.0166233143039849,0.00808928011856233,0.0397412454000243,0.0244412968121584,NA,NA,0.315185476726496,NA
"77",0.0314325403569801,2007-04-10,0.01352235458945,0.0110856587852347,0.0136127628978721,0.0614202763605815,0.026218696015332,NA,NA,0.319403516280971,NA
"78",0.0163839627114934,2007-05-08,0.0086,0.00537801188110653,0.00982373347315203,0.0445108601232462,0.0391574035108711,NA,NA,0.292373607779199,NA
"79",0.0178728304405829,2007-06-05,0.00498721382481576,0.00377144053537652,0.00827529914978087,0.0323387225412787,0.0273410667554195,NA,NA,0.192918298678802,NA
"80",0.0795927841070942,2007-07-03,0.0463155188821451,0.00239388944560044,0.0112134640842432,0.0326135854197206,0.0094950646695731,0.0590586051178303,0.244779201056411,0.291636372258163,0.446105667395661
"81",0.0200609732218193,2007-08-07,0.008404999995088,0.00617968781027079,0.0215358301806857,0.0713807109011909,0.0437885044158085,0.129908343480385,0.305477415704165,0.359957759180493,0.563803220827259
"82",0.0293904521962928,2007-09-04,0.0076858702533727,0.00491431766600316,0.0156363069963037,0.0504540293928216,0.0339238070861662,0.0675911912946423,0.210415150157909,0.268017780574331,0.382081999006984
"83",0.0359692025586048,2007-10-09,0.00934842796498878,0.00840307682626953,0.0223445288729214,0.0638245932783848,0.0381573039373809,0.0998693285625147,0.27255218903918,0.340178522570786,0.516669564763432
"84",0.0224309165470346,2007-12-11,0.0104139676235625,0.00945161290322581,0.0205918242790781,0.0637159128729935,0.0349603949891662,0.0602510644385886,0.209196680936364,0.304466772499959,0.426815106023648
"85",0.0632928165477607,2008-01-10,0.00540866012703243,0.0054300403903021,0.00506788788213821,0.0203814497828804,0.013341440291508,0.0171636852637362,0.130275699244677,0.237023974962491,0.307761733197294
"86",0.0420383247052295,2008-02-12,0.0170627859077193,0.0197611473797684,0.0168504888914506,0.0684861255933025,0.0322085369940355,0.0645350975162974,0.246288487052979,0.381508453904517,0.522799098798952
"87",0.196672742130979,2008-03-11,0.0130489362296189,0.00653305389444568,0.0112420065899861,0.0436212561659967,0.00682891103789456,0.0403672146355541,0.31452552931327,0.549716644864263,0.746838417173899
"88",0.0721439209398367,2008-04-08,0.011970242308211,0.22678358566631,0.0145683615576513,0.0444270812840387,0.0117417430124231,0.0494462085286105,0.424661378426587,1.54318716219976,1.80706796330139
"89",0.021952199254311,2008-05-06,0.00458214263967734,0.00324038558015109,0.0209267512998896,0.0558813202667443,0.0184715205867007,0.0681354123222952,0.19250834756682,0.255239710824764,0.379468868811946
"90",0.0377442665514498,2008-06-04,0.00742421741736759,0.00825468983260209,0.0261538246392522,0.0701052451805712,0.0448327009253399,0.101574718396642,0.294044377018978,0.33051252100221,0.512776158741948
"91",0.0940160043624328,2008-07-08,0.00836794277107105,0.00495172629668834,0.0215275479775869,0.0538752730517279,0.0195567695283267,0.106094476471336,0.307775995448233,0.386755911390366,0.603424515211266
"92",0.0746726716264224,2008-08-05,0.00883760948696069,0.00574516500138094,0.0323289331680676,0.0793590590222693,0.0316237674194151,0.121434722281039,0.349898674643943,0.406423856639588,0.622863818194982
"93",0.0147223760635458,2008-09-10,0.00441924562656186,0.00288709677419355,0.00961508665523192,0.0265777839008845,0.0312213268510001,0.0619435111516468,0.147094874911553,0.221166580873124,0.317293448658266
"94",0.0138404149160194,2008-10-10,0.00426573233455116,0.00528571428571429,0.0134769660149143,0.0369143216926053,0.0371666471071769,0.0955525356407815,0.204101297067116,0.248090047055522,0.383973992725742
"95",0.0137802045518983,2008-11-18,0.00616657458446723,0.00302439024390244,0.012687023709788,0.0377251137530377,0.0270920870016764,0.113086454139249,0.208261912814631,0.257217749299084,0.413995293535573
"96",0.0139805639074581,2008-12-10,0.00312147305582825,0.00471428571428571,0.0127552644094896,0.0367341770360162,0.0301975772538075,0.0905549433703896,0.188690684635006,0.214626669539522,0.348923216955273
"97",0.211979612390869,2009-01-13,NA,0.00565722743161159,0.0154910009706567,0.0441253921751121,0.00965356035989826,0.0659483517880285,0.338429762933734,0.590026347098301,0.79288117289313
"98",0.136190824257084,2009-02-10,0.0127878647424878,0.00598294931151143,0.00893438142668813,0.0215537105645095,0.00456370343967244,0.0817007152520867,0.26037201364428,0.488965335100782,0.680130951254423
"99",0.0674296667416728,2009-03-03,0.0174896714628877,0.0057719620186005,0.0128531624450577,0.0399069267236251,0.00996884257581417,0.0655077052873553,0.205745982489699,0.302175718790966,0.435288197172213
"100",0.04396671230086,2009-04-07,0.0168102574835798,0.00902054959188755,0.0204352076478699,0.0560510457414498,0.0140372551806534,0.0801299052229004,0.22576254933142,0.285800485635742,0.435683351068316
"101",0.0537993748688055,2009-05-08,0.0140029040640788,0.0115410357980752,0.0151654338937626,0.0530971557060373,0.0137469748054567,0.120738977798531,0.274365256196715,0.348237719498357,0.543348809959096
"102",0.0453384970496839,2009-06-02,0.0132367993961405,0.0081883168175051,0.0142935805976987,0.0622661176150396,0.0132119657764178,0.0946465576828445,0.244924277215052,0.340547713675972,0.508610477605989
"103",0.0327232494044514,2009-07-14,0.00522942604027108,0.0035,0.010367901732536,0.0319894266514824,0.016781933995065,0.0487372332615314,0.144774114462282,0.204084916814338,0.288304932954081
"104",0.0661509914481505,2009-08-11,0.021270581487147,0.00942255814047617,0.01998109470301,0.0693293937828652,0.0230462112212238,0.145043783707078,0.351023073097337,0.429211751448811,0.687188360969163
"105",0.0383977745898816,2009-09-15,0.0122300651216815,0.00493137254901961,0.0219638983509922,0.0614386102166721,0.0389951363881497,0.111216517142387,0.286674052229675,0.369532936757208,0.563685821615427
"106",0.0512911927637324,2009-10-06,0.00653474216452471,0.00842307692307692,0.0198799471929317,0.0617007058111048,0.0212236410664085,0.0940766709070294,0.265552600913324,0.332874743464931,0.504953880328418
"107",0.0171267305219513,2009-11-10,0.00525074931187177,0.00301337541947884,0.0124235788589885,0.0365300610031718,0.0421090653771932,0.0862638743655907,0.200993570314593,0.229675797775919,0.358963162394636
"108",0.0681132527331624,2009-12-08,0.00830621232294554,0.00214285714285714,0.00918237478308686,0.0286980754182123,0.016259201445892,0.0535677096495528,0.176545398392298,0.249213093862356,0.36287517171777
"109",0.025140955649134,2010-01-12,0.00857190613467086,0.0039094400561054,0.016751410936127,0.0683399246069137,0.0295261692735186,0.0865199056502234,0.225433261820709,0.30010145716866,0.455637105626568
"110",0.858515140247396,2010-02-11,NA,0.0122183486430547,0.00811338304904071,0.0257832617199983,0.00147727272727273,0.016945669287529,0.919858536682397,1.91579121694266,2.43767905433591
"111",0.0261469860146734,2010-03-09,0.00743365455499372,0.00413928768426281,0.0263497745440459,0.0867456306576044,0.0228915828689899,0.0903582304605389,0.257930206199441,0.317339596947391,0.488311120527179
"112",0.0357396368896534,2010-04-07,0.0109493191279037,0.00249247551785798,0.0161725563312556,0.0506538903306359,0.0214469221877836,0.0586915537076185,0.188702657173328,0.262119795447378,0.37505661076852
"113",0.0890391143080189,2010-05-11,0.00625511218255508,0.00413493648125546,0.0202264890992314,0.0604537130910621,0.0129291345976325,0.114208744350966,0.307903675686651,0.388918252129384,0.620737210353543
"114",0.0144767732252041,2010-06-08,0.00440559027466363,0.00336600284039732,0.0123122059511731,0.039192915143174,0.023336193021113,0.0612973141623223,0.15777471233588,0.207698607734365,0.314464242256346
"115",0.0189964047186291,2010-08-04,0.00511128788388646,0.00456470139797434,0.0131780238033826,0.0401876984202823,0.0277165499390057,0.0871791235033421,0.193876054885404,0.218012347097948,0.352260091030994
"116",0.0205602438352259,2010-09-15,0.00692267868383802,0.00406928151268611,0.0145341263338877,0.0444892672864647,0.0589408645059415,0.112619676151308,0.262978990748576,0.321532547111768,0.493620819808359
"117",0.0229968943564273,2010-10-04,0.00503558041962314,0.00433333333333333,0.0179530785833806,0.0436077884178769,0.0561233447197381,0.0780941910782561,0.22199633556332,0.265337736613391,0.391747754271171
"118",0.023326099860691,2010-11-09,0.00764710131641271,0.00449024788114861,0.0181012551119348,0.054187307877545,0.0360792231453425,0.0748658775876715,0.217245447478401,0.234080631078317,0.367635737404504
"119",0.0562483263494141,2010-12-08,0.00684081660726753,0.0082283038569541,0.0172401878766164,0.0458920424416024,0.0171967473747321,0.090028072189103,0.219338505218098,0.264525567868818,0.411850129428013
"120",0.344127632384906,2011-01-11,0.0141531105760072,0.00444859413092505,0.0105161095421365,0.0314823352024912,0.00717879481053636,0.0580071373341559,0.455495102950196,0.926361869617179,1.23423828184404
"121",0.304014835633865,2011-02-08,0.0225650526539859,0.00972339019817784,0.00755954824167409,0.0287810588559007,0.00534429097411205,0.0251080986748522,0.343413266917546,0.683062380157214,0.862338047470541
"122",0.0241104053978517,2011-03-15,0.0133824093551153,0.00601829122380446,0.0127150161373975,0.0500787779008381,0.0100998650790346,0.0743639392166192,0.178783478689237,0.237149234637406,0.366255682968439
"123",0.0542632539924862,2011-04-12,0.0146875490050963,NA,0.00884103867209106,0.0257696150197375,0.00272230264141643,0.0415515292089131,0.136476807236267,0.163842167301481,0.25150953819884
"124",0.131842728347588,2011-05-10,0.0137807543585662,0.0092385637777402,0.0185702190917191,0.0497451451518258,0.0235756065897374,0.151306220764871,0.382789953469766,0.456766951003764,0.714383391036529
"125",0.0163140298176059,2011-06-09,0.00690976976718599,0.0065,0.0127013492867192,0.0336619108886144,0.0315233252855754,0.0779344824649527,0.180018752279292,0.208455375527438,0.322634491863664
"126",0.041279866661095,2011-07-07,0.00712620789198984,0.00504441314045231,0.0188532468574284,0.0607551112396317,0.0183637793876001,0.104796677967346,0.254587885311477,0.271332918664786,0.450780035180855
"127",0.0168452492007706,2011-08-09,0.00895729901651343,0.010808537136527,0.0186524790581572,0.0537499180652454,0.0326321859991061,0.12160245801357,0.254201400943559,0.28428487614423,0.464282476468156
"128",0.0138403157508637,2011-09-06,0.00895218679291078,0.01175,0.0179376536177981,0.0466478183628637,0.0298697819504277,0.0713647697723684,0.185957599778711,0.213477117955631,0.333300423439286
"129",0.015110390912798,2011-10-04,0.00653950400286474,0.00421428571428571,0.0161595422022319,0.0480267743384825,0.0274146696092838,0.113252456156875,0.227203975828089,0.231243892365026,0.396492455637279
"130",0.0215346665542152,2011-11-18,0.0055683967960801,0.006,0.0207836960655818,0.0397456466648807,0.0294734901663654,0.086465984836889,0.201047788868156,0.205297291367674,0.341466955691043
"131",0.404506595180885,2012-01-10,0.00977872511004103,0.0203187090400539,0.00955339100995795,0.0191262538742133,0.00632627107181137,0.0311150639150047,0.472934176829092,0.898735165625923,1.14594198623663
"132",0.129449821381739,2012-02-07,0.00930718164555458,0.00544183340634603,0.00674603827037685,0.027498002108197,0.00123684210526316,0.0152015151840104,0.172003868313607,0.309943840482429,0.405823917394594
"133",1.06029187496906,2012-03-16,0.055794973657993,0.0247203399430909,0.00878995164985523,0.02289095049794,NA,0.0305998348020257,1.14215858378585,2.46429074704838,2.96628541545664
"134",0.0573676234398591,2012-04-10,0.0120244375456306,0.0072276617680993,0.0197768676638102,0.0594625435333021,0.0155366567997319,0.127767250270495,0.302579850190307,0.338613178817626,0.559766540630943
"135",0.0157701002051284,2012-05-15,0.00618053461294986,0.0047329247887791,0.0121345507004785,0.0444994650246036,0.0323203141505065,0.0658758446469049,0.179562771317891,0.247460993878389,0.357984092857041
"136",0.0243273786891649,2012-07-26,0.0105371803714566,0.00704267796491302,0.00714189833141859,0.0246389667861399,0.0256643618350113,0.0430569098397496,0.120878854291881,0.186480992832658,0.269213330581224
"137",0.0316360786194886,2012-08-14,0.00912573597751356,0.00799919051577709,0.0130409217009436,0.0444752645879451,0.020951032320821,0.0678713546709871,0.19089584015466,0.257424199288481,0.386366095530111
"138",0.030220167581309,2012-09-10,0.00793389450446106,0.00377710444994032,0.0183012552013856,0.055825784249714,0.0229744110293413,0.114338076590246,0.250540491508147,0.305477563791878,0.488768233453956
"139",0.0422736274611654,2012-10-10,0.00791834197515943,0.00537091890619051,0.0167411148237108,0.0661348546851743,0.0219329898312293,0.0757139231690473,0.231305096822168,0.290129567204445,0.441390606654432
"140",0.0098522842778805,2012-11-08,0.00623922377056047,0.003,0.0119487014944052,0.0352012664712683,0.0259750129364752,0.0621950457042825,0.150860736303587,0.180550439926333,0.286197106561959
"141",0.0148984841104217,2012-12-04,0.00403228083096347,0.0045,0.01463208529586,0.0429091318404273,0.0314152964432878,0.110146066201098,0.212994225170955,0.222632659899915,0.384479959042694
"142",0.0640162334372912,2013-03-05,0.0177554590903943,0.00990398368365094,0.0207982484892871,0.0518958314913904,0.00993288866987886,0.0879451280381722,0.237567221398013,0.304635174998654,0.473374120272552
"143",0.104692211234328,2013-04-09,0.00667516992427179,0.00396343182642094,0.0144389814861677,0.0594955861468753,0.0102531142634121,0.0915580314489636,0.291503991995102,0.404916293757792,0.603241678151375
"144",0.0366679597577714,2013-05-09,0.0116257478474739,0.00737655689004364,0.0224774310123597,0.0749728880044457,0.0219434877696279,0.120705420287924,0.292741988947289,0.353052155775332,0.558403194402162
"145",0.0363053120673855,2013-06-11,0.0106885285808672,0.00700882352941176,0.0225743263620553,0.094629629351517,0.0410132992869788,0.117739534385844,0.329423902829732,0.367705404718083,0.581211787150248
"146",0.0496444875296434,2013-07-11,0.00587500126826948,0.0059308592500017,0.0214907960517743,0.0576822234663135,0.035349144790006,0.0920833361772869,0.262448268370217,0.288274808099549,0.451118352734786
"147",0.0336173954741008,2013-08-13,0.00875098259137569,0.00387008176330846,0.0242890693541563,0.0620093966053821,0.0203111417451289,0.0844045232552424,0.233145899090797,0.284533181187804,0.442155373188721
"148",0.0196681155994041,2013-09-11,0.00631986215482923,0.00585714285714286,0.0204105473233372,0.0700419135081634,0.0510537788030498,0.0583516036188677,0.225319271309464,0.28488040096492,0.404038599429022
"149",0.030168266788301,2013-10-08,0.0107352651501836,0.00489835051659078,0.0358870159727937,0.109553602254275,0.0328637986796179,0.109983805172619,0.331600537878034,0.359014776433788,0.569329839397137
"150",0.0412728268617985,2013-11-13,0.0106435490031278,0.00508082704747893,0.0194866960380812,0.056474202557714,0.0406950591618453,0.0890460282377059,0.254579986198029,0.296198763676366,0.450115924610591
"151",0.0228313099304423,2013-12-04,0.00888900126356555,0.00367280636811648,0.0168140855862765,0.0425041561620735,0.0418419964648736,0.0910377093807056,0.222924916993376,0.236808497665838,0.385857350191882
"152",0.168034298496573,2014-01-14,0.0155034908997982,0.00540989581671707,0.00665634364720764,0.0301071556155838,0.00512786940906209,0.0287411916509627,0.221672646015079,0.361202613906503,0.485429340556469
"153",0.666923403788349,2014-02-04,0.0428951358092452,0.0149324530705381,0.00477423924356408,0.0227952146417966,0.00337999506821211,0.0314777912549034,0.755747216666337,1.41163096995927,1.73977468380064
"154",0.281356116188315,2014-04-01,0.017536271906486,0.0111490974494363,0.0309560922562177,0.0678096154333911,0.0082130985996776,0.0614577863122347,0.474287425862475,0.79218915452852,1.07173334871595
"155",1.42061648977878,2014-05-06,0.0387079950390564,0.0130310574964017,0.00795454545454545,0.0308973140369942,0.00841917844866774,0.031045598571065,1.5181009212968,2.90608736714051,3.47669980422864
"156",0.185343743947282,2014-06-13,0.0152448655310593,0.00448319113355824,0.0137230084097421,0.0497997010283508,0.0109188666229304,0.0751150454628148,0.350439462224522,0.584888754749976,0.840347186009674
"157",0.0133848511934749,2014-09-03,0.00583579552087203,0.0065,0.0112834546811992,0.0410256673123621,0.0289282648954083,0.0980783116215108,0.197115729007295,0.264574222646392,0.414192720682969
"158",0.0484051619159577,2014-10-07,0.00532013841045649,NA,0.0132327980692991,0.0377883871468899,0.0264079113456303,0.0998471821476176,0.226294171169609,0.2285774597078,0.381286736878179
"159",0.0185066921487212,2014-11-12,0.00670797527225435,0.00507243655979167,0.017012137088725,0.0480583528841149,0.0232775281283754,0.12661670835627,0.243457023931456,0.284448180365555,0.472158889021291
"160",0.232355077185689,2014-12-04,0.103887540563994,0.0073405589461213,0.0151721681652984,0.0542719416713664,0.0113211962168721,0.116572695534405,0.493072862731015,0.777521694745231,1.09357261374532
