"","Fuco","date","Perid","Allo","But_fuco","Hex_fuco","Zea","Tot_Chl_b","DP","Tot_Chl_a","TChl"
"1",0.0243101586124563,1995-12-13,0.00575858518736544,0.00224581516822014,0.00738022706025218,0.0305479809534248,0.0106684835431896,0.0734769290766524,NA,0.200516898554824,NA
"2",0.44793777475508,1996-01-12,0.0767687880851939,0.00432857142857143,0.0109815956554252,0.0295774453868054,0.00726306090671937,0.0772444111256873,NA,0.74472562645027,NA
"3",0.370902448069722,1996-02-13,0.0167057756202004,0.0049267063288894,0.00559807618103125,0.0344804019886502,0.00699950944833943,0.0497747104855013,NA,0.452347802187273,NA
"4",0.476861651049359,1996-03-13,0.0425972860802148,0.00662238415501301,0.0022155487804878,0.0293290904322434,0.00688203394143046,0.0399613650704753,NA,0.437500157552954,NA
"5",1.68386875316489,1996-04-16,0.0335104981370105,NA,0.0456402800031782,0.294561658644765,0.0168812311048174,0.0842149727589107,NA,3.01953547286052,NA
"6",0.436314439939853,1996-05-09,NA,NA,0.00411290322580645,0.0730083713589361,0.0109549648402442,0.0540872702373467,NA,0.801878820224835,NA
"7",0.133981320611931,1996-06-12,0.00921052631578947,0.0101336292306148,0.00898906910910242,0.0477547128823626,0.00234146341463415,0.159488346127731,NA,0.433035249988037,NA
"8",0.019355887052636,1996-07-10,0.00709436099490647,NA,0.011258842367024,0.0537777916795031,0.0270472713368923,0.0131607835116446,NA,0.306722156136828,NA
"9",0.0200066455053214,1996-08-06,0.00371080717160672,0.001,0.00999505601252474,0.0443579438768687,0.0188759621472102,0.161528316220792,NA,0.257744841270541,NA
"10",0.0180350556852391,1996-09-10,0.00559835294870563,0.001,0.0196967722724695,0.0669921294719651,0.0180027071228628,0.0130806738694335,NA,0.335689999622131,NA
"11",0.0768293290225008,1996-10-09,0.012098936517839,NA,0.0166340772667324,0.062199431409825,0.033941194101848,0.011966124979728,NA,0.464676177332898,NA
"12",0.230257692144418,1996-11-10,0.0083063575077021,0.004,0.0134759636298557,0.0572408026882113,0.0187306140064061,0.036621249325146,NA,0.665826975253504,NA
