"","Value","month","yday","reg"
"58",0.581299774085453,"07",184,2
"59",0.614066936255557,"08",214,2
"60",0.552165530432021,"09",254,2
"61",0.640545964751939,"10",282,2
"62",0.503458063074478,"11",305,2
"63",0.540187225219299,"12",338,2
"64",0.68714679655092,"02",36,2
"65",0.745925909241869,"03",64,2
"66",0.896294807851673,"04",99,2
"67",0.76799327246256,"05",127,2
"68",0.599616613479473,"06",155,2
"69",0.674449749923941,"07",183,2
"70",0.610476882105049,"08",218,2
"71",0.628867215255723,"09",246,2
"72",0.673899596276932,"10",281,2
"73",0.690332747769688,"12",344,2
"74",0.85899686298656,"01",9,2
"75",0.722668733055039,"02",42,2
"76",0.773909174053577,"03",70,2
"77",0.618916616954397,"04",98,2
"78",0.673414659439455,"05",126,2
"79",0.713516074948597,"06",155,2
"80",0.798911007398494,"07",189,2
"81",0.472141187148702,"08",217,2
"82",0.548955087158229,"09",253,2
"83",0.401196967928756,"10",283,2
"84",0.5523919945982,"11",322,2
"85",0.52305758402373,"12",344,2
"86",0.984406952563686,"01",12,2
"87",0.819640718562874,"02",40,2
"88",0.636381874055314,"03",61,2
"89",0.747401888267081,"04",96,2
"90",0.819133346952866,"05",127,2
"91",0.638102792474107,"06",152,2
"92",0.50408271306506,"07",194,2
"93",0.535811752052901,"08",222,2
"94",0.504628700329647,"09",257,2
"95",0.60944548073833,"10",278,2
"96",0.499332497787566,"11",313,2
"97",1.59653614089267,"12",341,2
"98",0.602146945688532,"01",11,2
"99",0.696109907849822,"02",41,2
"100",0.6341595017816,"03",67,2
"101",0.570867726467358,"04",96,2
"102",0.551398138588004,"05",130,2
"103",0.687601205653688,"06",158,2
"104",0.598696688400174,"08",215,2
"105",0.703643202762475,"09",257,2
"106",0.612413845558897,"10",276,2
"107",0.441075289568119,"11",312,2
"108",0.990808097952842,"12",341,2
