1460,0.0004087,-8.399e-05,-0.0001953,-4.237e-05,-8.724e-06,-0.0002151,0,0,0,0,0.000197,1.494e-05,0.0001966,-0.0004087,0.01219,-0.00733,0,0,0,0,4.482e-05,-5.499e-05,-2.57e-05,-4.543e-05,-1.843e-06,0,0,0,0,0,0.0001953,4.237e-05,5.499e-05,2.685e-05,-2.621e-06,-2.196e-06,-0.0001086,-0.0001966,-5.415e-05,0
1461,0.0004016,-7.99e-05,-0.0001933,-4.151e-05,-8.494e-06,-0.0002094,0,0,0,0,0.0001943,1.421e-05,0.000194,-0.0004016,0.01208,-0.007289,0,0,0,0,4.263e-05,-5.336e-05,-2.42e-05,-4.337e-05,-1.759e-06,0,0,0,0,0,0.0001933,4.151e-05,5.336e-05,2.554e-05,-2.478e-06,-2.131e-06,-0.0001054,-0.000194,-5.256e-05,0
1462,0.000395,-7.607e-05,-0.0001914,-4.069e-05,-8.276e-06,-0.0002041,0,0,0,0,0.0001917,1.353e-05,0.0001915,-0.000395,0.01198,-0.007249,0,0,0,0,4.058e-05,-5.179e-05,-2.28e-05,-4.142e-05,-1.68e-06,0,0,0,0,0,0.0001914,4.069e-05,5.179e-05,2.431e-05,-2.344e-06,-2.07e-06,-0.0001024,-0.0001915,-5.104e-05,0
1463,0.0003889,-7.248e-05,-0.0001895,-3.992e-05,-8.068e-06,-0.0001989,0,0,0,0,0.0001892,1.289e-05,0.0001891,-0.0003889,0.01187,-0.007208,0,0,0,0,3.866e-05,-5.027e-05,-2.148e-05,-3.957e-05,-1.605e-06,0,0,0,0,0,0.0001895,3.992e-05,5.027e-05,2.316e-05,-2.22e-06,-2.012e-06,-9.95e-05,-0.0001891,-4.96e-05,0
1464,0.0003831,-6.913e-05,-0.0001878,-3.919e-05,-7.87e-06,-0.000194,0,0,0,0,0.0001869,1.229e-05,0.0001867,-0.0003831,0.01178,-0.007169,0,0,0,0,3.686e-05,-4.882e-05,-2.026e-05,-3.783e-05,-1.534e-06,0,0,0,0,0,0.0001878,3.919e-05,4.882e-05,2.208e-05,-2.104e-06,-1.956e-06,-9.676e-05,-0.0001867,-4.824e-05,0
1465,0.0003778,-6.598e-05,-0.0001861,-3.849e-05,-7.681e-06,-0.0001894,0,0,0,0,0.0001847,1.173e-05,0.0001845,-0.0003778,0.01168,-0.007129,0,0,0,0,3.518e-05,-4.741e-05,-1.911e-05,-3.618e-05,-1.467e-06,0,0,0,0,0,0.0001861,3.849e-05,4.741e-05,2.107e-05,-1.996e-06,-1.903e-06,-9.414e-05,-0.0001845,-4.693e-05,0
1466,0.0003729,-6.304e-05,-0.0001845,-3.784e-05,-7.5e-06,-0.0001849,0,0,0,0,0.0001825,1.12e-05,0.0001824,-0.0003729,0.01159,-0.00709,0,0,0,0,3.36e-05,-4.606e-05,-1.803e-05,-3.462e-05,-1.404e-06,0,0,0,0,0,0.0001845,3.784e-05,4.606e-05,2.013e-05,-1.895e-06,-1.853e-06,-9.166e-05,-0.0001824,-4.569e-05,0
1467,0.0003683,-6.027e-05,-0.000183,-3.722e-05,-7.328e-06,-0.0001807,0,0,0,0,0.0001805,1.071e-05,0.0001803,-0.0003683,0.0115,-0.007051,0,0,0,0,3.212e-05,-4.475e-05,-1.702e-05,-3.314e-05,-1.344e-06,0,0,0,0,0,0.000183,3.722e-05,4.475e-05,1.924e-05,-1.801e-06,-1.805e-06,-8.928e-05,-0.0001803,-4.451e-05,0
1468,0.0003641,-5.768e-05,-0.0001816,-3.663e-05,-7.164e-06,-0.0001767,0,0,0,0,0.0001785,1.024e-05,0.0001783,-0.0003641,0.01142,-0.007013,0,0,0,0,3.073e-05,-4.349e-05,-1.608e-05,-3.174e-05,-1.287e-06,0,0,0,0,0,0.0001816,3.663e-05,4.349e-05,1.841e-05,-1.713e-06,-1.759e-06,-8.702e-05,-0.0001783,-4.338e-05,0
1469,0.0003602,-5.524e-05,-0.0001802,-3.607e-05,-7.008e-06,-0.0001728,0,0,0,0,0.0001767,9.81e-06,0.0001765,-0.0003602,0.01133,-0.006975,0,0,0,0,2.943e-05,-4.227e-05,-1.519e-05,-3.04e-05,-1.233e-06,0,0,0,0,0,0.0001802,3.607e-05,4.227e-05,1.763e-05,-1.631e-06,-1.716e-06,-8.486e-05,-0.0001765,-4.23e-05,0
