1525,0.1687,7.912,0.01473,0.04249
1526,0.1713,7.921,0.01473,0.04309
1527,0.174,7.93,0.01473,0.0437
1528,0.1767,7.939,0.01475,0.04435
1529,0.1796,7.948,0.01479,0.04502
1530,0.1825,7.956,0.01483,0.04572
1531,0.1855,7.965,0.01489,0.04645
1532,0.1885,7.973,0.01497,0.04721
1533,0.1916,7.981,0.01506,0.048
1534,0.1948,7.99,0.01516,0.04882
1535,0.1981,7.997,0.01528,0.04968
1536,0.2018,7.993,0.01546,0.05068
1537,0.2057,7.989,0.01566,0.05171
1538,0.2098,7.984,0.01588,0.05279
1539,0.2142,7.978,0.01612,0.05391
1540,0.2187,7.973,0.0164,0.05508
1541,0.2234,7.967,0.0167,0.0563
1542,0.2284,7.961,0.01704,0.05758
1543,0.2336,7.954,0.01742,0.05892
1544,0.239,7.947,0.01784,0.06033
1545,0.2447,7.94,0.01831,0.06182
1546,0.2507,7.932,0.01883,0.06339
1547,0.2568,7.924,0.01941,0.06505
1548,0.2633,7.915,0.02005,0.06681
1549,0.27,7.906,0.02076,0.06867
1550,0.2769,7.896,0.02155,0.07064
1551,0.2842,7.886,0.02244,0.07274
1552,0.2916,7.875,0.02342,0.07496
1553,0.2993,7.863,0.02453,0.07733
1554,0.3073,7.851,0.02575,0.07985
1555,0.3154,7.839,0.02713,0.08253
1556,0.3238,7.825,0.02867,0.08538
1557,0.3323,7.811,0.0304,0.08842
1558,0.3409,7.797,0.03233,0.09166
1559,0.3496,7.782,0.03451,0.09511
1560,0.3584,7.766,0.03695,0.09878
1561,0.3671,7.749,0.03969,0.1027
1562,0.3757,7.732,0.04276,0.1069
1563,0.3841,7.714,0.04621,0.1113
1564,0.3922,7.695,0.05008,0.116
1565,0.4,7.676,0.05441,0.121
1566,0.4072,7.656,0.05923,0.1263
1567,0.4139,7.636,0.0646,0.1318
1568,0.4201,7.614,0.07054,0.1377
1569,0.4258,7.592,0.07711,0.1438
1570,0.4309,7.569,0.08434,0.1501
1571,0.4353,7.545,0.09224,0.1568
1572,0.4389,7.52,0.1008,0.1636
1573,0.4416,7.494,0.1101,0.1707
1574,0.4434,7.467,0.12,0.1779
1575,0.4443,7.439,0.1306,0.1852
1576,0.4444,7.41,0.1416,0.1925
1577,0.4436,7.38,0.1531,0.1998
1578,0.4423,7.349,0.1649,0.2069
1579,0.4405,7.316,0.1768,0.2138
1580,0.4384,7.282,0.1889,0.2204
1581,0.4365,7.247,0.2008,0.2266
1582,0.4348,7.209,0.2127,0.2325
1583,0.4338,7.169,0.2244,0.2379
1584,0.4336,7.126,0.2358,0.243
1585,0.4348,7.08,0.247,0.2477
1586,0.4374,7.03,0.2582,0.2522
1587,0.4419,6.976,0.2693,0.2567
1588,0.4487,6.916,0.2807,0.2611
1589,0.458,6.849,0.2925,0.2659
1590,0.4703,6.774,0.3051,0.2711
1591,0.4861,6.69,0.3188,0.2771
1592,0.5061,6.594,0.3342,0.2842
1593,0.531,6.483,0.3518,0.2927
1594,0.562,6.354,0.3724,0.3032
1595,0.6006,6.202,0.3969,0.3161
1596,0.649,6.02,0.4264,0.3321
1597,0.7057,5.804,0.4622,0.3526
1598,0.7562,5.565,0.5044,0.3789
1599,0.7868,5.32,0.5501,0.4095
1600,0.7979,5.073,0.5955,0.4399
1601,0.7928,4.831,0.637,0.4663
1602,0.7764,4.594,0.6718,0.4859
1603,0.7538,4.363,0.6981,0.4975
1604,0.7295,4.139,0.7158,0.5015
1605,0.7068,3.92,0.7257,0.4994
1606,0.6874,3.705,0.7292,0.4931
1607,0.6723,3.494,0.728,0.4844
1608,0.6614,3.283,0.7239,0.4749
1609,0.6541,3.074,0.7183,0.4656
1610,0.6497,2.866,0.7121,0.4571
1611,0.6471,2.657,0.706,0.4496
1612,0.6454,2.451,0.7004,0.4431
1613,0.6436,2.246,0.6952,0.4374
1614,0.6407,2.044,0.6902,0.4319
1615,0.636,1.847,0.6852,0.4264
1616,0.6288,1.656,0.6796,0.4204
1617,0.6187,1.474,0.673,0.4133
1618,0.6054,1.302,0.6648,0.4048
1619,0.5888,1.141,0.6547,0.3946
1620,0.5693,0.9946,0.6421,0.3826
1621,0.5472,0.8624,0.627,0.3686
1622,0.5234,0.7451,0.6093,0.3528
1623,0.4985,0.6429,0.589,0.3355
1624,0.4735,0.5549,0.5667,0.317
1625,0.449,0.4801,0.5427,0.2978
1626,0.4257,0.4172,0.5176,0.2784
1627,0.404,0.3646,0.492,0.2591
1628,0.3841,0.321,0.4665,0.2404
1629,0.3661,0.2848,0.4416,0.2226
1630,0.3501,0.2549,0.4175,0.2058
1631,0.336,0.23,0.3947,0.1901
1632,0.3237,0.2093,0.3731,0.1755
1633,0.313,0.1921,0.353,0.1621
1634,0.3037,0.1777,0.3343,0.1499
1635,0.2958,0.1655,0.317,0.1387
1636,0.289,0.1553,0.3011,0.1285
1637,0.2833,0.1466,0.2865,0.1193
1638,0.2785,0.1393,0.273,0.1109
1639,0.2745,0.133,0.2608,0.1034
1640,0.2713,0.1276,0.2495,0.09664
1641,0.2687,0.1231,0.2392,0.09055
1642,0.2668,0.1191,0.2298,0.08509
1643,0.2654,0.1157,0.2212,0.08019
1644,0.2645,0.1128,0.2134,0.07581
1645,0.2641,0.1103,0.2062,0.07188
1646,0.264,0.1081,0.1997,0.06837
1647,0.2644,0.1062,0.1937,0.06522
1648,0.2651,0.1046,0.1883,0.06241
1649,0.2662,0.1032,0.1834,0.0599
1650,0.2675,0.102,0.179,0.05765
1651,0.2691,0.101,0.1749,0.05564
1652,0.271,0.1002,0.1713,0.05383
1653,0.2731,0.09944,0.168,0.05221
1654,0.2755,0.09886,0.1651,0.05076
1655,0.278,0.0984,0.1626,0.04945
1656,0.2808,0.09806,0.1603,0.04827
1657,0.2837,0.09783,0.1584,0.04721
1658,0.2867,0.09754,0.1567,0.04637
1659,0.295,0.1729,0.1523,0.04516
1660,0.3202,0.2254,0.1494,0.0454
1661,0.357,0.2587,0.1487,0.04757
1662,0.4017,0.2753,0.1508,0.0519
1663,0.4496,0.2784,0.1562,0.05848
1664,0.4961,0.272,0.165,0.06722
1665,0.5364,0.2607,0.1772,0.07782
1666,0.5667,0.2483,0.1925,0.08975
1667,0.585,0.2378,0.2104,0.1023
1668,0.5913,0.2307,0.2297,0.1148
1669,0.5871,0.2275,0.2495,0.1263
1670,0.5748,0.2278,0.2685,0.1364
1671,0.5573,0.2309,0.2856,0.1445
1672,0.5374,0.2362,0.3,0.1504
1673,0.5171,0.2429,0.3112,0.1543
1674,0.4981,0.2503,0.3192,0.1563
1675,0.4813,0.2579,0.3243,0.1568
1676,0.4672,0.2654,0.3269,0.1563
1677,0.4558,0.2724,0.3276,0.1551
1678,0.4468,0.2787,0.3268,0.1536
1679,0.4401,0.2842,0.3252,0.1519
1680,0.4351,0.289,0.3229,0.1504
1681,0.4315,0.293,0.3204,0.149
1682,0.4291,0.2964,0.3178,0.1479
1683,0.4273,0.2991,0.3153,0.147
1684,0.4261,0.3014,0.3129,0.1464
1685,0.4252,0.3033,0.3107,0.146
1686,0.4244,0.305,0.3087,0.1458
1687,0.4236,0.3064,0.3068,0.1458
1688,0.4228,0.3085,0.3051,0.1458
1689,0.4221,0.3181,0.3029,0.1457
1690,0.4225,0.3258,0.301,0.1458
1691,0.4236,0.3321,0.2994,0.1462
1692,0.4248,0.3373,0.2983,0.1468
1693,0.4259,0.3417,0.2975,0.1477
1694,0.4266,0.3456,0.297,0.1487
1695,0.4269,0.3492,0.2967,0.1499
1696,0.4266,0.3526,0.2965,0.151
1697,0.4259,0.356,0.2964,0.1521
1698,0.4247,0.3595,0.2962,0.1531
1699,0.4231,0.3631,0.2959,0.154
1700,0.4213,0.3669,0.2956,0.1548
1701,0.4192,0.3708,0.2951,0.1554
1702,0.417,0.375,0.2944,0.1559
1703,0.4147,0.3793,0.2936,0.1563
1704,0.4124,0.3838,0.2926,0.1565
1705,0.4101,0.3884,0.2916,0.1567
1706,0.4078,0.3932,0.2903,0.1567
1707,0.4056,0.3982,0.289,0.1567
1708,0.4035,0.4032,0.2876,0.1566
1709,0.4015,0.4084,0.2861,0.1564
1710,0.3996,0.4136,0.2846,0.1562
1711,0.3977,0.419,0.283,0.156
1712,0.3959,0.4245,0.2814,0.1558
1713,0.3941,0.43,0.2798,0.1555
1714,0.3924,0.4357,0.2782,0.1552
1715,0.3908,0.4415,0.2765,0.1549
1716,0.3892,0.4474,0.2749,0.1546
1717,0.3876,0.4534,0.2733,0.1544
1718,0.386,0.4596,0.2716,0.154
1719,0.3846,0.4638,0.2701,0.1538
1720,0.3829,0.4673,0.2687,0.1536
1721,0.381,0.4713,0.2672,0.1533
1722,0.3789,0.4759,0.2656,0.1529
1723,0.3768,0.4809,0.264,0.1525
1724,0.3745,0.4863,0.2623,0.152
1725,0.3723,0.492,0.2605,0.1515
1726,0.3702,0.4982,0.2586,0.1508
1727,0.368,0.5046,0.2567,0.1502
1728,0.366,0.5113,0.2548,0.1495
1729,0.364,0.5183,0.2528,0.1487
1730,0.3621,0.5255,0.2508,0.148
1731,0.3603,0.533,0.2488,0.1472
1732,0.3585,0.5406,0.2468,0.1465
1733,0.3568,0.5485,0.2448,0.1457
1734,0.3552,0.5566,0.2428,0.1449
1735,0.3536,0.5648,0.2408,0.1442
1736,0.352,0.5733,0.2388,0.1435
1737,0.3505,0.5819,0.2369,0.1427
1738,0.349,0.5908,0.235,0.142
1739,0.3475,0.5998,0.2331,0.1413
1740,0.346,0.609,0.2312,0.1406
1741,0.3446,0.6184,0.2293,0.1399
1742,0.3431,0.6279,0.2275,0.1392
1743,0.3416,0.6377,0.2257,0.1385
1744,0.3401,0.6476,0.2238,0.1378
1745,0.3387,0.6578,0.222,0.1371
1746,0.3372,0.6681,0.2202,0.1364
1747,0.3356,0.6786,0.2185,0.1357
1748,0.3341,0.6894,0.2167,0.135
1749,0.3325,0.7028,0.2148,0.1342
1750,0.3305,0.7237,0.2125,0.1332
1751,0.3288,0.7443,0.2103,0.1322
1752,0.3273,0.7646,0.2081,0.1312
1753,0.3261,0.7847,0.206,0.1303
1754,0.3249,0.8046,0.2039,0.1295
1755,0.3238,0.8244,0.2019,0.1287
1756,0.3228,0.844,0.2,0.128
1757,0.3217,0.8635,0.1982,0.1273
1758,0.3207,0.8829,0.1964,0.1267
1759,0.3196,0.9022,0.1946,0.126
1760,0.3184,0.9215,0.1929,0.1254
1761,0.3172,0.9408,0.1913,0.1249
1762,0.3159,0.9601,0.1896,0.1243
1763,0.3146,0.9795,0.188,0.1237
1764,0.3132,0.9988,0.1864,0.1231
1765,0.3117,1.018,0.1848,0.1225
1766,0.3101,1.038,0.1833,0.1219
1767,0.3085,1.057,0.1817,0.1213
1768,0.3068,1.077,0.1801,0.1207
1769,0.3051,1.096,0.1785,0.12
1770,0.3034,1.116,0.1768,0.1193
1771,0.3016,1.136,0.1752,0.1186
1772,0.2998,1.156,0.1736,0.1179
1773,0.2979,1.176,0.1719,0.1171
1774,0.2961,1.196,0.1702,0.1163
1775,0.2942,1.216,0.1685,0.1155
1776,0.2924,1.236,0.1668,0.1147
1777,0.2905,1.256,0.1651,0.1139
1778,0.2887,1.276,0.1634,0.113
1779,0.2868,1.297,0.1616,0.1122
1780,0.2821,1.365,0.158,0.11
1781,0.2774,1.44,0.1541,0.1077
1782,0.2734,1.512,0.1502,0.1055
1783,0.27,1.583,0.1465,0.1033
1784,0.267,1.651,0.1429,0.1014
1785,0.2643,1.718,0.1394,0.09949
1786,0.2619,1.782,0.136,0.09776
1787,0.2597,1.845,0.1329,0.09614
1788,0.2577,1.906,0.1298,0.09463
1789,0.2558,1.966,0.1269,0.09323
1790,0.254,2.025,0.1241,0.09192
1791,0.2524,2.082,0.1214,0.09069
1792,0.2508,2.137,0.1188,0.08954
1793,0.2492,2.192,0.1164,0.08847
1794,0.2477,2.245,0.1141,0.08746
1795,0.2463,2.298,0.1118,0.0865
1796,0.2448,2.349,0.1096,0.0856
1797,0.2434,2.399,0.1076,0.08474
1798,0.242,2.449,0.1056,0.08392
1799,0.2407,2.497,0.1036,0.08314
1800,0.2393,2.545,0.1018,0.08239
1801,0.238,2.592,0.1,0.08168
1802,0.2367,2.638,0.09826,0.08099
1803,0.2354,2.683,0.09659,0.08032
1804,0.2341,2.728,0.09497,0.07968
1805,0.2329,2.772,0.0934,0.07906
1806,0.2317,2.815,0.09188,0.07846
1807,0.2305,2.858,0.0904,0.07788
1808,0.2293,2.9,0.08896,0.07731
1809,0.2282,2.941,0.08757,0.07676
1810,0.2262,2.995,0.08588,0.07593
1811,0.2232,3.067,0.08379,0.07473
1812,0.2204,3.137,0.08174,0.07358
1813,0.2178,3.206,0.07976,0.07246
1814,0.2153,3.272,0.07784,0.07139
1815,0.213,3.338,0.07598,0.07036
1816,0.2108,3.402,0.07417,0.06938
1817,0.2087,3.464,0.07242,0.06843
1818,0.2068,3.526,0.07073,0.06753
1819,0.205,3.586,0.0691,0.06666
1820,0.2033,3.645,0.06752,0.06584
1821,0.2017,3.703,0.066,0.06504
1822,0.2002,3.76,0.06453,0.06429
1823,0.1988,3.816,0.06311,0.06357
1824,0.1974,3.871,0.06173,0.06288
1825,0.1962,3.925,0.06041,0.06223
